customer_id,tenure,subscription_tier,monthly_fee,payment_method,paperless_billing,device_count,content_hours_per_month,has_family_plan,support_tickets_ytd,profile_count,days_since_last_login,email_verified,lifetime_value_estimate,churned
AUR-01806,13,Plus,12.54,Credit Card,Yes,5,55.3,No,2,6,24,No,262.63,No
AUR-01807,64,Basic,9.67,Credit Card,Yes,4,35.3,Yes,0,4,8,Yes,838.97,No
AUR-01808,64,Plus,15.59,Debit Card,No,1,38.7,No,1,3,21,Yes,612.46,No
AUR-01809,10,Plus,13.93,Credit Card,No,5,12.4,No,1,1,7,Yes,185.17,No
AUR-01810,51,Basic,10.04,Credit Card,No,2,57.8,No,1,3,4,Yes,422.01,Yes
AUR-01811,72,Basic,8.56,PayPal,Yes,2,41.4,No,0,4,9,Yes,566.86,No
AUR-01812,41,Plus,11.92,Debit Card,Yes,2,49.7,No,1,3,3,Yes,688.71,Yes
AUR-01813,24,Plus,14.84,PayPal,Yes,3,56.2,No,1,4,10,Yes,347.1,No
AUR-01814,64,Basic,8.95,Credit Card,Yes,2,53.8,No,1,4,2,Yes,907.5,No
AUR-01815,37,Premium,15.53,Debit Card,Yes,4,59.2,Yes,1,5,13,Yes,795.77,No
AUR-01816,8,Plus,15.22,PayPal,No,5,12.2,Yes,1,6,2,Yes,391.29,No
AUR-01817,18,Plus,11.08,PayPal,Yes,2,35.9,No,1,2,4,Yes,385.11,No
AUR-01818,49,Plus,13.0,PayPal,Yes,3,18.1,No,1,4,4,Yes,589.98,No
AUR-01819,33,Plus,13.86,Credit Card,Yes,4,5.8,No,1,2,3,Yes,356.72,No
AUR-01820,15,Plus,14.87,Gift Card,No,2,54.7,No,0,2,7,No,181.56,No
AUR-01821,58,Premium,19.52,PayPal,Yes,2,118.2,No,1,4,0,Yes,1097.41,No
AUR-01822,8,Plus,13.37,PayPal,No,2,6.6,Yes,0,3,7,No,73.76,No
AUR-01823,15,Plus,12.99,Debit Card,Yes,3,58.1,No,0,3,10,Yes,280.66,Yes
AUR-01824,33,Plus,14.86,Gift Card,Yes,2,33.4,No,3,1,2,Yes,434.16,Yes
AUR-01825,2,Plus,13.43,Credit Card,No,4,38.9,No,1,5,11,Yes,39.49,No
AUR-01826,28,Basic,8.96,PayPal,Yes,6,56.9,No,1,2,20,Yes,393.02,Yes
AUR-01827,66,Plus,14.64,Debit Card,No,3,52.3,No,1,4,5,Yes,604.17,Yes
AUR-01828,68,Plus,12.66,PayPal,Yes,6,35.3,No,5,1,8,Yes,478.67,No
AUR-01829,63,Premium,16.61,PayPal,Yes,2,29.3,No,1,3,2,Yes,811.26,No
AUR-01830,23,Plus,12.37,Credit Card,Yes,2,52.7,No,0,4,11,No,553.18,No
AUR-01831,4,Plus,14.9,Credit Card,No,5,8.3,No,1,3,13,Yes,100.8,Yes
AUR-01832,59,Premium,18.2,Credit Card,No,4,56.6,Yes,2,4,1,Yes,967.98,No
AUR-01833,27,Plus,14.29,PayPal,Yes,2,33.5,Yes,3,1,13,Yes,526.52,No
AUR-01834,54,Basic,10.68,PayPal,Yes,3,87.0,Yes,1,4,6,Yes,842.83,No
AUR-01835,8,Basic,6.16,PayPal,Yes,2,40.9,No,2,3,5,Yes,93.85,No
AUR-01836,48,Basic,8.03,PayPal,Yes,5,84.5,No,0,3,17,Yes,552.65,No
AUR-01837,42,Basic,9.0,Debit Card,Yes,4,21.5,No,0,2,4,Yes,650.18,No
AUR-01838,67,Plus,15.1,Credit Card,Yes,3,20.3,No,1,3,2,Yes,509.67,Yes
AUR-01839,7,Plus,13.35,Debit Card,No,2,25.3,Yes,2,1,7,Yes,175.76,Yes
AUR-01840,29,Plus,13.04,PayPal,Yes,2,95.8,No,2,3,14,No,322.96,No
AUR-01841,72,Basic,7.9,Debit Card,Yes,1,39.9,No,2,2,7,Yes,491.92,Yes
AUR-01842,28,Plus,15.62,PayPal,No,2,28.5,No,0,3,6,Yes,797.02,Yes
AUR-01843,48,Basic,8.73,Gift Card,Yes,4,52.1,Yes,1,3,12,Yes,737.28,No
AUR-01844,11,Premium,22.1,Credit Card,Yes,1,26.3,No,0,3,3,Yes,254.35,Yes
AUR-01845,53,Basic,8.86,PayPal,Yes,3,51.7,No,2,1,8,Yes,597.17,No
AUR-01846,20,Plus,12.16,Debit Card,Yes,4,39.8,No,1,4,1,Yes,660.68,No
AUR-01847,41,Basic,8.33,Debit Card,Yes,2,27.9,Yes,3,2,11,Yes,243.39,Yes
AUR-01848,64,Plus,15.49,Credit Card,Yes,1,41.2,No,3,3,18,Yes,778.48,No
AUR-01849,48,Plus,15.57,Credit Card,Yes,5,41.2,No,0,3,23,Yes,681.0,No
AUR-01850,34,Plus,15.02,Credit Card,Yes,1,66.5,No,1,5,15,Yes,769.12,Yes
AUR-01851,13,Basic,9.05,Debit Card,Yes,2,17.5,No,0,1,13,Yes,146.15,No
AUR-01852,24,Premium,16.45,Credit Card,Yes,4,30.8,Yes,0,1,7,Yes,215.27,No
AUR-01853,61,Plus,13.16,Credit Card,Yes,2,47.1,No,1,3,13,Yes,890.12,No
AUR-01854,15,Plus,13.01,Debit Card,Yes,2,24.4,No,0,1,8,Yes,272.3,No
AUR-01855,47,Premium,16.83,Credit Card,No,2,36.9,No,1,3,2,Yes,489.55,No
AUR-01856,35,Premium,17.96,PayPal,Yes,3,27.5,No,1,2,19,Yes,660.69,No
AUR-01857,23,Basic,9.62,Credit Card,Yes,2,32.6,No,3,6,1,Yes,223.84,Yes
AUR-01858,52,Basic,8.75,Credit Card,Yes,1,20.4,No,0,3,5,Yes,248.06,No
AUR-01859,26,Basic,8.54,Gift Card,Yes,2,118.4,No,1,1,4,Yes,431.72,No
AUR-01860,20,Basic,8.82,PayPal,Yes,4,8.6,No,2,2,8,Yes,310.65,Yes
AUR-01861,38,Plus,13.74,Debit Card,No,3,27.4,No,2,4,15,Yes,367.64,Yes
AUR-01862,55,Premium,16.63,PayPal,Yes,4,40.8,No,1,1,12,Yes,1323.9,No
AUR-01863,63,Premium,19.4,Credit Card,Yes,3,40.5,No,1,2,1,Yes,3166.26,No
AUR-01864,45,Plus,12.44,PayPal,Yes,2,79.2,No,1,2,2,Yes,548.03,No
AUR-01865,48,Plus,12.84,Credit Card,Yes,2,17.4,Yes,0,3,13,Yes,350.06,No
AUR-01866,57,Premium,17.13,Debit Card,No,2,12.7,No,1,4,36,Yes,648.78,No
AUR-01867,19,Premium,19.04,Credit Card,Yes,1,29.9,Yes,2,3,4,Yes,262.88,No
AUR-01868,18,Basic,8.98,PayPal,Yes,2,40.8,No,1,4,2,Yes,86.51,Yes
AUR-01869,35,Plus,14.76,Credit Card,No,2,34.1,Yes,1,2,5,Yes,541.61,No
AUR-01870,46,Premium,15.86,Credit Card,Yes,4,69.8,No,2,2,2,Yes,1037.1,No
AUR-01871,47,Basic,7.25,Credit Card,No,5,19.0,No,0,3,6,Yes,254.58,Yes
AUR-01872,11,Plus,14.77,PayPal,Yes,5,28.1,Yes,1,2,8,Yes,401.14,No
AUR-01873,56,Premium,15.1,Credit Card,Yes,1,56.2,No,3,3,18,Yes,601.99,Yes
AUR-01874,26,Premium,17.62,Debit Card,Yes,3,41.2,Yes,0,3,12,Yes,443.53,No
AUR-01875,64,Premium,15.48,Credit Card,Yes,4,80.2,Yes,0,5,15,No,585.21,No
AUR-01876,52,Premium,20.42,PayPal,Yes,3,41.3,No,2,2,6,Yes,604.65,No
AUR-01877,71,Basic,9.45,Credit Card,Yes,3,17.2,No,2,2,28,Yes,1015.1,Yes
AUR-01878,46,Basic,8.54,PayPal,Yes,2,74.6,No,1,4,2,Yes,709.97,No
AUR-01879,38,Plus,12.73,Credit Card,Yes,3,69.9,No,0,3,7,Yes,380.82,No
AUR-01880,13,Plus,14.8,Credit Card,Yes,3,51.7,No,0,2,6,Yes,317.54,No
AUR-01881,29,Plus,14.54,Credit Card,Yes,2,130.4,No,1,6,4,Yes,706.49,No
AUR-01882,62,Plus,15.8,Credit Card,Yes,2,42.4,No,3,3,20,Yes,612.59,No
AUR-01883,27,Plus,14.67,Debit Card,No,3,44.4,Yes,0,3,0,Yes,569.33,No
AUR-01884,3,Plus,15.26,Credit Card,Yes,2,68.9,No,1,3,2,Yes,69.63,Yes
AUR-01885,17,Basic,10.25,PayPal,No,2,48.4,No,1,1,8,Yes,191.03,Yes
AUR-01886,43,Basic,9.58,Debit Card,Yes,3,44.1,No,1,3,6,No,261.07,Yes
AUR-01887,45,Basic,10.16,Credit Card,Yes,4,12.5,No,2,2,7,Yes,164.81,Yes
AUR-01888,71,Basic,7.98,Debit Card,Yes,4,15.8,No,0,1,3,No,618.57,Yes
AUR-01889,68,Premium,15.54,Credit Card,Yes,2,15.8,No,1,1,4,No,905.14,No
AUR-01890,38,Plus,14.56,Credit Card,Yes,1,33.1,No,0,2,17,Yes,544.34,No
AUR-01891,40,Basic,8.62,Credit Card,Yes,2,82.4,No,1,2,12,No,195.73,Yes
AUR-01892,58,Plus,15.17,Credit Card,Yes,2,105.7,Yes,0,2,7,Yes,1508.05,No
AUR-01893,3,Plus,12.45,Credit Card,Yes,1,88.5,No,1,4,14,Yes,102.2,No
AUR-01894,43,Basic,7.75,PayPal,Yes,4,90.7,No,1,1,16,Yes,176.36,Yes
AUR-01895,34,Basic,8.28,Debit Card,Yes,1,22.6,No,1,3,31,Yes,496.13,Yes
AUR-01896,57,Basic,10.24,PayPal,Yes,1,41.2,Yes,0,3,13,Yes,730.8,No
AUR-01897,58,Plus,13.84,Credit Card,No,2,20.7,No,1,2,16,Yes,1123.54,No
AUR-01898,47,Basic,10.48,PayPal,Yes,2,50.5,No,1,1,3,Yes,545.23,Yes
AUR-01899,47,Basic,7.84,Credit Card,Yes,4,33.3,No,1,1,11,Yes,402.78,Yes
AUR-01900,50,Basic,8.53,Credit Card,Yes,1,12.9,No,3,2,8,No,636.05,Yes
AUR-01901,42,Plus,13.94,PayPal,Yes,3,54.3,Yes,2,2,16,Yes,819.42,No
AUR-01902,16,Basic,8.91,Credit Card,No,2,25.8,No,2,2,16,Yes,77.06,Yes
AUR-01903,20,Premium,16.33,Credit Card,Yes,3,38.7,No,2,2,15,Yes,300.98,No
AUR-01904,54,Basic,9.58,PayPal,No,2,29.5,No,1,3,19,No,203.99,Yes
AUR-01905,45,Plus,13.7,Debit Card,Yes,3,58.5,No,1,1,12,Yes,921.84,No
AUR-01906,17,Plus,14.52,Debit Card,Yes,2,45.1,Yes,0,1,4,Yes,350.77,No
AUR-01907,64,Plus,14.75,Credit Card,Yes,1,40.9,No,0,6,13,Yes,1311.76,Yes
AUR-01908,71,Basic,7.23,Credit Card,Yes,3,86.8,No,0,2,16,Yes,910.33,No
AUR-01909,45,Premium,18.65,Gift Card,Yes,3,30.7,No,0,3,16,Yes,474.37,No
AUR-01910,16,Premium,17.05,Credit Card,Yes,4,52.4,Yes,1,2,5,Yes,263.96,No
AUR-01911,68,Basic,7.39,Credit Card,No,4,31.4,No,4,1,1,Yes,499.6,Yes
AUR-01912,17,Basic,9.48,Credit Card,No,4,145.3,Yes,2,2,22,Yes,185.68,No
AUR-01913,31,Premium,15.56,PayPal,Yes,4,76.3,Yes,3,1,5,Yes,612.64,No
AUR-01914,62,Plus,14.46,PayPal,Yes,2,102.3,No,3,1,7,Yes,1048.7,Yes
AUR-01915,38,Basic,7.04,Debit Card,Yes,2,44.4,No,1,1,6,Yes,439.9,Yes
AUR-01916,17,Basic,8.54,Gift Card,Yes,2,78.0,No,1,3,9,Yes,170.68,No
AUR-01917,5,Plus,13.78,Credit Card,Yes,4,19.3,No,2,3,6,Yes,0.0,No
AUR-01918,26,Plus,13.11,PayPal,Yes,2,17.2,No,0,3,8,Yes,541.22,No
AUR-01919,49,Plus,15.31,Credit Card,Yes,3,36.1,Yes,1,2,3,Yes,895.67,No
AUR-01920,52,Premium,21.25,Credit Card,Yes,3,49.6,No,2,6,20,Yes,536.64,No
AUR-01921,16,Plus,14.41,Credit Card,Yes,2,82.7,No,0,1,12,Yes,308.5,No
AUR-01922,11,Basic,9.15,Gift Card,Yes,1,42.3,No,0,1,8,No,126.05,Yes
AUR-01923,51,Plus,12.77,PayPal,Yes,2,35.8,No,0,3,0,Yes,909.46,Yes
AUR-01924,11,Basic,9.41,Debit Card,Yes,3,65.2,No,1,1,3,Yes,112.95,Yes
AUR-01925,4,Basic,8.85,Credit Card,No,2,99.2,No,0,2,14,No,41.26,Yes
AUR-01926,35,Basic,8.62,Credit Card,Yes,5,67.7,No,1,2,3,Yes,827.36,Yes
AUR-01927,41,Basic,9.83,Credit Card,Yes,5,54.6,Yes,0,3,11,Yes,208.86,No
AUR-01928,17,Plus,13.76,Credit Card,No,1,77.7,Yes,0,2,6,Yes,353.82,No
AUR-01929,15,Basic,9.28,Credit Card,Yes,1,74.3,No,1,2,8,Yes,107.49,No
AUR-01930,17,Plus,11.9,Debit Card,No,1,67.9,No,1,3,6,Yes,284.13,No
AUR-01931,25,Plus,14.03,Debit Card,No,2,75.3,No,2,5,6,Yes,438.26,No
AUR-01932,0,Plus,13.75,PayPal,No,3,50.5,Yes,2,4,14,Yes,53.24,Yes
AUR-01933,0,Plus,13.3,Debit Card,No,2,110.5,Yes,0,1,14,Yes,66.92,No
AUR-01934,27,Premium,16.39,Credit Card,Yes,5,17.5,Yes,1,3,9,Yes,829.82,No
AUR-01935,1,Plus,15.89,Debit Card,Yes,5,60.0,Yes,0,2,14,Yes,90.74,Yes
AUR-01936,23,Basic,8.34,Credit Card,No,4,27.1,No,1,3,2,Yes,498.07,No
AUR-01937,42,Plus,12.6,Debit Card,No,1,47.6,Yes,3,2,8,Yes,231.02,No
AUR-01938,2,Plus,14.84,PayPal,Yes,5,18.4,No,3,3,5,Yes,94.31,No
AUR-01939,45,Basic,9.03,Credit Card,Yes,4,32.6,No,1,1,5,Yes,409.47,No
AUR-01940,45,Basic,9.37,Credit Card,Yes,3,35.4,No,2,2,4,Yes,625.13,Yes
AUR-01941,41,Basic,10.71,PayPal,No,3,55.9,No,0,2,18,Yes,580.97,Yes
AUR-01942,45,Plus,16.61,Debit Card,Yes,5,30.9,No,1,2,3,Yes,871.65,No
AUR-01943,59,Plus,15.28,Debit Card,Yes,1,37.3,No,2,2,4,Yes,2723.38,No
AUR-01944,5,Basic,9.78,PayPal,Yes,2,66.9,No,0,3,9,Yes,172.88,Yes
AUR-01945,12,Premium,17.68,Debit Card,Yes,3,83.8,Yes,1,3,5,Yes,301.72,No
AUR-01946,23,Premium,17.66,Credit Card,No,2,34.5,No,2,1,5,Yes,478.95,No
AUR-01947,50,Basic,10.2,PayPal,Yes,1,91.2,No,0,2,5,Yes,1085.73,No
AUR-01948,63,Premium,19.13,PayPal,Yes,2,64.3,No,1,1,12,Yes,2537.78,No
AUR-01949,67,Basic,8.38,Credit Card,Yes,3,90.5,No,0,2,19,Yes,698.83,No
AUR-01950,42,Premium,18.73,Credit Card,No,3,45.8,No,1,4,14,Yes,976.16,No
AUR-01951,29,Premium,16.67,PayPal,Yes,3,36.8,No,0,1,30,Yes,265.36,No
AUR-01952,30,Basic,8.47,Debit Card,Yes,2,41.7,No,1,2,25,Yes,299.84,Yes
AUR-01953,4,Plus,13.95,Credit Card,Yes,1,55.1,Yes,1,1,1,Yes,134.47,No
AUR-01954,33,Premium,17.47,Debit Card,No,2,45.2,No,0,2,19,Yes,915.51,No
AUR-01955,37,Premium,17.63,PayPal,No,2,46.0,No,1,4,25,Yes,1607.98,No
AUR-01956,15,Premium,19.19,Debit Card,Yes,2,64.0,No,1,1,12,Yes,624.61,No
AUR-01957,56,Plus,12.63,Credit Card,Yes,2,31.1,No,0,2,7,Yes,1318.39,No
AUR-01958,59,Basic,8.75,Credit Card,No,3,48.7,No,1,3,3,Yes,496.45,Yes
AUR-01959,22,Premium,16.12,Credit Card,Yes,1,18.2,No,1,2,13,Yes,243.8,No
AUR-01960,66,Plus,12.36,PayPal,Yes,3,43.2,Yes,1,3,2,Yes,1227.58,No
AUR-01961,7,Plus,13.5,Debit Card,No,4,35.1,No,1,1,9,Yes,86.8,No
AUR-01962,66,Plus,13.17,Credit Card,No,4,35.9,No,1,4,44,Yes,1292.53,No
AUR-01963,56,Plus,13.13,PayPal,Yes,2,21.0,No,1,3,2,No,541.4,Yes
AUR-01964,16,Basic,8.85,Credit Card,No,2,30.1,No,3,2,9,Yes,155.51,Yes
AUR-01965,47,Plus,13.6,Debit Card,Yes,4,55.9,No,1,3,17,Yes,675.16,No
AUR-01966,22,Basic,7.98,Credit Card,Yes,5,24.1,Yes,1,3,10,Yes,306.66,No
AUR-01967,58,Plus,13.87,PayPal,Yes,4,11.8,Yes,0,4,13,Yes,834.86,No
AUR-01968,11,Premium,21.22,PayPal,Yes,1,60.6,Yes,0,5,2,Yes,550.57,No
AUR-01969,17,Plus,14.57,PayPal,Yes,2,125.6,No,0,2,29,Yes,170.42,Yes
AUR-01970,22,Plus,12.5,Credit Card,Yes,3,29.0,No,2,2,9,Yes,152.85,No
AUR-01971,14,Basic,10.26,Credit Card,No,1,19.2,Yes,1,4,2,Yes,188.33,No
AUR-01972,24,Premium,16.78,Credit Card,Yes,2,109.3,Yes,2,1,16,Yes,453.3,No
AUR-01973,43,Plus,13.17,Gift Card,No,4,10.8,Yes,3,4,28,Yes,397.96,No
AUR-01974,46,Basic,9.87,Credit Card,Yes,3,58.6,No,3,4,6,Yes,428.3,Yes
AUR-01975,40,Basic,8.68,Debit Card,Yes,4,27.1,No,0,2,7,Yes,426.43,Yes
AUR-01976,13,Basic,9.63,PayPal,Yes,3,123.9,Yes,0,2,19,Yes,131.72,Yes
AUR-01977,14,Plus,13.8,Credit Card,Yes,3,39.3,No,2,2,15,Yes,179.09,No
AUR-01978,67,Premium,17.98,Credit Card,Yes,3,30.3,No,0,4,4,Yes,1758.36,No
AUR-01979,18,Plus,13.76,Credit Card,Yes,1,4.1,No,2,3,1,Yes,270.9,No
AUR-01980,7,Basic,9.21,Debit Card,Yes,5,69.5,No,0,1,29,Yes,118.22,No
AUR-01981,33,Premium,16.13,Gift Card,Yes,3,67.0,No,4,4,5,Yes,556.27,No
AUR-01982,0,Basic,9.71,Credit Card,Yes,5,88.7,Yes,3,4,2,Yes,107.79,No
AUR-01983,25,Premium,15.91,Gift Card,Yes,1,50.4,No,0,3,4,Yes,849.85,No
AUR-01984,62,Basic,7.65,Credit Card,Yes,4,36.8,No,1,5,22,Yes,875.75,Yes
AUR-01985,19,Plus,16.19,Credit Card,Yes,2,80.2,No,2,2,0,Yes,1000.89,No
AUR-01986,51,Premium,16.59,PayPal,Yes,1,32.7,No,1,2,18,Yes,931.98,No
AUR-01987,35,Basic,8.84,PayPal,Yes,6,17.2,No,0,2,12,Yes,284.27,Yes
AUR-01988,25,Plus,14.27,Credit Card,Yes,2,57.5,No,2,2,6,Yes,171.5,No
AUR-01989,48,Premium,16.44,Debit Card,No,2,75.1,No,2,3,9,Yes,958.67,No
AUR-01990,43,Basic,8.93,PayPal,No,3,14.6,Yes,0,3,15,Yes,465.08,No
AUR-01991,23,Basic,9.61,PayPal,Yes,3,48.2,No,0,1,6,Yes,54.25,No
AUR-01992,16,Plus,12.05,Debit Card,Yes,5,69.7,Yes,0,2,4,Yes,425.9,No
AUR-01993,66,Basic,8.36,Credit Card,Yes,1,31.1,Yes,1,3,14,Yes,639.61,Yes
AUR-01994,12,Basic,6.49,Credit Card,Yes,5,108.5,No,2,4,10,Yes,126.05,Yes
AUR-01995,70,Plus,14.49,Debit Card,Yes,2,29.0,No,1,1,23,Yes,1257.12,No
AUR-01996,34,Plus,14.64,Debit Card,Yes,2,29.0,No,0,4,22,Yes,522.88,No
AUR-01997,72,Basic,7.91,Credit Card,No,2,33.0,Yes,0,4,6,Yes,278.64,Yes
AUR-01998,25,Basic,8.93,Credit Card,Yes,2,23.2,No,2,3,8,Yes,164.89,Yes
AUR-01999,41,Premium,17.33,Credit Card,Yes,1,29.0,Yes,1,3,21,Yes,1712.48,No
AUR-02000,44,Plus,13.84,Debit Card,No,4,47.3,Yes,1,1,17,Yes,673.17,No
AUR-02001,24,Premium,16.42,Credit Card,Yes,3,25.3,No,0,1,12,Yes,504.48,No
AUR-02002,15,Plus,12.53,Credit Card,Yes,1,60.9,No,2,2,19,Yes,264.1,No
AUR-02003,37,Premium,19.1,Credit Card,Yes,2,15.7,No,1,2,2,Yes,585.05,No
AUR-02004,48,Plus,16.1,PayPal,Yes,2,25.5,No,1,4,12,Yes,428.49,No
AUR-02005,19,Basic,9.05,Debit Card,No,3,109.7,No,1,5,3,Yes,177.08,No
AUR-02006,55,Premium,16.74,Credit Card,Yes,3,28.4,Yes,1,1,16,Yes,543.22,No
AUR-02007,46,Plus,12.71,Credit Card,Yes,2,42.9,No,1,4,12,Yes,370.37,No
AUR-02008,12,Basic,10.67,Credit Card,Yes,2,45.0,No,0,3,18,No,168.15,Yes
AUR-02009,68,Basic,9.57,Debit Card,Yes,2,21.9,No,1,3,22,Yes,340.89,No
AUR-02010,3,Plus,14.78,Debit Card,Yes,3,26.8,No,0,4,2,Yes,226.41,No
AUR-02011,47,Basic,9.07,Debit Card,Yes,4,53.5,No,1,1,12,No,828.82,Yes
AUR-02012,32,Basic,8.96,Debit Card,Yes,1,28.5,No,1,5,5,Yes,176.31,No
AUR-02013,47,Basic,10.09,Credit Card,Yes,4,27.5,No,0,3,15,Yes,313.57,Yes
AUR-02014,56,Plus,14.23,Credit Card,No,3,26.7,No,2,3,5,Yes,891.83,Yes
AUR-02015,50,Plus,14.71,Credit Card,No,1,87.9,No,1,3,5,Yes,1490.38,No
AUR-02016,47,Plus,16.04,Debit Card,No,4,78.1,No,5,2,9,No,451.67,No
AUR-02017,61,Basic,8.4,Credit Card,Yes,5,47.7,No,2,1,2,Yes,371.58,No
AUR-02018,51,Basic,8.85,PayPal,No,1,38.8,Yes,3,1,3,Yes,233.92,No
AUR-02019,59,Plus,14.66,Credit Card,No,3,46.2,Yes,0,3,13,No,1021.87,No
AUR-02020,29,Basic,7.9,Debit Card,Yes,3,55.7,No,0,4,26,Yes,165.62,Yes
AUR-02021,14,Plus,13.32,Credit Card,Yes,3,56.0,Yes,0,3,1,Yes,471.22,No
AUR-02022,17,Basic,10.41,Credit Card,Yes,2,28.7,Yes,1,1,4,Yes,287.28,No
AUR-02023,44,Basic,9.38,PayPal,No,3,34.4,Yes,0,3,11,Yes,853.71,No
AUR-02024,38,Basic,8.28,Credit Card,No,2,32.3,No,0,3,1,Yes,530.65,Yes
AUR-02025,5,Plus,15.32,Credit Card,No,1,50.1,Yes,0,1,7,No,113.72,Yes
AUR-02026,14,Plus,13.23,Credit Card,Yes,1,85.6,No,1,3,10,Yes,165.98,No
AUR-02027,70,Premium,16.56,PayPal,No,1,43.0,No,0,1,8,Yes,2055.05,No
AUR-02028,53,Basic,8.88,Credit Card,Yes,2,45.4,No,1,2,5,Yes,257.29,No
AUR-02029,55,Plus,14.19,PayPal,Yes,3,25.3,Yes,2,1,2,Yes,747.46,No
AUR-02030,14,Plus,12.44,Gift Card,Yes,3,14.0,Yes,2,3,39,Yes,331.14,No
AUR-02031,4,Basic,9.5,PayPal,No,4,33.8,No,0,1,4,Yes,35.99,Yes
AUR-02032,21,Plus,12.75,Credit Card,No,1,62.5,Yes,0,3,15,Yes,409.65,No
AUR-02033,62,Basic,8.74,Debit Card,Yes,2,25.6,No,0,2,13,Yes,340.07,Yes
AUR-02034,36,Plus,14.05,Credit Card,Yes,2,12.0,No,1,1,7,Yes,292.49,No
AUR-02035,57,Basic,8.46,PayPal,Yes,3,57.2,No,0,4,5,Yes,631.34,Yes
AUR-02036,35,Premium,17.36,Debit Card,Yes,2,53.8,No,2,3,2,Yes,567.15,No
AUR-02037,35,Premium,19.58,Credit Card,No,3,29.4,No,3,1,17,Yes,1836.54,No
AUR-02038,43,Basic,8.34,Credit Card,Yes,3,27.3,No,1,2,18,Yes,202.8,Yes
AUR-02039,70,Plus,14.43,PayPal,Yes,3,35.4,No,0,2,7,Yes,988.9,Yes
AUR-02040,31,Plus,11.95,PayPal,Yes,1,30.8,No,0,2,5,Yes,184.72,No
AUR-02041,43,Basic,9.33,Debit Card,Yes,2,97.6,No,1,1,3,Yes,594.54,Yes
AUR-02042,67,Premium,18.33,Debit Card,No,2,34.8,No,2,1,7,No,1127.02,No
AUR-02043,27,Plus,14.59,PayPal,Yes,3,51.6,No,1,3,4,Yes,489.57,No
AUR-02044,61,Premium,17.83,PayPal,Yes,3,38.1,No,0,2,9,Yes,758.56,No
AUR-02045,39,Premium,15.7,PayPal,No,4,52.6,Yes,1,4,11,Yes,277.35,No
AUR-02046,64,Basic,8.63,Credit Card,Yes,1,30.0,No,0,3,11,Yes,1039.89,Yes
AUR-02047,34,Plus,13.01,Debit Card,Yes,4,29.4,No,1,1,3,Yes,675.37,No
AUR-02048,45,Plus,15.53,PayPal,Yes,2,42.9,No,1,1,4,No,1269.36,No
AUR-02049,23,Basic,8.54,Credit Card,No,2,26.9,No,1,2,7,Yes,276.04,Yes
AUR-02050,46,Basic,7.65,Credit Card,Yes,2,33.8,No,0,5,17,Yes,294.39,No
AUR-02051,23,Premium,16.16,Credit Card,Yes,3,61.0,No,0,1,11,Yes,511.04,No
AUR-02052,44,Basic,9.07,Credit Card,Yes,3,79.7,No,1,2,3,Yes,445.8,No
AUR-02053,57,Plus,13.57,PayPal,Yes,5,115.1,Yes,1,2,11,Yes,771.3,No
AUR-02054,31,Premium,15.94,Credit Card,Yes,3,58.3,No,1,3,14,Yes,851.52,No
AUR-02055,31,Basic,8.81,Debit Card,Yes,2,50.1,No,1,2,19,Yes,677.12,No
AUR-02056,23,Plus,12.64,Credit Card,Yes,1,23.5,Yes,2,5,5,Yes,376.01,No
AUR-02057,53,Premium,20.08,PayPal,Yes,2,74.6,Yes,2,1,9,Yes,398.71,No
AUR-02058,43,Plus,14.08,PayPal,Yes,2,95.2,Yes,0,1,3,Yes,757.95,No
AUR-02059,37,Basic,8.67,Debit Card,Yes,3,32.8,Yes,2,4,3,Yes,672.55,No
AUR-02060,1,Basic,9.19,PayPal,Yes,3,109.8,No,0,2,16,Yes,77.47,No
AUR-02061,8,Premium,18.84,Credit Card,No,5,78.9,No,3,1,4,Yes,140.17,No
AUR-02062,0,Basic,9.74,PayPal,Yes,2,58.7,No,0,2,8,Yes,13.95,No
AUR-02063,62,Plus,12.89,PayPal,No,2,38.7,No,2,4,12,Yes,615.78,No
AUR-02064,62,Basic,9.69,Credit Card,No,4,18.9,Yes,0,1,9,Yes,579.08,Yes
AUR-02065,4,Plus,15.51,Gift Card,No,5,97.8,No,2,3,2,No,66.77,Yes
AUR-02066,3,Premium,16.61,Credit Card,Yes,3,17.5,Yes,1,3,7,Yes,152.42,No
AUR-02067,57,Plus,13.99,Debit Card,Yes,1,100.3,No,0,3,14,Yes,1206.71,No
AUR-02068,38,Premium,17.09,Credit Card,Yes,3,106.5,Yes,0,2,7,No,472.84,No
AUR-02069,22,Basic,9.54,PayPal,Yes,3,23.8,No,3,2,7,Yes,487.82,No
AUR-02070,44,Plus,13.81,Credit Card,Yes,1,17.4,No,0,4,16,Yes,1528.75,No
AUR-02071,17,Premium,16.67,Credit Card,Yes,2,32.2,No,1,3,13,Yes,86.99,No
AUR-02072,14,Plus,14.7,Debit Card,Yes,3,40.3,No,1,2,5,Yes,191.79,Yes
AUR-02073,26,Basic,8.75,Gift Card,No,4,30.6,No,1,1,22,Yes,227.56,Yes
AUR-02074,65,Premium,16.57,Credit Card,Yes,1,31.9,No,4,3,4,Yes,2136.71,No
AUR-02075,56,Plus,12.78,Debit Card,No,1,41.2,Yes,1,3,5,Yes,878.36,No
AUR-02076,13,Plus,12.44,Debit Card,No,2,95.7,No,1,1,8,Yes,297.45,No
