member_id,tenure_months,membership_tier,monthly_dues,visit_frequency_per_month,personal_training_addon,group_classes_per_month,has_locker_rental,referred_by_member,payment_method,avg_session_minutes,app_engagement_score,has_nutrition_plan,membership_value_estimate,cancelled
PAL-01509,52,Elite,72.66,9.1,Yes,3,No,No,Credit Card,40.9,46,No,5267.71,No
PAL-01510,4,Elite,85.09,7.4,Yes,1,No,No,Credit Card,75.2,26,No,381.73,No
PAL-01511,32,Elite,77.45,1.4,Yes,4,No,No,Bank Draft,42.9,20,No,1914.96,No
PAL-01512,26,Basic,29.36,12.9,Yes,1,No,No,Credit Card,24.7,16,Yes,1056.7,No
PAL-01513,47,Basic,23.72,11.7,No,1,No,No,Bank Draft,61.7,94,No,1309.67,No
PAL-01514,58,Basic,23.95,3.7,No,3,Yes,No,Debit Card,62.2,32,No,2623.48,Yes
PAL-01515,32,Elite,79.64,5.4,No,2,No,No,Credit Card,53.2,67,No,4585.53,No
PAL-01516,29,Elite,75.48,3.0,No,1,No,No,Credit Card,52.2,61,No,2054.9,No
PAL-01517,16,Basic,26.0,8.0,No,4,No,No,Bank Draft,48.4,37,Yes,655.82,Yes
PAL-01518,35,Basic,24.49,8.3,No,0,No,No,Credit Card,47.8,80,Yes,1266.09,Yes
PAL-01519,8,Basic,32.58,11.3,No,0,No,No,Credit Card,49.2,67,No,508.55,Yes
PAL-01520,30,Basic,29.26,5.6,No,2,No,No,Bank Draft,52.3,94,No,1005.43,No
PAL-01521,3,Basic,31.73,7.2,No,2,No,Yes,Credit Card,48.5,62,No,34.61,No
PAL-01522,13,Basic,28.84,3.1,No,1,No,No,Debit Card,25.7,53,Yes,161.39,Yes
PAL-01523,10,Core,41.94,9.5,No,4,No,No,Credit Card,36.6,66,No,320.38,No
PAL-01524,6,Core,49.61,12.7,No,2,Yes,Yes,Credit Card,54.2,26,No,204.46,No
PAL-01525,4,Basic,25.8,10.5,Yes,1,No,No,Debit Card,36.2,19,No,285.95,No
PAL-01526,20,Basic,19.19,14.5,No,5,No,Yes,Debit Card,39.2,88,No,488.02,No
PAL-01527,17,Core,44.95,5.5,No,2,No,Yes,Bank Draft,61.5,86,No,756.79,No
PAL-01528,31,Core,43.79,2.3,No,0,No,No,Bank Draft,27.9,88,No,1412.85,No
PAL-01529,25,Basic,26.21,0.7,No,3,No,No,Credit Card,36.6,68,No,468.74,No
PAL-01530,42,Basic,21.78,4.8,No,4,No,Yes,Credit Card,59.8,67,No,2086.49,Yes
PAL-01531,40,Elite,63.05,5.5,Yes,2,No,No,Credit Card,40.6,52,Yes,2849.5,No
PAL-01532,39,Basic,20.44,9.4,No,0,No,No,Debit Card,50.0,96,No,908.53,No
PAL-01533,57,Elite,85.9,5.1,No,2,No,No,Credit Card,15.0,6,No,4680.16,No
PAL-01534,32,Core,40.85,2.9,No,4,No,No,Credit Card,64.9,37,No,607.47,No
PAL-01535,31,Core,48.85,8.6,No,5,No,No,Credit Card,64.7,53,No,2605.0,No
PAL-01536,21,Basic,28.67,7.4,No,0,No,No,Debit Card,51.1,63,No,702.15,No
PAL-01537,30,Core,47.5,10.7,Yes,2,No,No,Credit Card,35.6,62,No,3690.01,No
PAL-01538,15,Core,45.88,12.5,No,2,Yes,Yes,Credit Card,73.0,44,No,972.55,Yes
PAL-01539,60,Basic,21.82,12.0,Yes,2,No,Yes,Credit Card,83.2,55,Yes,1955.88,Yes
PAL-01540,45,Elite,79.0,7.6,Yes,2,No,No,Credit Card,74.9,75,No,2915.54,No
PAL-01541,25,Core,40.18,6.0,No,3,No,No,Credit Card,63.5,93,No,1095.35,No
PAL-01542,54,Core,46.83,1.5,No,5,No,No,Credit Card,53.6,16,No,3256.47,No
PAL-01543,51,Basic,22.97,9.1,No,2,No,No,Credit Card,46.3,72,No,416.82,Yes
PAL-01544,38,Basic,23.67,10.4,No,1,No,No,Debit Card,70.2,88,No,2007.89,No
PAL-01545,17,Basic,25.54,3.0,No,0,No,No,Bank Draft,49.7,75,No,623.98,Yes
PAL-01546,6,Basic,24.91,1.5,No,0,No,No,Debit Card,15.0,89,No,434.87,Yes
PAL-01547,6,Elite,79.41,4.8,Yes,5,No,No,Credit Card,51.7,59,No,872.83,Yes
PAL-01548,48,Basic,27.34,12.7,No,2,No,No,Credit Card,49.0,64,Yes,841.95,No
PAL-01549,8,Basic,26.83,5.6,No,1,No,No,Credit Card,42.4,56,No,135.14,Yes
PAL-01550,36,Core,48.72,2.0,Yes,4,No,No,Debit Card,63.3,19,No,1662.81,No
PAL-01551,29,Elite,95.12,7.7,Yes,1,No,No,Credit Card,42.3,20,No,2345.15,No
PAL-01552,39,Basic,20.38,3.4,No,1,No,Yes,Credit Card,54.6,69,Yes,994.49,Yes
PAL-01553,3,Elite,81.06,13.4,No,0,No,No,Credit Card,17.4,71,No,407.59,No
PAL-01554,42,Elite,73.96,3.0,No,3,No,No,Credit Card,37.2,59,Yes,1444.96,No
PAL-01555,6,Basic,29.7,6.1,No,5,No,No,Credit Card,47.4,93,No,188.52,No
PAL-01556,28,Core,51.8,2.9,No,1,No,No,Debit Card,23.2,1,Yes,2245.58,No
PAL-01557,26,Core,44.23,8.1,No,2,No,No,Credit Card,38.3,50,No,624.41,No
PAL-01558,31,Basic,21.65,6.3,No,2,No,No,Credit Card,62.0,28,Yes,904.35,Yes
PAL-01559,3,Elite,67.55,12.1,No,3,No,Yes,Bank Draft,45.7,54,No,325.82,No
PAL-01560,19,Core,42.73,10.6,No,2,No,No,Credit Card,71.5,6,No,528.76,Yes
PAL-01561,24,Core,40.62,5.4,Yes,1,Yes,No,Credit Card,56.1,67,No,1131.92,No
PAL-01562,38,Core,45.24,5.5,No,1,No,No,Debit Card,33.9,51,Yes,2301.29,No
PAL-01563,15,Basic,22.05,6.2,No,0,No,Yes,Debit Card,70.5,22,No,460.17,No
PAL-01564,30,Core,48.2,7.7,No,2,No,No,Credit Card,61.0,14,No,2146.54,No
PAL-01565,32,Elite,77.34,24.1,No,2,No,No,Credit Card,55.5,16,No,2888.97,No
PAL-01566,20,Core,52.69,9.6,No,5,No,No,Debit Card,65.7,33,No,1118.57,No
PAL-01567,2,Core,46.88,5.7,No,5,Yes,No,Bank Draft,38.3,18,No,22.55,No
PAL-01568,14,Core,50.2,1.8,Yes,4,No,No,Bank Draft,55.2,18,No,1148.39,No
PAL-01569,25,Core,45.47,1.6,No,0,No,No,Credit Card,41.0,2,No,841.33,No
PAL-01570,38,Basic,30.35,1.5,No,5,No,No,Credit Card,62.2,96,No,1684.63,Yes
PAL-01571,5,Basic,24.83,12.4,Yes,2,Yes,No,Debit Card,35.0,20,No,201.96,No
PAL-01572,27,Core,47.74,4.4,No,1,No,No,Credit Card,53.7,19,No,799.29,No
PAL-01573,21,Elite,83.21,13.3,No,3,Yes,No,Bank Draft,67.1,17,No,639.81,No
PAL-01574,12,Core,42.74,5.1,No,2,No,No,Debit Card,47.7,35,Yes,437.98,No
PAL-01575,41,Basic,28.45,4.1,No,1,Yes,No,Credit Card,70.1,98,No,708.24,No
PAL-01576,47,Basic,27.2,9.9,No,2,Yes,No,Debit Card,43.2,9,No,1190.29,No
PAL-01577,33,Basic,26.39,1.3,No,0,Yes,No,Credit Card,35.2,92,No,882.53,Yes
PAL-01578,32,Elite,68.32,16.3,No,5,No,No,Debit Card,55.5,99,Yes,1441.09,No
PAL-01579,33,Basic,22.91,2.9,No,2,No,No,Debit Card,50.1,16,No,1082.22,No
PAL-01580,38,Core,45.98,6.2,No,3,No,No,Credit Card,68.3,54,No,2159.95,Yes
PAL-01581,46,Core,40.88,4.8,No,3,No,No,Debit Card,40.0,46,No,1043.18,No
PAL-01582,34,Elite,88.56,9.9,No,2,No,Yes,Credit Card,65.3,27,No,1165.37,No
PAL-01583,52,Basic,24.42,4.7,No,1,No,No,Credit Card,52.8,44,Yes,1346.45,No
PAL-01584,38,Basic,30.05,13.3,No,2,No,No,Credit Card,65.4,74,No,787.12,Yes
PAL-01585,28,Basic,22.94,11.9,No,0,No,Yes,Credit Card,40.7,84,No,1128.0,No
PAL-01586,5,Basic,25.21,9.1,No,4,No,No,Credit Card,46.9,3,No,175.08,No
PAL-01587,13,Basic,26.55,2.7,No,3,No,No,Credit Card,52.8,94,No,173.48,Yes
PAL-01588,17,Core,49.27,1.4,No,3,Yes,No,Credit Card,68.4,67,No,887.44,No
PAL-01589,31,Basic,23.82,7.7,No,5,No,No,Bank Draft,58.8,12,No,721.6,No
PAL-01590,47,Core,53.42,9.1,No,1,Yes,No,Bank Draft,31.6,42,No,4129.53,No
PAL-01591,31,Elite,76.7,6.3,Yes,2,No,No,Credit Card,40.1,70,Yes,1782.26,No
PAL-01592,48,Core,45.59,6.3,No,1,Yes,Yes,Debit Card,50.2,5,Yes,7260.33,No
PAL-01593,51,Elite,78.53,15.4,Yes,3,No,No,Credit Card,41.7,41,No,5213.93,No
PAL-01594,3,Core,43.22,2.7,Yes,2,No,No,Debit Card,75.7,41,No,228.46,Yes
PAL-01595,36,Core,55.0,7.0,No,2,Yes,No,Debit Card,42.1,72,Yes,2457.32,No
PAL-01596,44,Basic,22.92,10.2,No,2,No,No,Debit Card,35.4,6,Yes,808.35,Yes
PAL-01597,58,Core,49.58,16.5,Yes,3,No,No,Debit Card,44.5,10,No,2641.62,No
PAL-01598,13,Core,51.01,3.9,Yes,1,No,No,Credit Card,60.3,96,No,513.77,No
PAL-01599,41,Basic,24.46,6.9,No,1,No,Yes,Debit Card,47.4,62,No,1603.99,No
PAL-01600,50,Core,46.58,5.6,No,1,No,No,Bank Draft,74.1,78,No,2085.05,Yes
PAL-01601,30,Basic,24.4,8.0,No,4,No,No,Credit Card,32.3,18,No,593.27,Yes
PAL-01602,23,Elite,79.72,10.6,No,2,No,No,Bank Draft,48.4,52,No,1605.24,No
PAL-01603,20,Basic,20.49,8.0,No,0,Yes,No,Debit Card,88.3,98,Yes,422.99,No
PAL-01604,18,Basic,25.82,3.9,No,2,No,No,Credit Card,59.9,35,No,257.36,Yes
PAL-01605,35,Basic,28.98,6.9,No,2,No,No,Credit Card,41.7,62,No,874.29,No
PAL-01606,17,Core,40.89,6.8,No,3,No,No,Bank Draft,28.7,28,No,214.35,No
PAL-01607,60,Basic,15.0,2.5,No,0,No,No,Credit Card,39.0,5,No,1565.85,Yes
PAL-01608,41,Basic,25.54,30.0,No,2,No,No,Debit Card,51.9,51,No,961.36,No
PAL-01609,27,Basic,15.98,4.6,No,3,No,No,Debit Card,67.7,60,No,422.17,Yes
PAL-01610,41,Basic,29.42,10.2,No,3,No,No,Credit Card,36.5,97,No,1873.52,No
PAL-01611,25,Basic,23.22,1.1,No,1,No,No,Credit Card,36.1,78,No,1238.43,No
PAL-01612,36,Elite,68.45,5.0,Yes,4,No,Yes,Debit Card,49.9,54,No,1388.49,No
PAL-01613,29,Core,44.15,3.0,No,3,No,No,Credit Card,76.5,85,No,2219.83,No
PAL-01614,58,Core,45.33,4.4,No,0,No,Yes,Credit Card,67.9,85,Yes,1448.75,No
PAL-01615,13,Basic,25.02,2.6,No,5,No,No,Credit Card,26.6,88,No,340.77,No
PAL-01616,18,Elite,75.65,9.0,Yes,2,No,Yes,Bank Draft,50.0,0,No,2658.28,No
PAL-01617,43,Elite,83.12,3.4,No,1,No,No,Credit Card,58.1,65,Yes,2353.47,Yes
PAL-01618,37,Elite,79.18,8.8,No,0,No,No,Bank Draft,51.0,36,No,1908.05,No
PAL-01619,15,Core,44.86,3.9,No,3,No,No,Debit Card,35.9,23,No,1195.57,No
PAL-01620,26,Core,40.61,4.2,No,2,No,No,Credit Card,65.1,28,Yes,226.02,No
PAL-01621,40,Core,44.88,8.6,Yes,4,No,No,Debit Card,61.3,100,No,3493.68,No
PAL-01622,34,Core,40.36,2.8,No,1,No,No,Debit Card,71.6,1,No,773.15,Yes
PAL-01623,56,Basic,21.96,6.7,Yes,4,No,No,Credit Card,54.4,94,No,1609.39,No
PAL-01624,8,Basic,30.92,3.7,No,1,No,No,Debit Card,45.7,26,No,196.29,Yes
PAL-01625,17,Basic,31.24,7.2,No,2,No,No,Credit Card,58.2,14,Yes,413.1,No
PAL-01626,55,Core,39.62,11.8,No,4,No,No,Credit Card,40.8,25,No,1668.58,No
PAL-01627,41,Basic,21.66,10.9,No,4,No,No,Bank Draft,64.1,36,Yes,706.87,No
PAL-01628,53,Elite,75.85,2.6,No,1,No,No,Credit Card,75.8,24,No,2732.31,No
PAL-01629,17,Core,41.84,1.0,No,4,No,No,Debit Card,37.2,60,Yes,767.68,No
PAL-01630,58,Core,43.81,11.7,No,3,No,No,Credit Card,40.7,0,No,2101.94,No
PAL-01631,26,Core,44.07,11.7,No,2,No,No,Credit Card,74.3,9,No,1494.71,No
PAL-01632,44,Elite,77.16,7.7,Yes,2,No,No,Credit Card,63.5,12,No,3837.88,No
PAL-01633,24,Elite,84.25,7.2,Yes,1,No,No,Debit Card,52.2,34,No,1960.64,No
PAL-01634,42,Elite,91.07,0.9,No,1,No,No,Debit Card,31.1,12,No,4654.61,No
PAL-01635,54,Elite,78.4,4.9,No,0,No,No,Debit Card,48.4,8,No,4331.93,No
PAL-01636,3,Elite,72.74,9.9,Yes,1,Yes,Yes,Bank Draft,47.9,60,Yes,125.85,Yes
PAL-01637,57,Core,44.43,2.1,No,1,Yes,No,Credit Card,44.3,4,No,3042.76,Yes
PAL-01638,26,Basic,21.31,4.6,No,1,No,Yes,Debit Card,54.2,34,No,513.43,No
PAL-01639,32,Core,52.18,5.2,No,2,No,Yes,Credit Card,25.9,30,No,997.43,No
PAL-01640,2,Basic,27.5,11.4,Yes,1,No,No,Debit Card,53.7,55,No,63.55,No
PAL-01641,2,Core,44.44,4.7,No,1,No,No,Debit Card,55.9,75,No,5.1,No
PAL-01642,56,Basic,27.57,10.3,Yes,1,No,No,Credit Card,45.5,36,No,1976.88,No
PAL-01643,57,Basic,23.83,11.1,No,6,No,No,Credit Card,69.0,100,No,563.57,Yes
PAL-01644,35,Core,37.55,6.2,Yes,1,No,No,Bank Draft,40.8,61,No,1824.34,No
PAL-01645,38,Basic,21.82,14.8,No,4,No,Yes,Credit Card,58.8,11,No,498.56,No
PAL-01646,3,Elite,99.49,5.3,No,3,No,Yes,Credit Card,70.7,56,Yes,306.07,Yes
PAL-01647,40,Basic,29.5,9.5,No,1,Yes,No,Debit Card,60.8,0,No,2711.27,No
PAL-01648,36,Basic,24.18,8.6,No,1,Yes,No,Credit Card,33.1,79,No,989.04,No
PAL-01649,56,Elite,87.99,5.3,No,1,No,No,Credit Card,77.1,83,Yes,3857.51,No
PAL-01650,39,Elite,78.89,11.0,Yes,1,No,No,Bank Draft,50.5,83,No,1417.93,No
PAL-01651,53,Basic,24.0,15.4,No,3,No,No,Debit Card,64.7,61,No,1536.2,No
PAL-01652,59,Elite,75.04,4.3,No,1,No,No,Credit Card,54.9,44,No,3161.63,No
PAL-01653,57,Elite,93.61,17.4,No,0,No,No,Bank Draft,68.8,15,Yes,3790.27,No
PAL-01654,40,Core,43.53,4.4,No,3,No,No,Debit Card,64.8,82,No,4609.58,No
PAL-01655,55,Elite,73.06,8.7,No,5,No,No,Credit Card,47.8,78,No,3865.71,No
PAL-01656,49,Core,43.84,6.6,No,0,No,No,Debit Card,47.4,14,No,1415.56,No
PAL-01657,9,Basic,25.35,2.4,No,3,Yes,No,Credit Card,59.7,57,No,166.95,No
PAL-01658,47,Basic,20.54,6.9,No,4,Yes,No,Credit Card,46.7,45,No,552.58,Yes
PAL-01659,31,Basic,23.09,7.2,No,3,No,No,Credit Card,65.4,78,Yes,697.21,No
PAL-01660,44,Basic,21.95,11.2,No,3,No,No,Debit Card,72.6,24,No,818.46,Yes
PAL-01661,37,Core,35.76,5.8,No,2,No,No,Credit Card,57.9,70,No,1453.74,No
PAL-01662,6,Basic,19.02,8.8,No,3,No,No,Credit Card,46.9,98,No,0.0,Yes
PAL-01663,37,Core,44.75,4.2,No,4,No,No,Credit Card,64.3,15,No,3105.46,No
PAL-01664,20,Core,42.56,3.8,No,2,No,No,Credit Card,69.5,41,No,1412.89,No
PAL-01665,48,Core,44.37,6.2,No,5,No,No,Credit Card,47.5,56,Yes,1451.2,No
PAL-01666,45,Core,45.59,5.2,No,3,No,Yes,Bank Draft,40.2,59,Yes,1544.61,No
PAL-01667,54,Core,44.1,5.2,Yes,1,Yes,No,Debit Card,37.2,94,No,1632.36,No
PAL-01668,54,Basic,22.39,5.9,No,3,No,No,Credit Card,39.2,82,No,1232.89,No
PAL-01669,52,Core,44.17,3.4,Yes,4,Yes,No,Bank Draft,54.7,26,No,3435.67,No
PAL-01670,9,Basic,24.8,11.5,No,1,No,No,Credit Card,65.3,40,Yes,86.21,No
PAL-01671,34,Core,42.55,15.6,No,2,No,No,Credit Card,33.0,65,No,2697.13,No
PAL-01672,0,Core,46.86,7.9,Yes,2,No,No,Debit Card,62.9,41,Yes,45.27,No
PAL-01673,19,Elite,79.98,0.8,Yes,2,No,No,Debit Card,64.4,53,No,2157.67,Yes
PAL-01674,51,Basic,22.56,12.7,No,3,No,No,Bank Draft,76.2,50,No,2138.87,No
PAL-01675,41,Basic,24.53,2.1,No,1,Yes,Yes,Credit Card,46.5,71,No,1152.46,No
PAL-01676,14,Elite,85.42,2.9,No,2,No,Yes,Credit Card,74.5,90,No,1504.37,No
PAL-01677,50,Basic,21.75,9.3,No,1,No,No,Debit Card,54.8,88,No,1196.46,Yes
PAL-01678,32,Core,43.0,7.5,Yes,4,No,Yes,Credit Card,47.4,39,No,1401.06,No
PAL-01679,47,Elite,81.48,13.4,Yes,5,No,No,Debit Card,41.0,91,No,2820.21,No
PAL-01680,60,Core,47.15,3.1,No,0,No,No,Credit Card,50.1,16,No,4287.63,No
PAL-01681,29,Basic,26.78,14.1,No,3,No,No,Credit Card,37.4,28,No,656.91,Yes
PAL-01682,45,Basic,27.91,2.6,No,6,Yes,No,Credit Card,47.9,17,Yes,1299.76,Yes
PAL-01683,31,Basic,26.93,4.7,No,0,No,Yes,Credit Card,42.8,74,No,1385.91,No
PAL-01684,9,Core,40.21,6.6,No,2,No,No,Credit Card,26.8,50,Yes,783.37,No
PAL-01685,41,Elite,72.28,8.2,Yes,2,No,Yes,Debit Card,58.5,37,No,6813.69,No
PAL-01686,56,Basic,25.42,12.2,No,2,No,Yes,Debit Card,57.1,72,No,1877.7,No
PAL-01687,51,Core,42.92,9.5,No,1,Yes,No,Credit Card,46.9,66,No,2348.87,No
PAL-01688,13,Elite,76.7,3.5,No,2,No,No,Credit Card,58.8,41,No,1480.92,No
PAL-01689,53,Elite,79.81,10.7,No,1,No,No,Debit Card,58.2,42,No,3345.8,No
PAL-01690,50,Elite,70.56,5.3,No,1,No,No,Credit Card,33.5,53,Yes,3654.69,No
PAL-01691,12,Core,46.52,1.2,No,3,No,No,Bank Draft,56.8,33,No,1285.8,No
PAL-01692,0,Basic,27.41,7.1,No,2,No,No,Debit Card,56.2,49,No,0.0,Yes
PAL-01693,55,Basic,23.1,8.6,No,4,No,No,Bank Draft,48.0,68,No,1235.37,No
PAL-01694,14,Core,40.1,8.2,Yes,1,No,No,Debit Card,27.1,86,No,577.48,No
PAL-01695,1,Basic,22.57,8.4,No,0,No,No,Credit Card,96.2,49,No,55.52,Yes
PAL-01696,6,Basic,24.74,6.5,No,3,Yes,No,Credit Card,45.6,11,No,269.09,Yes
PAL-01697,60,Basic,23.32,3.2,No,2,No,No,Debit Card,44.6,73,No,965.42,No
PAL-01698,34,Basic,29.07,11.8,No,2,Yes,No,Bank Draft,55.6,80,No,832.47,No
PAL-01699,24,Core,42.37,7.1,No,2,No,No,Debit Card,46.4,32,No,1035.43,No
PAL-01700,36,Core,46.8,6.4,No,2,No,No,Credit Card,40.8,10,Yes,936.45,No
PAL-01701,14,Basic,31.03,8.2,No,2,No,No,Credit Card,67.9,88,No,319.84,No
PAL-01702,43,Elite,78.49,5.8,Yes,2,No,No,Credit Card,31.0,39,Yes,2537.4,No
PAL-01703,2,Core,41.57,10.4,No,1,Yes,No,Credit Card,39.5,72,No,64.75,No
PAL-01704,17,Core,49.44,14.2,Yes,3,No,No,Bank Draft,42.6,72,No,1177.94,No
PAL-01705,18,Core,44.69,2.3,No,5,Yes,No,Bank Draft,57.0,100,No,1214.78,No
PAL-01706,57,Basic,32.87,1.7,No,3,No,No,Credit Card,71.2,49,No,3145.39,No
PAL-01707,39,Elite,91.65,4.0,No,2,No,No,Credit Card,35.9,66,No,3613.84,No
PAL-01708,0,Core,43.42,2.8,No,2,No,Yes,Credit Card,51.8,5,No,9.8,No
PAL-01709,15,Basic,27.75,7.3,No,0,No,No,Credit Card,27.5,25,No,414.05,No
PAL-01710,19,Basic,26.07,16.5,No,2,No,No,Debit Card,39.6,11,Yes,1115.22,No
PAL-01711,48,Elite,94.37,16.9,No,3,Yes,No,Credit Card,49.5,96,No,3020.83,No
PAL-01712,3,Elite,78.13,4.5,Yes,3,No,No,Bank Draft,55.3,95,No,175.55,No
PAL-01713,54,Core,46.98,3.1,No,4,No,No,Credit Card,19.8,98,Yes,1901.46,No
PAL-01714,22,Core,44.92,4.7,Yes,3,Yes,No,Credit Card,33.3,35,No,1533.97,No
PAL-01715,21,Core,44.78,9.2,No,3,Yes,No,Debit Card,59.5,90,Yes,698.01,No
PAL-01716,57,Core,43.89,3.2,Yes,2,No,No,Credit Card,61.8,68,No,1249.38,No
PAL-01717,8,Elite,79.41,1.9,Yes,3,No,No,Debit Card,42.7,22,Yes,583.31,No
PAL-01718,18,Core,44.05,4.6,No,3,No,No,Credit Card,44.1,6,No,920.55,No
PAL-01719,33,Basic,19.09,6.3,No,2,No,Yes,Debit Card,42.0,19,Yes,1014.53,No
PAL-01720,18,Basic,23.73,6.4,Yes,1,Yes,No,Credit Card,69.9,95,No,776.13,Yes
PAL-01721,36,Core,40.46,3.6,Yes,3,Yes,No,Bank Draft,61.7,8,No,1090.53,No
PAL-01722,17,Elite,78.27,2.2,No,3,No,No,Credit Card,73.8,73,No,1101.24,No
PAL-01723,12,Core,47.23,7.2,Yes,3,No,No,Credit Card,69.9,88,No,544.18,No
PAL-01724,50,Core,42.24,6.9,Yes,0,Yes,No,Credit Card,50.6,58,No,2153.1,No
PAL-01725,52,Core,48.58,3.4,No,4,Yes,No,Credit Card,48.6,99,Yes,1158.33,No
PAL-01726,35,Core,40.91,7.7,No,2,Yes,No,Credit Card,53.9,66,No,1276.2,No
PAL-01727,45,Core,49.33,6.7,No,5,No,No,Debit Card,51.1,77,No,1567.24,Yes
PAL-01728,25,Elite,63.06,7.3,No,5,No,No,Debit Card,60.9,12,No,2110.64,No
PAL-01729,43,Core,41.58,6.4,No,2,No,No,Bank Draft,58.4,50,No,3763.01,Yes
PAL-01730,22,Core,47.6,3.5,No,0,No,No,Credit Card,67.6,93,No,1457.52,Yes
PAL-01731,20,Core,43.01,14.3,No,0,No,No,Credit Card,41.0,98,Yes,698.7,No
PAL-01732,41,Elite,83.52,8.0,No,1,No,No,Credit Card,57.6,100,No,3162.7,No
PAL-01733,41,Core,45.37,3.1,Yes,4,No,No,Credit Card,45.6,58,No,3920.95,No
PAL-01734,59,Basic,22.77,9.5,No,5,No,No,Bank Draft,65.7,21,No,746.13,Yes
PAL-01735,3,Basic,22.99,11.3,No,2,No,No,Bank Draft,23.8,89,No,134.38,No
PAL-01736,27,Elite,81.96,10.4,Yes,1,No,No,Debit Card,61.2,63,No,3139.44,No
PAL-01737,20,Core,42.29,6.5,No,5,No,No,Credit Card,37.7,61,No,1467.06,No
PAL-01738,13,Elite,88.13,5.6,No,2,Yes,No,Bank Draft,51.1,69,No,538.52,No
PAL-01739,20,Basic,29.04,5.3,No,1,No,No,Debit Card,54.2,10,No,317.74,Yes
PAL-01740,24,Core,41.51,8.1,No,1,No,No,Credit Card,41.3,37,No,787.62,No
PAL-01741,48,Basic,29.34,12.6,No,4,No,No,Credit Card,45.3,77,No,1207.56,No
PAL-01742,10,Basic,23.72,12.9,No,2,No,No,Credit Card,55.7,94,No,288.47,No
PAL-01743,49,Basic,23.15,2.2,No,3,No,No,Bank Draft,48.6,88,Yes,1113.33,Yes
PAL-01744,40,Basic,24.33,4.0,No,0,Yes,No,Credit Card,56.4,20,No,976.12,Yes
PAL-01745,60,Core,43.21,1.8,No,1,No,No,Credit Card,65.7,40,No,2448.61,No
PAL-01746,1,Elite,88.35,7.9,Yes,4,No,No,Credit Card,49.2,32,No,48.7,No
PAL-01747,52,Elite,84.79,14.3,Yes,1,No,No,Debit Card,65.4,95,No,5638.84,No
PAL-01748,26,Core,47.21,5.1,Yes,1,No,Yes,Credit Card,38.0,57,No,2099.26,Yes
PAL-01749,7,Elite,84.89,10.1,No,2,No,No,Credit Card,81.4,33,No,1240.98,No
PAL-01750,1,Elite,71.57,1.3,No,1,No,No,Credit Card,33.9,19,No,75.14,No
PAL-01751,5,Basic,19.5,7.3,Yes,2,No,No,Credit Card,41.5,21,Yes,311.92,Yes
PAL-01752,2,Basic,28.85,6.2,No,2,No,No,Bank Draft,67.5,13,No,73.12,Yes
PAL-01753,35,Elite,81.28,10.5,No,4,No,No,Bank Draft,61.5,89,Yes,1749.8,No
PAL-01754,23,Core,47.21,2.1,No,0,No,No,Credit Card,58.0,57,No,841.55,No
PAL-01755,30,Core,46.79,6.7,No,2,No,No,Debit Card,51.5,11,No,2201.77,No
PAL-01756,46,Core,45.59,16.6,No,0,No,No,Credit Card,40.9,52,No,2997.8,No
PAL-01757,43,Basic,27.47,3.3,No,0,No,Yes,Bank Draft,32.6,26,No,1972.13,Yes
PAL-01758,40,Core,52.89,2.9,Yes,1,No,No,Credit Card,59.8,46,No,2446.25,Yes
PAL-01759,29,Basic,21.28,11.1,No,1,No,No,Bank Draft,61.9,26,No,405.0,Yes
PAL-01760,54,Core,41.39,12.0,Yes,3,No,Yes,Credit Card,58.9,91,Yes,5165.26,No
PAL-01761,37,Basic,21.34,9.0,No,3,No,No,Credit Card,49.2,20,No,840.71,No
PAL-01762,26,Core,44.16,22.5,No,3,No,Yes,Credit Card,75.9,69,No,1059.48,No
PAL-01763,47,Basic,29.98,6.4,No,0,No,No,Credit Card,59.3,24,No,845.11,No
PAL-01764,9,Core,35.0,9.1,No,3,No,Yes,Credit Card,54.2,94,No,215.29,No
PAL-01765,57,Core,46.31,8.8,No,3,Yes,No,Credit Card,56.8,42,No,3590.45,No
PAL-01766,4,Core,41.13,4.9,No,1,No,No,Credit Card,80.0,9,No,160.19,No
PAL-01767,31,Core,44.5,4.1,No,0,No,Yes,Bank Draft,41.0,13,No,579.36,No
PAL-01768,14,Core,41.76,5.9,No,2,Yes,No,Credit Card,41.5,36,No,485.08,No
PAL-01769,46,Elite,68.6,4.3,No,3,No,Yes,Credit Card,54.2,30,No,2055.53,No
PAL-01770,30,Basic,27.53,6.5,No,2,Yes,Yes,Debit Card,51.4,4,No,507.16,Yes
PAL-01771,47,Basic,30.56,10.2,Yes,1,No,No,Debit Card,62.7,68,No,1644.51,No
PAL-01772,16,Basic,22.74,2.4,No,2,Yes,No,Bank Draft,53.4,70,No,283.39,No
PAL-01773,47,Core,44.01,2.7,No,3,No,No,Debit Card,62.6,45,No,2253.04,No
PAL-01774,46,Core,45.24,5.1,No,0,Yes,Yes,Bank Draft,68.6,90,No,6052.84,Yes
PAL-01775,50,Elite,76.8,5.7,No,2,No,No,Debit Card,50.2,70,No,2728.1,No
PAL-01776,40,Elite,92.9,3.3,No,4,No,No,Bank Draft,75.9,64,No,6537.42,No
PAL-01777,48,Basic,30.47,9.0,No,2,No,No,Debit Card,51.4,87,No,1135.4,Yes
PAL-01778,26,Elite,84.06,3.0,Yes,2,No,No,Debit Card,61.3,27,No,1453.44,No
