account_id,tenure_months,contract_length,monthly_bill,num_locations,support_tickets_ytd,bandwidth_tier,sla_uptime_pct,years_in_business,has_backup_line,dedicated_support_rep,employee_count,autopay_enabled,account_value_estimate,terminated
NGB-00575,21,Term,732.0,5,5,Standard,99.6,20,Yes,No,194,No,16647.94,No
NGB-00576,4,Term,796.72,2,2,High,99.34,11,No,Yes,130,Yes,6420.69,Yes
NGB-00577,83,Flex,346.53,3,3,Standard,99.99,36,No,No,114,Yes,58353.16,No
NGB-00578,50,Standard,586.91,2,4,Standard,99.75,39,No,No,210,Yes,57077.62,No
NGB-00579,49,Flex,548.93,2,4,High,98.23,3,No,No,449,No,40310.02,Yes
NGB-00580,47,Flex,486.98,4,2,Standard,99.09,20,No,No,102,No,28589.83,No
NGB-00581,48,Term,783.71,3,2,Standard,99.37,13,No,No,4,Yes,57890.54,No
NGB-00582,70,Standard,553.43,5,3,Standard,99.3,19,No,Yes,255,No,45888.52,No
NGB-00583,64,Flex,401.13,7,2,High,99.33,3,No,No,26,Yes,41964.54,No
NGB-00584,24,Term,602.65,3,1,High,98.86,14,Yes,No,491,No,13113.03,No
NGB-00585,19,Standard,687.54,2,4,High,99.63,35,No,Yes,432,No,15801.6,Yes
NGB-00586,6,Standard,764.86,3,4,Standard,99.33,5,No,Yes,411,Yes,10349.63,No
NGB-00587,84,Flex,379.39,2,3,High,99.09,34,No,No,203,Yes,47769.77,No
NGB-00588,66,Flex,383.95,4,3,Standard,99.06,35,Yes,No,414,No,36816.27,No
NGB-00589,84,Flex,555.63,6,2,Standard,99.43,4,Yes,No,177,No,47659.16,Yes
NGB-00590,67,Standard,680.6,3,1,Enterprise,99.99,8,No,No,406,No,48445.73,No
NGB-00591,51,Term,1103.4,3,1,Standard,99.32,9,No,Yes,488,No,37213.4,No
NGB-00592,0,Standard,550.49,2,1,High,99.81,24,No,No,448,No,0.0,No
NGB-00593,79,Standard,526.05,6,4,Enterprise,99.92,33,No,No,90,Yes,47191.42,No
NGB-00594,37,Flex,367.71,6,0,Enterprise,99.27,18,No,No,415,Yes,17317.42,Yes
NGB-00595,15,Flex,355.29,4,2,High,99.56,4,No,Yes,378,Yes,3149.86,No
NGB-00596,24,Standard,498.67,6,3,High,99.04,33,No,Yes,480,Yes,25500.97,Yes
NGB-00597,45,Flex,388.88,2,2,Standard,98.56,37,No,No,346,Yes,14156.21,Yes
NGB-00598,95,Flex,358.69,4,2,High,99.52,13,No,No,116,Yes,18908.04,Yes
NGB-00599,41,Term,922.67,5,5,Standard,99.49,27,Yes,Yes,480,Yes,27400.63,No
NGB-00600,54,Flex,414.8,5,4,Standard,99.21,2,Yes,No,327,Yes,14004.94,Yes
NGB-00601,0,Term,974.19,5,2,High,99.97,26,Yes,Yes,170,Yes,0.0,No
NGB-00602,19,Standard,599.5,3,2,Standard,99.65,27,No,No,448,Yes,14540.55,No
NGB-00603,58,Flex,403.5,3,3,High,98.68,14,Yes,Yes,117,Yes,38900.24,No
NGB-00604,56,Term,838.04,3,2,Enterprise,99.27,3,No,Yes,441,No,42478.91,No
NGB-00605,68,Standard,617.11,2,4,High,99.54,2,No,No,57,Yes,13729.25,No
NGB-00606,16,Standard,573.85,7,3,Standard,99.74,5,No,No,157,Yes,5848.59,No
NGB-00607,6,Flex,379.93,4,2,Standard,99.65,27,No,No,429,Yes,3405.92,Yes
NGB-00608,58,Standard,689.07,5,9,Standard,99.62,34,No,No,18,No,23610.17,No
NGB-00609,95,Term,930.49,4,4,High,99.81,10,No,No,380,Yes,85004.84,No
NGB-00610,85,Term,875.05,2,6,High,98.88,7,No,Yes,447,Yes,41356.86,No
NGB-00611,62,Standard,594.1,3,2,High,99.42,38,Yes,No,95,No,35294.92,No
NGB-00612,52,Term,1032.23,3,3,Enterprise,99.16,16,Yes,Yes,339,Yes,46797.5,No
NGB-00613,12,Term,991.53,1,5,Enterprise,99.99,18,No,Yes,387,No,11665.02,No
NGB-00614,50,Flex,386.85,2,5,High,99.67,36,No,Yes,356,Yes,15336.53,No
NGB-00615,48,Flex,422.14,7,5,High,99.68,30,No,No,130,No,10030.77,Yes
NGB-00616,3,Term,853.23,3,2,High,99.75,13,Yes,No,166,No,2936.91,No
NGB-00617,85,Flex,489.75,2,3,Enterprise,99.43,20,No,No,451,Yes,38636.51,No
NGB-00618,60,Standard,606.04,8,1,Standard,99.13,19,No,Yes,31,Yes,54346.22,No
NGB-00619,41,Standard,536.79,4,2,Enterprise,99.49,30,No,No,197,Yes,23595.82,No
NGB-00620,6,Flex,354.02,1,3,Standard,99.68,13,No,Yes,292,No,1754.64,No
NGB-00621,32,Standard,669.35,4,5,High,99.99,27,No,No,103,No,18480.7,No
NGB-00622,55,Term,691.32,1,2,Enterprise,99.99,31,No,Yes,292,Yes,37880.38,No
NGB-00623,91,Standard,578.07,5,1,Standard,99.15,34,No,No,313,Yes,38669.13,No
NGB-00624,54,Term,720.8,4,5,Enterprise,99.75,12,Yes,Yes,42,No,39633.1,No
NGB-00625,32,Term,817.6,3,5,Standard,99.84,37,No,No,282,Yes,28805.1,No
NGB-00626,25,Flex,480.69,3,2,High,99.01,31,No,No,436,Yes,6207.73,Yes
NGB-00627,17,Standard,420.0,3,0,Enterprise,99.33,5,Yes,No,443,No,8953.25,No
NGB-00628,92,Standard,690.95,4,5,Enterprise,99.38,38,No,No,114,Yes,87038.2,No
NGB-00629,72,Flex,498.08,2,3,Standard,98.98,22,Yes,No,71,Yes,77572.77,Yes
NGB-00630,16,Flex,457.6,3,3,High,99.33,32,No,No,242,Yes,5055.29,Yes
NGB-00631,67,Standard,505.67,3,3,Standard,99.42,26,No,No,141,Yes,30304.87,No
NGB-00632,29,Standard,508.14,6,3,High,99.82,27,Yes,No,400,Yes,6282.92,No
NGB-00633,38,Standard,495.21,2,2,Standard,99.37,3,No,No,478,No,16638.41,No
NGB-00634,82,Standard,645.83,5,3,High,99.24,10,No,No,403,Yes,70435.51,No
NGB-00635,72,Term,903.18,3,1,High,99.3,39,No,Yes,92,No,59316.89,No
NGB-00636,92,Term,723.02,2,3,High,99.99,36,Yes,Yes,451,Yes,24505.16,No
NGB-00637,63,Standard,519.42,2,3,Standard,99.79,12,Yes,Yes,245,No,28583.39,No
NGB-00638,90,Flex,515.3,2,4,Standard,98.93,35,No,No,372,No,43374.57,Yes
NGB-00639,12,Standard,626.96,2,4,Enterprise,99.54,38,No,Yes,377,Yes,7449.56,Yes
NGB-00640,76,Standard,593.4,5,4,Standard,99.2,4,No,Yes,339,Yes,84665.77,No
NGB-00641,44,Flex,487.31,1,3,High,98.87,24,No,No,11,No,28411.74,No
NGB-00642,11,Flex,332.76,2,5,Standard,99.43,31,No,No,132,Yes,2347.65,No
NGB-00643,57,Standard,631.37,3,0,High,99.99,14,No,No,161,Yes,34995.5,No
NGB-00644,2,Term,848.28,2,3,High,99.68,35,Yes,No,168,Yes,2618.49,No
NGB-00645,55,Flex,311.96,6,5,Standard,99.33,22,No,Yes,301,No,20033.32,Yes
NGB-00646,37,Flex,352.63,2,1,Enterprise,99.87,26,No,No,375,Yes,12672.71,No
NGB-00647,86,Standard,729.44,4,2,Standard,99.76,38,No,No,410,Yes,69274.01,No
NGB-00648,72,Term,1028.04,3,3,Enterprise,99.35,1,Yes,Yes,381,Yes,60644.81,No
NGB-00649,62,Term,1010.53,2,2,Enterprise,99.99,10,No,No,306,Yes,28491.92,No
NGB-00650,96,Flex,451.43,4,0,Standard,99.05,38,No,No,199,No,45309.72,Yes
NGB-00651,46,Flex,417.95,5,4,Enterprise,99.99,37,Yes,No,449,Yes,21745.93,No
NGB-00652,81,Standard,711.46,2,2,Standard,99.73,38,Yes,No,387,Yes,102545.72,No
NGB-00653,43,Standard,606.0,6,3,High,99.57,32,No,No,439,Yes,28022.72,No
NGB-00654,86,Flex,426.51,3,5,High,99.36,2,No,No,476,No,30338.37,No
NGB-00655,68,Standard,785.68,2,2,Standard,98.7,24,No,No,120,Yes,112055.93,No
NGB-00656,38,Flex,464.39,6,4,High,99.16,5,No,No,347,Yes,16344.26,No
NGB-00657,16,Flex,347.39,4,4,High,99.49,25,No,No,499,Yes,4480.6,No
NGB-00658,26,Term,838.84,2,5,Standard,99.23,37,Yes,Yes,367,Yes,21882.16,No
NGB-00659,81,Standard,585.07,8,4,Standard,99.14,38,No,No,404,Yes,45596.81,No
NGB-00660,43,Flex,367.47,4,6,High,99.62,13,No,Yes,470,No,11693.15,Yes
NGB-00661,56,Standard,514.52,2,6,Standard,98.97,24,No,Yes,182,Yes,17598.52,No
NGB-00662,43,Term,887.74,3,3,Standard,99.47,16,Yes,Yes,435,No,38630.9,No
NGB-00663,25,Flex,305.16,4,1,Standard,99.07,16,No,No,381,Yes,2394.12,No
NGB-00664,58,Standard,501.85,4,2,High,99.04,1,No,No,72,Yes,25092.03,No
NGB-00665,19,Flex,531.56,5,0,Standard,99.99,39,No,No,491,Yes,9033.45,No
NGB-00666,3,Standard,652.3,4,2,Standard,99.04,19,No,No,292,Yes,508.71,No
NGB-00667,74,Term,1056.91,3,2,High,98.62,38,No,Yes,475,Yes,82994.6,No
NGB-00668,54,Term,1085.17,2,6,High,99.99,34,Yes,Yes,339,No,50125.52,No
NGB-00669,92,Standard,513.05,3,2,High,99.24,7,Yes,Yes,41,Yes,44051.41,Yes
NGB-00670,15,Term,933.39,5,3,Enterprise,99.09,7,Yes,Yes,388,Yes,16748.07,No
NGB-00671,1,Standard,641.82,2,2,Standard,99.81,31,No,No,259,No,0.0,No
NGB-00672,10,Standard,672.03,2,1,Standard,99.23,18,Yes,No,56,No,5650.02,No
NGB-00673,63,Standard,627.05,2,2,High,99.33,37,No,No,306,Yes,39606.8,Yes
NGB-00674,45,Standard,613.56,4,4,High,99.43,26,No,Yes,292,No,61681.48,No
NGB-00675,9,Flex,437.32,5,1,High,99.67,38,No,Yes,270,Yes,4752.23,No
NGB-00676,54,Standard,616.04,1,0,Enterprise,99.67,33,No,No,355,No,36114.43,No
NGB-00677,7,Flex,469.26,2,1,High,99.99,31,No,No,414,Yes,2207.38,Yes
NGB-00678,67,Flex,399.12,5,5,High,99.99,2,Yes,No,108,Yes,21842.36,Yes
NGB-00679,11,Standard,576.78,1,3,Standard,99.53,7,No,Yes,468,No,2968.8,No
NGB-00680,31,Flex,475.87,2,0,Standard,99.99,37,No,No,297,Yes,12266.37,No
NGB-00681,84,Standard,700.85,7,1,Standard,99.93,17,No,No,202,No,82016.72,No
NGB-00682,89,Standard,654.61,4,3,Standard,99.28,9,No,No,104,No,53965.89,No
NGB-00683,83,Standard,533.7,1,3,High,99.88,4,Yes,Yes,5,No,71247.59,No
NGB-00684,6,Standard,423.64,7,2,High,99.99,33,No,No,138,Yes,2784.94,No
NGB-00685,76,Standard,739.87,1,5,Standard,99.31,23,No,No,456,No,38071.63,No
NGB-00686,92,Term,1009.97,1,3,High,99.53,30,No,Yes,132,No,95608.65,No
NGB-00687,50,Standard,681.94,2,2,High,98.51,30,No,No,180,Yes,23527.52,Yes
NGB-00688,68,Term,1015.27,2,3,Standard,99.66,12,Yes,No,196,Yes,48878.4,No
NGB-00689,14,Standard,687.18,7,4,High,99.78,25,No,No,257,Yes,8803.37,No
NGB-00690,37,Standard,506.47,6,1,Enterprise,99.61,25,No,No,265,No,42444.04,No
NGB-00691,30,Term,857.88,2,4,Standard,99.68,1,Yes,Yes,411,No,38473.77,No
NGB-00692,77,Term,808.07,2,3,Standard,99.88,4,No,No,65,No,37744.22,No
NGB-00693,2,Term,1011.95,6,0,High,99.19,10,No,Yes,88,Yes,1831.36,No
NGB-00694,53,Standard,529.1,4,3,Standard,99.14,3,No,No,142,No,47149.3,No
NGB-00695,59,Term,1079.82,1,3,Standard,99.78,3,No,No,128,Yes,79074.86,No
NGB-00696,69,Term,805.05,4,3,High,99.73,22,No,Yes,63,No,54610.18,No
NGB-00697,14,Flex,338.85,2,2,Standard,99.3,26,Yes,No,419,Yes,1735.68,No
NGB-00698,7,Flex,449.26,3,2,High,99.63,27,No,No,333,Yes,0.0,Yes
NGB-00699,26,Flex,408.15,2,4,Standard,99.41,15,No,No,435,No,10039.91,No
NGB-00700,33,Flex,439.23,4,0,Standard,99.88,13,No,Yes,236,Yes,25539.08,No
NGB-00701,61,Term,792.34,5,2,High,99.77,8,No,Yes,46,Yes,89541.5,No
NGB-00702,31,Term,817.17,3,0,High,99.65,35,Yes,No,445,Yes,19760.23,No
NGB-00703,51,Flex,414.59,3,9,Enterprise,99.27,14,Yes,No,91,No,31544.63,Yes
NGB-00704,56,Standard,661.78,2,1,Standard,99.08,37,No,No,93,Yes,26060.67,No
NGB-00705,16,Flex,442.82,3,5,Standard,99.78,23,No,No,140,No,9961.53,Yes
NGB-00706,72,Standard,585.87,2,1,Standard,99.99,34,No,No,342,No,14343.44,No
NGB-00707,94,Standard,597.34,2,4,Standard,99.56,29,No,No,254,No,34351.39,No
NGB-00708,18,Term,638.42,5,4,Enterprise,99.04,38,Yes,No,30,Yes,6057.37,No
NGB-00709,78,Standard,714.53,2,4,Standard,99.99,25,Yes,No,327,Yes,27763.47,No
NGB-00710,72,Standard,616.96,2,4,High,99.99,25,No,No,486,Yes,49455.87,Yes
NGB-00711,71,Term,652.49,2,0,High,99.99,12,Yes,Yes,192,No,30731.12,No
NGB-00712,58,Term,681.89,5,2,Standard,99.38,8,No,Yes,39,No,25560.05,No
NGB-00713,90,Standard,627.34,1,1,Enterprise,99.35,17,No,No,304,Yes,53343.08,No
NGB-00714,65,Standard,686.14,1,0,High,99.3,16,No,No,263,Yes,25990.49,No
NGB-00715,60,Term,858.95,2,0,Standard,99.31,21,No,No,39,Yes,30299.97,No
NGB-00716,39,Flex,305.58,2,2,Enterprise,99.57,38,No,No,84,Yes,14438.9,No
NGB-00717,62,Term,811.64,6,3,Enterprise,99.43,37,No,Yes,234,No,61108.99,No
NGB-00718,17,Term,797.99,5,3,Enterprise,99.53,22,No,Yes,288,No,21522.66,No
NGB-00719,19,Flex,374.29,2,3,Enterprise,99.65,28,No,No,332,Yes,12138.23,No
NGB-00720,43,Flex,458.55,6,4,Enterprise,99.38,2,No,No,175,Yes,10641.96,Yes
NGB-00721,91,Term,854.56,4,4,High,98.96,29,Yes,No,109,Yes,77564.09,No
NGB-00722,30,Standard,532.53,5,4,Standard,99.08,39,No,No,203,Yes,30663.08,Yes
NGB-00723,26,Standard,631.99,1,4,High,99.47,21,No,No,448,No,24408.84,No
NGB-00724,42,Flex,529.19,3,4,Standard,99.56,13,Yes,No,118,Yes,14412.03,No
NGB-00725,21,Term,1078.84,4,1,Standard,98.9,22,Yes,No,245,Yes,29625.65,No
NGB-00726,63,Term,921.16,4,4,Standard,99.41,28,No,No,125,No,41270.25,No
NGB-00727,95,Standard,765.82,4,3,High,99.69,37,No,No,470,Yes,63916.63,No
NGB-00728,12,Standard,703.26,5,3,High,99.84,5,No,No,7,No,11040.29,No
NGB-00729,80,Standard,577.43,5,2,Standard,99.67,26,Yes,No,188,Yes,56980.73,No
NGB-00730,94,Standard,625.53,5,3,High,99.87,10,No,Yes,119,Yes,50832.19,No
NGB-00731,74,Flex,371.43,3,1,Standard,99.75,21,Yes,No,170,Yes,13176.25,No
NGB-00732,27,Standard,551.92,2,2,High,98.83,26,No,No,471,Yes,13303.8,No
NGB-00733,35,Term,875.38,2,2,High,99.41,31,Yes,No,74,Yes,30924.38,No
NGB-00734,87,Flex,459.09,4,2,Standard,99.76,36,Yes,No,248,Yes,14555.5,No
NGB-00735,63,Flex,454.57,3,6,Standard,99.1,6,No,No,426,Yes,25382.81,No
NGB-00736,45,Standard,599.17,4,6,Standard,99.77,5,No,Yes,257,Yes,19512.01,No
NGB-00737,48,Term,964.82,3,2,Standard,98.83,23,No,No,337,No,37626.84,No
NGB-00738,61,Standard,567.91,2,4,High,99.99,14,No,Yes,120,Yes,27808.99,No
NGB-00739,59,Standard,598.0,5,3,High,99.55,20,No,Yes,144,Yes,16250.83,No
NGB-00740,52,Standard,679.59,3,0,Standard,99.03,30,No,No,29,Yes,26188.92,No
NGB-00741,7,Flex,435.47,5,4,High,99.11,39,No,No,448,Yes,600.39,No
NGB-00742,73,Term,780.53,3,2,Enterprise,99.61,3,No,No,65,No,66264.15,No
NGB-00743,55,Term,882.74,4,3,High,99.35,11,No,Yes,5,Yes,26368.06,No
NGB-00744,20,Flex,509.94,4,1,High,99.99,23,Yes,No,284,Yes,11212.25,Yes
NGB-00745,38,Term,769.97,2,0,High,99.36,36,No,Yes,209,Yes,18469.52,No
NGB-00746,85,Standard,546.1,5,4,High,99.59,13,No,No,27,Yes,55632.21,No
NGB-00747,6,Term,626.4,4,3,Standard,99.99,5,Yes,No,494,Yes,6029.13,No
NGB-00748,34,Term,848.65,5,4,Standard,99.67,2,No,Yes,164,No,49514.35,No
NGB-00749,28,Term,876.6,4,2,Standard,99.32,32,No,Yes,174,No,58087.42,No
NGB-00750,42,Term,820.6,3,4,Standard,99.31,25,Yes,No,413,Yes,9892.12,No
NGB-00751,38,Standard,703.28,3,2,Standard,99.93,35,No,No,310,No,17521.7,No
NGB-00752,66,Term,1045.56,2,3,Standard,99.99,14,Yes,Yes,83,Yes,110237.37,No
NGB-00753,22,Term,895.94,3,2,Standard,99.22,26,Yes,No,271,Yes,11781.49,No
NGB-00754,21,Term,969.75,3,3,High,99.24,27,Yes,Yes,310,Yes,36852.92,No
NGB-00755,69,Flex,389.45,2,4,Standard,99.28,25,No,Yes,478,Yes,27412.08,No
NGB-00756,83,Standard,749.6,2,2,Standard,99.61,24,No,Yes,33,Yes,68700.61,No
NGB-00757,89,Flex,474.37,5,3,Enterprise,99.99,6,No,No,381,No,32898.37,Yes
NGB-00758,95,Standard,488.92,3,3,Standard,99.86,17,No,No,457,Yes,74053.9,No
NGB-00759,48,Flex,409.04,4,4,Standard,99.57,2,Yes,No,444,No,26135.59,Yes
NGB-00760,20,Standard,622.34,3,4,Standard,99.6,35,No,No,231,Yes,12678.58,No
NGB-00761,9,Standard,622.47,6,3,Standard,99.72,13,No,No,182,Yes,1797.79,No
NGB-00762,38,Standard,663.58,5,2,Enterprise,98.84,9,Yes,No,206,No,15327.8,No
NGB-00763,5,Standard,619.35,4,3,Enterprise,99.63,37,No,No,441,Yes,0.0,No
NGB-00764,88,Standard,602.79,2,2,Standard,99.99,39,No,No,151,No,78704.37,No
NGB-00765,32,Flex,511.71,4,3,Standard,99.23,2,No,No,36,Yes,27640.8,Yes
NGB-00766,85,Term,703.54,3,3,Enterprise,98.56,6,Yes,Yes,271,Yes,49156.66,No
NGB-00767,66,Standard,746.02,2,4,High,99.99,24,No,Yes,485,Yes,50457.74,No
NGB-00768,74,Flex,382.67,3,4,High,99.3,38,No,No,192,Yes,24878.51,No
NGB-00769,68,Term,1049.8,4,6,High,99.56,27,No,Yes,197,No,140307.51,No
NGB-00770,30,Standard,718.4,3,4,High,99.83,34,No,No,210,Yes,23807.16,No
NGB-00771,15,Standard,586.06,5,7,Standard,99.86,29,Yes,No,203,No,7197.9,No
NGB-00772,61,Standard,623.5,3,4,High,99.99,20,No,No,54,No,36971.04,No
NGB-00773,10,Standard,658.55,4,2,Enterprise,99.74,15,No,No,385,Yes,7813.47,No
NGB-00774,59,Flex,432.33,5,4,Enterprise,99.67,35,Yes,No,119,Yes,30883.87,No
NGB-00775,63,Flex,337.08,2,4,Enterprise,99.93,22,Yes,Yes,180,No,14316.13,No
NGB-00776,75,Flex,376.6,2,2,Standard,98.92,23,No,No,391,Yes,17908.51,Yes
NGB-00777,64,Standard,509.13,1,3,Enterprise,99.99,12,No,No,43,Yes,14475.06,No
NGB-00778,68,Flex,514.27,4,4,High,98.14,12,No,No,233,Yes,22898.7,No
NGB-00779,66,Flex,392.84,4,5,Standard,99.54,38,No,Yes,131,Yes,32894.55,No
NGB-00780,84,Standard,675.59,4,5,High,99.61,39,No,No,380,Yes,63995.42,No
NGB-00781,71,Standard,489.45,3,0,High,99.76,2,Yes,No,19,Yes,52606.07,No
NGB-00782,73,Flex,401.15,3,6,Enterprise,98.43,5,No,No,478,Yes,7546.19,Yes
NGB-00783,85,Standard,681.39,5,3,High,98.97,28,No,No,317,No,72252.72,No
NGB-00784,67,Term,950.69,4,3,Enterprise,99.77,14,Yes,Yes,92,Yes,53794.77,No
NGB-00785,50,Term,1115.42,1,2,Standard,99.99,39,Yes,No,313,Yes,54079.58,No
NGB-00786,40,Flex,476.32,6,5,High,99.33,30,No,No,464,No,17092.34,Yes
NGB-00787,45,Flex,372.4,6,4,High,99.31,16,No,Yes,300,Yes,16235.86,Yes
NGB-00788,20,Flex,418.75,1,3,High,99.34,8,Yes,No,313,No,7884.96,No
NGB-00789,41,Term,1048.1,4,3,Standard,99.94,10,No,No,128,No,63801.01,No
NGB-00790,13,Standard,577.6,2,5,High,99.99,23,No,No,338,Yes,11727.43,Yes
NGB-00791,86,Standard,527.49,4,1,Standard,99.5,4,No,No,25,No,26107.89,No
NGB-00792,7,Term,623.37,2,4,Standard,99.63,3,No,Yes,455,Yes,6413.25,No
NGB-00793,44,Standard,633.71,2,2,High,99.29,39,No,No,297,No,17893.26,No
NGB-00794,14,Flex,399.8,4,4,Standard,99.49,2,No,No,83,No,4381.59,No
NGB-00795,86,Term,726.05,5,6,High,99.67,9,No,No,216,No,64312.89,No
NGB-00796,27,Standard,625.01,6,3,Standard,99.87,25,No,No,249,Yes,22804.74,Yes
NGB-00797,39,Flex,438.91,2,1,High,99.19,5,No,No,62,No,10272.95,Yes
NGB-00798,84,Term,737.95,3,2,High,99.82,3,Yes,Yes,16,Yes,78165.29,No
NGB-00799,55,Term,910.7,3,4,High,99.1,3,No,No,219,No,52131.71,No
NGB-00800,26,Flex,457.87,2,6,High,98.57,38,No,No,327,Yes,18369.98,No
