subscriber_id,tenure_months,plan_type,monthly_price,items_per_box,referral_count,boxes_skipped_ytd,gift_subscription,payment_method,loyalty_points_balance,app_installed,avg_review_rating,social_media_follower,subscriber_value_estimate,unsubscribed
CAS-00549,2,Deluxe,54.07,6,0,2,No,Debit Card,166,Yes,3.2,No,209.51,Yes
CAS-00550,12,Curated,34.61,6,1,2,No,PayPal,119,No,2.3,No,413.42,No
CAS-00551,7,Basic,20.24,5,4,1,No,PayPal,59,No,4.7,Yes,190.32,Yes
CAS-00552,2,Basic,21.6,3,0,0,Yes,Credit Card,198,No,4.8,No,108.8,Yes
CAS-00553,12,Curated,40.5,8,0,2,No,Debit Card,485,Yes,3.4,No,590.73,No
CAS-00554,39,Curated,32.96,4,0,0,No,Credit Card,138,Yes,3.7,No,1372.2,No
CAS-00555,27,Basic,17.95,4,0,2,No,Credit Card,215,Yes,3.3,Yes,244.21,No
CAS-00556,47,Deluxe,61.29,2,2,1,No,Debit Card,141,Yes,3.9,No,1857.97,No
CAS-00557,28,Basic,20.73,6,0,1,No,PayPal,120,No,4.5,Yes,757.47,No
CAS-00558,31,Basic,19.4,5,0,3,No,Credit Card,442,Yes,4.0,No,531.53,Yes
CAS-00559,41,Curated,33.91,5,0,0,No,Credit Card,205,Yes,4.1,No,933.23,No
CAS-00560,20,Curated,36.91,2,1,1,No,Credit Card,721,No,4.4,No,719.4,Yes
CAS-00561,20,Basic,24.04,9,0,0,No,Credit Card,293,No,4.6,No,500.79,Yes
CAS-00562,27,Deluxe,61.11,5,0,0,No,Debit Card,112,Yes,3.2,No,854.43,No
CAS-00563,48,Deluxe,61.29,7,1,1,No,Credit Card,364,Yes,4.1,No,3164.42,No
CAS-00564,18,Basic,16.45,5,2,1,No,Credit Card,65,Yes,3.2,Yes,178.26,Yes
CAS-00565,16,Basic,19.28,5,1,2,No,Debit Card,561,Yes,3.5,No,914.54,No
CAS-00566,38,Basic,22.08,5,2,2,No,Debit Card,185,No,4.1,No,1461.52,Yes
CAS-00567,5,Curated,37.05,8,1,2,No,Credit Card,133,No,3.4,No,288.22,No
CAS-00568,38,Deluxe,48.33,7,0,1,No,Debit Card,339,No,3.4,No,1423.0,No
CAS-00569,14,Deluxe,57.62,8,0,2,No,Credit Card,148,No,3.8,No,907.17,Yes
CAS-00570,12,Basic,22.75,5,0,1,No,Credit Card,236,Yes,5.0,No,320.62,Yes
CAS-00571,16,Basic,20.31,5,0,1,No,Debit Card,128,No,3.2,No,382.16,No
CAS-00572,14,Deluxe,57.96,2,2,0,No,Buy Now Pay Later,396,No,4.4,No,602.29,No
CAS-00573,42,Basic,20.08,5,0,1,No,Credit Card,494,Yes,5.0,No,1432.44,No
CAS-00574,1,Basic,19.44,4,1,3,No,PayPal,667,Yes,4.6,No,443.62,Yes
CAS-00575,33,Deluxe,55.69,11,0,1,No,Credit Card,148,No,3.7,No,1481.91,No
CAS-00576,12,Basic,16.93,2,1,2,No,Debit Card,290,No,3.3,No,978.46,Yes
CAS-00577,34,Deluxe,56.61,4,0,2,Yes,PayPal,230,No,4.7,No,1409.07,No
CAS-00578,21,Deluxe,52.26,6,2,1,No,PayPal,150,Yes,3.4,No,554.31,No
CAS-00579,26,Deluxe,52.36,4,1,1,No,PayPal,313,No,3.8,No,895.58,No
CAS-00580,1,Basic,22.64,9,0,0,No,PayPal,346,Yes,4.8,No,109.86,Yes
CAS-00581,45,Deluxe,59.34,3,0,0,No,Credit Card,178,Yes,4.6,No,1411.63,No
CAS-00582,8,Curated,32.12,7,3,3,No,Debit Card,582,Yes,3.3,No,611.85,Yes
CAS-00583,17,Curated,32.24,5,0,1,No,Buy Now Pay Later,603,No,4.2,No,760.75,Yes
CAS-00584,24,Basic,19.01,4,0,1,Yes,Debit Card,143,Yes,3.2,Yes,394.3,No
CAS-00585,4,Deluxe,54.41,6,0,1,No,Credit Card,1285,No,4.7,No,765.38,No
CAS-00586,32,Curated,32.8,3,0,2,No,Credit Card,943,No,3.5,No,1602.23,No
CAS-00587,47,Curated,31.43,6,0,0,No,PayPal,674,No,5.0,No,1525.63,Yes
CAS-00588,31,Curated,37.63,6,0,2,No,PayPal,556,Yes,3.2,No,796.63,No
CAS-00589,45,Deluxe,55.73,9,0,1,No,PayPal,241,Yes,4.3,Yes,1626.64,Yes
CAS-00590,20,Curated,38.94,5,1,0,No,Credit Card,501,Yes,4.3,No,617.68,No
CAS-00591,31,Deluxe,57.9,6,0,1,No,Credit Card,1846,Yes,3.4,No,2641.89,No
CAS-00592,21,Basic,19.53,8,0,2,No,PayPal,177,No,2.7,No,345.4,Yes
CAS-00593,22,Basic,19.57,9,1,2,No,Credit Card,268,Yes,4.6,No,451.06,Yes
CAS-00594,0,Deluxe,68.35,10,1,0,No,Credit Card,367,No,4.5,No,123.15,No
CAS-00595,13,Basic,18.96,4,1,0,No,PayPal,1138,No,3.8,No,695.65,No
CAS-00596,30,Basic,20.11,9,0,1,No,PayPal,706,Yes,4.2,No,1324.79,Yes
CAS-00597,23,Basic,19.83,4,0,0,No,PayPal,111,Yes,5.0,No,684.72,Yes
CAS-00598,27,Curated,34.18,5,0,2,No,Buy Now Pay Later,290,Yes,4.1,No,1108.74,Yes
CAS-00599,31,Curated,39.24,3,0,1,No,Credit Card,186,Yes,4.0,No,1024.19,No
CAS-00600,14,Curated,35.58,5,0,4,No,Debit Card,229,Yes,3.4,No,1051.07,No
CAS-00601,45,Basic,21.87,7,1,0,No,PayPal,349,No,4.0,No,757.17,No
CAS-00602,39,Deluxe,58.76,4,0,2,No,Credit Card,541,Yes,4.1,Yes,2387.55,No
CAS-00603,8,Curated,33.56,8,1,1,No,Debit Card,839,No,5.0,No,744.47,No
CAS-00604,39,Deluxe,56.42,6,1,1,No,Debit Card,345,No,3.5,No,1302.26,No
CAS-00605,40,Basic,18.62,3,2,0,No,Debit Card,334,Yes,3.4,No,2502.39,Yes
CAS-00606,17,Basic,21.63,9,0,0,No,Credit Card,219,Yes,3.3,No,255.15,Yes
CAS-00607,7,Basic,18.53,7,0,1,No,Credit Card,297,No,3.6,No,420.98,Yes
CAS-00608,25,Curated,34.62,2,0,2,No,Debit Card,93,Yes,3.3,Yes,635.54,No
CAS-00609,41,Basic,20.01,3,1,0,No,PayPal,1327,No,5.0,No,1380.48,No
CAS-00610,5,Curated,34.44,9,1,0,Yes,PayPal,27,No,3.6,No,810.68,No
CAS-00611,14,Curated,35.74,10,0,1,No,Credit Card,261,Yes,4.5,No,374.53,Yes
CAS-00612,29,Curated,33.61,5,0,0,No,Credit Card,316,No,4.5,No,884.74,No
CAS-00613,24,Curated,42.27,5,0,3,No,Credit Card,470,Yes,4.3,No,897.87,No
CAS-00614,40,Curated,32.59,5,0,1,No,Debit Card,231,Yes,4.8,No,1311.56,Yes
CAS-00615,20,Basic,16.12,3,1,3,No,Debit Card,71,No,4.0,No,408.1,Yes
CAS-00616,13,Deluxe,45.85,5,0,4,No,Debit Card,356,Yes,3.4,Yes,722.15,No
CAS-00617,34,Basic,20.98,4,1,3,No,Debit Card,805,Yes,4.3,No,1834.33,No
CAS-00618,25,Curated,35.66,2,2,2,No,Credit Card,984,No,5.0,No,1036.12,Yes
CAS-00619,47,Deluxe,52.25,3,2,0,No,Debit Card,500,No,5.0,No,1702.92,Yes
CAS-00620,7,Deluxe,51.81,2,0,1,No,Credit Card,350,Yes,3.6,No,712.83,No
CAS-00621,5,Curated,34.6,7,0,2,No,Debit Card,457,Yes,5.0,No,442.4,No
CAS-00622,29,Basic,19.19,12,0,2,No,Debit Card,73,Yes,4.2,No,537.44,No
CAS-00623,27,Basic,16.97,4,0,0,No,Credit Card,453,No,4.5,No,383.01,Yes
CAS-00624,37,Curated,29.0,3,2,0,No,Debit Card,280,Yes,4.8,No,1292.49,No
CAS-00625,47,Curated,28.67,4,1,1,No,Credit Card,112,Yes,2.3,No,1657.12,No
CAS-00626,23,Curated,33.91,7,1,0,No,Buy Now Pay Later,293,No,4.6,No,1030.76,No
CAS-00627,17,Basic,21.22,4,1,1,No,Credit Card,222,Yes,4.5,No,544.36,No
CAS-00628,35,Deluxe,51.89,3,1,0,No,Credit Card,25,Yes,2.3,No,2437.5,No
CAS-00629,45,Basic,18.38,3,0,3,No,Credit Card,600,No,3.9,No,841.49,Yes
CAS-00630,48,Deluxe,49.33,6,1,2,No,Credit Card,198,No,4.8,No,2532.52,No
CAS-00631,4,Basic,17.56,9,0,2,Yes,Buy Now Pay Later,167,Yes,3.7,No,144.31,No
CAS-00632,35,Deluxe,43.99,4,2,1,No,Credit Card,135,Yes,5.0,No,1453.94,No
CAS-00633,44,Basic,19.36,5,1,0,No,PayPal,458,No,3.9,No,1298.57,Yes
CAS-00634,41,Curated,26.0,4,1,1,No,Debit Card,288,Yes,4.6,No,1232.0,No
CAS-00635,21,Deluxe,56.75,10,0,1,No,Debit Card,86,Yes,3.8,No,307.65,No
CAS-00636,24,Basic,20.25,3,0,0,No,PayPal,407,Yes,4.8,No,441.32,Yes
CAS-00637,10,Basic,19.08,4,0,3,No,Debit Card,715,Yes,3.3,No,648.19,No
CAS-00638,25,Deluxe,52.26,6,2,2,No,Debit Card,297,No,4.7,No,2736.64,No
CAS-00639,19,Curated,29.4,7,0,4,No,Credit Card,155,Yes,5.0,No,472.37,Yes
CAS-00640,4,Curated,29.43,7,0,5,No,PayPal,973,Yes,3.5,No,396.22,No
CAS-00641,35,Curated,35.14,5,1,0,No,Credit Card,233,Yes,4.6,No,2214.98,No
CAS-00642,29,Curated,32.99,4,0,1,No,Debit Card,97,No,3.0,No,918.23,No
CAS-00643,14,Basic,22.96,3,1,2,No,PayPal,435,Yes,3.9,Yes,374.41,Yes
CAS-00644,25,Curated,35.11,2,1,2,No,Credit Card,174,No,3.9,No,1003.96,No
CAS-00645,31,Basic,21.18,5,0,2,No,Debit Card,337,No,3.3,No,957.34,No
CAS-00646,31,Basic,23.15,3,1,2,No,Credit Card,393,No,4.8,No,487.0,Yes
CAS-00647,23,Deluxe,52.6,6,0,3,No,Debit Card,101,No,4.8,No,1135.42,Yes
CAS-00648,3,Basic,21.96,4,0,0,Yes,Debit Card,357,Yes,3.7,No,168.64,Yes
CAS-00649,42,Deluxe,46.86,7,1,0,No,Credit Card,109,No,4.1,Yes,2932.27,Yes
CAS-00650,41,Deluxe,54.56,5,0,2,Yes,PayPal,211,No,3.6,No,536.1,No
CAS-00651,31,Basic,21.78,7,0,0,No,Buy Now Pay Later,203,No,3.7,Yes,824.74,Yes
CAS-00652,34,Curated,37.26,4,0,1,Yes,Debit Card,170,No,5.0,No,1957.43,No
CAS-00653,33,Deluxe,64.18,6,0,0,Yes,Credit Card,490,No,3.8,No,3345.67,No
CAS-00654,40,Curated,32.82,3,1,3,Yes,Debit Card,925,Yes,3.7,No,1477.06,No
CAS-00655,33,Basic,16.43,6,1,3,No,Debit Card,136,Yes,4.0,No,582.12,No
CAS-00656,34,Deluxe,56.57,10,0,0,Yes,PayPal,309,Yes,3.8,No,2252.28,No
CAS-00657,19,Curated,31.99,3,0,1,No,Debit Card,77,Yes,5.0,No,584.75,Yes
CAS-00658,23,Basic,21.1,2,2,1,No,Credit Card,283,Yes,3.6,No,815.97,Yes
CAS-00659,15,Basic,19.18,6,1,0,No,PayPal,140,Yes,5.0,No,208.8,Yes
CAS-00660,0,Deluxe,54.82,5,1,0,No,Debit Card,774,No,4.4,No,316.25,No
CAS-00661,22,Curated,37.21,9,0,3,No,PayPal,641,No,3.9,No,1245.85,No
CAS-00662,48,Curated,37.37,11,0,1,No,Buy Now Pay Later,78,Yes,3.9,Yes,1555.39,No
CAS-00663,5,Basic,22.13,6,1,1,No,PayPal,290,Yes,2.5,No,171.59,Yes
CAS-00664,17,Curated,35.78,5,0,1,No,PayPal,507,No,4.3,No,801.31,Yes
CAS-00665,16,Deluxe,55.82,5,1,1,No,Credit Card,254,No,4.8,Yes,1382.88,No
CAS-00666,13,Basic,20.06,9,0,1,Yes,Credit Card,613,No,4.5,No,412.11,Yes
CAS-00667,0,Curated,32.87,4,0,1,No,PayPal,580,No,4.0,No,366.56,No
CAS-00668,48,Basic,18.85,7,1,2,No,PayPal,323,No,3.2,No,692.3,Yes
CAS-00669,33,Basic,19.79,7,1,0,No,Credit Card,360,Yes,3.6,No,731.63,Yes
CAS-00670,18,Deluxe,54.97,2,0,4,Yes,Debit Card,237,Yes,3.7,No,2153.18,No
CAS-00671,6,Basic,20.3,5,0,1,No,Credit Card,668,No,3.9,No,344.1,Yes
CAS-00672,25,Deluxe,54.79,5,0,1,No,Credit Card,181,Yes,3.5,No,1496.98,No
CAS-00673,24,Curated,39.59,5,0,0,No,Buy Now Pay Later,146,No,4.9,Yes,1893.81,No
CAS-00674,2,Curated,38.89,2,1,3,No,Credit Card,242,No,3.6,No,146.91,Yes
CAS-00675,12,Basic,19.08,10,0,1,Yes,Debit Card,388,Yes,3.3,No,344.39,Yes
CAS-00676,7,Basic,19.94,4,2,0,Yes,Credit Card,435,No,3.6,Yes,418.76,No
CAS-00677,18,Deluxe,58.88,5,0,1,No,Debit Card,89,Yes,4.5,No,2092.59,No
CAS-00678,6,Deluxe,54.83,4,1,1,No,Debit Card,237,No,2.1,No,385.49,No
CAS-00679,4,Curated,33.4,6,1,1,No,Credit Card,296,Yes,3.0,Yes,205.43,Yes
CAS-00680,44,Deluxe,53.22,3,0,2,No,Credit Card,143,Yes,3.0,No,1468.64,No
CAS-00681,12,Deluxe,54.37,4,0,0,No,Credit Card,547,No,2.7,No,892.49,No
CAS-00682,38,Curated,38.99,11,0,0,No,PayPal,1167,Yes,3.9,No,917.64,No
CAS-00683,23,Deluxe,50.92,5,0,0,No,Credit Card,127,Yes,3.3,No,1121.17,No
CAS-00684,5,Basic,18.42,2,0,4,No,PayPal,239,No,3.2,Yes,290.79,Yes
CAS-00685,43,Basic,19.01,5,1,1,No,Credit Card,256,Yes,3.6,No,581.58,Yes
CAS-00686,41,Deluxe,52.91,6,0,1,No,Credit Card,660,Yes,3.7,No,1106.15,No
CAS-00687,5,Curated,35.75,3,1,2,No,Credit Card,36,Yes,4.1,No,115.8,Yes
CAS-00688,12,Curated,28.73,4,2,3,No,PayPal,302,Yes,2.9,No,721.3,No
CAS-00689,14,Deluxe,53.84,6,1,4,No,Credit Card,305,Yes,4.1,No,1305.99,No
CAS-00690,31,Curated,35.55,7,1,2,No,Credit Card,1086,No,4.8,No,1115.37,No
CAS-00691,43,Basic,18.42,7,2,1,No,Debit Card,223,Yes,3.3,No,852.08,No
CAS-00692,31,Curated,27.44,3,0,0,No,Debit Card,671,Yes,4.5,No,1014.63,No
CAS-00693,9,Curated,33.45,6,0,0,No,Credit Card,836,No,4.4,No,1045.84,Yes
CAS-00694,24,Deluxe,56.68,6,1,0,No,Credit Card,471,No,3.4,No,1191.2,No
CAS-00695,1,Curated,33.32,4,3,1,No,Debit Card,106,Yes,4.1,No,106.13,No
CAS-00696,10,Basic,17.79,9,0,2,No,PayPal,638,Yes,3.6,Yes,398.12,No
CAS-00697,20,Basic,18.9,4,1,1,No,Credit Card,521,Yes,4.2,Yes,638.73,Yes
CAS-00698,14,Deluxe,47.87,5,0,1,No,Debit Card,122,No,3.3,No,857.89,No
CAS-00699,19,Curated,40.16,7,0,1,No,Credit Card,476,Yes,5.0,No,1520.16,No
CAS-00700,47,Deluxe,52.19,9,1,1,No,PayPal,140,Yes,4.5,Yes,959.4,No
CAS-00701,1,Curated,33.39,6,0,1,No,Credit Card,309,Yes,3.0,No,73.96,No
CAS-00702,6,Curated,29.77,5,1,3,No,PayPal,1436,No,3.6,Yes,780.06,Yes
CAS-00703,24,Deluxe,56.85,5,1,3,No,Credit Card,365,Yes,3.8,No,1776.79,No
CAS-00704,24,Curated,33.49,7,0,4,No,Debit Card,71,Yes,4.6,No,274.68,Yes
CAS-00705,22,Basic,17.62,7,1,1,No,Buy Now Pay Later,656,Yes,4.7,No,779.76,No
CAS-00706,37,Deluxe,62.56,5,0,0,No,Debit Card,1055,No,3.5,No,1583.35,No
CAS-00707,8,Basic,18.35,6,1,3,No,Credit Card,736,Yes,4.9,No,453.49,Yes
CAS-00708,39,Basic,21.36,4,1,3,No,PayPal,146,No,5.0,No,959.51,Yes
CAS-00709,28,Basic,20.19,4,2,1,No,Debit Card,201,Yes,2.8,No,577.14,Yes
CAS-00710,12,Basic,21.48,3,1,2,No,Debit Card,586,No,4.6,No,716.02,Yes
CAS-00711,44,Deluxe,60.29,3,1,2,No,Credit Card,1139,Yes,3.4,No,3243.02,No
CAS-00712,45,Basic,18.49,4,0,1,No,Debit Card,307,Yes,3.9,No,956.42,Yes
CAS-00713,14,Curated,38.54,5,0,4,Yes,Debit Card,97,Yes,4.9,No,384.98,No
CAS-00714,29,Basic,20.8,2,0,3,No,Credit Card,118,No,5.0,No,779.93,No
CAS-00715,45,Curated,31.07,3,1,1,No,PayPal,684,Yes,5.0,Yes,2192.93,No
CAS-00716,8,Deluxe,52.47,3,1,1,Yes,PayPal,309,Yes,4.1,No,563.63,No
CAS-00717,4,Curated,36.36,3,0,1,No,Debit Card,381,Yes,4.2,No,187.94,Yes
CAS-00718,12,Deluxe,52.13,8,1,4,No,Credit Card,353,Yes,4.1,No,604.63,No
CAS-00719,19,Basic,22.91,4,2,0,No,Debit Card,194,Yes,4.2,No,585.95,No
CAS-00720,22,Basic,20.34,3,0,0,No,Debit Card,252,Yes,4.5,Yes,910.36,Yes
CAS-00721,1,Curated,37.04,6,1,3,No,Debit Card,155,Yes,3.5,No,18.75,Yes
CAS-00722,4,Deluxe,52.59,4,0,2,No,PayPal,200,No,2.5,No,516.47,No
CAS-00723,37,Curated,41.27,7,0,1,No,Buy Now Pay Later,154,No,3.6,No,1037.61,No
CAS-00724,4,Deluxe,54.11,6,0,0,No,PayPal,178,Yes,4.4,No,239.14,No
CAS-00725,39,Curated,32.75,4,0,2,No,Credit Card,93,Yes,4.5,No,975.66,No
CAS-00726,38,Curated,35.99,9,0,1,No,Credit Card,153,Yes,4.0,No,342.86,No
CAS-00727,8,Deluxe,48.94,6,1,0,No,Credit Card,157,Yes,3.0,Yes,351.43,No
CAS-00728,16,Basic,20.22,4,0,3,No,Credit Card,806,Yes,4.5,No,766.68,Yes
CAS-00729,4,Deluxe,55.64,6,1,1,No,Buy Now Pay Later,471,Yes,4.1,No,479.42,No
CAS-00730,38,Curated,38.89,5,1,3,No,PayPal,268,No,3.3,No,3466.84,Yes
CAS-00731,39,Basic,22.01,9,1,0,Yes,Credit Card,227,Yes,4.1,No,959.48,No
CAS-00732,28,Curated,36.94,7,1,1,No,Credit Card,320,Yes,5.0,No,927.35,No
CAS-00733,43,Curated,34.7,5,1,3,No,PayPal,119,No,4.6,No,2814.28,No
CAS-00734,2,Curated,30.63,7,0,1,Yes,PayPal,649,No,4.9,No,333.22,No
CAS-00735,39,Curated,38.57,2,1,2,Yes,Debit Card,81,Yes,4.0,No,2296.23,Yes
CAS-00736,18,Basic,18.89,7,1,0,No,Credit Card,155,Yes,4.2,No,381.12,No
CAS-00737,2,Curated,34.93,5,0,2,No,PayPal,706,Yes,4.7,No,392.73,Yes
CAS-00738,5,Basic,19.13,7,2,0,No,Debit Card,65,No,4.2,Yes,110.5,No
CAS-00739,2,Basic,18.79,5,0,1,No,Credit Card,124,Yes,3.3,No,139.17,No
CAS-00740,17,Basic,23.51,4,1,1,No,PayPal,515,No,3.1,No,470.43,No
CAS-00741,43,Basic,22.37,4,1,2,No,Credit Card,245,No,4.8,No,1689.64,Yes
CAS-00742,29,Deluxe,50.06,6,0,5,No,Debit Card,259,Yes,3.5,No,2271.98,No
CAS-00743,9,Curated,29.21,4,1,1,No,Credit Card,328,Yes,5.0,No,706.39,Yes
CAS-00744,37,Basic,20.26,6,1,0,Yes,Debit Card,304,Yes,3.3,No,599.08,No
CAS-00745,47,Curated,36.09,4,1,1,No,PayPal,155,Yes,5.0,No,1583.43,No
CAS-00746,8,Deluxe,48.42,5,0,3,Yes,Debit Card,200,Yes,3.6,No,391.66,No
CAS-00747,32,Basic,21.22,7,1,2,No,PayPal,253,No,4.7,No,1300.82,No
CAS-00748,7,Curated,33.99,4,1,2,No,PayPal,211,Yes,4.9,No,368.33,No
CAS-00749,28,Deluxe,46.14,8,0,1,No,Credit Card,145,Yes,3.4,No,1710.6,No
CAS-00750,8,Basic,24.27,4,1,2,No,PayPal,319,No,5.0,Yes,408.74,Yes
CAS-00751,28,Curated,33.42,7,0,4,Yes,Credit Card,773,Yes,4.0,No,1204.34,No
CAS-00752,7,Curated,35.81,5,0,2,No,Credit Card,491,No,3.8,No,499.79,Yes
CAS-00753,31,Basic,16.16,8,0,2,No,Credit Card,1037,Yes,2.3,No,1014.26,Yes
CAS-00754,26,Curated,33.77,5,1,1,Yes,Credit Card,651,Yes,4.8,No,882.21,No
CAS-00755,40,Deluxe,54.13,6,1,2,No,Credit Card,432,Yes,4.3,No,2026.43,Yes
CAS-00756,36,Basic,21.65,8,2,0,Yes,PayPal,178,Yes,4.1,No,783.79,No
CAS-00757,17,Basic,21.42,8,0,3,Yes,Credit Card,364,No,5.0,No,558.29,Yes
CAS-00758,45,Basic,20.49,5,1,0,No,Credit Card,719,No,4.8,No,1475.61,Yes
CAS-00759,42,Curated,35.34,7,1,0,No,Debit Card,110,Yes,5.0,No,1169.18,No
CAS-00760,11,Deluxe,60.79,4,2,2,No,Credit Card,382,No,4.3,No,651.63,Yes
CAS-00761,29,Deluxe,54.89,3,0,3,No,Credit Card,157,Yes,5.0,No,1772.95,Yes
CAS-00762,25,Deluxe,50.53,3,0,1,No,Credit Card,377,Yes,4.0,Yes,673.36,Yes
CAS-00763,22,Curated,37.3,5,1,1,No,Debit Card,179,Yes,3.9,No,712.72,No
CAS-00764,1,Curated,36.01,7,2,2,No,Credit Card,353,Yes,3.7,No,216.44,No
CAS-00765,7,Curated,33.2,10,2,1,No,Credit Card,769,Yes,5.0,No,527.85,No
CAS-00766,9,Basic,19.32,5,0,1,No,PayPal,289,No,4.7,Yes,368.91,Yes
CAS-00767,9,Curated,30.75,5,0,0,No,PayPal,307,Yes,3.9,No,691.79,No
CAS-00768,6,Curated,36.25,9,0,4,Yes,PayPal,160,No,4.5,Yes,222.98,No
CAS-00769,4,Curated,37.68,4,0,0,No,Credit Card,37,No,3.2,No,188.53,No
CAS-00770,0,Curated,34.28,3,0,0,No,PayPal,83,Yes,3.8,No,101.09,No
CAS-00771,41,Curated,39.25,5,0,1,No,Debit Card,111,Yes,4.9,No,2597.71,No
CAS-00772,48,Basic,18.67,8,0,4,No,Credit Card,684,Yes,4.5,No,1262.54,Yes
CAS-00773,11,Basic,21.03,7,0,1,No,Credit Card,134,Yes,4.3,No,360.49,Yes
CAS-00774,12,Deluxe,62.59,4,0,3,No,Credit Card,226,Yes,4.4,No,408.87,Yes
CAS-00775,3,Deluxe,54.12,7,1,1,No,PayPal,185,Yes,4.4,No,203.83,No
CAS-00776,28,Deluxe,48.57,5,2,1,No,PayPal,574,Yes,3.2,No,1690.75,No
CAS-00777,16,Basic,18.51,6,0,1,No,Debit Card,232,Yes,5.0,No,355.43,Yes
CAS-00778,48,Basic,18.21,5,2,0,No,Credit Card,84,No,4.6,Yes,698.0,No
CAS-00779,7,Curated,31.62,3,1,0,No,Debit Card,761,No,3.4,No,527.01,No
CAS-00780,45,Basic,20.03,6,0,0,No,Credit Card,226,No,2.8,No,809.83,Yes
CAS-00781,3,Curated,35.79,6,0,1,No,Debit Card,71,Yes,3.3,Yes,103.17,Yes
CAS-00782,42,Deluxe,45.71,8,0,2,No,PayPal,847,Yes,3.9,No,2234.56,No
CAS-00783,48,Deluxe,59.25,3,0,1,No,Credit Card,23,No,4.2,No,4321.27,No
CAS-00784,13,Basic,18.84,4,0,2,No,Credit Card,68,No,4.3,No,17.41,Yes
CAS-00785,27,Deluxe,62.98,7,0,1,No,Debit Card,327,Yes,3.9,No,1254.24,No
CAS-00786,40,Deluxe,57.07,8,0,0,No,Debit Card,83,Yes,5.0,No,1888.12,No
CAS-00787,8,Deluxe,56.92,7,1,1,No,Credit Card,86,No,4.9,No,692.95,No
CAS-00788,32,Deluxe,61.69,3,0,1,No,Debit Card,104,Yes,5.0,No,1794.77,No
CAS-00789,29,Curated,37.5,4,0,1,No,PayPal,544,No,4.5,No,1606.47,No
CAS-00790,34,Deluxe,45.66,7,0,3,No,PayPal,382,Yes,3.9,No,4814.87,No
CAS-00791,43,Basic,16.44,9,1,4,No,Credit Card,135,Yes,4.8,No,731.26,Yes
CAS-00792,25,Basic,23.23,6,1,1,No,Buy Now Pay Later,206,No,3.0,Yes,583.13,Yes
CAS-00793,12,Deluxe,53.23,4,0,1,No,Debit Card,51,Yes,5.0,Yes,883.97,No
CAS-00794,29,Basic,20.07,8,0,3,No,PayPal,540,Yes,3.0,No,1094.16,No
CAS-00795,13,Deluxe,59.75,5,0,1,No,Credit Card,84,Yes,4.1,No,1569.42,No
CAS-00796,44,Curated,35.87,5,1,4,Yes,Credit Card,442,Yes,4.5,No,1022.61,Yes
CAS-00797,24,Curated,34.68,7,1,0,No,Credit Card,716,Yes,3.8,Yes,1520.51,No
CAS-00798,17,Curated,34.03,3,0,4,No,PayPal,169,Yes,3.3,Yes,590.94,No
CAS-00799,0,Curated,36.73,5,0,2,No,PayPal,199,Yes,4.4,No,69.57,No
CAS-00800,44,Basic,21.34,10,0,1,No,Debit Card,320,Yes,4.0,No,665.05,Yes
CAS-00801,8,Basic,20.04,2,1,0,Yes,Debit Card,568,No,4.3,Yes,533.98,No
CAS-00802,23,Deluxe,57.57,9,1,0,No,Credit Card,129,No,5.0,No,1433.62,No
CAS-00803,17,Basic,17.74,7,2,3,No,Credit Card,386,No,5.0,No,419.53,Yes
CAS-00804,4,Curated,32.48,5,0,2,No,PayPal,661,Yes,4.2,Yes,409.6,No
CAS-00805,35,Curated,30.63,4,1,1,No,PayPal,386,Yes,4.0,No,1411.99,Yes
CAS-00806,24,Deluxe,58.8,5,1,1,No,Credit Card,477,No,3.9,No,3796.8,No
CAS-00807,38,Curated,35.9,7,0,0,No,Credit Card,414,Yes,4.0,No,875.25,No
CAS-00808,0,Basic,19.81,2,0,1,No,Credit Card,150,No,4.4,No,0.0,No
CAS-00809,45,Deluxe,51.89,5,0,1,No,Credit Card,149,No,4.5,No,2048.98,No
CAS-00810,9,Curated,36.72,3,0,2,No,Debit Card,1001,No,4.3,Yes,845.43,No
CAS-00811,23,Curated,34.86,6,0,1,No,Debit Card,369,Yes,4.3,Yes,557.89,No
CAS-00812,48,Basic,20.49,5,1,1,Yes,PayPal,254,No,3.3,No,476.46,No
CAS-00813,5,Curated,38.15,6,3,3,No,Debit Card,67,No,4.9,No,127.29,No
CAS-00814,26,Curated,36.3,5,0,2,No,Buy Now Pay Later,20,No,3.6,No,1030.03,No
CAS-00815,27,Basic,23.46,3,2,2,No,Credit Card,166,Yes,4.4,No,501.95,Yes
CAS-00816,47,Basic,17.36,3,0,0,No,Debit Card,351,Yes,3.0,No,2076.68,No
CAS-00817,20,Basic,17.3,7,0,1,No,Credit Card,221,Yes,4.7,No,460.26,No
CAS-00818,22,Basic,16.04,2,1,0,No,Debit Card,90,Yes,3.0,No,374.93,Yes
CAS-00819,2,Basic,23.22,8,0,2,No,PayPal,178,Yes,3.9,No,134.64,No
CAS-00820,3,Deluxe,55.39,8,0,0,Yes,PayPal,247,No,5.0,No,142.01,No
CAS-00821,24,Basic,17.87,8,1,3,No,Credit Card,256,Yes,5.0,No,602.61,No
CAS-00822,16,Basic,16.1,13,2,1,Yes,PayPal,268,Yes,2.9,No,246.78,No
CAS-00823,45,Deluxe,54.2,11,1,2,No,Credit Card,314,No,4.7,No,3229.25,No
