viewer_id,months_subscribed,plan_level,monthly_rate,devices_registered,weekly_watch_hours,autoplay_next_episode,payment_method,binge_sessions_per_month,signup_channel,num_profiles,days_since_last_watch,parental_controls_enabled,projected_lifetime_value,subscription_lapsed
SOL-02460,14,Standard,12.26,3,5.3,Yes,Credit Card,2,App Store,2,11,No,184.03,No
SOL-02461,21,Ad-Lite,6.33,2,5.0,Yes,Gift Card,1,App Store,1,10,No,5.47,No
SOL-02462,13,Ad-Lite,5.33,3,12.9,Yes,Gift Card,7,App Store,2,8,No,154.8,No
SOL-02463,9,Ultra,14.05,2,6.5,No,Mobile Carrier Billing,2,Partner Bundle,1,9,No,94.37,No
SOL-02464,29,Standard,12.01,2,4.6,No,Credit Card,2,App Store,1,36,Yes,93.25,Yes
SOL-02465,10,Ad-Lite,6.09,2,3.1,Yes,Gift Card,3,App Store,2,18,Yes,0.0,Yes
SOL-02466,10,Ad-Lite,5.93,1,6.4,Yes,PayPal,1,App Store,3,2,Yes,94.53,Yes
SOL-02467,23,Ultra,17.34,2,14.8,No,Mobile Carrier Billing,1,App Store,3,3,No,461.39,No
SOL-02468,35,Ultra,16.47,1,10.0,Yes,Credit Card,2,Web,2,6,No,1585.61,No
SOL-02469,4,Ad-Lite,6.52,4,2.2,No,Mobile Carrier Billing,6,App Store,3,4,No,102.31,No
SOL-02470,7,Ultra,15.98,1,7.2,No,Credit Card,5,App Store,1,9,No,126.85,No
SOL-02471,6,Ad-Lite,6.33,2,3.7,Yes,Credit Card,2,Partner Bundle,3,12,No,48.47,Yes
SOL-02472,18,Ad-Lite,6.53,3,13.9,No,Credit Card,2,App Store,5,15,Yes,220.55,Yes
SOL-02473,19,Ad-Lite,6.27,1,4.8,No,Gift Card,5,App Store,2,9,No,82.1,Yes
SOL-02474,31,Ad-Lite,4.48,1,3.0,No,Credit Card,2,App Store,4,7,Yes,74.31,Yes
SOL-02475,33,Ad-Lite,6.55,1,7.8,Yes,Credit Card,2,Web,2,3,No,297.99,No
SOL-02476,3,Ad-Lite,6.18,1,0.8,Yes,Credit Card,5,Partner Bundle,2,2,Yes,92.6,Yes
SOL-02477,2,Ad-Lite,7.88,3,6.3,Yes,PayPal,4,Web,4,2,No,9.44,Yes
SOL-02478,2,Standard,11.78,2,7.7,Yes,Mobile Carrier Billing,4,App Store,2,14,No,0.0,Yes
SOL-02479,4,Ad-Lite,6.53,3,5.7,No,Credit Card,1,Web,1,6,No,46.94,No
SOL-02480,12,Standard,13.51,1,5.9,Yes,Credit Card,4,Partner Bundle,2,5,No,175.15,Yes
SOL-02481,5,Ad-Lite,6.72,1,9.6,Yes,PayPal,2,Web,2,3,No,0.0,Yes
SOL-02482,20,Ad-Lite,6.72,2,11.7,No,PayPal,1,App Store,3,16,No,180.83,No
SOL-02483,23,Standard,13.19,3,2.8,Yes,Mobile Carrier Billing,9,Web,3,26,Yes,641.86,Yes
SOL-02484,23,Ultra,16.82,1,9.0,Yes,Credit Card,3,Web,1,3,No,216.92,Yes
SOL-02485,14,Ad-Lite,6.11,3,4.9,Yes,PayPal,3,App Store,2,8,No,59.21,Yes
SOL-02486,31,Ultra,17.43,3,3.4,No,Credit Card,5,Partner Bundle,1,6,Yes,394.35,Yes
SOL-02487,29,Standard,14.16,3,16.8,Yes,Mobile Carrier Billing,1,App Store,1,2,No,586.82,No
SOL-02488,20,Standard,12.8,4,4.8,Yes,Mobile Carrier Billing,2,App Store,1,19,No,261.39,No
SOL-02489,30,Standard,11.16,2,0.7,Yes,PayPal,4,Web,1,4,No,489.07,No
SOL-02490,39,Ultra,17.72,2,6.6,Yes,Mobile Carrier Billing,5,App Store,3,3,No,344.16,No
SOL-02491,12,Standard,12.89,2,7.4,Yes,Credit Card,2,App Store,3,9,No,57.54,Yes
SOL-02492,10,Standard,11.75,1,2.7,No,Credit Card,6,Web,1,16,Yes,66.41,No
SOL-02493,5,Standard,12.62,1,2.4,No,Mobile Carrier Billing,2,Web,2,6,No,0.0,Yes
SOL-02494,12,Ultra,15.06,1,7.1,Yes,Credit Card,0,Web,3,9,No,298.38,Yes
SOL-02495,11,Standard,13.06,5,3.4,Yes,PayPal,2,Web,2,12,Yes,52.24,No
SOL-02496,7,Ultra,17.97,2,6.1,No,Credit Card,5,Web,2,2,Yes,189.44,No
SOL-02497,12,Ultra,18.1,3,17.2,Yes,Credit Card,1,Web,5,6,No,396.32,No
SOL-02498,18,Ultra,13.29,2,8.5,No,Mobile Carrier Billing,3,Web,2,15,No,430.63,No
SOL-02499,7,Ultra,17.73,2,4.5,Yes,Credit Card,6,App Store,2,11,No,227.23,No
SOL-02500,30,Ad-Lite,5.38,5,12.0,Yes,PayPal,3,App Store,4,16,No,126.42,Yes
SOL-02501,21,Standard,12.03,1,2.2,No,Gift Card,2,Web,1,3,No,425.68,Yes
SOL-02502,17,Ad-Lite,6.18,2,4.5,Yes,Credit Card,4,Web,3,27,No,201.03,Yes
SOL-02503,2,Standard,10.85,3,7.8,Yes,PayPal,3,Web,3,4,No,2.95,Yes
SOL-02504,23,Ad-Lite,6.33,2,9.4,No,Credit Card,1,App Store,4,5,Yes,156.56,Yes
SOL-02505,7,Standard,13.0,3,7.4,No,Mobile Carrier Billing,3,App Store,1,10,No,0.39,Yes
SOL-02506,10,Ad-Lite,5.68,1,4.6,Yes,Mobile Carrier Billing,6,App Store,1,9,No,91.32,Yes
SOL-02507,16,Ultra,18.0,4,2.5,Yes,Mobile Carrier Billing,4,Web,1,4,No,329.65,Yes
SOL-02508,20,Ad-Lite,4.21,1,5.9,Yes,Mobile Carrier Billing,1,Web,2,6,No,91.89,Yes
SOL-02509,25,Standard,12.22,5,10.8,Yes,Gift Card,2,App Store,2,1,Yes,541.8,Yes
SOL-02510,28,Standard,10.61,4,12.8,No,PayPal,4,App Store,1,8,No,148.85,Yes
SOL-02511,27,Ad-Lite,5.25,3,16.0,No,Credit Card,3,Web,2,29,No,279.72,Yes
SOL-02512,14,Standard,14.29,2,5.0,No,PayPal,2,Partner Bundle,1,11,No,191.72,Yes
SOL-02513,9,Ultra,16.26,2,2.4,Yes,PayPal,5,App Store,5,1,Yes,64.86,No
SOL-02514,14,Standard,12.53,5,7.8,No,PayPal,2,App Store,1,9,No,169.69,No
SOL-02515,11,Standard,12.2,3,3.7,Yes,PayPal,1,App Store,2,3,No,74.65,No
SOL-02516,5,Ad-Lite,5.82,2,6.0,Yes,Mobile Carrier Billing,4,Partner Bundle,2,5,No,69.82,Yes
SOL-02517,11,Ultra,15.34,1,8.6,Yes,Credit Card,2,App Store,3,15,Yes,297.45,No
SOL-02518,4,Standard,11.2,1,9.7,No,Mobile Carrier Billing,5,Web,1,12,No,32.88,No
SOL-02519,9,Ultra,17.21,5,14.8,No,Gift Card,2,App Store,2,21,No,277.77,No
SOL-02520,17,Ultra,15.17,4,6.0,Yes,Credit Card,3,Web,1,11,No,318.09,No
SOL-02521,18,Ultra,18.43,1,12.8,Yes,PayPal,1,App Store,3,14,No,84.1,Yes
SOL-02522,27,Standard,12.05,1,3.1,No,PayPal,4,Web,2,23,No,249.82,No
SOL-02523,24,Standard,12.53,2,2.9,Yes,Credit Card,3,Web,1,8,No,774.25,No
SOL-02524,31,Standard,12.39,4,19.9,Yes,Mobile Carrier Billing,3,App Store,1,14,No,524.91,Yes
SOL-02525,5,Standard,12.96,1,5.3,No,Credit Card,6,App Store,2,16,No,84.35,Yes
SOL-02526,18,Standard,12.13,1,3.5,Yes,Mobile Carrier Billing,5,Partner Bundle,2,7,Yes,149.95,No
SOL-02527,23,Ultra,17.04,3,4.2,No,Gift Card,1,Web,3,4,Yes,236.68,No
SOL-02528,16,Standard,9.0,1,8.5,No,Credit Card,3,Partner Bundle,2,2,No,213.38,No
SOL-02529,11,Ad-Lite,7.76,1,4.2,No,PayPal,5,App Store,1,12,Yes,165.82,No
SOL-02530,30,Standard,11.65,1,8.1,No,Credit Card,4,Partner Bundle,1,21,No,614.37,No
SOL-02531,14,Ultra,19.16,4,1.9,No,Credit Card,4,App Store,2,18,No,146.75,No
SOL-02532,7,Standard,11.63,1,8.1,Yes,Credit Card,1,Web,2,3,No,176.18,No
SOL-02533,35,Ad-Lite,5.61,1,3.4,Yes,Credit Card,2,App Store,3,3,No,46.11,No
SOL-02534,17,Standard,10.56,2,4.6,Yes,Credit Card,5,Partner Bundle,3,24,No,218.63,Yes
SOL-02535,15,Standard,11.17,1,7.5,No,Credit Card,4,App Store,2,15,No,217.07,No
SOL-02536,12,Standard,10.89,1,9.9,No,Credit Card,3,Web,1,6,No,205.17,No
SOL-02537,42,Ad-Lite,8.0,4,3.7,No,Mobile Carrier Billing,3,App Store,2,3,No,386.93,Yes
SOL-02538,20,Standard,10.99,2,17.1,Yes,Mobile Carrier Billing,6,App Store,3,7,No,258.98,No
SOL-02539,23,Ad-Lite,6.03,3,10.4,No,Credit Card,4,Partner Bundle,4,2,No,293.41,No
SOL-02540,39,Ad-Lite,5.78,3,14.7,Yes,Credit Card,3,Web,1,2,No,525.01,No
SOL-02541,0,Standard,12.16,2,4.2,Yes,Credit Card,5,App Store,4,12,Yes,115.22,No
SOL-02542,24,Standard,11.04,1,4.8,Yes,Credit Card,3,App Store,2,2,Yes,402.36,No
SOL-02543,16,Ad-Lite,5.71,2,1.9,Yes,Credit Card,4,Web,4,0,No,117.24,Yes
SOL-02544,21,Ad-Lite,6.56,1,5.7,Yes,PayPal,2,App Store,3,9,No,107.63,No
SOL-02545,19,Standard,13.48,2,6.8,Yes,Credit Card,5,Partner Bundle,1,1,No,484.77,No
SOL-02546,5,Ad-Lite,5.47,4,7.3,No,PayPal,3,App Store,1,7,No,104.12,Yes
SOL-02547,4,Standard,11.93,1,3.7,Yes,Mobile Carrier Billing,3,Partner Bundle,2,1,No,6.04,No
SOL-02548,2,Ultra,16.14,5,1.2,No,PayPal,1,Web,2,15,Yes,0.0,No
SOL-02549,38,Ad-Lite,5.94,2,6.6,No,PayPal,2,App Store,2,4,No,238.61,Yes
SOL-02550,7,Ad-Lite,5.09,4,3.0,No,Credit Card,6,Web,1,16,No,112.17,No
SOL-02551,26,Ultra,17.97,2,17.4,Yes,Credit Card,2,Partner Bundle,4,14,No,994.48,No
SOL-02552,1,Standard,11.09,2,0.7,Yes,Credit Card,2,App Store,2,3,No,0.0,No
SOL-02553,22,Standard,13.73,1,4.4,No,Mobile Carrier Billing,3,Web,2,6,No,349.37,Yes
SOL-02554,25,Ad-Lite,4.97,4,0.5,Yes,Gift Card,1,Partner Bundle,5,11,Yes,325.29,Yes
SOL-02555,26,Ad-Lite,6.52,5,13.5,Yes,Credit Card,3,Web,3,9,No,297.18,Yes
SOL-02556,28,Standard,11.6,2,1.9,Yes,PayPal,4,Partner Bundle,1,10,No,330.28,No
SOL-02557,9,Ultra,17.2,5,5.1,Yes,Credit Card,3,Partner Bundle,2,11,No,503.33,No
SOL-02558,23,Standard,12.68,4,9.5,Yes,Credit Card,1,App Store,2,1,Yes,198.29,Yes
SOL-02559,23,Ultra,16.0,3,11.0,Yes,Credit Card,6,App Store,3,13,No,643.42,No
SOL-02560,22,Standard,11.89,1,5.1,No,Credit Card,2,Partner Bundle,1,3,No,416.61,No
SOL-02561,16,Ad-Lite,4.54,4,3.2,Yes,PayPal,6,App Store,1,7,No,68.05,No
SOL-02562,23,Ultra,15.8,5,3.7,Yes,PayPal,1,Web,3,4,No,1112.82,No
SOL-02563,11,Standard,12.63,1,7.4,Yes,Credit Card,0,App Store,4,10,No,107.33,No
SOL-02564,4,Ad-Lite,5.49,4,4.6,Yes,Mobile Carrier Billing,5,Partner Bundle,3,1,No,30.97,Yes
SOL-02565,2,Ad-Lite,6.33,1,5.1,No,Credit Card,0,App Store,4,5,No,33.05,Yes
SOL-02566,6,Ad-Lite,5.55,1,2.4,No,Credit Card,4,Web,2,10,No,1.55,No
SOL-02567,23,Ad-Lite,5.6,3,1.4,No,Mobile Carrier Billing,2,App Store,2,7,No,168.93,Yes
SOL-02568,12,Ultra,17.96,1,14.1,No,Gift Card,8,Partner Bundle,2,5,No,274.23,No
SOL-02569,19,Standard,11.5,3,12.8,Yes,Mobile Carrier Billing,8,Web,3,2,No,340.5,No
SOL-02570,20,Ultra,18.24,2,1.3,No,Mobile Carrier Billing,3,Web,4,1,No,898.33,No
SOL-02571,1,Standard,12.97,2,5.8,Yes,Credit Card,5,Partner Bundle,5,1,Yes,50.9,No
SOL-02572,5,Ad-Lite,7.05,4,6.6,No,PayPal,2,App Store,2,28,No,8.94,Yes
SOL-02573,4,Standard,11.74,3,6.4,Yes,PayPal,5,App Store,2,7,No,79.16,Yes
SOL-02574,9,Ad-Lite,6.7,4,4.4,No,Mobile Carrier Billing,9,Partner Bundle,2,22,No,89.04,Yes
SOL-02575,9,Ultra,18.14,4,2.0,No,Credit Card,4,Web,1,6,No,230.18,No
SOL-02576,2,Ad-Lite,7.0,3,1.7,No,Credit Card,5,Web,2,3,Yes,79.04,Yes
SOL-02577,10,Standard,13.03,1,6.9,No,Credit Card,4,Web,4,10,No,76.24,Yes
SOL-02578,3,Ad-Lite,5.3,1,7.3,Yes,Mobile Carrier Billing,3,Web,4,9,No,162.11,Yes
SOL-02579,5,Ultra,16.29,3,8.3,Yes,Gift Card,2,Web,1,2,No,96.27,No
SOL-02580,4,Ad-Lite,6.55,1,8.2,Yes,PayPal,8,App Store,3,15,Yes,62.46,Yes
SOL-02581,10,Ad-Lite,5.95,3,5.6,No,Mobile Carrier Billing,5,App Store,1,3,No,257.0,Yes
SOL-02582,15,Standard,12.49,2,19.0,No,Credit Card,4,App Store,1,47,Yes,211.92,No
SOL-02583,1,Standard,11.47,4,10.9,Yes,Gift Card,4,Web,1,4,Yes,107.24,No
SOL-02584,5,Ad-Lite,4.58,2,9.0,Yes,Mobile Carrier Billing,4,App Store,3,11,No,0.0,No
SOL-02585,26,Ultra,16.27,3,14.5,Yes,Gift Card,3,Web,1,8,No,230.76,No
SOL-02586,8,Standard,9.99,3,5.7,Yes,Mobile Carrier Billing,4,Partner Bundle,2,1,No,107.76,Yes
SOL-02587,12,Ultra,20.88,3,7.5,No,Credit Card,4,Partner Bundle,1,7,Yes,326.48,No
SOL-02588,10,Ad-Lite,5.37,4,7.4,Yes,Credit Card,2,App Store,3,20,No,64.0,No
SOL-02589,12,Ad-Lite,7.79,2,5.9,No,Credit Card,5,Web,3,2,Yes,74.55,No
SOL-02590,11,Standard,10.28,3,2.1,Yes,PayPal,9,App Store,1,11,No,190.24,No
SOL-02591,13,Ad-Lite,5.46,1,9.7,Yes,Credit Card,3,App Store,4,4,Yes,144.39,Yes
SOL-02592,28,Ad-Lite,6.84,2,3.5,Yes,Mobile Carrier Billing,6,App Store,2,3,Yes,162.31,Yes
SOL-02593,11,Ultra,17.7,1,7.4,No,Gift Card,1,Web,4,9,No,395.72,No
SOL-02594,19,Ad-Lite,6.29,5,12.8,Yes,Mobile Carrier Billing,2,Web,4,12,Yes,147.61,No
SOL-02595,4,Ultra,17.89,4,1.5,Yes,Mobile Carrier Billing,3,App Store,1,23,No,125.22,Yes
SOL-02596,9,Ad-Lite,4.96,1,3.7,Yes,Credit Card,9,App Store,2,24,No,46.81,Yes
SOL-02597,17,Standard,12.55,3,10.7,No,Mobile Carrier Billing,5,App Store,5,22,No,102.77,No
SOL-02598,2,Ad-Lite,7.36,3,8.2,Yes,PayPal,5,Partner Bundle,1,3,No,104.02,Yes
SOL-02599,9,Ad-Lite,6.35,1,2.0,No,Mobile Carrier Billing,9,App Store,4,5,No,85.75,Yes
SOL-02600,11,Ultra,17.54,1,1.3,No,Mobile Carrier Billing,3,Web,2,9,No,419.39,Yes
SOL-02601,4,Ultra,18.24,2,6.6,No,Mobile Carrier Billing,7,App Store,2,14,No,219.12,No
SOL-02602,11,Ad-Lite,5.77,2,4.6,No,Mobile Carrier Billing,5,App Store,2,4,No,79.51,Yes
SOL-02603,2,Standard,12.11,2,8.0,Yes,PayPal,2,App Store,5,5,No,0.0,No
SOL-02604,19,Standard,13.38,5,7.6,No,Gift Card,0,Web,2,2,No,123.31,No
SOL-02605,22,Ad-Lite,7.1,4,12.6,No,PayPal,3,App Store,5,8,No,117.59,Yes
SOL-02606,28,Ad-Lite,4.78,2,9.8,Yes,PayPal,5,Partner Bundle,5,12,No,154.61,No
SOL-02607,8,Ad-Lite,5.69,3,12.3,No,PayPal,5,Web,3,8,No,141.46,No
SOL-02608,21,Ad-Lite,6.77,4,6.9,No,Credit Card,4,App Store,1,5,No,245.08,No
SOL-02609,28,Ad-Lite,6.5,3,7.3,Yes,Credit Card,4,Web,1,6,No,73.93,Yes
SOL-02610,13,Ultra,17.21,4,6.9,No,PayPal,2,Web,3,3,No,228.14,No
SOL-02611,8,Ultra,16.5,2,2.7,Yes,Gift Card,4,Partner Bundle,2,8,Yes,231.1,No
SOL-02612,8,Ad-Lite,6.64,4,3.0,Yes,Mobile Carrier Billing,5,Web,1,12,Yes,28.51,No
SOL-02613,23,Ad-Lite,6.49,3,8.7,No,Credit Card,3,Web,3,2,No,43.14,No
SOL-02614,5,Ultra,15.02,3,14.4,Yes,Mobile Carrier Billing,2,Web,3,13,No,143.61,No
SOL-02615,8,Standard,11.38,2,6.5,No,Credit Card,4,App Store,1,8,Yes,35.48,No
SOL-02616,25,Ad-Lite,6.06,1,7.7,No,Credit Card,6,Web,2,4,No,218.99,Yes
SOL-02617,14,Ad-Lite,5.2,3,4.8,Yes,Gift Card,2,Partner Bundle,3,12,No,149.13,Yes
SOL-02618,15,Standard,13.45,3,3.7,No,Credit Card,7,Web,2,4,No,178.05,Yes
SOL-02619,2,Ultra,14.19,2,0.4,Yes,Credit Card,4,App Store,3,7,Yes,86.9,No
SOL-02620,25,Standard,11.81,1,7.5,Yes,Credit Card,3,App Store,4,17,Yes,262.04,No
SOL-02621,2,Standard,12.83,4,8.8,Yes,Credit Card,4,App Store,1,9,No,159.44,Yes
SOL-02622,13,Standard,10.92,2,1.8,Yes,Credit Card,0,Partner Bundle,3,5,No,127.29,No
SOL-02623,18,Ad-Lite,5.37,2,1.6,Yes,Mobile Carrier Billing,5,App Store,2,4,No,186.5,Yes
SOL-02624,23,Ad-Lite,6.52,3,7.7,No,Mobile Carrier Billing,6,Web,3,8,No,0.0,Yes
SOL-02625,10,Ad-Lite,5.26,3,12.0,Yes,PayPal,4,Web,2,20,No,0.0,Yes
SOL-02626,5,Standard,13.95,3,15.1,No,Mobile Carrier Billing,1,App Store,2,5,No,205.74,No
SOL-02627,12,Ad-Lite,4.72,1,5.6,Yes,Credit Card,2,App Store,1,4,No,11.5,Yes
SOL-02628,29,Standard,11.72,3,7.8,Yes,PayPal,0,Web,2,12,No,89.28,Yes
SOL-02629,19,Ad-Lite,6.92,1,3.5,No,Mobile Carrier Billing,1,App Store,3,8,No,63.33,Yes
SOL-02630,10,Standard,12.92,3,12.0,Yes,Credit Card,3,Web,3,18,Yes,111.77,No
SOL-02631,22,Ultra,15.83,2,10.2,Yes,Credit Card,0,App Store,3,7,No,134.05,No
SOL-02632,7,Ad-Lite,8.0,2,9.2,No,Credit Card,6,Partner Bundle,2,6,No,116.54,No
SOL-02633,10,Ultra,14.18,5,9.3,No,PayPal,2,Partner Bundle,3,8,No,354.37,No
SOL-02634,5,Ad-Lite,5.71,1,5.7,Yes,PayPal,2,Partner Bundle,2,7,No,78.2,Yes
SOL-02635,15,Ad-Lite,5.15,3,13.3,Yes,Mobile Carrier Billing,2,App Store,5,7,No,34.74,Yes
SOL-02636,10,Ultra,15.55,2,3.1,No,Mobile Carrier Billing,4,App Store,3,10,Yes,257.53,No
SOL-02637,9,Standard,13.14,1,3.7,Yes,Mobile Carrier Billing,4,App Store,1,3,No,175.32,No
SOL-02638,35,Ad-Lite,7.35,3,3.3,Yes,PayPal,1,Partner Bundle,3,15,Yes,168.24,Yes
SOL-02639,6,Standard,12.12,1,6.2,No,Credit Card,3,App Store,3,2,No,155.06,Yes
SOL-02640,23,Standard,13.51,3,6.4,No,Mobile Carrier Billing,4,Web,1,2,No,396.54,Yes
SOL-02641,8,Ultra,17.07,3,5.7,Yes,PayPal,1,App Store,1,13,No,146.7,Yes
SOL-02642,30,Ultra,16.09,2,1.6,No,Credit Card,0,App Store,1,2,No,493.78,No
SOL-02643,4,Ad-Lite,5.64,1,2.5,Yes,Credit Card,4,Partner Bundle,1,16,No,0.0,No
SOL-02644,18,Ultra,17.74,2,8.3,Yes,Credit Card,3,App Store,2,3,Yes,389.33,No
SOL-02645,10,Ad-Lite,5.93,1,13.6,No,Credit Card,11,App Store,1,3,No,205.51,Yes
SOL-02646,12,Standard,11.86,5,5.6,No,Credit Card,4,Web,1,11,No,85.96,No
SOL-02647,14,Ad-Lite,4.23,3,8.5,Yes,Credit Card,7,Web,2,16,Yes,39.91,No
SOL-02648,8,Standard,12.37,4,9.5,Yes,Credit Card,6,Partner Bundle,2,5,No,177.23,Yes
SOL-02649,13,Ad-Lite,4.66,2,6.8,No,PayPal,5,Web,2,23,No,83.22,No
SOL-02650,15,Ultra,15.97,3,3.0,Yes,PayPal,4,Web,1,21,No,274.04,No
SOL-02651,3,Standard,12.95,5,8.6,Yes,Credit Card,1,Web,1,1,No,0.0,Yes
SOL-02652,28,Ultra,17.55,2,4.2,Yes,Mobile Carrier Billing,4,Partner Bundle,3,5,No,454.39,No
SOL-02653,19,Standard,10.88,2,6.1,No,Credit Card,5,Web,2,3,No,52.31,No
SOL-02654,5,Ad-Lite,6.19,1,1.8,Yes,PayPal,3,App Store,2,10,No,58.02,Yes
SOL-02655,39,Ad-Lite,5.54,1,10.6,No,Mobile Carrier Billing,6,Web,2,33,Yes,201.2,No
SOL-02656,24,Standard,12.46,4,10.4,Yes,PayPal,2,Web,3,12,No,599.17,No
SOL-02657,32,Ad-Lite,5.15,3,6.7,Yes,Credit Card,3,Web,1,8,Yes,265.17,No
SOL-02658,10,Standard,11.02,1,5.4,Yes,Credit Card,3,App Store,3,3,Yes,124.06,No
SOL-02659,11,Ad-Lite,6.34,1,9.6,Yes,Mobile Carrier Billing,7,Web,2,3,No,304.6,No
SOL-02660,3,Ad-Lite,5.77,3,15.5,Yes,PayPal,2,App Store,4,14,No,111.24,Yes
SOL-02661,16,Ultra,16.33,1,4.2,Yes,Mobile Carrier Billing,5,Partner Bundle,5,9,No,218.6,No
SOL-02662,6,Ad-Lite,5.81,3,2.4,No,Credit Card,5,Web,2,5,Yes,4.18,Yes
SOL-02663,17,Ad-Lite,6.73,4,16.8,Yes,PayPal,3,Web,1,15,Yes,168.67,No
SOL-02664,12,Ad-Lite,5.85,3,4.8,Yes,PayPal,6,Web,2,18,No,120.73,Yes
SOL-02665,5,Ultra,13.0,2,2.1,Yes,PayPal,2,App Store,4,0,No,143.1,Yes
SOL-02666,11,Standard,11.65,1,9.0,No,Credit Card,2,Web,3,13,No,115.63,No
SOL-02667,14,Ad-Lite,5.21,3,19.9,No,PayPal,5,Web,1,5,No,135.57,No
SOL-02668,11,Standard,9.27,2,6.4,Yes,Mobile Carrier Billing,1,Web,4,12,No,246.0,No
SOL-02669,15,Standard,9.76,1,3.8,No,Credit Card,2,App Store,2,6,No,157.97,No
SOL-02670,9,Ad-Lite,6.69,2,4.6,Yes,PayPal,2,Web,3,2,Yes,34.0,Yes
SOL-02671,6,Ad-Lite,6.04,4,2.9,No,PayPal,0,Web,1,15,No,14.01,Yes
SOL-02672,15,Standard,12.5,2,10.7,Yes,Mobile Carrier Billing,2,App Store,1,11,Yes,81.49,No
SOL-02673,19,Ad-Lite,5.48,2,4.5,No,Credit Card,3,Web,1,7,No,409.32,Yes
SOL-02674,10,Ultra,19.56,1,5.8,Yes,Mobile Carrier Billing,2,Partner Bundle,3,5,No,404.12,No
SOL-02675,0,Ad-Lite,6.61,3,3.0,Yes,Mobile Carrier Billing,2,App Store,3,2,No,63.9,Yes
SOL-02676,3,Ultra,16.47,4,8.5,No,Credit Card,3,Web,2,13,Yes,21.76,No
SOL-02677,23,Ad-Lite,5.0,3,23.2,No,PayPal,4,Web,2,13,No,192.24,No
SOL-02678,3,Ad-Lite,5.73,2,4.5,Yes,Gift Card,2,App Store,2,18,No,4.67,Yes
SOL-02679,13,Ad-Lite,5.72,5,2.7,Yes,PayPal,5,Web,1,1,No,27.87,No
SOL-02680,28,Standard,9.92,2,10.4,Yes,Credit Card,7,App Store,2,17,No,417.39,No
SOL-02681,26,Standard,12.79,1,9.9,Yes,Credit Card,4,App Store,3,2,No,210.61,No
SOL-02682,14,Standard,13.13,3,3.7,Yes,Credit Card,6,App Store,2,1,No,362.26,Yes
SOL-02683,24,Ad-Lite,7.38,3,6.4,No,Mobile Carrier Billing,3,App Store,4,5,No,132.89,Yes
SOL-02684,12,Ad-Lite,7.14,3,17.0,No,Credit Card,7,Partner Bundle,1,3,No,43.39,Yes
SOL-02685,26,Standard,10.48,3,6.5,Yes,Mobile Carrier Billing,3,Partner Bundle,2,24,No,426.77,No
SOL-02686,38,Ultra,16.1,4,5.6,Yes,Credit Card,1,Web,3,4,No,1130.98,No
SOL-02687,33,Ad-Lite,5.69,2,5.3,No,Gift Card,0,App Store,1,12,No,80.07,Yes
SOL-02688,9,Ad-Lite,7.05,2,0.5,Yes,Credit Card,4,Web,4,14,No,20.55,No
SOL-02689,6,Ad-Lite,5.92,4,1.9,No,Credit Card,4,App Store,1,2,Yes,40.04,Yes
SOL-02690,12,Standard,12.38,3,3.9,No,Credit Card,5,Web,5,23,No,176.78,No
SOL-02691,2,Standard,12.3,1,2.5,No,PayPal,5,Partner Bundle,2,28,No,7.52,No
SOL-02692,6,Ad-Lite,6.54,3,4.4,No,PayPal,5,Web,2,15,No,203.37,No
SOL-02693,29,Ad-Lite,5.57,3,12.1,No,Credit Card,2,App Store,3,4,Yes,321.68,Yes
SOL-02694,13,Standard,12.97,3,12.8,Yes,Mobile Carrier Billing,4,Web,1,8,No,192.68,Yes
SOL-02695,3,Ultra,14.81,2,17.7,Yes,Mobile Carrier Billing,7,Web,1,5,No,39.09,Yes
SOL-02696,10,Ad-Lite,7.09,1,2.4,No,Mobile Carrier Billing,3,Web,2,13,No,0.0,Yes
SOL-02697,5,Ad-Lite,7.37,4,16.0,Yes,Gift Card,7,App Store,3,2,Yes,54.98,No
SOL-02698,12,Ultra,17.72,3,5.0,Yes,Credit Card,7,App Store,3,14,Yes,401.59,No
SOL-02699,6,Standard,13.73,3,7.6,Yes,Credit Card,1,App Store,2,8,No,93.37,No
SOL-02700,20,Ad-Lite,5.77,1,4.2,Yes,Credit Card,5,Partner Bundle,3,4,No,301.96,Yes
SOL-02701,15,Standard,13.27,4,5.8,No,Mobile Carrier Billing,5,Web,1,24,No,214.83,No
SOL-02702,21,Ultra,18.37,4,6.6,No,Gift Card,3,Web,2,2,No,447.45,No
SOL-02703,29,Standard,12.68,2,4.3,Yes,Mobile Carrier Billing,1,App Store,1,20,No,277.97,No
SOL-02704,3,Ultra,16.15,2,3.7,Yes,Gift Card,2,Partner Bundle,2,6,Yes,71.6,No
SOL-02705,2,Standard,12.22,2,1.9,No,PayPal,5,Web,3,15,No,21.57,Yes
SOL-02706,14,Ad-Lite,6.57,3,6.9,No,PayPal,6,Web,1,2,No,305.34,No
SOL-02707,15,Standard,12.35,2,17.7,Yes,PayPal,6,Partner Bundle,2,5,No,130.44,No
SOL-02708,19,Standard,12.02,4,9.9,Yes,Credit Card,3,Web,3,3,No,217.82,Yes
SOL-02709,4,Standard,13.11,2,4.7,Yes,Mobile Carrier Billing,4,App Store,2,1,No,141.24,Yes
SOL-02710,2,Ultra,16.38,5,4.6,Yes,Mobile Carrier Billing,3,Web,1,10,No,76.92,No
SOL-02711,14,Standard,10.64,4,5.9,No,Credit Card,2,App Store,1,2,No,213.57,Yes
