client_id,account_tenure,portfolio_tier,annual_fee_revenue,advisor_assigned,contact_frequency_per_year,num_accounts_held,digital_logins_per_month,referred_by_client,risk_tolerance_profile,estate_planning_client,avg_response_time_hours,has_joint_account,portfolio_value_estimate,left_firm
FVW-00549,7,Private,17813.4,Yes,1,2,2,No,Conservative,No,7.7,No,195151.85,No
FVW-00550,24,Private,12847.1,Yes,2,2,3,Yes,Aggressive,No,2.7,No,113936.81,No
FVW-00551,2,Core,2357.26,No,6,4,7,No,Moderate,No,2.1,No,1477.39,Yes
FVW-00552,11,Premier,4543.96,No,1,1,8,Yes,Aggressive,Yes,15.6,No,61400.16,No
FVW-00553,23,Premier,5478.22,Yes,3,1,3,Yes,Conservative,No,10.0,No,281710.27,No
FVW-00554,5,Core,2251.51,No,2,3,5,No,Conservative,Yes,8.9,No,17237.44,Yes
FVW-00555,7,Core,2549.68,Yes,6,2,1,Yes,Conservative,No,6.9,Yes,24816.51,No
FVW-00556,9,Core,2787.47,No,6,1,5,No,Aggressive,No,11.9,Yes,6315.08,Yes
FVW-00557,10,Core,1777.4,No,2,1,4,No,Moderate,No,23.7,No,20155.08,No
FVW-00558,25,Core,1911.75,Yes,7,5,2,No,Conservative,No,3.7,No,69956.45,No
FVW-00559,14,Premier,4871.37,Yes,4,3,2,No,Aggressive,No,6.0,No,57204.67,No
FVW-00560,20,Premier,6439.74,No,3,1,2,No,Moderate,No,7.5,Yes,217379.61,No
FVW-00561,8,Premier,6759.26,No,2,1,4,No,Conservative,Yes,14.4,No,52110.02,No
FVW-00562,24,Premier,4124.19,No,4,1,2,No,Conservative,No,18.8,No,59277.78,Yes
FVW-00563,10,Core,1845.02,Yes,3,3,5,Yes,Conservative,No,4.6,No,20231.69,No
FVW-00564,2,Core,2162.4,No,5,1,4,No,Moderate,No,28.8,No,4369.89,No
FVW-00565,1,Core,2552.94,Yes,3,1,2,No,Conservative,No,6.2,Yes,11859.3,Yes
FVW-00566,18,Premier,4909.43,No,8,1,5,No,Conservative,No,7.3,Yes,82452.17,No
FVW-00567,20,Private,15992.18,Yes,7,2,3,No,Conservative,No,8.6,Yes,282578.68,No
FVW-00568,10,Core,1666.14,Yes,3,4,3,No,Aggressive,No,11.2,No,26349.29,No
FVW-00569,24,Core,2105.83,Yes,2,2,5,No,Moderate,No,10.5,No,57313.67,No
FVW-00570,12,Private,14403.41,Yes,2,3,5,No,Moderate,No,8.7,No,97113.0,No
FVW-00571,17,Private,17064.04,No,3,2,1,No,Conservative,No,4.2,Yes,264989.74,No
FVW-00572,0,Core,1951.06,No,3,3,1,No,Moderate,No,9.2,No,0.0,Yes
FVW-00573,4,Premier,5436.62,Yes,4,2,3,No,Conservative,No,10.4,No,62826.88,No
FVW-00574,8,Core,1200.0,Yes,4,3,6,No,Conservative,Yes,11.7,No,11818.61,Yes
FVW-00575,5,Premier,6501.98,No,2,7,4,No,Moderate,No,7.9,No,36203.06,No
FVW-00576,20,Core,2161.49,Yes,8,1,6,No,Moderate,No,8.6,No,61543.55,No
FVW-00577,16,Premier,7198.01,No,3,2,5,No,Conservative,No,2.7,Yes,154629.39,No
FVW-00578,7,Core,2030.49,No,4,4,4,No,Moderate,No,8.0,No,13045.28,Yes
FVW-00579,16,Premier,5936.8,Yes,2,3,3,Yes,Moderate,No,5.8,No,88439.87,No
FVW-00580,7,Premier,4657.27,Yes,5,3,3,No,Conservative,No,0.5,No,57590.22,Yes
FVW-00581,10,Private,14767.5,No,8,2,2,Yes,Conservative,No,4.5,No,175524.61,No
FVW-00582,11,Premier,5580.17,Yes,1,1,7,Yes,Conservative,No,12.7,No,38401.57,No
FVW-00583,21,Premier,5528.65,Yes,4,4,3,No,Aggressive,No,5.3,Yes,104185.03,No
FVW-00584,22,Premier,5222.0,Yes,1,4,2,Yes,Aggressive,No,29.8,No,179738.61,No
FVW-00585,23,Core,1684.19,No,5,3,3,No,Aggressive,No,18.5,Yes,50775.59,Yes
FVW-00586,10,Premier,5234.69,Yes,3,5,3,No,Moderate,Yes,10.1,No,100377.26,No
FVW-00587,20,Premier,6169.12,No,7,1,5,Yes,Moderate,No,1.5,Yes,88357.72,No
FVW-00588,19,Premier,6300.66,No,6,2,3,Yes,Moderate,No,24.3,No,169177.73,No
FVW-00589,20,Private,14448.32,No,4,3,2,No,Moderate,No,10.9,Yes,815290.24,No
FVW-00590,24,Core,1781.53,Yes,1,2,4,No,Moderate,No,13.2,Yes,39978.13,No
FVW-00591,20,Core,2485.5,No,3,2,6,No,Moderate,Yes,9.2,No,76899.05,No
FVW-00592,3,Premier,4986.9,Yes,1,2,5,No,Moderate,No,1.0,Yes,7312.53,No
FVW-00593,19,Core,1898.79,No,4,3,3,No,Moderate,No,4.8,No,80487.51,No
FVW-00594,17,Premier,6655.35,Yes,5,5,2,No,Moderate,No,11.4,No,118798.31,No
FVW-00595,11,Core,2300.31,No,2,2,2,No,Aggressive,No,13.4,Yes,19786.58,No
FVW-00596,4,Private,16074.72,No,10,3,4,No,Moderate,No,4.7,No,122272.27,No
FVW-00597,9,Core,2409.24,No,3,2,7,No,Conservative,No,10.2,Yes,50516.66,No
FVW-00598,2,Premier,6163.76,No,4,3,6,No,Aggressive,No,20.3,Yes,10085.15,No
FVW-00599,7,Premier,5422.6,No,3,3,4,No,Conservative,No,13.0,No,34558.46,Yes
FVW-00600,20,Core,2883.61,Yes,4,4,4,No,Moderate,No,24.7,Yes,82590.02,Yes
FVW-00601,0,Private,14511.94,Yes,2,2,3,No,Conservative,No,16.0,Yes,0.0,No
FVW-00602,7,Core,1604.75,No,2,4,6,No,Moderate,No,4.8,Yes,6310.93,No
FVW-00603,0,Premier,4482.07,No,4,4,5,No,Moderate,No,5.2,No,3304.17,No
FVW-00604,4,Private,15579.07,No,6,2,7,No,Conservative,No,10.8,No,87262.06,No
FVW-00605,25,Core,2620.27,No,3,3,1,No,Conservative,No,15.2,No,150004.28,No
FVW-00606,20,Premier,4816.64,Yes,5,1,3,Yes,Conservative,No,9.5,No,54717.3,No
FVW-00607,25,Premier,5462.64,Yes,5,2,2,No,Conservative,No,3.7,No,274355.49,No
FVW-00608,5,Premier,5071.43,No,6,6,4,No,Aggressive,Yes,14.5,Yes,52622.94,No
FVW-00609,23,Private,10599.12,No,9,2,2,No,Aggressive,No,15.6,Yes,929831.5,No
FVW-00610,10,Core,2884.17,Yes,5,3,2,No,Conservative,No,19.0,Yes,35974.76,Yes
FVW-00611,2,Private,19636.66,No,7,1,6,Yes,Moderate,No,5.9,Yes,57277.97,No
FVW-00612,0,Core,2602.13,No,6,2,3,Yes,Conservative,No,2.0,No,3699.85,No
FVW-00613,19,Core,1504.92,No,3,1,3,No,Aggressive,No,15.0,No,37941.77,No
FVW-00614,9,Private,15506.85,Yes,3,1,2,No,Moderate,No,12.3,No,172453.28,No
FVW-00615,25,Private,11113.29,Yes,3,1,2,No,Conservative,Yes,19.9,Yes,371725.2,No
FVW-00616,5,Core,2843.54,No,4,2,2,No,Moderate,No,4.2,No,12683.44,No
FVW-00617,20,Premier,5231.24,No,3,2,2,No,Moderate,No,21.2,No,99422.34,No
FVW-00618,4,Private,15118.21,Yes,3,4,4,No,Moderate,No,6.4,Yes,30745.36,No
FVW-00619,15,Core,1941.84,Yes,1,4,2,Yes,Moderate,No,8.3,No,48014.42,No
FVW-00620,17,Core,2154.57,Yes,1,4,1,No,Conservative,No,8.4,No,15678.29,No
FVW-00621,21,Core,2502.99,Yes,3,4,5,No,Moderate,No,6.3,No,71720.41,No
FVW-00622,23,Premier,4966.5,Yes,4,1,3,No,Aggressive,No,8.9,Yes,256069.38,No
FVW-00623,4,Core,2192.79,Yes,5,1,9,No,Aggressive,No,3.7,No,9769.3,Yes
FVW-00624,9,Core,2333.1,No,4,1,4,No,Conservative,No,10.8,No,15641.56,No
FVW-00625,8,Core,1818.78,Yes,6,5,3,No,Moderate,No,13.8,No,29909.01,No
FVW-00626,0,Core,2817.91,Yes,4,2,1,No,Conservative,No,18.0,No,0.0,Yes
FVW-00627,13,Premier,5613.8,Yes,5,2,2,No,Conservative,No,11.2,No,44756.08,No
FVW-00628,15,Core,2750.98,No,4,1,6,No,Conservative,No,1.8,No,57080.63,No
FVW-00629,10,Core,2382.56,Yes,1,2,3,No,Conservative,No,7.7,No,33446.47,No
FVW-00630,7,Core,2332.2,No,4,2,1,No,Conservative,No,6.1,No,13742.21,No
FVW-00631,25,Private,15695.96,No,7,1,2,No,Aggressive,No,9.8,Yes,328605.58,No
FVW-00632,25,Private,13183.2,Yes,5,5,3,Yes,Moderate,Yes,17.3,No,256497.18,No
FVW-00633,18,Premier,5725.73,Yes,6,1,4,No,Moderate,No,4.3,No,175347.7,No
FVW-00634,10,Premier,5875.29,No,4,1,2,No,Moderate,Yes,13.2,Yes,30704.44,No
FVW-00635,2,Private,14571.27,No,3,2,2,No,Conservative,No,13.4,No,11759.96,No
FVW-00636,0,Core,2662.0,No,4,4,3,Yes,Moderate,No,12.8,Yes,0.0,No
FVW-00637,14,Core,1867.72,No,3,2,4,No,Conservative,No,11.1,Yes,21414.51,Yes
FVW-00638,9,Premier,5634.23,Yes,5,2,9,Yes,Aggressive,No,5.5,Yes,60609.67,No
FVW-00639,16,Premier,6485.65,No,5,4,4,No,Moderate,No,3.7,Yes,86945.82,No
FVW-00640,15,Premier,6314.61,Yes,4,3,6,No,Moderate,No,15.8,No,136014.56,No
FVW-00641,1,Core,2013.11,No,2,1,5,No,Aggressive,No,50.8,Yes,343.52,Yes
FVW-00642,14,Core,2631.58,No,4,1,5,No,Moderate,No,6.1,No,35272.36,Yes
FVW-00643,2,Core,2030.09,Yes,3,1,3,No,Conservative,No,8.0,No,9711.71,No
FVW-00644,23,Core,1484.26,Yes,4,4,3,Yes,Moderate,No,4.8,No,50381.69,No
FVW-00645,10,Private,12380.53,Yes,3,3,8,No,Conservative,Yes,24.9,Yes,62054.15,No
FVW-00646,15,Core,2080.35,No,3,2,2,No,Aggressive,No,8.9,Yes,74511.46,Yes
FVW-00647,21,Premier,4445.66,Yes,1,2,3,No,Moderate,No,7.8,No,233884.27,No
FVW-00648,18,Premier,4139.35,No,5,2,6,No,Conservative,No,15.0,No,73193.0,No
FVW-00649,15,Core,1880.08,Yes,3,4,5,No,Conservative,No,2.1,Yes,25133.58,No
FVW-00650,16,Premier,6557.24,Yes,4,4,2,No,Conservative,No,12.9,No,87559.02,No
FVW-00651,25,Core,1918.69,Yes,2,3,0,No,Conservative,No,5.1,No,99525.1,No
FVW-00652,21,Premier,5332.17,No,5,3,3,No,Moderate,No,10.3,No,83003.03,No
FVW-00653,20,Private,11513.53,Yes,7,1,3,No,Conservative,Yes,2.1,Yes,99690.31,No
FVW-00654,0,Premier,4410.24,Yes,8,2,6,No,Aggressive,No,5.8,No,1944.16,No
FVW-00655,2,Private,15424.93,No,2,4,6,No,Conservative,No,3.6,Yes,15273.03,No
FVW-00656,19,Core,2274.72,No,5,2,2,No,Aggressive,No,31.3,No,34633.53,No
FVW-00657,16,Premier,6756.59,No,2,2,6,No,Conservative,No,3.5,Yes,100853.53,No
FVW-00658,7,Core,2723.79,No,4,5,6,Yes,Moderate,No,27.8,No,26583.16,No
FVW-00659,25,Premier,4880.75,No,3,3,1,No,Conservative,No,25.2,No,122964.28,No
FVW-00660,25,Core,1638.04,No,6,4,3,No,Conservative,No,24.5,Yes,43660.41,No
FVW-00661,2,Core,2777.35,No,3,1,1,No,Moderate,No,8.4,No,7918.1,No
FVW-00662,15,Core,2571.35,Yes,4,3,1,Yes,Conservative,No,18.1,Yes,72461.33,No
FVW-00663,6,Core,1684.92,No,2,5,4,Yes,Conservative,No,24.8,No,15033.26,Yes
FVW-00664,25,Premier,5951.92,Yes,2,3,1,Yes,Moderate,No,6.8,Yes,309657.85,No
FVW-00665,3,Private,11759.49,No,4,5,3,No,Aggressive,No,9.7,Yes,42476.86,No
FVW-00666,10,Core,1979.94,No,3,1,4,No,Aggressive,No,22.9,Yes,5436.58,No
FVW-00667,15,Core,2482.13,No,3,2,5,No,Moderate,No,1.0,No,39807.42,Yes
FVW-00668,20,Premier,5979.93,Yes,5,2,2,Yes,Conservative,No,13.8,Yes,163698.63,No
FVW-00669,10,Private,15555.77,No,6,3,0,No,Moderate,No,6.0,No,176172.4,No
FVW-00670,11,Core,2326.78,No,1,3,1,Yes,Conservative,No,12.9,Yes,37493.99,No
FVW-00671,5,Core,2031.06,Yes,5,5,1,Yes,Moderate,No,5.9,Yes,13196.89,No
FVW-00672,10,Premier,3500.0,No,6,2,6,Yes,Moderate,No,11.1,Yes,9744.76,No
FVW-00673,0,Premier,6384.45,Yes,5,2,3,No,Conservative,No,5.2,No,4170.33,No
FVW-00674,11,Premier,4218.96,No,3,4,4,Yes,Conservative,No,16.4,No,26390.69,No
FVW-00675,10,Premier,6923.74,Yes,5,3,0,No,Moderate,No,37.9,Yes,88039.94,No
FVW-00676,7,Premier,6408.06,Yes,3,1,1,No,Moderate,No,2.7,No,40061.13,No
FVW-00677,9,Premier,5182.71,Yes,8,3,3,No,Moderate,No,4.6,Yes,51498.2,No
FVW-00678,5,Premier,7122.94,Yes,3,1,2,No,Conservative,No,19.3,No,10913.68,No
FVW-00679,20,Private,17135.44,Yes,9,3,1,No,Conservative,Yes,6.0,Yes,329338.19,No
FVW-00680,1,Private,13186.79,Yes,6,4,0,No,Conservative,No,10.8,No,29987.86,No
FVW-00681,9,Premier,3530.09,Yes,3,1,6,No,Conservative,No,7.5,No,21627.44,No
FVW-00682,11,Private,12894.58,Yes,5,2,5,No,Aggressive,No,8.5,No,84096.68,No
FVW-00683,24,Premier,7023.59,No,1,1,4,Yes,Moderate,No,3.1,Yes,218827.79,No
FVW-00684,18,Core,2556.61,No,3,2,4,No,Moderate,No,3.4,No,48614.03,No
FVW-00685,5,Core,2123.64,No,3,2,1,No,Moderate,Yes,17.0,No,8801.0,No
FVW-00686,22,Core,2782.66,No,8,6,5,Yes,Moderate,No,11.6,Yes,62518.35,No
FVW-00687,11,Premier,6079.91,Yes,6,1,1,No,Conservative,No,8.0,No,101010.67,No
FVW-00688,11,Core,2370.22,Yes,2,3,1,No,Moderate,No,5.3,No,16491.87,No
FVW-00689,19,Premier,7305.11,No,3,3,3,No,Aggressive,Yes,22.3,Yes,45250.26,Yes
FVW-00690,6,Premier,7478.84,No,3,2,3,No,Moderate,No,17.4,Yes,74328.28,No
FVW-00691,19,Private,12113.94,Yes,3,2,2,No,Aggressive,No,35.9,No,227890.49,No
FVW-00692,13,Core,2116.94,No,2,5,4,No,Moderate,No,17.7,No,25431.28,No
FVW-00693,21,Premier,5575.59,Yes,6,2,3,No,Conservative,No,9.4,No,113550.46,No
FVW-00694,9,Core,1939.02,No,5,6,2,No,Moderate,No,2.4,Yes,11870.09,No
FVW-00695,6,Premier,7215.41,Yes,3,3,4,Yes,Moderate,No,11.5,Yes,34044.06,No
FVW-00696,1,Core,1887.25,Yes,6,2,5,No,Conservative,No,12.6,No,10697.4,Yes
FVW-00697,25,Core,2024.15,No,5,5,5,No,Moderate,No,11.7,No,141353.37,No
FVW-00698,12,Premier,6731.96,Yes,7,3,2,No,Moderate,Yes,14.0,No,43710.91,No
FVW-00699,12,Core,2783.72,No,12,3,0,No,Moderate,No,9.0,Yes,52192.37,No
FVW-00700,21,Core,2166.72,Yes,3,3,2,No,Moderate,No,3.9,Yes,57050.45,Yes
FVW-00701,23,Core,1961.99,No,6,1,7,No,Conservative,No,12.4,Yes,46207.06,No
FVW-00702,23,Premier,7391.75,Yes,4,2,2,No,Aggressive,No,5.0,No,230361.86,No
FVW-00703,13,Private,12703.19,No,5,2,5,No,Moderate,No,7.1,No,293518.56,No
FVW-00704,19,Core,2097.11,No,4,3,0,No,Conservative,No,9.0,No,51789.88,No
FVW-00705,12,Premier,6355.95,Yes,2,1,4,No,Aggressive,No,39.8,No,63254.42,No
FVW-00706,21,Premier,5063.86,No,5,2,6,Yes,Moderate,No,6.0,Yes,34613.18,No
FVW-00707,11,Core,1698.29,No,3,2,4,No,Moderate,No,32.9,No,27576.19,No
FVW-00708,21,Private,11644.39,Yes,3,1,0,No,Conservative,No,22.5,No,236129.17,No
FVW-00709,4,Premier,5815.82,No,3,3,2,No,Aggressive,Yes,6.2,No,19953.15,No
FVW-00710,19,Core,2128.34,Yes,2,2,3,No,Moderate,No,29.4,Yes,51551.55,No
FVW-00711,9,Private,11404.57,No,2,3,3,No,Conservative,No,29.3,No,96724.81,No
FVW-00712,15,Core,2256.86,No,3,1,3,No,Moderate,No,19.6,Yes,19709.79,No
FVW-00713,2,Core,2171.47,Yes,3,3,4,No,Moderate,No,17.3,No,6481.74,No
FVW-00714,2,Private,9024.49,No,2,4,3,Yes,Moderate,No,13.9,No,16299.94,No
FVW-00715,24,Core,3143.53,No,6,2,4,Yes,Moderate,No,28.7,No,52350.21,No
FVW-00716,0,Private,10869.17,Yes,4,4,2,No,Aggressive,Yes,26.0,No,572.74,No
FVW-00717,6,Core,2453.56,No,2,2,0,No,Aggressive,No,14.6,Yes,34962.39,No
FVW-00718,2,Premier,5721.91,No,2,3,0,No,Moderate,No,17.4,Yes,13387.76,Yes
FVW-00719,5,Core,1468.3,Yes,5,4,4,No,Aggressive,No,5.2,No,11412.73,No
FVW-00720,4,Premier,6159.61,Yes,6,1,4,Yes,Aggressive,No,57.8,No,13946.06,No
FVW-00721,18,Core,2777.86,No,3,2,1,No,Moderate,No,1.8,No,57396.99,No
FVW-00722,1,Core,2400.53,No,5,1,1,No,Moderate,No,3.8,No,5673.83,No
FVW-00723,21,Private,18696.2,Yes,5,2,3,No,Conservative,No,12.1,Yes,353917.65,No
FVW-00724,17,Private,17089.54,Yes,2,4,1,No,Aggressive,No,7.6,No,367718.52,No
FVW-00725,3,Premier,5663.89,Yes,5,1,2,No,Conservative,No,18.7,No,20680.94,No
FVW-00726,11,Core,1804.68,Yes,6,3,1,No,Conservative,No,12.2,No,20427.83,No
FVW-00727,10,Core,2357.5,No,5,2,8,No,Moderate,Yes,16.9,No,15801.23,No
FVW-00728,11,Core,1949.05,Yes,4,2,5,No,Moderate,No,7.4,No,22051.16,No
FVW-00729,6,Core,2666.76,No,4,5,7,No,Aggressive,No,1.7,No,16082.21,No
FVW-00730,6,Premier,6701.06,Yes,6,1,0,No,Moderate,No,7.5,No,40896.26,No
FVW-00731,2,Core,1938.71,No,7,1,5,Yes,Conservative,No,6.3,No,7987.99,Yes
FVW-00732,20,Core,2741.57,No,4,5,1,No,Moderate,No,13.3,Yes,47315.34,No
FVW-00733,20,Core,3200.0,Yes,3,3,2,No,Moderate,No,7.2,No,69282.7,Yes
FVW-00734,10,Premier,6682.27,No,1,5,4,No,Aggressive,No,10.1,Yes,43882.48,No
FVW-00735,21,Core,2827.37,Yes,8,1,0,No,Moderate,No,17.8,No,69697.66,Yes
FVW-00736,1,Private,11925.56,No,3,3,1,No,Moderate,No,21.2,No,18612.72,No
FVW-00737,7,Core,2392.72,No,5,3,5,Yes,Conservative,No,8.3,Yes,21090.14,No
FVW-00738,1,Premier,7110.04,Yes,3,2,5,No,Moderate,Yes,1.8,No,14578.95,No
FVW-00739,22,Core,2306.72,No,7,1,5,No,Moderate,No,13.3,No,98106.77,No
FVW-00740,7,Core,1965.63,No,3,4,3,No,Conservative,No,3.6,Yes,17595.33,No
FVW-00741,10,Premier,6390.68,Yes,7,1,3,No,Conservative,Yes,6.6,No,37012.34,No
FVW-00742,2,Core,2430.99,Yes,3,1,3,Yes,Moderate,Yes,2.2,Yes,9467.17,No
FVW-00743,12,Core,2542.27,Yes,3,2,4,No,Moderate,No,8.6,No,35118.24,No
FVW-00744,0,Private,17106.97,No,6,2,3,Yes,Moderate,No,9.0,Yes,2343.61,No
FVW-00745,3,Premier,4642.45,Yes,0,2,4,Yes,Conservative,No,23.6,Yes,19171.88,No
FVW-00746,0,Core,2384.81,Yes,7,2,6,No,Moderate,No,19.6,No,6985.47,No
FVW-00747,19,Premier,6066.11,No,2,3,1,No,Aggressive,No,24.6,No,41126.47,No
FVW-00748,17,Premier,4387.7,No,2,2,2,Yes,Moderate,No,7.0,Yes,46537.65,No
FVW-00749,1,Premier,6144.11,Yes,3,3,2,No,Aggressive,No,11.2,No,12034.57,No
FVW-00750,1,Premier,5997.76,No,2,4,3,No,Moderate,Yes,8.5,Yes,8328.22,No
FVW-00751,6,Core,2162.51,Yes,3,1,2,No,Aggressive,No,0.8,Yes,32341.28,No
FVW-00752,11,Core,2012.22,No,6,3,1,No,Conservative,Yes,11.7,Yes,4725.21,No
FVW-00753,7,Private,14882.5,Yes,3,2,3,Yes,Conservative,No,15.4,No,229743.96,No
FVW-00754,10,Premier,4983.87,No,7,3,0,No,Aggressive,No,13.0,No,43404.55,No
FVW-00755,14,Core,2414.65,Yes,2,3,0,No,Conservative,No,17.5,No,18313.61,No
FVW-00756,4,Core,1774.43,No,5,2,4,No,Aggressive,Yes,6.9,No,12967.4,No
FVW-00757,0,Core,2407.86,No,4,2,3,Yes,Moderate,No,3.0,No,0.0,No
FVW-00758,25,Private,9000.0,Yes,4,2,2,Yes,Moderate,No,18.0,No,182397.16,No
FVW-00759,15,Premier,5815.92,No,9,4,5,Yes,Conservative,No,29.6,No,134718.77,No
FVW-00760,20,Premier,5503.41,Yes,1,3,1,No,Aggressive,Yes,4.4,No,75880.99,No
FVW-00761,11,Premier,5145.41,No,2,2,2,No,Moderate,Yes,6.6,No,71572.28,No
FVW-00762,19,Premier,6980.29,Yes,3,4,3,No,Conservative,No,31.5,No,87929.17,No
FVW-00763,16,Core,2178.13,Yes,4,5,3,Yes,Conservative,No,7.9,No,64015.21,No
FVW-00764,3,Premier,6145.97,Yes,2,1,5,No,Moderate,No,35.6,No,33259.14,No
FVW-00765,14,Private,15253.84,Yes,3,3,2,No,Moderate,Yes,6.1,No,177154.75,No
FVW-00766,4,Core,1490.21,No,4,3,4,Yes,Aggressive,No,21.2,No,7397.99,Yes
FVW-00767,6,Premier,3786.89,Yes,6,3,3,No,Conservative,No,6.5,No,18888.4,No
FVW-00768,8,Private,12356.17,Yes,11,4,1,Yes,Moderate,No,4.6,No,130226.63,No
FVW-00769,10,Premier,4707.63,Yes,4,2,3,No,Aggressive,No,22.6,No,37112.6,No
FVW-00770,11,Core,2155.2,Yes,5,3,1,No,Conservative,No,3.9,Yes,11707.95,No
FVW-00771,6,Private,9887.53,Yes,6,3,4,No,Moderate,No,29.0,No,31950.41,No
FVW-00772,4,Core,1744.41,Yes,4,3,1,No,Aggressive,No,2.4,Yes,3307.64,Yes
FVW-00773,5,Core,2403.58,Yes,7,3,1,No,Moderate,No,11.8,No,17288.32,No
FVW-00774,5,Premier,5808.38,No,2,3,6,Yes,Aggressive,No,7.7,No,13418.65,No
FVW-00775,2,Premier,6164.09,Yes,5,1,3,No,Conservative,No,1.8,No,11335.25,No
FVW-00776,1,Core,2303.1,No,4,3,2,No,Moderate,No,19.5,No,2426.45,No
FVW-00777,11,Private,13923.07,Yes,8,3,5,Yes,Moderate,Yes,6.4,No,348752.59,No
FVW-00778,12,Core,1969.61,No,5,2,1,Yes,Conservative,Yes,5.5,Yes,36465.5,Yes
FVW-00779,22,Core,2756.54,Yes,3,1,3,Yes,Conservative,No,7.6,No,39160.34,No
FVW-00780,16,Private,10021.05,Yes,2,2,8,Yes,Conservative,Yes,21.7,Yes,445333.3,No
FVW-00781,10,Premier,6762.21,Yes,9,5,4,No,Moderate,Yes,12.7,No,32400.97,No
FVW-00782,19,Private,12911.26,Yes,2,4,3,Yes,Moderate,Yes,11.8,No,136449.51,No
FVW-00783,22,Premier,4661.75,Yes,3,4,3,No,Moderate,No,28.6,Yes,141477.16,No
FVW-00784,19,Premier,4941.43,Yes,5,1,3,No,Aggressive,No,3.5,Yes,73113.71,No
FVW-00785,7,Premier,4936.22,Yes,4,2,4,No,Conservative,No,6.1,Yes,24661.55,No
FVW-00786,24,Core,1919.18,Yes,1,5,6,No,Conservative,No,8.2,No,74485.5,Yes
FVW-00787,23,Premier,5769.14,Yes,4,5,6,No,Aggressive,No,5.2,Yes,132878.48,No
FVW-00788,11,Core,2059.5,No,4,1,1,No,Aggressive,No,30.7,Yes,26183.33,No
FVW-00789,1,Premier,5940.79,Yes,2,3,1,No,Aggressive,No,5.2,Yes,7660.21,No
FVW-00790,15,Core,2170.39,No,8,1,7,No,Moderate,No,19.4,Yes,28958.9,Yes
FVW-00791,0,Premier,5653.85,Yes,3,1,2,No,Aggressive,No,3.3,No,3661.43,No
FVW-00792,6,Premier,6568.85,No,4,3,5,No,Conservative,No,9.7,Yes,25696.03,No
FVW-00793,3,Premier,7046.31,Yes,4,5,3,No,Conservative,Yes,10.2,Yes,50681.05,No
FVW-00794,10,Premier,4651.18,Yes,4,3,5,Yes,Aggressive,No,17.1,No,33573.5,No
FVW-00795,12,Premier,6062.41,Yes,5,3,5,Yes,Moderate,Yes,29.7,Yes,93409.64,No
FVW-00796,8,Premier,6207.13,Yes,2,3,5,No,Moderate,No,13.7,Yes,50962.59,No
FVW-00797,21,Core,1847.77,No,6,2,3,No,Conservative,No,8.5,No,51138.1,No
FVW-00798,25,Private,16934.72,Yes,2,1,2,No,Moderate,No,15.2,No,909144.27,No
FVW-00799,0,Premier,4998.86,Yes,5,5,2,No,Aggressive,Yes,0.9,No,5869.07,No
FVW-00800,12,Premier,6154.08,Yes,5,2,1,No,Moderate,No,12.8,No,87981.52,No
FVW-00801,5,Premier,7966.64,No,2,2,0,No,Moderate,Yes,10.3,No,35353.52,No
FVW-00802,17,Core,1534.3,No,3,2,2,No,Aggressive,No,1.6,No,28365.77,No
FVW-00803,24,Premier,5472.09,No,1,2,5,Yes,Conservative,No,17.4,No,139759.55,No
FVW-00804,24,Private,15366.7,No,3,3,3,No,Conservative,Yes,6.6,Yes,265238.4,No
FVW-00805,18,Premier,5636.38,No,7,3,3,Yes,Moderate,Yes,7.3,Yes,101128.79,No
FVW-00806,17,Core,2767.34,Yes,3,1,4,No,Moderate,No,7.2,No,17235.25,No
FVW-00807,25,Core,1916.71,No,3,2,3,Yes,Conservative,No,24.3,No,32315.05,Yes
FVW-00808,17,Premier,6185.59,No,3,2,9,Yes,Moderate,Yes,13.5,No,126496.85,No
FVW-00809,11,Premier,6503.12,Yes,3,3,7,No,Conservative,No,15.0,Yes,73338.16,No
FVW-00810,6,Premier,5738.54,No,5,2,1,No,Conservative,No,7.7,Yes,21359.0,No
FVW-00811,16,Premier,5346.66,Yes,6,2,5,No,Moderate,No,2.9,No,80363.82,No
FVW-00812,1,Core,2430.95,No,3,1,5,Yes,Moderate,No,8.7,Yes,4992.22,No
FVW-00813,15,Premier,6402.2,Yes,1,1,3,No,Conservative,No,7.3,No,81711.05,No
FVW-00814,23,Core,2699.77,No,4,2,4,No,Aggressive,No,1.3,No,44677.1,No
FVW-00815,1,Private,13520.15,Yes,1,1,3,Yes,Moderate,No,5.1,No,13517.39,No
FVW-00816,10,Premier,6521.97,Yes,5,4,3,No,Conservative,Yes,19.7,Yes,47564.15,No
FVW-00817,24,Core,2012.37,Yes,5,3,4,No,Conservative,No,1.0,Yes,42915.05,No
FVW-00818,7,Core,2601.29,Yes,2,2,2,No,Moderate,No,8.4,Yes,21889.34,No
FVW-00819,18,Premier,5948.25,Yes,1,3,3,Yes,Moderate,No,3.4,No,87755.05,No
FVW-00820,13,Core,2091.25,Yes,6,2,1,No,Aggressive,No,21.0,No,40202.03,No
FVW-00821,20,Private,13547.47,Yes,4,1,1,No,Conservative,No,37.8,No,180752.02,No
FVW-00822,1,Core,2891.53,No,5,2,3,No,Conservative,No,13.0,No,6132.18,No
FVW-00823,2,Core,3200.0,No,3,2,1,No,Conservative,No,28.2,No,5347.86,No
