customer_id,churned,monthly_subscription_fee,tenure_months,estimated_account_value,plan_tier,num_seats,integrations_connected,api_calls_per_month,support_tickets_ytd,onboarding_completed,admin_logins_per_week,has_sso,nps_score,days_since_last_login,billing_cycle
VTX-006206,No,51.31,25,1479.96,Growth,3,2,2753,1,Yes,5.8,Yes,16,7,monthly
VTX-006207,No,66.33,12,960.29,Growth,10,3,6058,2,Yes,0.9,No,47,24,monthly
VTX-006208,No,0.0,13,86.02,Free,8,1,2187,4,Yes,4.6,Yes,47,6,monthly
VTX-006209,No,0.0,6,72.27,Free,4,1,1688,2,Yes,2.8,No,75,26,monthly
VTX-006210,Yes,213.59,12,3009.66,Scale,6,0,3049,0,Yes,4.7,Yes,33,0,annual
VTX-006211,No,0.0,47,86.66,Free,6,0,2629,1,Yes,0.7,No,55,5,monthly
VTX-006212,No,58.9,39,1789.88,Growth,6,2,4722,0,Yes,4.7,No,37,7,monthly
VTX-006213,No,61.28,36,2274.48,Growth,9,1,3262,3,Yes,4.3,No,98,1,monthly
VTX-006214,No,38.21,0,46.85,Growth,4,2,3263,1,Yes,2.5,No,80,4,annual
VTX-006215,No,0.0,41,295.54,Free,7,1,1894,4,Yes,5.7,Yes,8,17,annual
VTX-006216,No,0.0,59,176.66,Free,3,6,1620,1,No,1.2,Yes,77,5,annual
VTX-006217,No,41.75,56,3359.01,Growth,11,3,2803,0,No,6.1,No,87,20,monthly
VTX-006218,No,42.49,24,1213.26,Growth,5,0,2170,0,Yes,3.4,No,83,10,monthly
VTX-006219,No,0.0,36,0.0,Free,10,3,1201,3,Yes,1.5,No,53,3,monthly
VTX-006220,Yes,60.91,18,838.53,Growth,11,2,1417,2,Yes,10.2,Yes,95,34,monthly
VTX-006221,No,40.3,54,2895.97,Growth,2,2,4496,2,No,2.1,Yes,2,1,monthly
VTX-006222,No,0.0,56,30.06,Free,12,2,1492,1,No,1.7,No,61,19,monthly
VTX-006223,No,40.56,13,745.52,Growth,6,4,820,2,Yes,1.8,Yes,89,2,monthly
VTX-006224,No,0.0,29,191.7,Free,8,2,1376,2,Yes,4.0,No,80,14,monthly
VTX-006225,No,38.91,14,1364.13,Growth,3,3,1883,0,No,8.3,Yes,21,3,monthly
VTX-006226,No,0.0,37,31.79,Free,6,1,4186,1,Yes,1.2,No,84,3,annual
VTX-006227,No,73.78,17,1156.61,Growth,5,2,13075,3,Yes,0.8,Yes,90,14,monthly
VTX-006228,No,0.0,42,212.75,Free,9,0,8431,1,Yes,7.7,No,57,20,annual
VTX-006229,No,47.72,59,3396.77,Growth,3,4,5142,0,No,1.0,Yes,26,7,annual
VTX-006230,No,53.77,53,1103.91,Growth,6,2,2732,1,Yes,7.0,Yes,69,9,annual
VTX-006231,No,230.81,11,3079.29,Scale,2,0,9504,1,Yes,8.6,Yes,59,10,annual
VTX-006232,No,38.73,7,369.73,Growth,6,3,2223,0,Yes,4.6,No,24,10,annual
VTX-006233,No,138.1,49,5308.22,Scale,3,1,3210,1,Yes,1.7,No,61,11,annual
VTX-006234,Yes,0.0,4,283.4,Free,5,2,397,1,No,5.9,Yes,18,9,monthly
VTX-006235,No,57.63,24,1788.21,Growth,6,4,1639,4,Yes,6.5,No,98,10,annual
VTX-006236,Yes,0.0,60,134.35,Free,2,2,2915,1,Yes,4.6,No,61,44,monthly
VTX-006237,No,33.04,27,1101.86,Growth,5,2,3442,1,Yes,2.6,No,52,2,annual
VTX-006238,No,40.19,0,47.3,Growth,8,1,2198,1,Yes,9.4,No,15,1,annual
VTX-006239,No,190.71,59,9382.22,Scale,5,3,5786,0,No,7.2,Yes,56,17,monthly
VTX-006240,No,42.42,43,6027.16,Growth,6,1,2864,2,Yes,5.7,No,64,1,monthly
VTX-006241,No,50.97,20,1388.1,Growth,9,1,1874,2,Yes,12.0,No,88,19,annual
VTX-006242,No,0.0,37,143.88,Free,9,0,4669,1,Yes,1.9,No,89,9,annual
VTX-006243,No,0.0,37,82.52,Free,8,2,4767,2,Yes,4.7,No,80,2,annual
VTX-006244,No,227.8,33,8454.65,Scale,9,0,362,1,No,3.3,Yes,66,0,monthly
VTX-006245,No,0.0,58,224.78,Free,11,3,4379,0,Yes,1.7,No,34,10,annual
VTX-006246,No,0.0,47,86.86,Free,7,3,3032,3,Yes,0.8,No,32,9,annual
VTX-006247,No,157.88,15,1833.18,Scale,10,2,2227,1,No,2.4,No,78,0,monthly
VTX-006248,No,120.0,60,7580.09,Scale,5,3,1249,2,Yes,1.2,Yes,89,0,monthly
VTX-006249,No,41.86,58,9810.85,Growth,3,0,1879,1,Yes,3.7,Yes,7,5,annual
VTX-006250,No,62.72,2,92.56,Growth,8,0,1316,2,Yes,8.2,No,23,3,monthly
VTX-006251,No,210.74,18,3280.21,Scale,5,2,1076,1,No,2.6,Yes,58,15,annual
VTX-006252,No,0.0,37,0.0,Free,6,1,1926,0,Yes,4.7,No,18,1,annual
VTX-006253,No,53.53,53,3032.13,Growth,6,4,5484,0,No,8.6,No,32,5,annual
VTX-006254,No,42.79,43,1683.55,Growth,6,4,572,0,Yes,3.8,No,80,32,monthly
VTX-006255,No,197.26,35,3384.21,Scale,5,0,1543,3,Yes,1.3,No,69,2,monthly
VTX-006256,No,249.45,18,3823.77,Scale,7,3,7232,2,No,3.1,Yes,42,2,monthly
VTX-006257,No,57.98,5,867.04,Growth,10,4,1192,1,No,2.9,Yes,64,5,annual
VTX-006258,Yes,0.0,54,103.92,Free,4,3,5623,2,Yes,3.4,No,0,1,monthly
VTX-006259,No,45.46,32,2126.04,Growth,2,4,3012,0,Yes,1.1,No,9,2,annual
VTX-006260,Yes,0.0,27,65.46,Free,6,5,1400,3,Yes,1.7,No,9,5,monthly
VTX-006261,No,193.4,59,20272.6,Scale,9,3,2185,2,Yes,3.5,No,67,10,monthly
VTX-006262,Yes,0.0,10,70.59,Free,1,1,1558,2,No,2.8,No,9,6,monthly
VTX-006263,Yes,0.0,15,26.31,Free,11,3,1210,1,Yes,4.3,No,97,17,monthly
VTX-006264,No,43.69,52,1708.57,Growth,3,2,2009,1,Yes,2.1,No,92,1,monthly
VTX-006265,No,57.06,17,1140.86,Growth,6,5,2624,2,Yes,2.8,Yes,20,4,monthly
VTX-006266,No,195.96,57,13420.23,Scale,1,1,5131,0,Yes,2.9,Yes,81,0,monthly
VTX-006267,Yes,0.0,52,88.45,Free,5,4,1499,1,Yes,8.1,No,46,1,monthly
VTX-006268,Yes,223.42,6,1648.73,Scale,4,1,348,0,No,3.0,No,48,7,monthly
VTX-006269,No,0.0,27,0.0,Free,7,1,2609,2,No,1.1,No,47,1,monthly
VTX-006270,Yes,0.0,45,104.13,Free,5,0,4284,4,No,0.9,No,62,0,monthly
VTX-006271,No,26.92,29,1011.53,Growth,8,5,1467,2,Yes,7.9,No,97,1,monthly
VTX-006272,No,0.0,13,0.0,Free,7,1,3518,0,Yes,2.9,No,67,34,annual
VTX-006273,No,55.61,2,50.21,Growth,7,0,174,1,No,1.7,No,98,31,monthly
VTX-006274,Yes,0.0,0,78.18,Free,6,3,3803,2,No,1.3,No,91,14,monthly
VTX-006275,Yes,0.0,10,44.97,Free,4,1,667,0,Yes,2.2,No,33,5,monthly
VTX-006276,No,42.58,15,445.36,Growth,7,5,4451,1,Yes,4.6,No,34,0,monthly
VTX-006277,Yes,0.0,18,138.77,Free,3,2,3095,3,Yes,0.5,No,46,13,monthly
VTX-006278,No,42.57,52,1487.39,Growth,7,1,2682,1,Yes,6.5,No,86,1,monthly
VTX-006279,No,66.62,31,2311.82,Growth,3,3,1366,2,Yes,3.5,Yes,32,6,annual
VTX-006280,Yes,0.0,8,173.58,Free,6,0,8434,0,Yes,4.3,No,24,1,monthly
VTX-006281,No,235.17,5,1464.1,Scale,5,3,1318,4,Yes,9.5,Yes,41,2,annual
VTX-006282,Yes,0.0,7,61.08,Free,6,0,657,0,Yes,1.7,No,16,22,monthly
VTX-006283,No,44.22,19,1205.93,Growth,6,4,2676,0,Yes,2.1,No,23,12,annual
VTX-006284,No,0.0,45,0.0,Free,6,6,4944,3,Yes,1.7,No,38,5,monthly
VTX-006285,No,174.19,3,565.55,Scale,5,3,2405,1,Yes,6.4,No,72,8,monthly
VTX-006286,No,57.6,24,1648.91,Growth,4,2,4229,0,Yes,0.9,No,69,3,annual
VTX-006287,No,51.51,27,1337.28,Growth,4,1,729,3,Yes,3.3,No,41,5,annual
VTX-006288,No,232.06,9,2945.55,Scale,6,0,624,2,Yes,2.9,No,69,1,monthly
VTX-006289,No,0.0,3,0.0,Free,10,2,886,3,Yes,3.1,No,100,1,monthly
VTX-006290,No,180.74,14,5493.86,Scale,9,3,2119,0,Yes,5.0,No,25,11,monthly
VTX-006291,No,52.45,9,709.5,Growth,5,3,6649,2,Yes,2.0,Yes,55,8,monthly
VTX-006292,No,199.58,48,4603.87,Scale,2,0,2404,2,Yes,2.7,Yes,70,30,monthly
VTX-006293,No,222.48,55,7936.6,Scale,4,5,1944,0,No,4.9,No,11,17,monthly
VTX-006294,No,228.58,38,9936.68,Scale,5,4,690,2,No,2.6,Yes,35,7,monthly
VTX-006295,No,0.0,46,50.2,Free,3,1,811,1,Yes,6.4,No,96,12,annual
VTX-006296,No,210.14,46,15158.57,Scale,5,4,4322,3,Yes,4.5,Yes,74,13,annual
VTX-006297,No,161.18,53,5190.84,Scale,1,2,2587,0,Yes,1.5,No,71,18,annual
VTX-006298,No,46.75,5,671.36,Growth,12,2,1779,1,Yes,3.6,Yes,82,7,monthly
VTX-006299,Yes,0.0,60,326.5,Free,4,3,3743,1,Yes,5.5,Yes,88,5,monthly
VTX-006300,No,133.54,27,3527.71,Scale,5,4,158,1,No,3.1,No,20,5,monthly
VTX-006301,Yes,0.0,33,0.42,Free,4,3,4677,2,Yes,3.8,No,49,2,annual
VTX-006302,No,46.28,48,1139.74,Growth,9,5,738,2,Yes,0.8,No,89,4,monthly
VTX-006303,No,62.75,30,2372.96,Growth,6,2,3975,1,Yes,4.5,No,98,11,annual
VTX-006304,No,0.0,16,0.0,Free,6,2,2206,0,Yes,3.1,No,18,3,annual
VTX-006305,No,57.37,1,11.62,Growth,6,1,2672,3,Yes,2.0,No,34,7,monthly
VTX-006306,Yes,0.0,10,131.24,Free,2,1,4833,2,No,4.0,No,67,36,monthly
VTX-006307,Yes,44.5,5,0.0,Growth,5,3,3071,0,Yes,8.3,No,66,2,monthly
VTX-006308,No,192.42,23,5574.41,Scale,6,2,5505,1,Yes,2.7,No,73,1,monthly
VTX-006309,No,39.59,47,3818.51,Growth,7,3,2895,1,Yes,3.9,No,21,4,annual
VTX-006310,No,43.74,20,1912.43,Growth,1,2,2247,0,No,2.3,No,42,8,monthly
VTX-006311,No,0.0,36,203.39,Free,8,5,2221,1,Yes,7.7,No,82,8,monthly
VTX-006312,No,232.99,11,3901.75,Scale,4,1,1250,3,Yes,2.9,No,37,6,annual
VTX-006313,No,214.74,36,12810.99,Scale,7,1,7630,1,Yes,9.2,No,40,4,monthly
VTX-006314,Yes,0.0,58,110.16,Free,11,2,2811,1,Yes,11.4,No,100,10,monthly
VTX-006315,Yes,57.83,19,840.73,Growth,2,1,4034,1,No,5.7,No,92,5,annual
VTX-006316,No,59.61,29,2329.61,Growth,6,1,2330,0,Yes,1.4,No,37,3,annual
VTX-006317,No,53.99,58,4274.91,Growth,8,2,6149,1,Yes,1.3,No,18,16,monthly
VTX-006318,No,34.45,37,1631.02,Growth,4,5,2841,0,Yes,4.5,No,10,18,annual
VTX-006319,No,55.78,24,1387.27,Growth,8,2,767,1,No,3.7,No,81,3,monthly
VTX-006320,No,60.73,7,259.65,Growth,7,0,570,1,Yes,2.4,No,11,20,monthly
VTX-006321,No,0.0,57,72.44,Free,7,1,1795,1,Yes,1.8,No,22,22,monthly
VTX-006322,No,50.56,37,3148.83,Growth,9,0,3119,1,Yes,2.8,No,59,1,annual
VTX-006323,No,207.47,3,597.65,Scale,4,2,2158,2,Yes,3.0,No,51,5,annual
VTX-006324,No,0.0,33,97.99,Free,5,2,1626,0,Yes,5.7,No,5,0,monthly
VTX-006325,No,66.82,59,6521.07,Growth,10,0,3469,2,Yes,2.4,No,10,10,monthly
VTX-006326,No,0.0,56,108.05,Free,4,3,1776,1,Yes,9.1,Yes,17,1,monthly
VTX-006327,No,198.75,11,1427.71,Scale,6,3,1453,3,Yes,2.0,No,17,2,monthly
VTX-006328,No,37.11,25,1276.03,Growth,8,3,1416,3,Yes,2.9,Yes,72,20,monthly
VTX-006329,No,55.16,60,4582.37,Growth,6,2,670,2,Yes,1.8,No,66,26,monthly
VTX-006330,Yes,0.0,47,41.06,Free,6,4,1335,1,Yes,3.0,No,38,3,annual
VTX-006331,No,39.82,34,751.65,Growth,8,1,1729,1,No,1.0,Yes,42,26,monthly
VTX-006332,No,209.82,18,3067.66,Scale,4,5,2525,5,Yes,2.0,Yes,62,6,monthly
VTX-006333,No,58.53,46,5557.72,Growth,4,1,2954,2,No,3.3,No,24,3,monthly
VTX-006334,Yes,54.52,35,2359.76,Growth,3,1,553,0,Yes,1.9,Yes,56,6,monthly
VTX-006335,No,65.21,31,2339.93,Growth,10,3,3274,1,Yes,6.9,No,47,4,monthly
VTX-006336,No,53.5,56,3597.99,Growth,3,0,2232,1,Yes,4.5,No,71,16,monthly
VTX-006337,No,45.36,23,607.33,Growth,4,1,1460,3,Yes,3.5,No,86,9,monthly
VTX-006338,No,0.0,38,84.35,Free,8,0,2195,3,Yes,3.4,No,52,11,monthly
VTX-006339,No,0.0,2,14.18,Free,8,6,1973,1,Yes,18.7,No,66,3,monthly
VTX-006340,No,44.58,43,2612.11,Growth,4,2,5524,0,Yes,5.3,No,42,1,monthly
VTX-006341,No,164.21,33,4665.82,Scale,3,5,4193,0,No,4.8,No,42,8,annual
VTX-006342,No,226.31,53,16201.37,Scale,6,2,1673,0,Yes,2.1,No,28,20,annual
VTX-006343,No,228.62,20,1487.7,Scale,2,1,2205,1,No,1.9,Yes,61,7,monthly
VTX-006344,Yes,46.75,56,4012.24,Growth,5,0,1511,2,No,4.4,No,9,3,monthly
VTX-006345,No,0.0,35,91.44,Free,11,1,5596,2,Yes,4.3,No,39,0,monthly
VTX-006346,No,44.4,12,950.57,Growth,10,3,5333,4,Yes,5.6,Yes,90,5,monthly
VTX-006347,No,186.57,9,1282.83,Scale,8,1,4906,0,Yes,4.4,No,45,9,monthly
VTX-006348,No,61.12,11,926.72,Growth,8,1,5253,1,Yes,1.6,Yes,97,3,annual
VTX-006349,Yes,60.48,18,890.4,Growth,9,0,2215,0,Yes,1.7,No,85,0,monthly
VTX-006350,No,35.53,33,1008.98,Growth,7,4,7521,0,Yes,0.2,No,70,8,monthly
VTX-006351,No,214.3,52,6326.29,Scale,2,1,3459,1,No,1.5,Yes,23,15,monthly
VTX-006352,No,138.92,60,9419.35,Scale,9,3,4080,1,No,8.1,Yes,2,7,monthly
VTX-006353,No,205.3,41,13516.74,Scale,12,4,5091,1,Yes,4.6,Yes,11,21,monthly
VTX-006354,No,49.35,29,1218.11,Growth,6,2,433,3,Yes,1.2,No,82,1,monthly
VTX-006355,No,0.0,37,124.87,Free,2,3,3251,2,Yes,4.6,Yes,22,2,annual
VTX-006356,No,49.56,20,1263.73,Growth,1,3,2537,1,Yes,5.7,No,71,5,monthly
VTX-006357,No,0.0,14,236.27,Free,5,1,5297,4,Yes,1.2,No,54,10,annual
VTX-006358,No,194.34,32,6761.94,Scale,8,3,7076,1,Yes,4.6,Yes,12,10,annual
VTX-006359,Yes,41.97,50,2261.85,Growth,5,1,1414,0,No,5.2,No,10,1,monthly
VTX-006360,No,52.94,3,170.24,Growth,6,2,3997,2,Yes,1.5,No,98,3,annual
VTX-006361,No,62.15,6,450.65,Growth,7,2,1929,1,Yes,3.3,No,21,16,monthly
VTX-006362,No,57.03,10,628.99,Growth,2,1,1945,1,Yes,3.6,No,32,34,monthly
VTX-006363,No,61.12,12,1368.92,Growth,5,1,4692,0,Yes,0.8,No,88,1,monthly
VTX-006364,Yes,0.0,9,2.49,Free,6,2,1188,3,Yes,5.0,No,87,1,annual
VTX-006365,No,243.07,7,1986.95,Scale,2,1,6051,4,Yes,2.7,No,62,3,monthly
VTX-006366,No,42.53,1,42.31,Growth,6,0,1991,0,Yes,3.2,No,38,1,monthly
VTX-006367,No,49.33,21,878.49,Growth,4,3,3479,1,No,5.9,Yes,37,19,annual
VTX-006368,No,0.0,44,226.54,Free,5,2,5244,0,Yes,6.1,Yes,48,15,annual
VTX-006369,No,42.11,9,889.69,Growth,6,2,2583,1,No,4.2,Yes,16,4,monthly
VTX-006370,No,51.15,19,1427.1,Growth,5,1,2773,2,No,5.6,No,13,7,monthly
VTX-006371,No,192.05,59,10394.45,Scale,3,4,2040,0,Yes,3.3,No,18,1,monthly
VTX-006372,Yes,0.0,10,0.0,Free,5,1,968,2,Yes,4.4,No,20,0,annual
VTX-006373,No,229.4,60,7296.25,Scale,8,6,1122,2,Yes,1.4,No,48,2,monthly
VTX-006374,No,51.97,31,1156.3,Growth,9,4,2710,3,Yes,2.6,No,95,10,monthly
VTX-006375,Yes,0.0,44,212.63,Free,9,0,1793,2,No,8.2,No,51,1,monthly
VTX-006376,Yes,0.0,19,2.96,Free,7,1,1682,1,Yes,11.8,No,12,1,annual
VTX-006377,Yes,0.0,19,159.39,Free,9,1,354,1,Yes,5.1,Yes,51,22,annual
VTX-006378,No,185.31,23,10902.26,Scale,7,2,2320,1,Yes,1.5,Yes,65,0,annual
VTX-006379,No,0.0,7,0.0,Free,6,2,4251,1,Yes,1.4,No,99,1,annual
VTX-006380,No,57.64,19,594.67,Growth,8,1,4698,0,Yes,2.0,No,30,3,monthly
VTX-006381,No,60.82,54,2726.9,Growth,7,2,2890,3,Yes,5.9,No,78,4,monthly
VTX-006382,No,120.0,0,23.79,Scale,6,2,4058,1,Yes,3.9,No,60,35,monthly
VTX-006383,No,55.2,34,1440.45,Growth,4,1,4973,0,Yes,3.3,Yes,75,8,annual
VTX-006384,No,41.26,41,3844.03,Growth,4,1,1702,0,Yes,3.2,No,73,4,annual
VTX-006385,Yes,0.0,8,55.83,Free,5,2,2897,0,No,3.1,No,85,14,monthly
VTX-006386,No,191.11,6,982.39,Scale,6,2,3974,2,Yes,10.4,Yes,1,33,monthly
VTX-006387,Yes,0.0,33,44.12,Free,4,1,1440,1,Yes,3.6,No,90,1,monthly
VTX-006388,No,0.0,13,96.22,Free,8,4,3085,3,No,3.5,No,55,2,monthly
VTX-006389,No,205.89,59,6441.27,Scale,8,2,1311,1,Yes,3.4,No,30,3,annual
VTX-006390,No,0.0,11,12.06,Free,3,1,642,2,No,6.9,No,64,2,monthly
VTX-006391,No,0.0,7,183.6,Free,7,4,3034,2,No,7.2,No,84,13,monthly
VTX-006392,No,36.83,20,438.57,Growth,11,1,2861,0,Yes,4.3,No,82,9,annual
VTX-006393,Yes,0.0,20,51.14,Free,6,3,2205,1,Yes,3.9,No,18,12,annual
VTX-006394,Yes,0.0,9,285.65,Free,7,0,777,2,Yes,3.9,Yes,43,1,annual
VTX-006395,No,53.68,40,474.91,Growth,3,3,470,1,No,9.9,No,30,0,annual
VTX-006396,No,62.5,21,1561.5,Growth,6,3,2563,0,No,2.5,No,71,4,monthly
VTX-006397,No,204.28,32,4327.19,Scale,4,0,2350,3,Yes,3.0,No,32,8,annual
VTX-006398,No,0.0,14,74.54,Free,6,2,4136,0,No,2.2,No,93,4,monthly
VTX-006399,Yes,48.78,5,154.33,Growth,12,2,733,1,Yes,2.8,No,52,12,monthly
VTX-006400,No,204.81,3,554.01,Scale,10,0,1419,2,Yes,2.9,No,68,11,monthly
VTX-006401,No,0.0,3,2.53,Free,6,4,260,0,Yes,2.5,No,28,23,annual
VTX-006402,No,0.0,53,186.09,Free,9,1,2980,1,Yes,9.3,No,26,3,monthly
VTX-006403,Yes,0.0,16,39.52,Free,9,3,1848,0,Yes,2.9,No,52,26,monthly
VTX-006404,No,35.25,18,380.98,Growth,3,2,2299,0,Yes,11.7,No,62,7,annual
VTX-006405,Yes,0.0,35,88.54,Free,5,3,4184,2,No,1.1,No,92,15,annual
VTX-006406,No,67.76,5,265.01,Growth,8,2,636,1,Yes,4.0,No,33,7,annual
VTX-006407,No,181.27,36,10808.02,Scale,11,5,1626,2,Yes,5.2,No,91,4,monthly
VTX-006408,Yes,0.0,31,0.0,Free,7,0,829,2,Yes,3.5,No,8,22,annual
VTX-006409,No,53.4,48,2098.58,Growth,9,1,4937,1,Yes,0.8,No,56,7,annual
VTX-006410,Yes,0.0,7,0.0,Free,7,2,1857,2,Yes,3.2,No,37,3,annual
VTX-006411,Yes,0.0,1,131.11,Free,7,4,5592,2,Yes,4.3,No,15,1,annual
VTX-006412,No,50.54,47,2706.44,Growth,6,2,3149,1,Yes,3.4,No,26,11,monthly
VTX-006413,Yes,38.49,22,1445.96,Growth,4,3,4664,4,No,1.2,No,36,6,annual
VTX-006414,No,187.67,3,903.75,Scale,5,3,1529,1,No,8.6,Yes,31,3,annual
VTX-006415,No,49.15,33,882.65,Growth,14,0,6152,3,Yes,0.9,Yes,83,5,monthly
VTX-006416,No,0.0,28,239.32,Free,4,1,1378,0,Yes,6.3,Yes,41,6,monthly
VTX-006417,No,55.18,58,2706.49,Growth,5,3,385,0,Yes,5.4,Yes,55,3,monthly
VTX-006418,Yes,0.0,57,0.0,Free,3,3,585,2,No,1.0,No,80,1,annual
VTX-006419,No,159.58,32,4233.1,Scale,10,1,1565,1,Yes,2.7,No,68,6,monthly
VTX-006420,No,53.53,9,760.42,Growth,6,4,2041,2,Yes,6.6,No,64,2,monthly
VTX-006421,No,42.88,45,4257.45,Growth,6,1,2956,0,No,1.8,No,1,54,annual
VTX-006422,No,48.49,12,804.0,Growth,6,0,3684,2,Yes,1.6,Yes,6,3,monthly
VTX-006423,No,43.46,51,3480.73,Growth,5,2,2401,1,Yes,1.4,No,11,2,annual
VTX-006424,No,129.12,36,8753.12,Scale,7,0,339,0,No,2.2,Yes,91,9,monthly
VTX-006425,Yes,0.0,21,125.88,Free,8,0,2319,2,No,5.8,No,89,0,annual
VTX-006426,No,0.0,59,239.68,Free,10,2,5328,1,No,2.8,Yes,67,33,monthly
VTX-006427,No,0.0,31,8.31,Free,6,2,3773,1,Yes,4.1,No,21,1,monthly
VTX-006428,No,63.98,23,1253.44,Growth,10,1,5426,1,Yes,2.1,No,26,21,monthly
VTX-006429,No,57.05,11,1047.89,Growth,9,3,7094,1,Yes,0.9,No,100,1,annual
VTX-006430,Yes,0.0,39,0.0,Free,4,1,328,0,Yes,0.4,No,30,2,monthly
VTX-006431,No,44.28,16,749.14,Growth,10,1,931,1,Yes,5.9,No,99,1,monthly
VTX-006432,No,38.48,9,613.18,Growth,6,1,4895,2,Yes,0.4,Yes,75,41,monthly
VTX-006433,Yes,0.0,7,44.25,Free,9,6,3122,2,Yes,4.1,No,12,3,monthly
VTX-006434,Yes,195.27,39,4629.2,Scale,9,2,1397,0,No,1.8,Yes,27,74,monthly
VTX-006435,Yes,51.5,56,3549.15,Growth,5,2,4743,1,No,1.7,No,35,20,monthly
VTX-006436,No,44.56,15,432.55,Growth,6,3,1395,0,Yes,4.9,No,77,11,monthly
VTX-006437,No,45.24,13,968.16,Growth,8,1,1419,1,Yes,5.4,Yes,22,5,annual
VTX-006438,No,0.0,37,194.84,Free,5,1,7177,2,Yes,3.3,Yes,36,0,annual
VTX-006439,No,172.92,8,1858.03,Scale,9,1,2652,0,Yes,4.7,Yes,46,6,monthly
VTX-006440,Yes,38.78,5,183.18,Growth,7,1,3749,2,No,11.1,No,30,4,monthly
VTX-006441,No,39.9,38,2016.26,Growth,5,1,2520,0,Yes,8.0,Yes,39,9,monthly
VTX-006442,Yes,236.79,32,5895.68,Scale,6,4,2872,2,Yes,2.1,No,1,40,annual
VTX-006443,No,122.63,1,234.89,Scale,6,2,1022,1,No,5.9,No,78,9,monthly
VTX-006444,No,209.19,14,2480.58,Scale,4,3,1376,1,Yes,4.9,No,45,2,monthly
VTX-006445,Yes,0.0,12,103.47,Free,7,3,8814,1,Yes,5.1,No,17,12,annual
VTX-006446,Yes,0.0,41,87.08,Free,2,1,5625,2,No,1.0,No,16,3,annual
VTX-006447,No,50.46,40,902.74,Growth,1,1,7597,5,Yes,1.6,No,17,6,monthly
VTX-006448,No,46.6,45,2211.78,Growth,8,4,7030,0,Yes,1.7,Yes,59,12,monthly
VTX-006449,No,71.47,6,876.77,Growth,8,1,885,0,Yes,1.6,Yes,29,18,monthly
VTX-006450,No,273.25,51,20803.66,Scale,3,1,683,2,Yes,0.2,Yes,67,10,monthly
VTX-006451,No,0.0,12,76.38,Free,5,0,564,0,Yes,5.5,No,11,15,monthly
VTX-006452,Yes,0.0,60,42.39,Free,5,3,1099,1,No,6.7,No,63,17,monthly
VTX-006453,No,54.35,53,1239.49,Growth,3,1,3091,2,Yes,8.5,No,75,15,monthly
VTX-006454,No,0.0,28,73.94,Free,5,4,1748,1,Yes,2.0,No,46,31,monthly
VTX-006455,No,38.63,47,2515.14,Growth,9,0,9009,1,Yes,4.6,Yes,65,6,monthly
VTX-006456,No,35.18,40,2108.37,Growth,10,4,1528,0,No,2.1,Yes,34,7,monthly
VTX-006457,No,52.58,47,6208.02,Growth,6,6,2957,0,No,4.4,No,72,9,monthly
VTX-006458,No,45.43,1,189.39,Growth,4,3,1610,2,No,1.3,Yes,15,24,monthly
VTX-006459,No,60.98,5,72.11,Growth,3,6,1248,1,Yes,2.1,No,92,4,annual
VTX-006460,No,51.54,55,2054.42,Growth,6,1,1137,0,Yes,6.0,Yes,89,2,monthly
VTX-006461,No,0.0,47,114.72,Free,8,3,718,1,Yes,2.4,No,8,14,annual
VTX-006462,No,31.16,37,1607.76,Growth,4,4,7766,7,Yes,3.6,No,22,4,annual
VTX-006463,No,39.83,19,312.83,Growth,6,2,1536,2,Yes,2.9,No,92,6,monthly
VTX-006464,No,0.0,25,0.0,Free,6,1,4347,1,No,3.9,No,31,10,annual
VTX-006465,No,42.92,23,912.93,Growth,3,6,3320,2,Yes,3.9,Yes,84,3,annual
VTX-006466,No,192.6,26,6264.8,Scale,5,3,7183,1,No,0.8,Yes,7,2,monthly
VTX-006467,No,0.0,38,0.0,Free,7,2,42,1,Yes,4.9,No,95,13,monthly
VTX-006468,No,52.98,46,3131.15,Growth,6,0,4951,0,Yes,4.7,No,99,0,monthly
VTX-006469,No,198.9,23,7024.17,Scale,7,1,6408,0,Yes,4.2,Yes,52,14,annual
VTX-006470,No,213.92,50,10541.02,Scale,5,1,897,1,No,1.8,Yes,21,16,annual
VTX-006471,No,39.53,5,289.52,Growth,4,6,1015,1,No,3.5,No,90,2,monthly
VTX-006472,Yes,50.38,49,3175.6,Growth,6,2,4265,1,Yes,3.0,No,20,4,monthly
VTX-006473,No,216.66,41,11691.48,Scale,8,2,2007,1,Yes,1.3,Yes,39,3,monthly
VTX-006474,No,36.97,31,812.26,Growth,5,1,795,0,Yes,4.2,No,82,38,monthly
VTX-006475,Yes,0.0,22,116.93,Free,8,2,225,0,No,4.2,No,44,6,annual
VTX-006476,Yes,0.0,22,53.56,Free,5,3,4340,3,Yes,8.5,No,4,7,annual
VTX-006477,No,184.7,21,9708.74,Scale,5,2,947,1,Yes,9.3,No,8,5,monthly
VTX-006478,No,49.06,57,2198.02,Growth,8,0,807,2,Yes,5.6,Yes,84,25,annual
VTX-006479,Yes,0.0,1,0.0,Free,3,2,726,1,Yes,5.1,No,61,2,monthly
VTX-006480,No,52.33,38,3063.2,Growth,10,2,4925,1,Yes,1.2,Yes,39,3,monthly
VTX-006481,No,62.15,60,3159.42,Growth,8,1,1586,0,Yes,4.2,No,57,7,annual
VTX-006482,No,51.21,33,2040.89,Growth,8,3,738,0,Yes,5.3,No,62,5,monthly
