customer_id,churned,monthly_bill,tenure_months,estimated_customer_value,plan_type,num_lines,has_international_plan,data_overage_gb,autopay_enabled,device_financing_active,network_type,support_calls_ytd,days_since_last_upgrade,family_plan_member,satisfaction_score
MRD-008787,No,96.13,10,267.35,Premium,1,No,0.34,Yes,No,5G,3,1139,No,1
MRD-008788,No,88.5,6,109.21,Premium,4,No,0.79,No,No,5G,0,1307,Yes,10
MRD-008789,No,85.31,10,702.15,Premium,1,Yes,6.32,No,Yes,5G,4,681,No,1
MRD-008790,No,32.96,78,3530.73,Basic,4,No,3.82,No,Yes,5G,0,73,Yes,9
MRD-008791,No,61.92,65,10321.59,Plus,1,Yes,2.72,No,Yes,4G,1,210,No,5
MRD-008792,No,65.93,7,302.44,Plus,4,No,2.74,Yes,No,5G,1,1280,Yes,10
MRD-008793,No,67.14,82,5388.18,Plus,4,No,0.33,Yes,Yes,4G,1,1357,Yes,8
MRD-008794,No,69.6,35,5074.81,Plus,4,No,3.39,No,No,5G,1,115,Yes,4
MRD-008795,No,29.95,47,1635.36,Basic,2,No,2.64,No,No,5G,3,128,No,5
MRD-008796,No,92.87,25,3158.82,Premium,1,No,1.79,No,Yes,4G,1,1079,No,7
MRD-008797,No,48.79,16,1122.48,Plus,2,No,4.9,Yes,Yes,5G,4,1358,No,2
MRD-008798,No,82.52,92,11970.87,Premium,2,No,7.7,No,No,4G,1,98,No,3
MRD-008799,No,35.45,54,893.74,Basic,2,Yes,2.76,No,Yes,5G,0,6,No,7
MRD-008800,No,91.98,89,15873.82,Premium,4,Yes,1.12,No,Yes,5G,3,601,Yes,9
MRD-008801,No,35.72,78,3555.49,Basic,1,Yes,4.52,No,No,5G,2,504,No,7
MRD-008802,No,44.06,39,3130.23,Plus,2,No,1.01,Yes,Yes,4G,0,1303,No,4
MRD-008803,No,59.28,32,2509.95,Plus,3,No,2.46,No,Yes,5G,2,1497,Yes,7
MRD-008804,No,56.73,10,1148.85,Plus,1,No,2.14,No,Yes,4G,0,189,No,5
MRD-008805,No,66.56,30,2782.77,Plus,3,No,1.31,Yes,Yes,4G,1,287,Yes,7
MRD-008806,Yes,30.6,27,1566.46,Basic,1,No,1.76,Yes,No,4G,1,1092,No,4
MRD-008807,No,40.09,95,4772.3,Basic,2,No,0.63,No,No,5G,1,1193,No,10
MRD-008808,No,90.58,91,4690.04,Premium,2,No,4.48,Yes,Yes,5G,0,834,No,5
MRD-008809,No,83.68,76,7222.23,Premium,1,No,4.67,Yes,Yes,4G,0,452,No,2
MRD-008810,No,59.69,60,5176.93,Plus,3,Yes,16.26,Yes,Yes,4G,1,1320,Yes,2
MRD-008811,Yes,60.41,4,314.31,Plus,4,Yes,2.47,No,No,4G,1,834,Yes,1
MRD-008812,No,68.61,9,725.76,Plus,1,No,3.72,Yes,Yes,5G,0,143,No,6
MRD-008813,No,113.89,6,798.46,Premium,1,No,2.36,No,Yes,5G,2,664,No,10
MRD-008814,No,56.65,56,3733.12,Plus,4,No,0.24,Yes,No,5G,2,48,Yes,5
MRD-008815,Yes,33.6,25,1355.47,Basic,5,No,4.7,Yes,Yes,4G,3,1393,Yes,1
MRD-008816,No,31.77,53,1327.42,Basic,4,No,4.7,Yes,Yes,5G,0,842,Yes,3
MRD-008817,Yes,102.49,47,3083.26,Premium,2,No,1.08,No,Yes,4G,2,847,No,7
MRD-008818,No,45.42,11,668.03,Plus,2,No,1.67,Yes,Yes,5G,3,1269,No,2
MRD-008819,No,30.63,43,889.06,Basic,1,No,4.42,Yes,Yes,4G,0,215,No,8
MRD-008820,No,38.76,1,55.77,Basic,1,No,1.84,Yes,Yes,4G,0,534,No,8
MRD-008821,No,92.65,18,1810.7,Premium,2,No,1.49,Yes,Yes,5G,1,788,No,3
MRD-008822,Yes,30.41,60,1826.01,Basic,2,No,5.64,No,No,4G,1,1481,No,6
MRD-008823,No,107.31,89,12593.89,Premium,1,Yes,2.63,No,No,4G,1,1102,No,10
MRD-008824,No,20.0,47,1008.28,Basic,2,No,1.97,No,No,4G,0,581,No,10
MRD-008825,Yes,34.52,2,350.71,Basic,4,No,0.74,Yes,Yes,5G,0,664,Yes,8
MRD-008826,No,98.17,27,2780.72,Premium,2,No,8.13,Yes,No,5G,0,813,No,10
MRD-008827,No,98.88,71,3985.06,Premium,1,Yes,0.48,Yes,Yes,5G,3,123,No,1
MRD-008828,No,41.95,57,3589.41,Basic,4,No,2.57,Yes,Yes,5G,3,460,Yes,4
MRD-008829,No,35.04,91,3032.34,Basic,1,No,1.9,Yes,Yes,4G,1,771,No,10
MRD-008830,No,56.49,62,2850.25,Plus,1,Yes,2.05,Yes,No,5G,4,849,No,9
MRD-008831,No,84.35,29,2195.14,Premium,2,No,0.21,Yes,No,4G,1,958,No,1
MRD-008832,No,104.55,54,4255.33,Premium,2,Yes,5.23,Yes,No,5G,1,1185,No,2
MRD-008833,No,34.18,70,2715.62,Basic,2,No,1.49,Yes,Yes,5G,1,533,No,2
MRD-008834,Yes,38.96,45,2129.18,Basic,4,No,4.09,Yes,No,5G,2,518,Yes,6
MRD-008835,No,33.94,96,3343.82,Basic,2,No,0.91,Yes,No,5G,2,1007,No,1
MRD-008836,No,63.07,7,622.15,Plus,2,No,0.91,Yes,Yes,5G,0,1231,No,2
MRD-008837,Yes,35.29,77,1392.99,Basic,1,No,1.61,Yes,Yes,5G,0,88,No,4
MRD-008838,No,78.86,35,2033.57,Premium,1,Yes,3.71,No,No,4G,0,403,No,9
MRD-008839,Yes,25.66,93,2698.43,Basic,1,No,4.19,No,No,4G,2,1073,No,4
MRD-008840,No,43.62,38,1691.62,Plus,1,No,3.5,No,No,5G,2,1287,No,4
MRD-008841,Yes,37.76,5,369.05,Basic,2,Yes,0.61,Yes,No,5G,2,1319,No,2
MRD-008842,No,100.44,15,842.75,Premium,1,No,10.65,Yes,No,4G,1,742,No,10
MRD-008843,No,55.77,69,6872.25,Plus,5,No,5.09,Yes,Yes,5G,2,638,Yes,3
MRD-008844,No,79.66,23,1264.43,Premium,1,No,1.83,Yes,No,4G,3,987,No,4
MRD-008845,Yes,106.57,85,7733.94,Premium,3,No,8.43,Yes,No,4G,2,1036,Yes,8
MRD-008846,No,41.85,41,2189.93,Basic,1,No,6.33,Yes,Yes,5G,1,114,No,3
MRD-008847,Yes,66.75,34,1778.07,Plus,4,No,1.4,No,Yes,5G,1,1188,Yes,4
MRD-008848,No,105.26,71,10625.51,Premium,1,No,17.33,No,Yes,5G,3,549,No,1
MRD-008849,No,24.19,71,2112.18,Basic,1,Yes,2.6,Yes,No,5G,0,999,No,3
MRD-008850,Yes,62.38,19,986.78,Plus,3,Yes,4.17,No,No,4G,4,671,Yes,1
MRD-008851,Yes,61.62,36,5940.55,Plus,1,No,1.21,No,Yes,5G,0,567,No,3
MRD-008852,No,36.0,53,1739.58,Basic,2,No,2.8,No,No,5G,1,976,No,2
MRD-008853,No,55.64,56,2656.12,Plus,3,No,2.12,Yes,No,5G,1,599,Yes,6
MRD-008854,No,105.31,71,6412.08,Premium,2,No,1.9,Yes,No,5G,1,1380,No,1
MRD-008855,No,92.02,42,1239.98,Premium,3,Yes,2.19,No,Yes,5G,2,1049,Yes,9
MRD-008856,Yes,61.21,79,3849.13,Plus,2,No,0.91,Yes,No,5G,3,13,No,9
MRD-008857,No,60.95,16,939.64,Plus,3,No,1.68,No,No,4G,2,1265,Yes,9
MRD-008858,No,25.47,71,1192.81,Basic,2,Yes,5.54,Yes,No,5G,1,1240,No,9
MRD-008859,Yes,28.37,50,1397.89,Basic,1,No,4.83,Yes,No,5G,2,1246,No,8
MRD-008860,No,50.35,90,3793.93,Plus,1,No,2.19,Yes,Yes,4G,2,489,No,4
MRD-008861,No,54.62,91,6073.39,Plus,1,No,2.26,No,No,5G,1,728,No,8
MRD-008862,No,65.87,15,2029.97,Plus,1,No,5.17,No,No,5G,4,1314,No,7
MRD-008863,No,76.33,96,7206.76,Premium,4,No,0.96,Yes,No,5G,2,985,Yes,9
MRD-008864,No,35.27,7,501.56,Basic,5,Yes,1.34,Yes,No,4G,3,1158,Yes,6
MRD-008865,No,38.11,24,804.72,Basic,4,No,5.0,Yes,No,4G,1,1397,Yes,1
MRD-008866,No,80.57,78,4403.8,Premium,2,No,5.28,Yes,Yes,5G,0,690,No,2
MRD-008867,Yes,28.64,11,357.0,Basic,2,No,5.52,Yes,No,5G,1,1115,No,5
MRD-008868,Yes,35.22,69,3488.95,Basic,3,No,0.99,Yes,Yes,5G,0,477,Yes,9
MRD-008869,No,64.89,54,5292.63,Plus,2,Yes,6.02,Yes,No,5G,2,720,No,1
MRD-008870,Yes,33.3,17,320.75,Basic,2,Yes,0.16,Yes,No,5G,1,1164,No,7
MRD-008871,No,66.55,79,7197.12,Plus,3,No,2.85,No,Yes,4G,1,979,Yes,10
MRD-008872,No,37.46,53,2378.41,Basic,2,Yes,3.48,Yes,Yes,5G,0,210,No,8
MRD-008873,No,99.22,71,7102.83,Premium,2,No,1.09,No,No,4G,2,113,No,3
MRD-008874,No,75.16,62,7266.59,Plus,1,No,0.44,No,No,5G,6,1484,No,4
MRD-008875,No,31.94,66,2379.91,Basic,3,Yes,1.76,Yes,Yes,5G,1,374,Yes,6
MRD-008876,No,116.43,7,735.6,Premium,2,Yes,19.79,No,No,4G,2,457,No,2
MRD-008877,Yes,37.2,76,5346.01,Basic,2,No,1.07,No,Yes,5G,5,1019,No,2
MRD-008878,Yes,86.0,19,2211.13,Premium,2,Yes,1.62,Yes,No,4G,2,870,No,7
MRD-008879,No,29.38,70,1521.75,Basic,5,No,5.08,Yes,Yes,4G,1,1429,Yes,8
MRD-008880,Yes,30.23,29,733.13,Basic,5,No,1.04,Yes,Yes,4G,2,888,Yes,6
MRD-008881,No,58.54,86,5509.38,Plus,1,No,7.98,Yes,No,5G,2,1228,No,4
MRD-008882,No,50.32,61,4363.29,Plus,2,Yes,1.75,Yes,No,4G,0,478,No,6
MRD-008883,No,61.19,82,8220.49,Plus,2,No,2.46,Yes,Yes,5G,2,673,No,7
MRD-008884,No,43.66,17,616.54,Basic,4,No,7.93,No,No,5G,0,447,Yes,3
MRD-008885,No,98.1,12,1035.7,Premium,5,Yes,6.41,No,No,4G,2,990,Yes,2
MRD-008886,No,53.8,91,5726.65,Plus,5,No,1.51,Yes,No,4G,1,238,Yes,8
MRD-008887,Yes,37.68,62,3609.62,Basic,1,Yes,1.99,No,Yes,5G,2,183,No,3
MRD-008888,No,48.79,59,3735.54,Plus,4,No,2.18,No,No,5G,3,13,Yes,4
MRD-008889,No,42.0,41,2659.33,Plus,4,No,6.64,Yes,Yes,4G,0,46,Yes,2
MRD-008890,Yes,31.59,80,3188.47,Basic,2,No,4.06,Yes,Yes,5G,2,41,No,4
MRD-008891,No,65.21,19,1749.23,Plus,2,No,3.62,Yes,No,4G,1,992,No,4
MRD-008892,No,38.61,78,1953.8,Basic,2,No,1.24,No,No,4G,1,992,No,10
MRD-008893,No,66.67,38,2978.26,Plus,1,No,0.51,No,No,5G,2,1240,No,9
MRD-008894,No,70.35,3,368.91,Premium,2,No,0.6,Yes,Yes,4G,2,504,No,6
MRD-008895,No,40.64,88,2470.03,Basic,1,No,2.84,Yes,Yes,5G,1,140,No,8
MRD-008896,No,59.52,24,2707.44,Plus,2,No,5.36,No,Yes,5G,0,645,No,10
MRD-008897,No,36.37,68,3211.59,Basic,2,No,2.96,Yes,No,4G,1,43,No,5
MRD-008898,No,55.78,60,2714.24,Plus,2,No,3.24,Yes,Yes,5G,2,1006,No,2
MRD-008899,No,32.19,96,2920.26,Basic,1,No,0.09,Yes,Yes,5G,3,946,No,4
MRD-008900,Yes,56.09,70,3588.74,Plus,2,Yes,3.34,Yes,No,5G,3,309,No,9
MRD-008901,No,88.38,2,161.32,Premium,3,Yes,2.06,Yes,No,5G,1,875,Yes,7
MRD-008902,No,60.67,80,2903.9,Plus,1,No,3.95,No,No,5G,3,673,No,10
MRD-008903,No,111.44,50,6098.46,Premium,4,No,3.78,No,No,5G,1,155,Yes,6
MRD-008904,No,51.06,71,4376.64,Plus,3,No,3.81,Yes,No,5G,1,586,Yes,10
MRD-008905,Yes,39.9,70,1797.04,Basic,3,No,10.71,No,No,5G,2,1293,Yes,3
MRD-008906,Yes,57.49,81,4432.46,Plus,1,No,3.78,No,No,5G,1,1040,No,1
MRD-008907,No,41.86,35,2098.22,Basic,1,No,2.06,No,Yes,5G,3,466,No,6
MRD-008908,No,35.36,90,4234.64,Basic,1,Yes,1.75,Yes,Yes,5G,0,1226,No,7
MRD-008909,No,39.83,22,1033.85,Basic,2,No,6.74,Yes,Yes,5G,0,943,No,2
MRD-008910,No,64.77,17,1341.44,Plus,1,No,4.24,No,Yes,5G,1,908,No,5
MRD-008911,No,58.57,56,2981.57,Plus,3,No,5.36,Yes,No,5G,2,771,Yes,8
MRD-008912,No,39.84,64,4456.72,Basic,3,Yes,2.55,No,No,4G,3,234,Yes,10
MRD-008913,Yes,27.18,16,248.21,Basic,1,Yes,0.7,No,No,4G,2,914,No,9
MRD-008914,No,41.43,41,2368.45,Basic,2,No,1.67,No,No,4G,1,246,No,4
MRD-008915,No,60.17,61,2540.09,Plus,2,No,1.41,No,Yes,5G,2,332,No,5
MRD-008916,No,32.3,37,1355.37,Basic,4,No,0.39,Yes,No,5G,1,380,Yes,4
MRD-008917,No,51.2,66,4909.01,Plus,2,No,2.53,Yes,No,4G,1,984,No,8
MRD-008918,No,96.28,44,2618.56,Premium,4,No,2.28,No,Yes,5G,1,957,Yes,9
MRD-008919,No,62.66,56,3711.33,Plus,2,No,6.41,Yes,No,5G,1,34,No,6
MRD-008920,Yes,35.93,38,2170.02,Basic,2,No,6.05,Yes,No,5G,1,1144,No,1
MRD-008921,No,32.15,94,4502.1,Basic,1,No,4.22,No,No,4G,0,657,No,7
MRD-008922,Yes,26.99,67,867.91,Basic,1,No,2.17,No,No,5G,1,479,No,7
MRD-008923,No,95.99,0,143.72,Premium,1,No,1.24,Yes,Yes,5G,4,1094,No,6
MRD-008924,No,51.76,91,3159.78,Plus,2,No,8.18,Yes,Yes,5G,1,826,No,3
MRD-008925,No,100.42,82,6872.3,Premium,1,No,2.61,No,No,5G,1,767,No,3
MRD-008926,Yes,38.61,64,2166.02,Basic,2,No,7.29,Yes,No,5G,0,1457,No,4
MRD-008927,Yes,33.18,53,1393.77,Basic,3,No,4.07,Yes,No,5G,0,746,Yes,6
MRD-008928,No,102.47,57,5524.69,Premium,2,No,0.32,Yes,Yes,5G,3,685,No,8
MRD-008929,No,56.15,24,665.59,Plus,2,Yes,6.8,No,No,5G,1,1143,No,3
MRD-008930,No,25.44,32,747.49,Basic,3,No,2.98,No,Yes,5G,3,801,Yes,5
MRD-008931,Yes,39.14,19,812.88,Basic,2,No,0.71,Yes,Yes,5G,3,936,No,7
MRD-008932,No,65.24,41,1644.52,Plus,1,No,4.88,Yes,No,5G,1,1254,No,8
MRD-008933,No,37.98,15,726.47,Basic,4,No,3.2,Yes,Yes,4G,0,111,Yes,2
MRD-008934,Yes,36.43,48,2118.02,Basic,1,No,2.85,No,No,5G,1,1485,No,3
MRD-008935,No,34.85,54,4131.22,Basic,1,Yes,0.98,Yes,Yes,4G,3,1117,No,7
MRD-008936,No,33.0,40,1645.21,Basic,1,No,2.56,Yes,Yes,5G,0,509,No,10
MRD-008937,No,105.2,5,278.45,Premium,1,Yes,2.1,No,No,5G,0,538,No,9
MRD-008938,No,32.12,47,2297.49,Basic,4,No,8.86,No,Yes,4G,2,679,Yes,4
MRD-008939,Yes,57.56,40,1654.92,Plus,4,Yes,0.32,No,Yes,4G,2,1468,Yes,7
MRD-008940,No,35.81,49,1973.42,Basic,3,No,10.59,No,Yes,5G,0,278,Yes,9
MRD-008941,No,40.16,61,1562.08,Basic,3,Yes,4.34,No,No,4G,0,911,Yes,10
MRD-008942,No,100.48,3,366.45,Premium,1,No,1.14,Yes,No,4G,0,167,No,10
MRD-008943,No,112.08,60,3953.75,Premium,2,No,1.63,No,Yes,5G,0,350,No,2
MRD-008944,No,27.14,63,5786.07,Basic,2,No,2.05,No,Yes,5G,1,95,No,9
MRD-008945,Yes,61.36,55,5191.59,Plus,4,No,0.34,Yes,Yes,4G,2,993,Yes,2
MRD-008946,No,30.11,81,1366.47,Basic,2,No,2.14,No,Yes,5G,3,548,No,10
MRD-008947,No,60.51,80,5669.84,Plus,1,Yes,2.76,Yes,No,5G,2,541,No,2
MRD-008948,No,58.08,35,1711.87,Plus,4,No,8.48,Yes,No,5G,4,67,Yes,9
MRD-008949,Yes,34.06,55,2754.15,Basic,5,No,2.41,Yes,No,5G,2,978,Yes,6
MRD-008950,No,54.11,9,519.94,Plus,3,No,0.97,No,No,5G,3,603,Yes,10
MRD-008951,No,33.25,29,668.48,Basic,2,No,8.81,No,No,5G,2,87,No,6
MRD-008952,No,54.82,95,5193.12,Plus,2,No,1.63,Yes,No,5G,1,907,No,8
MRD-008953,No,91.41,6,626.02,Premium,4,Yes,1.04,No,Yes,5G,2,328,Yes,5
MRD-008954,No,91.86,11,1362.36,Premium,2,No,1.95,Yes,No,4G,0,766,No,4
MRD-008955,No,51.24,49,4230.86,Plus,2,No,4.09,Yes,Yes,4G,2,821,No,10
MRD-008956,No,68.29,53,5751.87,Plus,1,No,7.28,Yes,Yes,5G,1,763,No,8
MRD-008957,Yes,32.96,28,1641.33,Basic,1,No,6.51,No,No,5G,1,429,No,9
MRD-008958,No,59.49,22,1636.28,Plus,2,No,4.95,Yes,Yes,5G,1,77,No,9
MRD-008959,No,65.51,57,7728.2,Plus,1,No,5.88,Yes,No,5G,3,570,No,3
MRD-008960,No,35.39,50,1273.9,Basic,2,No,3.12,Yes,Yes,5G,2,808,No,3
MRD-008961,No,96.58,7,944.47,Premium,2,No,2.01,No,Yes,5G,2,811,No,8
MRD-008962,Yes,52.87,47,1446.07,Plus,1,Yes,1.19,No,No,5G,1,922,No,1
MRD-008963,Yes,42.88,39,1867.42,Basic,1,No,2.59,No,No,5G,0,1228,No,3
MRD-008964,No,74.4,63,4553.69,Plus,4,Yes,4.69,No,Yes,5G,0,1020,Yes,7
MRD-008965,No,60.55,25,1574.38,Plus,5,Yes,1.23,No,No,4G,3,244,Yes,10
MRD-008966,No,65.66,11,394.83,Plus,4,No,1.89,Yes,No,4G,1,809,Yes,1
MRD-008967,No,117.65,19,4202.99,Premium,1,No,2.61,Yes,Yes,5G,1,1424,No,1
MRD-008968,No,63.51,41,5366.92,Plus,1,No,7.05,Yes,No,5G,2,1037,No,7
MRD-008969,Yes,59.45,27,1486.68,Plus,2,Yes,2.37,Yes,No,5G,1,693,No,1
MRD-008970,No,62.19,24,2773.36,Plus,1,No,0.95,Yes,No,5G,0,746,No,7
MRD-008971,No,41.0,8,126.74,Basic,3,No,2.83,No,No,5G,1,1385,Yes,3
MRD-008972,No,49.65,46,3202.66,Plus,4,No,0.37,Yes,No,4G,3,816,Yes,10
MRD-008973,No,89.73,60,6687.2,Premium,1,Yes,5.61,Yes,No,4G,1,1430,No,10
MRD-008974,Yes,23.44,10,399.77,Basic,2,No,1.38,Yes,No,5G,0,57,No,6
MRD-008975,No,32.95,23,1301.14,Basic,3,No,5.37,Yes,Yes,5G,0,138,Yes,2
MRD-008976,Yes,37.57,12,589.22,Basic,2,Yes,1.96,Yes,No,5G,1,1358,No,1
MRD-008977,No,32.89,14,330.46,Basic,1,No,0.35,No,No,5G,1,117,No,3
MRD-008978,Yes,39.52,44,3675.36,Basic,1,No,0.69,No,No,4G,0,114,No,4
MRD-008979,No,31.42,38,1991.19,Basic,2,No,1.34,Yes,Yes,5G,2,206,No,10
MRD-008980,Yes,36.58,44,1215.97,Basic,1,No,0.49,Yes,No,5G,3,268,No,2
MRD-008981,No,95.36,76,8487.47,Premium,2,Yes,1.93,No,No,5G,1,347,No,5
MRD-008982,Yes,50.11,17,991.47,Plus,1,No,5.89,No,Yes,5G,2,1276,No,1
MRD-008983,No,61.29,83,3473.41,Plus,2,Yes,9.75,Yes,Yes,5G,3,1246,No,7
MRD-008984,No,83.5,23,1771.12,Premium,1,Yes,2.59,Yes,No,5G,2,790,No,8
MRD-008985,No,39.47,42,1259.6,Basic,3,Yes,2.19,No,No,5G,2,985,Yes,2
MRD-008986,No,55.6,59,3168.19,Plus,2,No,3.46,Yes,Yes,5G,2,867,No,7
MRD-008987,Yes,62.17,29,2162.32,Plus,1,No,1.81,No,Yes,4G,1,802,No,6
MRD-008988,No,95.1,42,4040.6,Premium,5,No,2.43,Yes,Yes,5G,2,196,Yes,5
MRD-008989,No,36.22,18,609.89,Basic,1,No,2.52,Yes,Yes,4G,3,225,No,9
MRD-008990,No,62.41,54,4794.68,Plus,1,No,9.04,Yes,Yes,5G,1,466,No,10
MRD-008991,No,39.71,66,3428.89,Basic,1,No,3.39,No,Yes,4G,2,943,No,10
MRD-008992,No,99.3,49,4471.83,Premium,2,No,2.09,Yes,No,5G,3,1047,No,3
MRD-008993,No,38.43,19,1191.67,Basic,2,Yes,0.05,Yes,No,4G,0,1381,No,2
MRD-008994,Yes,24.15,4,0.0,Basic,1,No,3.06,No,No,5G,1,261,No,4
MRD-008995,No,61.48,19,2918.21,Plus,2,No,3.44,Yes,No,5G,0,502,No,10
MRD-008996,No,83.37,34,2985.49,Premium,4,Yes,2.46,No,Yes,5G,2,88,Yes,9
MRD-008997,No,114.63,38,2782.16,Premium,3,No,2.79,Yes,No,5G,1,276,Yes,5
MRD-008998,No,51.87,94,4460.71,Plus,3,No,1.1,Yes,Yes,4G,2,1053,Yes,7
MRD-008999,No,111.39,84,6793.83,Premium,1,No,6.91,No,No,4G,1,1431,No,3
MRD-009000,No,89.88,31,3422.2,Premium,1,No,2.27,No,No,5G,4,469,No,3
MRD-009001,Yes,36.52,92,3758.33,Basic,1,No,3.23,Yes,No,5G,4,690,No,2
MRD-009002,No,98.98,55,3106.49,Premium,1,No,6.38,No,No,5G,1,976,No,1
MRD-009003,No,84.6,22,2262.78,Premium,4,No,1.95,Yes,No,5G,0,944,Yes,5
MRD-009004,No,63.19,71,12484.29,Plus,2,No,9.24,Yes,Yes,5G,3,1185,No,1
MRD-009005,No,37.27,5,362.25,Basic,4,Yes,0.71,Yes,Yes,5G,0,485,Yes,9
MRD-009006,No,63.47,85,6445.12,Plus,5,No,1.62,Yes,No,4G,1,945,Yes,7
MRD-009007,No,59.1,9,998.93,Plus,2,No,1.83,Yes,Yes,5G,1,116,No,8
MRD-009008,Yes,73.1,51,5094.6,Plus,3,No,15.55,Yes,Yes,4G,4,1174,Yes,5
MRD-009009,No,102.41,51,6998.77,Premium,4,Yes,0.59,Yes,No,5G,1,832,Yes,8
MRD-009010,No,106.23,33,2940.94,Premium,1,No,1.99,Yes,No,5G,3,394,No,1
MRD-009011,No,34.21,57,854.48,Basic,2,No,1.32,No,No,5G,1,1341,No,10
MRD-009012,Yes,112.29,42,4676.97,Premium,1,No,2.93,No,Yes,5G,5,1142,No,10
MRD-009013,No,106.9,0,366.22,Premium,1,No,1.61,Yes,Yes,5G,2,164,No,10
MRD-009014,No,52.66,69,3478.67,Plus,1,No,0.48,Yes,No,5G,3,858,No,6
MRD-009015,No,103.81,22,5441.42,Premium,1,Yes,3.68,Yes,No,5G,1,685,No,8
MRD-009016,No,60.6,81,6686.81,Plus,3,No,1.05,Yes,No,4G,1,1181,Yes,4
MRD-009017,No,61.98,25,2063.32,Plus,3,No,4.18,Yes,No,5G,1,1458,Yes,5
MRD-009018,No,57.45,88,6707.68,Plus,1,No,10.06,Yes,Yes,4G,1,1387,No,9
MRD-009019,No,54.38,36,2994.08,Plus,4,No,1.0,No,Yes,4G,3,293,Yes,1
MRD-009020,Yes,25.24,11,777.91,Basic,1,Yes,5.67,Yes,Yes,5G,2,1416,No,9
MRD-009021,No,88.61,84,4150.98,Premium,4,No,5.54,Yes,Yes,5G,1,383,Yes,5
MRD-009022,No,108.78,89,10498.0,Premium,1,No,2.81,Yes,Yes,5G,1,111,No,2
MRD-009023,Yes,40.5,53,3496.6,Basic,1,No,1.14,No,No,4G,0,129,No,2
MRD-009024,No,55.19,10,677.42,Plus,4,No,6.9,Yes,Yes,5G,2,1442,Yes,4
MRD-009025,Yes,32.67,19,741.38,Basic,2,No,3.12,No,No,4G,0,1376,No,7
MRD-009026,No,57.08,52,2175.46,Plus,2,Yes,6.6,No,No,5G,0,1246,No,7
MRD-009027,No,56.33,41,2824.11,Plus,4,No,0.22,No,Yes,4G,0,860,Yes,3
MRD-009028,No,59.02,51,2634.34,Plus,2,No,1.69,No,No,5G,2,248,No,4
MRD-009029,No,41.75,14,477.72,Basic,4,No,1.93,No,No,4G,1,1349,Yes,6
MRD-009030,No,83.79,25,2952.98,Premium,5,Yes,0.86,Yes,No,4G,3,733,Yes,8
MRD-009031,No,34.36,3,267.69,Basic,3,No,4.01,Yes,Yes,5G,0,72,Yes,9
MRD-009032,No,36.42,63,2443.98,Basic,2,No,7.37,Yes,No,5G,0,1009,No,7
MRD-009033,No,32.63,55,2920.44,Basic,2,No,0.39,Yes,Yes,5G,3,2,No,7
MRD-009034,No,89.45,52,3566.42,Premium,2,No,1.93,Yes,Yes,5G,1,1402,No,7
MRD-009035,Yes,61.74,7,624.1,Plus,1,No,6.04,No,Yes,5G,1,1422,No,3
MRD-009036,No,75.86,85,6916.84,Plus,2,No,7.09,No,Yes,4G,3,1343,No,4
MRD-009037,No,60.52,82,7076.29,Plus,3,No,2.8,No,No,5G,2,1348,Yes,1
MRD-009038,No,55.8,30,1223.47,Plus,3,No,3.99,Yes,No,4G,1,1031,Yes,6
MRD-009039,No,112.21,88,14610.99,Premium,1,No,4.11,No,Yes,5G,2,924,No,6
MRD-009040,No,22.98,1,151.32,Basic,1,No,1.52,Yes,No,4G,0,1188,No,8
MRD-009041,No,61.0,89,5738.86,Plus,1,No,4.09,No,No,5G,0,263,No,5
MRD-009042,No,73.2,28,4757.1,Plus,1,No,1.07,Yes,Yes,5G,1,626,No,10
MRD-009043,Yes,65.56,36,2152.59,Plus,4,No,4.66,No,Yes,4G,3,1153,Yes,4
MRD-009044,No,104.15,19,2136.67,Premium,2,No,4.4,Yes,Yes,4G,0,329,No,10
MRD-009045,No,94.93,53,7614.03,Premium,1,No,2.45,Yes,No,4G,4,102,No,9
MRD-009046,No,110.96,16,1428.57,Premium,1,No,2.3,No,Yes,5G,0,196,No,5
MRD-009047,No,31.15,47,1449.67,Basic,3,No,3.89,Yes,No,5G,0,1399,Yes,4
MRD-009048,No,43.85,35,3351.05,Basic,5,No,2.49,Yes,No,5G,1,1092,Yes,3
MRD-009049,No,23.36,37,1116.73,Basic,2,Yes,2.03,Yes,No,5G,0,1465,No,7
MRD-009050,No,36.05,22,1034.46,Basic,4,No,2.13,No,Yes,4G,1,1311,Yes,4
MRD-009051,Yes,68.43,76,4055.8,Plus,1,Yes,3.51,Yes,Yes,4G,1,1464,No,7
MRD-009052,No,56.72,48,2634.92,Plus,4,No,0.08,Yes,No,4G,5,1195,Yes,1
MRD-009053,Yes,101.13,14,1587.35,Premium,4,No,5.16,Yes,No,5G,1,32,Yes,4
MRD-009054,No,56.05,72,4118.6,Plus,3,No,1.94,No,No,5G,1,1400,Yes,4
MRD-009055,No,32.0,82,7378.95,Basic,2,Yes,3.27,No,No,5G,1,118,No,1
MRD-009056,No,57.58,68,4276.52,Plus,4,Yes,0.81,Yes,Yes,5G,2,125,Yes,5
MRD-009057,Yes,35.29,47,2812.74,Basic,4,Yes,1.57,No,No,5G,2,1201,Yes,8
MRD-009058,No,71.71,56,2021.44,Plus,3,No,0.18,Yes,Yes,4G,3,1486,Yes,8
MRD-009059,Yes,111.18,44,4899.47,Premium,1,No,2.58,No,No,5G,2,862,No,7
