customer_id,cancelled,weekly_box_price,tenure_weeks,estimated_lifetime_value,meal_plan,household_size,dietary_preference,meals_skipped_ytd,referral_count,recipe_rating_avg,delivery_issues_ytd,app_engagement_score,payment_method,auto_renew,boxes_per_week
HTM-005416,Yes,31.96,83,3663.52,Basic,2,Vegetarian,6,1,3.5,0,53,card,Yes,1
HTM-005417,No,69.72,32,1904.82,Family,6,Vegan,1,0,3.5,0,30,card,Yes,2
HTM-005418,No,67.26,26,2343.18,Family,1,Vegetarian,0,0,4.3,0,44,bnpl,No,1
HTM-005419,No,57.4,37,778.88,Family,3,Omnivore,3,0,4.5,1,61,paypal,Yes,1
HTM-005420,No,52.51,70,3439.14,Family,4,Vegetarian,4,1,3.9,0,78,card,Yes,1
HTM-005421,No,41.51,36,917.97,Basic,4,Vegan,1,0,4.8,0,23,card,No,3
HTM-005422,Yes,67.29,32,2375.4,Family,2,Omnivore,6,0,3.8,0,70,card,No,1
HTM-005423,No,50.13,59,4317.06,Basic,1,Vegetarian,6,2,4.9,0,50,card,Yes,1
HTM-005424,No,107.06,9,1367.45,Gourmet,4,Vegan,4,0,3.9,0,51,paypal,Yes,3
HTM-005425,No,61.71,71,6321.31,Family,1,Omnivore,6,0,4.7,0,58,card,No,1
HTM-005426,No,40.61,8,278.11,Basic,1,Pescatarian,1,0,4.6,0,55,paypal,Yes,3
HTM-005427,No,111.22,0,75.84,Gourmet,1,Omnivore,4,1,4.7,0,97,card,No,2
HTM-005428,No,75.15,7,274.9,Family,1,Omnivore,4,0,4.0,1,94,card,No,1
HTM-005429,Yes,81.05,49,2867.83,Family,3,Pescatarian,0,0,4.5,2,58,bnpl,No,1
HTM-005430,Yes,67.72,18,1055.09,Family,2,Omnivore,2,1,4.6,2,8,paypal,Yes,3
HTM-005431,No,55.55,44,2843.6,Family,3,Omnivore,3,0,4.3,0,62,paypal,Yes,3
HTM-005432,No,99.77,89,13379.47,Gourmet,5,Omnivore,3,1,3.2,0,90,card,Yes,2
HTM-005433,No,35.64,54,1270.01,Basic,2,Omnivore,5,0,4.1,1,22,card,Yes,2
HTM-005434,No,63.36,68,5424.56,Family,2,Vegan,1,0,3.6,0,53,bnpl,Yes,2
HTM-005435,No,73.75,63,4364.24,Family,5,Vegetarian,5,0,3.9,2,49,card,No,2
HTM-005436,No,91.5,64,6583.56,Gourmet,5,Pescatarian,6,1,3.6,0,37,card,Yes,1
HTM-005437,No,69.7,11,522.67,Family,5,Pescatarian,4,0,3.8,1,88,card,Yes,1
HTM-005438,No,59.84,39,1354.95,Family,2,Omnivore,3,1,3.2,1,27,card,Yes,1
HTM-005439,No,105.64,43,3884.76,Gourmet,2,Omnivore,2,1,4.4,0,16,paypal,Yes,3
HTM-005440,No,68.77,39,1501.6,Family,1,Vegan,4,0,4.8,1,59,card,Yes,1
HTM-005441,No,102.52,44,3540.37,Gourmet,2,Omnivore,3,2,4.0,1,58,card,Yes,2
HTM-005442,No,113.68,28,2315.89,Gourmet,4,Omnivore,1,1,4.3,2,87,paypal,No,1
HTM-005443,Yes,74.64,75,7093.57,Family,2,Pescatarian,1,0,3.3,1,40,card,No,1
HTM-005444,No,85.3,9,1301.27,Gourmet,1,Omnivore,7,1,4.4,5,77,card,Yes,3
HTM-005445,No,105.11,95,9880.69,Gourmet,4,Vegetarian,3,1,4.0,0,38,card,Yes,1
HTM-005446,No,84.49,96,4899.65,Gourmet,1,Omnivore,2,0,5.0,2,65,paypal,No,2
HTM-005447,No,70.21,81,3230.63,Family,4,Omnivore,2,0,4.7,2,54,bnpl,Yes,1
HTM-005448,No,31.16,24,320.93,Basic,1,Vegetarian,2,1,4.6,1,15,paypal,Yes,1
HTM-005449,No,66.69,24,1448.51,Family,3,Pescatarian,3,1,3.7,2,49,card,Yes,1
HTM-005450,No,70.31,95,11368.83,Family,3,Omnivore,5,0,3.3,1,78,card,Yes,1
HTM-005451,No,71.21,63,3292.82,Family,3,Omnivore,1,0,4.4,0,24,card,Yes,1
HTM-005452,No,75.0,80,10110.86,Gourmet,3,Vegetarian,4,0,3.4,1,7,paypal,Yes,1
HTM-005453,Yes,41.98,35,1021.71,Basic,3,Omnivore,3,0,4.5,0,55,bnpl,No,2
HTM-005454,No,41.46,92,2231.0,Basic,2,Vegan,4,0,2.6,1,87,card,Yes,2
HTM-005455,No,70.13,42,2752.16,Family,2,Omnivore,3,0,5.0,0,98,card,Yes,3
HTM-005456,Yes,40.46,74,1612.77,Basic,1,Omnivore,4,0,3.2,0,73,card,No,2
HTM-005457,No,64.98,90,5934.03,Family,3,Pescatarian,4,1,4.1,0,44,card,No,1
HTM-005458,No,69.93,88,9355.48,Family,3,Omnivore,1,0,4.4,0,70,card,Yes,1
HTM-005459,No,77.06,19,1388.08,Family,6,Pescatarian,2,0,4.3,1,45,bnpl,Yes,1
HTM-005460,No,63.73,21,2475.34,Family,3,Omnivore,2,0,4.7,2,26,bnpl,Yes,2
HTM-005461,No,66.91,87,9933.37,Family,1,Omnivore,2,1,2.8,1,82,bnpl,No,2
HTM-005462,Yes,32.71,23,1236.18,Basic,4,Vegan,0,0,4.9,0,54,paypal,No,2
HTM-005463,No,66.85,98,11723.78,Family,2,Vegan,2,2,4.3,2,19,card,No,1
HTM-005464,Yes,107.44,2,364.63,Gourmet,4,Vegan,8,1,3.7,1,46,card,No,1
HTM-005465,No,92.64,5,536.64,Gourmet,4,Vegan,1,2,3.3,1,79,card,No,1
HTM-005466,No,77.8,33,1763.89,Family,1,Vegetarian,0,1,4.5,0,50,paypal,Yes,1
HTM-005467,No,41.39,25,1971.34,Basic,2,Omnivore,3,1,4.1,2,59,card,No,1
HTM-005468,No,79.24,8,1013.41,Family,4,Omnivore,4,0,3.3,0,45,bnpl,No,1
HTM-005469,Yes,37.91,45,2475.46,Basic,1,Pescatarian,3,0,5.0,0,97,card,No,2
HTM-005470,Yes,41.57,22,802.33,Basic,1,Omnivore,2,1,3.3,0,12,card,Yes,1
HTM-005471,No,100.67,96,9182.43,Gourmet,5,Vegetarian,4,2,5.0,0,66,paypal,No,3
HTM-005472,No,116.96,25,1284.75,Gourmet,4,Vegan,4,1,4.1,0,95,card,Yes,1
HTM-005473,No,44.42,7,698.24,Basic,3,Omnivore,3,0,3.2,0,45,paypal,No,1
HTM-005474,Yes,78.25,20,1367.8,Family,2,Omnivore,1,0,4.6,1,81,card,Yes,1
HTM-005475,Yes,39.02,15,1011.34,Basic,1,Omnivore,6,0,4.0,1,70,card,No,3
HTM-005476,No,52.32,90,4694.07,Family,4,Omnivore,3,0,3.5,2,92,paypal,Yes,2
HTM-005477,No,62.75,36,1143.85,Family,1,Omnivore,1,0,5.0,0,89,card,Yes,3
HTM-005478,No,43.79,60,2549.73,Basic,5,Omnivore,2,0,3.7,1,50,card,No,1
HTM-005479,Yes,62.53,84,6965.9,Family,1,Pescatarian,6,0,3.8,0,3,paypal,Yes,2
HTM-005480,No,44.03,24,774.97,Basic,2,Omnivore,3,0,3.7,1,46,bnpl,Yes,1
HTM-005481,Yes,38.28,37,873.83,Basic,2,Omnivore,2,0,4.5,0,15,paypal,Yes,2
HTM-005482,No,42.7,92,2626.0,Basic,2,Vegetarian,1,0,4.4,1,96,bnpl,No,1
HTM-005483,No,39.21,55,3454.21,Basic,6,Omnivore,3,0,3.6,1,20,paypal,Yes,1
HTM-005484,No,100.27,97,15879.11,Gourmet,3,Omnivore,4,0,4.1,2,8,paypal,No,3
HTM-005485,Yes,43.65,39,1060.55,Basic,2,Omnivore,4,0,4.4,1,15,card,Yes,1
HTM-005486,No,46.91,15,459.5,Basic,2,Vegetarian,4,0,4.7,0,46,bnpl,Yes,2
HTM-005487,No,43.48,56,2261.73,Basic,4,Vegetarian,7,0,3.9,1,14,card,No,1
HTM-005488,Yes,43.61,2,184.47,Basic,2,Omnivore,5,1,4.1,0,100,card,No,2
HTM-005489,Yes,41.32,8,362.8,Basic,3,Omnivore,3,0,4.3,2,53,card,Yes,1
HTM-005490,No,64.64,68,10034.38,Family,4,Vegetarian,5,0,3.6,1,82,card,Yes,1
HTM-005491,No,81.05,48,1911.87,Family,1,Vegetarian,2,0,3.9,2,90,card,No,2
HTM-005492,No,57.39,104,4236.75,Family,5,Pescatarian,1,0,3.3,1,24,bnpl,Yes,1
HTM-005493,Yes,77.9,50,6459.66,Family,3,Omnivore,4,0,3.4,1,14,paypal,No,3
HTM-005494,Yes,36.16,51,1912.4,Basic,3,Vegetarian,1,0,4.7,0,83,card,No,1
HTM-005495,No,64.21,90,2996.06,Family,5,Omnivore,5,1,5.0,1,78,card,No,2
HTM-005496,No,68.7,54,3686.15,Family,5,Omnivore,4,0,4.6,0,81,bnpl,No,1
HTM-005497,No,100.0,59,3634.01,Gourmet,2,Omnivore,2,1,3.4,0,100,card,No,1
HTM-005498,No,75.43,1,150.32,Family,3,Vegan,3,0,3.8,0,94,bnpl,Yes,3
HTM-005499,No,57.83,53,3485.27,Family,3,Omnivore,3,1,5.0,0,42,card,Yes,1
HTM-005500,No,62.81,94,4282.98,Family,2,Omnivore,6,0,4.3,0,38,card,No,1
HTM-005501,No,92.88,7,845.03,Gourmet,5,Vegetarian,3,0,3.6,0,17,card,No,2
HTM-005502,Yes,85.59,67,5890.14,Family,2,Omnivore,5,0,3.2,2,47,paypal,Yes,1
HTM-005503,No,80.0,30,2261.35,Family,1,Vegan,5,0,3.8,1,41,card,No,2
HTM-005504,No,56.17,68,3700.51,Family,1,Omnivore,4,1,4.3,0,57,paypal,Yes,3
HTM-005505,No,50.0,84,2494.82,Family,3,Vegetarian,5,2,4.1,0,5,paypal,No,1
HTM-005506,No,51.74,45,3977.44,Family,4,Omnivore,5,0,5.0,1,2,card,Yes,3
HTM-005507,No,93.02,75,5661.88,Gourmet,3,Vegan,4,0,5.0,0,69,card,No,2
HTM-005508,No,37.05,12,359.62,Basic,5,Omnivore,2,0,4.2,0,34,paypal,Yes,2
HTM-005509,No,45.98,23,397.23,Basic,4,Pescatarian,1,1,4.0,1,58,card,Yes,2
HTM-005510,Yes,113.95,44,4257.88,Gourmet,1,Omnivore,1,0,3.7,1,70,paypal,Yes,2
HTM-005511,No,44.61,35,1828.05,Basic,1,Omnivore,1,0,4.3,0,9,paypal,No,2
HTM-005512,No,77.88,60,5016.3,Family,2,Vegan,4,0,4.7,0,4,bnpl,No,2
HTM-005513,No,46.21,12,823.4,Basic,3,Vegetarian,5,1,3.4,2,100,paypal,Yes,1
HTM-005514,No,60.59,76,4149.92,Family,3,Omnivore,4,0,3.8,0,63,paypal,Yes,2
HTM-005515,No,51.01,93,4798.59,Family,2,Omnivore,4,1,2.7,1,63,bnpl,No,1
HTM-005516,No,106.04,31,2433.24,Gourmet,4,Vegetarian,6,1,3.9,2,25,card,Yes,1
HTM-005517,No,57.25,80,9467.34,Family,2,Omnivore,3,0,3.9,2,86,card,Yes,2
HTM-005518,Yes,38.83,51,2102.1,Basic,2,Vegetarian,4,0,3.7,1,71,card,No,1
HTM-005519,Yes,50.22,93,2654.02,Basic,2,Omnivore,4,1,3.3,1,54,bnpl,Yes,1
HTM-005520,No,28.76,68,1656.38,Basic,3,Omnivore,3,1,4.2,0,10,bnpl,No,1
HTM-005521,No,77.81,21,1233.06,Family,5,Omnivore,8,0,5.0,4,51,paypal,Yes,2
HTM-005522,No,109.49,88,15104.91,Gourmet,2,Omnivore,3,0,5.0,2,28,card,Yes,2
HTM-005523,No,45.86,98,8618.01,Basic,3,Vegetarian,0,1,4.8,1,35,card,No,1
HTM-005524,No,44.13,52,1061.26,Basic,1,Omnivore,3,0,3.9,0,84,card,No,1
HTM-005525,No,36.23,46,1198.93,Basic,1,Vegan,2,0,3.7,2,93,bnpl,Yes,1
HTM-005526,No,45.96,104,6227.6,Basic,2,Omnivore,2,0,4.9,1,68,paypal,Yes,1
HTM-005527,No,42.6,24,1198.1,Basic,2,Vegan,3,0,3.5,2,12,card,Yes,1
HTM-005528,No,41.14,25,823.97,Basic,6,Omnivore,4,0,4.5,0,59,card,Yes,1
HTM-005529,Yes,28.69,103,2986.76,Basic,1,Pescatarian,6,1,4.1,2,45,paypal,No,1
HTM-005530,No,111.6,103,12787.05,Gourmet,4,Vegetarian,5,0,4.5,0,87,card,No,1
HTM-005531,Yes,38.8,86,3791.18,Basic,1,Omnivore,2,0,3.6,1,15,card,No,3
HTM-005532,No,110.31,26,4562.24,Gourmet,1,Omnivore,3,0,4.2,0,73,card,No,3
HTM-005533,No,42.03,33,1973.53,Basic,2,Omnivore,4,2,3.4,1,28,card,Yes,1
HTM-005534,No,72.35,36,1894.6,Family,4,Vegan,1,0,4.2,1,29,bnpl,Yes,1
HTM-005535,Yes,62.18,60,9371.45,Family,5,Vegetarian,4,1,4.3,1,75,card,No,1
HTM-005536,No,65.62,36,2226.7,Family,3,Omnivore,1,0,4.2,0,4,card,Yes,2
HTM-005537,No,68.42,26,1058.93,Family,4,Pescatarian,7,0,4.4,1,27,card,No,2
HTM-005538,No,100.7,98,10912.25,Gourmet,4,Vegetarian,4,0,3.8,1,100,paypal,No,2
HTM-005539,No,51.59,36,2192.51,Basic,2,Omnivore,3,1,2.7,1,44,paypal,Yes,1
HTM-005540,No,61.25,59,3987.84,Family,3,Omnivore,9,0,3.1,0,83,bnpl,Yes,2
HTM-005541,No,32.18,91,4217.32,Basic,3,Omnivore,4,0,4.4,1,65,card,Yes,2
HTM-005542,Yes,44.59,100,9731.06,Basic,4,Pescatarian,3,0,3.8,0,96,paypal,Yes,2
HTM-005543,No,97.0,92,3681.99,Gourmet,5,Omnivore,2,0,4.0,0,93,bnpl,Yes,2
HTM-005544,No,107.73,14,1319.34,Gourmet,1,Omnivore,3,1,4.1,1,20,paypal,No,1
HTM-005545,Yes,55.42,90,5567.74,Family,5,Omnivore,5,1,4.3,0,54,paypal,No,2
HTM-005546,No,86.68,21,3338.5,Family,2,Omnivore,6,0,4.7,3,28,card,Yes,1
HTM-005547,No,77.28,1,184.3,Family,4,Vegetarian,4,0,4.3,1,54,paypal,Yes,1
HTM-005548,No,34.91,20,965.81,Basic,2,Vegan,2,1,4.6,0,29,card,No,1
HTM-005549,No,38.23,3,62.92,Basic,5,Vegetarian,1,0,4.7,3,64,card,Yes,1
HTM-005550,Yes,43.39,102,4508.22,Basic,1,Omnivore,4,1,4.9,0,48,card,Yes,1
HTM-005551,Yes,35.73,2,14.37,Basic,1,Vegetarian,3,0,4.8,0,39,card,No,2
HTM-005552,No,110.28,53,2856.77,Gourmet,2,Vegetarian,0,0,3.9,0,15,paypal,Yes,1
HTM-005553,No,91.14,60,7006.3,Family,3,Omnivore,2,1,4.8,2,13,card,No,1
HTM-005554,No,88.09,5,326.4,Gourmet,2,Omnivore,5,0,4.2,1,81,paypal,No,1
HTM-005555,No,37.54,30,1743.94,Basic,1,Omnivore,5,0,4.2,1,26,card,No,1
HTM-005556,No,71.97,53,3442.86,Family,1,Vegan,3,0,4.7,2,77,card,No,3
HTM-005557,No,64.84,5,182.05,Family,2,Vegetarian,1,0,4.0,1,6,bnpl,Yes,2
HTM-005558,No,72.25,11,979.55,Family,2,Vegetarian,1,1,3.3,1,100,card,No,3
HTM-005559,No,99.61,26,5013.23,Gourmet,4,Omnivore,4,0,3.9,0,59,paypal,Yes,1
HTM-005560,No,75.0,33,439.25,Gourmet,1,Omnivore,4,0,4.1,1,24,paypal,Yes,1
HTM-005561,Yes,30.43,86,2900.39,Basic,1,Omnivore,7,0,4.8,0,92,card,No,3
HTM-005562,No,75.0,16,1099.45,Gourmet,2,Omnivore,3,0,3.8,0,43,card,Yes,2
HTM-005563,No,45.51,88,6677.59,Basic,3,Vegetarian,5,1,5.0,0,91,paypal,Yes,2
HTM-005564,Yes,68.93,76,8971.04,Family,3,Omnivore,3,1,4.2,0,61,bnpl,No,1
HTM-005565,No,107.82,87,5612.89,Gourmet,2,Vegan,3,1,4.5,0,52,card,Yes,1
HTM-005566,No,104.05,24,1679.95,Gourmet,4,Vegetarian,2,0,3.5,1,3,card,Yes,2
HTM-005567,No,117.41,22,1277.16,Gourmet,4,Vegan,1,1,3.6,0,0,card,Yes,1
HTM-005568,Yes,73.07,58,3083.93,Family,2,Vegan,6,0,5.0,3,100,card,Yes,1
HTM-005569,Yes,39.53,69,1600.06,Basic,5,Pescatarian,3,2,4.1,1,36,card,No,2
HTM-005570,No,64.84,58,3397.34,Family,1,Omnivore,2,0,3.8,0,63,card,No,1
HTM-005571,No,45.54,55,2711.95,Basic,5,Vegetarian,2,0,4.0,0,40,card,Yes,3
HTM-005572,No,72.92,55,3540.9,Family,4,Vegan,3,0,5.0,1,90,paypal,Yes,3
HTM-005573,Yes,81.21,5,157.59,Family,1,Omnivore,3,0,4.9,2,0,bnpl,No,1
HTM-005574,Yes,47.73,68,2107.73,Basic,3,Omnivore,2,0,3.5,1,60,paypal,No,3
HTM-005575,No,98.07,2,256.53,Gourmet,3,Omnivore,3,0,4.5,0,25,paypal,No,2
HTM-005576,No,107.99,18,2721.13,Gourmet,2,Omnivore,1,2,3.6,0,34,paypal,Yes,2
HTM-005577,No,95.54,14,567.7,Gourmet,5,Pescatarian,3,0,3.9,1,9,card,Yes,1
HTM-005578,No,61.91,2,150.18,Family,5,Vegetarian,4,0,5.0,3,43,card,Yes,1
HTM-005579,No,43.69,96,4566.97,Basic,2,Vegan,1,0,3.7,0,30,paypal,Yes,1
HTM-005580,No,104.22,27,2315.47,Gourmet,6,Omnivore,2,0,4.6,1,69,card,No,2
HTM-005581,Yes,69.49,69,3226.94,Family,3,Omnivore,3,0,4.0,3,54,paypal,Yes,3
HTM-005582,No,70.3,27,1764.58,Family,3,Omnivore,3,1,4.8,0,15,card,Yes,1
HTM-005583,No,69.48,1,31.34,Family,2,Omnivore,2,0,3.9,0,53,paypal,Yes,1
HTM-005584,No,71.68,7,305.98,Family,1,Vegetarian,2,1,4.4,0,96,paypal,No,2
HTM-005585,No,73.72,18,2884.21,Family,2,Pescatarian,1,0,5.0,1,70,card,Yes,2
HTM-005586,No,77.84,94,14258.65,Family,1,Pescatarian,3,0,3.6,1,55,card,No,2
HTM-005587,No,26.63,78,4501.0,Basic,2,Omnivore,1,0,3.7,1,73,card,No,1
HTM-005588,No,67.86,68,7513.25,Family,3,Omnivore,5,0,4.0,0,44,card,Yes,1
HTM-005589,Yes,42.93,18,690.64,Basic,2,Omnivore,5,1,3.7,0,36,card,No,1
HTM-005590,No,73.93,60,3000.66,Family,1,Omnivore,1,0,4.0,0,34,card,Yes,2
HTM-005591,No,89.87,83,6231.8,Gourmet,3,Omnivore,0,0,4.7,0,44,card,No,1
HTM-005592,No,43.95,46,2034.44,Basic,1,Pescatarian,1,1,4.2,0,76,card,No,1
HTM-005593,No,73.03,93,16082.39,Family,2,Omnivore,4,2,4.2,1,66,paypal,No,1
HTM-005594,No,61.79,82,5180.84,Family,5,Omnivore,1,0,4.8,2,52,paypal,Yes,1
HTM-005595,No,112.28,25,1808.25,Gourmet,1,Omnivore,4,0,4.0,1,74,card,No,1
HTM-005596,No,36.68,16,409.88,Basic,6,Omnivore,3,1,4.1,1,10,paypal,Yes,1
HTM-005597,Yes,49.84,48,2675.64,Basic,1,Omnivore,3,0,3.7,0,93,card,No,3
HTM-005598,No,97.01,80,8420.14,Gourmet,6,Pescatarian,3,0,3.9,0,94,card,Yes,1
HTM-005599,No,64.41,54,4753.35,Family,1,Omnivore,1,0,4.2,0,19,card,No,2
HTM-005600,No,68.85,11,417.44,Family,5,Omnivore,4,0,4.2,0,38,card,No,3
HTM-005601,No,73.65,52,3481.53,Family,1,Omnivore,2,0,4.0,0,24,paypal,Yes,1
HTM-005602,No,72.2,33,3181.51,Family,3,Omnivore,2,0,4.0,1,45,card,No,2
HTM-005603,No,91.58,5,1088.84,Gourmet,2,Vegetarian,3,2,3.5,1,13,card,No,2
HTM-005604,No,57.21,11,852.83,Family,2,Vegan,2,0,5.0,1,61,card,No,1
HTM-005605,No,33.17,65,3501.71,Basic,2,Omnivore,3,0,4.5,2,21,card,Yes,1
HTM-005606,Yes,32.35,70,1969.18,Basic,6,Pescatarian,2,1,4.5,0,57,card,No,1
HTM-005607,No,38.25,33,612.85,Basic,2,Vegan,3,1,3.5,0,96,paypal,Yes,2
HTM-005608,No,55.06,27,1617.35,Family,2,Omnivore,3,0,4.7,0,31,paypal,Yes,1
HTM-005609,No,106.48,67,7142.18,Gourmet,2,Vegan,4,0,4.7,0,21,card,No,3
HTM-005610,Yes,42.3,30,2536.83,Basic,4,Omnivore,4,0,5.0,0,1,card,No,1
HTM-005611,Yes,43.05,85,5539.46,Basic,4,Vegetarian,2,0,3.3,0,2,card,No,2
HTM-005612,No,112.16,29,1835.03,Gourmet,6,Vegetarian,2,1,4.8,0,27,card,No,2
HTM-005613,No,80.67,6,441.55,Gourmet,4,Vegetarian,2,0,3.9,1,88,card,No,3
HTM-005614,Yes,33.6,13,313.83,Basic,4,Vegetarian,1,1,4.0,0,74,bnpl,No,1
HTM-005615,No,121.18,25,1977.13,Gourmet,1,Omnivore,1,0,4.6,0,30,bnpl,Yes,1
HTM-005616,No,97.18,37,3827.11,Gourmet,6,Vegetarian,4,0,3.6,0,2,bnpl,Yes,2
HTM-005617,No,60.26,30,1979.47,Family,1,Vegetarian,3,1,4.7,1,1,card,No,3
HTM-005618,No,41.38,57,1145.76,Basic,3,Omnivore,3,0,4.3,0,76,card,No,1
HTM-005619,No,60.36,21,1618.62,Family,1,Pescatarian,3,0,3.8,0,45,card,No,3
HTM-005620,No,70.51,58,1727.29,Family,4,Vegetarian,1,0,4.1,0,79,card,Yes,1
HTM-005621,No,39.07,29,677.88,Basic,6,Vegan,3,1,3.8,0,45,card,No,1
HTM-005622,No,31.24,69,1940.89,Basic,5,Omnivore,4,0,3.8,1,71,bnpl,Yes,2
HTM-005623,Yes,35.39,44,1298.58,Basic,1,Vegetarian,2,0,3.8,2,8,card,Yes,2
HTM-005624,No,38.41,96,4388.6,Basic,6,Omnivore,8,0,4.1,1,77,paypal,No,1
HTM-005625,No,41.02,101,3332.36,Basic,3,Omnivore,1,0,3.5,1,38,card,Yes,1
HTM-005626,No,52.04,13,550.63,Family,1,Omnivore,6,0,5.0,0,89,card,Yes,1
HTM-005627,No,80.56,4,328.05,Family,3,Vegetarian,2,0,4.4,0,48,card,Yes,3
HTM-005628,Yes,38.94,20,636.37,Basic,3,Vegetarian,3,1,3.9,0,66,bnpl,Yes,2
HTM-005629,Yes,96.4,14,1451.51,Gourmet,3,Omnivore,4,0,4.0,0,13,card,Yes,1
HTM-005630,No,94.99,84,16274.93,Gourmet,3,Omnivore,5,1,4.8,1,97,bnpl,Yes,1
HTM-005631,No,63.65,88,11081.47,Family,5,Vegan,3,0,3.6,2,1,card,No,1
HTM-005632,No,77.46,82,5208.86,Family,1,Vegetarian,5,0,5.0,0,30,bnpl,No,2
HTM-005633,No,50.0,47,2584.28,Family,2,Omnivore,6,0,5.0,0,75,card,Yes,3
HTM-005634,No,66.03,35,1871.45,Family,2,Vegetarian,1,1,2.6,2,53,card,No,3
HTM-005635,No,33.13,22,121.55,Basic,1,Omnivore,1,0,4.7,0,72,paypal,Yes,2
HTM-005636,No,86.02,5,422.4,Gourmet,2,Omnivore,0,2,5.0,1,39,card,Yes,3
HTM-005637,No,107.61,29,3494.27,Gourmet,2,Omnivore,2,0,4.4,0,25,card,No,1
HTM-005638,Yes,36.29,46,2464.32,Basic,3,Omnivore,6,1,4.6,0,2,card,Yes,1
HTM-005639,Yes,50.73,3,171.37,Basic,4,Pescatarian,3,0,4.5,0,58,paypal,No,1
HTM-005640,Yes,39.11,90,2787.62,Basic,2,Pescatarian,2,0,5.0,0,94,card,Yes,1
HTM-005641,Yes,41.66,89,4291.11,Basic,6,Vegetarian,2,0,3.9,0,76,paypal,No,1
HTM-005642,No,75.21,72,5793.92,Family,3,Omnivore,2,0,3.8,1,34,card,Yes,1
HTM-005643,No,95.77,49,2629.53,Gourmet,2,Omnivore,3,0,4.1,1,85,card,Yes,2
HTM-005644,No,121.18,82,6237.04,Gourmet,3,Omnivore,5,0,5.0,1,15,bnpl,No,1
HTM-005645,No,63.2,20,3707.46,Family,2,Omnivore,4,0,3.8,0,55,paypal,No,3
HTM-005646,No,92.37,32,3488.61,Gourmet,5,Vegetarian,3,0,3.6,1,0,card,No,2
HTM-005647,No,120.27,15,3422.2,Gourmet,2,Vegetarian,8,0,3.4,0,65,card,Yes,1
HTM-005648,No,35.77,37,2025.55,Basic,3,Vegetarian,2,0,4.3,0,76,card,No,1
HTM-005649,No,118.49,61,16010.69,Gourmet,5,Omnivore,2,0,3.8,1,77,card,No,2
HTM-005650,No,45.43,54,2252.81,Basic,1,Vegetarian,2,0,4.7,0,62,card,No,1
HTM-005651,No,42.09,19,1203.47,Basic,2,Vegetarian,3,1,4.4,3,92,paypal,No,1
HTM-005652,No,60.1,28,4164.6,Family,3,Vegan,0,0,4.7,0,48,card,No,1
HTM-005653,Yes,87.06,36,2128.37,Gourmet,2,Vegetarian,0,0,3.8,2,27,paypal,No,1
HTM-005654,Yes,72.28,55,6425.96,Family,2,Omnivore,4,0,4.8,0,44,card,No,3
HTM-005655,No,110.83,103,17272.81,Gourmet,2,Omnivore,9,0,3.7,1,8,paypal,Yes,2
HTM-005656,No,96.62,31,4419.47,Gourmet,1,Vegan,3,1,4.7,0,67,paypal,No,2
HTM-005657,No,108.3,19,1020.0,Gourmet,3,Vegetarian,2,0,3.9,0,49,bnpl,No,1
HTM-005658,Yes,43.39,40,2363.52,Basic,5,Vegetarian,4,0,3.6,0,80,card,Yes,2
HTM-005659,No,89.64,38,3840.03,Gourmet,2,Pescatarian,6,0,4.2,0,86,card,No,2
HTM-005660,No,99.14,54,5588.22,Gourmet,1,Pescatarian,1,1,4.8,0,9,card,Yes,1
HTM-005661,No,76.41,0,45.01,Family,1,Vegetarian,4,0,4.5,1,3,card,No,2
HTM-005662,No,103.26,86,7278.8,Gourmet,2,Pescatarian,7,0,4.3,0,7,card,Yes,1
HTM-005663,Yes,85.62,102,13195.82,Gourmet,3,Omnivore,3,0,3.6,1,73,card,Yes,1
HTM-005664,No,41.85,23,1117.56,Basic,5,Omnivore,3,1,4.2,0,80,card,Yes,1
HTM-005665,No,56.12,86,5881.9,Family,3,Vegetarian,2,1,3.8,2,41,card,No,1
HTM-005666,No,37.81,79,2249.56,Basic,3,Omnivore,3,0,3.9,0,39,card,Yes,2
HTM-005667,No,72.1,98,11396.21,Family,1,Pescatarian,6,0,4.9,1,72,paypal,Yes,1
HTM-005668,Yes,42.02,4,282.97,Basic,2,Vegan,1,0,4.0,2,92,card,Yes,1
HTM-005669,No,29.54,9,436.44,Basic,3,Omnivore,1,0,3.7,2,70,card,Yes,1
HTM-005670,No,60.9,90,5280.78,Family,2,Omnivore,4,0,4.6,0,20,paypal,Yes,2
HTM-005671,No,74.1,69,6221.38,Family,3,Omnivore,5,0,3.1,1,44,bnpl,Yes,2
HTM-005672,No,31.69,37,1814.2,Basic,1,Omnivore,3,1,3.7,1,54,card,Yes,3
HTM-005673,No,44.1,63,3379.02,Basic,1,Vegetarian,3,2,3.8,2,27,card,Yes,1
HTM-005674,No,40.18,73,3616.33,Basic,4,Pescatarian,5,2,3.0,1,77,card,No,1
HTM-005675,Yes,39.61,56,2350.71,Basic,3,Pescatarian,5,0,3.9,0,89,card,Yes,1
HTM-005676,No,69.74,29,1292.49,Family,4,Vegan,6,0,4.5,0,25,card,Yes,2
HTM-005677,Yes,37.42,27,587.52,Basic,1,Pescatarian,4,0,4.1,0,93,bnpl,Yes,2
HTM-005678,Yes,102.3,83,7895.67,Gourmet,2,Omnivore,3,0,4.0,0,47,bnpl,No,2
