customerId,monthsActive,planTier,monthlyFee,monitoringType,numSensors,hasCamera,alarmTriggersYtd,mobileAppActive,contractLengthMonths,installType,supportCallsYtd,estimatedValue,cancelled
BHS-00570,53,Premium,60.27,Professional,4,Yes,4,No,36,Professional,1,4190.53,No
BHS-00571,38,Standard,39.8,Self-Monitored,3,Yes,0,No,24,Professional,0,926.45,No
BHS-00572,54,Standard,32.98,Self-Monitored,5,Yes,2,No,12,Professional,1,2310.02,No
BHS-00573,0,Standard,25.0,Professional,2,Yes,2,No,24,Professional,2,161.66,No
BHS-00574,13,Standard,27.79,Self-Monitored,3,No,0,Yes,0,Professional,1,222.63,No
BHS-00575,34,Premium,48.1,Self-Monitored,5,Yes,5,Yes,0,Professional,2,814.13,No
BHS-00576,7,Standard,34.73,Self-Monitored,4,Yes,2,Yes,24,Professional,0,640.7,No
BHS-00577,33,Basic,21.82,Self-Monitored,5,Yes,2,Yes,24,Professional,1,1049.66,Yes
BHS-00578,32,Basic,20.78,Self-Monitored,5,Yes,3,Yes,24,Professional,0,916.2,Yes
BHS-00579,35,Basic,17.33,Self-Monitored,8,No,0,No,24,Professional,4,1318.2,No
BHS-00580,51,Standard,33.3,Self-Monitored,2,Yes,1,No,12,Professional,1,2635.06,No
BHS-00581,25,Standard,36.62,Professional,4,Yes,3,Yes,12,DIY,2,1747.85,Yes
BHS-00582,72,Premium,59.4,Self-Monitored,3,Yes,2,Yes,24,Professional,0,2675.61,No
BHS-00583,2,Standard,33.29,Hybrid,8,No,0,Yes,36,Professional,2,349.39,No
BHS-00584,20,Standard,37.3,Professional,3,Yes,4,Yes,12,Professional,1,2532.12,No
BHS-00585,63,Basic,18.53,Professional,2,Yes,1,Yes,0,DIY,0,1619.22,No
BHS-00586,66,Standard,35.03,Self-Monitored,6,No,0,No,24,DIY,0,751.87,No
BHS-00587,65,Premium,53.47,Professional,3,Yes,2,Yes,12,DIY,1,4037.23,No
BHS-00588,5,Standard,37.59,Professional,7,Yes,1,Yes,0,DIY,1,476.41,Yes
BHS-00589,34,Basic,18.5,Hybrid,7,No,0,No,0,Professional,1,541.23,No
BHS-00590,21,Basic,19.15,Professional,2,Yes,1,Yes,36,Professional,1,823.76,No
BHS-00591,5,Basic,20.5,Professional,5,Yes,1,Yes,36,DIY,1,258.72,Yes
BHS-00592,29,Basic,24.0,Self-Monitored,1,Yes,0,No,24,Professional,2,868.57,Yes
BHS-00593,2,Standard,38.46,Hybrid,3,No,3,No,12,Professional,0,155.92,Yes
BHS-00594,25,Standard,37.02,Professional,5,Yes,2,Yes,24,DIY,2,1255.4,No
BHS-00595,42,Premium,51.8,Professional,4,Yes,0,Yes,12,Professional,2,3001.52,No
BHS-00596,60,Standard,33.8,Hybrid,2,Yes,0,Yes,0,Professional,0,2386.88,No
BHS-00597,6,Standard,40.68,Professional,4,Yes,0,No,24,Professional,1,464.18,Yes
BHS-00598,31,Standard,34.72,Professional,4,Yes,1,No,24,Professional,0,1365.87,No
BHS-00599,30,Basic,20.5,Professional,7,Yes,2,Yes,36,Professional,0,1789.81,No
BHS-00600,56,Standard,32.08,Hybrid,5,Yes,2,Yes,36,Professional,2,2986.68,Yes
BHS-00601,18,Premium,65.54,Hybrid,3,No,1,Yes,24,Professional,0,1090.0,No
BHS-00602,64,Standard,33.29,Professional,3,No,2,Yes,24,DIY,2,1466.01,No
BHS-00603,19,Premium,64.24,Hybrid,5,No,0,Yes,0,DIY,2,635.59,No
BHS-00604,36,Premium,54.82,Professional,6,Yes,5,Yes,0,Professional,3,1214.74,No
BHS-00605,59,Standard,36.53,Professional,1,Yes,0,Yes,12,Professional,2,1093.6,No
BHS-00606,28,Standard,38.98,Self-Monitored,5,Yes,6,Yes,0,Professional,1,694.08,No
BHS-00607,55,Basic,16.61,Self-Monitored,3,Yes,3,Yes,0,Professional,1,1285.65,Yes
BHS-00608,0,Standard,37.66,Professional,1,No,0,Yes,0,DIY,1,10.27,No
BHS-00609,70,Basic,21.76,Professional,2,Yes,0,Yes,36,Professional,2,1285.59,No
BHS-00610,53,Basic,16.69,Professional,5,No,2,No,24,Professional,0,938.16,Yes
BHS-00611,10,Basic,21.19,Self-Monitored,5,No,4,Yes,0,Professional,1,453.28,Yes
BHS-00612,70,Premium,56.47,Professional,4,No,4,No,0,DIY,2,5262.4,No
BHS-00613,62,Standard,37.67,Self-Monitored,6,No,0,Yes,24,Professional,3,3107.29,No
BHS-00614,17,Standard,33.51,Professional,3,Yes,0,Yes,12,DIY,1,1073.36,No
BHS-00615,26,Premium,52.72,Professional,10,No,3,Yes,36,DIY,3,1994.14,No
BHS-00616,68,Standard,39.34,Professional,6,Yes,1,No,36,Professional,3,2017.19,Yes
BHS-00617,26,Standard,35.02,Hybrid,2,Yes,3,Yes,24,Professional,0,1135.77,No
BHS-00618,71,Premium,48.15,Self-Monitored,2,No,0,Yes,12,Professional,0,8022.17,No
BHS-00619,19,Premium,55.56,Self-Monitored,4,No,1,No,24,Professional,1,1121.75,No
BHS-00620,48,Basic,18.96,Professional,8,No,1,No,12,DIY,1,1598.14,Yes
BHS-00621,14,Standard,32.81,Professional,7,Yes,0,No,12,Professional,0,1319.25,No
BHS-00622,46,Premium,56.48,Professional,3,No,3,Yes,0,Professional,1,2205.58,No
BHS-00623,60,Standard,27.35,Professional,7,No,2,Yes,12,Professional,1,1175.42,No
BHS-00624,61,Premium,61.31,Self-Monitored,3,Yes,2,Yes,12,Professional,0,3874.07,No
BHS-00625,30,Basic,21.49,Professional,3,Yes,1,No,24,DIY,1,608.87,Yes
BHS-00626,71,Premium,58.58,Self-Monitored,3,Yes,0,Yes,24,Professional,0,4387.9,No
BHS-00627,30,Premium,49.09,Hybrid,4,No,3,Yes,12,DIY,1,995.73,No
BHS-00628,45,Basic,21.37,Professional,8,No,1,No,24,Professional,1,805.5,Yes
BHS-00629,64,Standard,37.41,Professional,1,Yes,0,Yes,12,DIY,1,2229.48,No
BHS-00630,1,Basic,20.48,Self-Monitored,3,No,1,Yes,0,Professional,2,25.7,Yes
BHS-00631,51,Standard,32.65,Hybrid,5,Yes,3,Yes,12,Professional,0,3642.12,No
BHS-00632,55,Premium,42.76,Hybrid,10,Yes,1,Yes,24,DIY,1,1884.96,No
BHS-00633,30,Basic,17.44,Professional,4,Yes,0,Yes,0,Professional,0,609.4,No
BHS-00634,21,Standard,30.64,Professional,4,Yes,1,Yes,12,Professional,3,923.66,No
BHS-00635,53,Premium,53.12,Professional,6,Yes,3,Yes,24,Professional,2,9537.45,No
BHS-00636,37,Standard,29.87,Hybrid,4,Yes,0,Yes,36,Professional,4,1131.05,No
BHS-00637,8,Standard,38.57,Professional,4,Yes,3,Yes,12,Professional,1,651.7,No
BHS-00638,45,Standard,35.67,Self-Monitored,2,Yes,2,Yes,12,DIY,2,1436.63,Yes
BHS-00639,69,Basic,18.49,Self-Monitored,2,Yes,2,Yes,12,Professional,0,742.49,No
BHS-00640,26,Standard,37.04,Professional,4,No,1,Yes,24,Professional,0,665.14,Yes
BHS-00641,57,Standard,34.12,Self-Monitored,4,Yes,2,Yes,0,DIY,0,1865.94,No
BHS-00642,8,Standard,35.15,Self-Monitored,2,Yes,2,No,0,Professional,1,748.9,No
BHS-00643,3,Standard,34.82,Professional,6,Yes,2,No,24,Professional,1,406.48,Yes
BHS-00644,39,Basic,21.33,Professional,1,No,2,No,12,Professional,1,1098.79,Yes
BHS-00645,18,Premium,47.33,Professional,7,Yes,0,Yes,12,Professional,2,949.72,No
BHS-00646,34,Standard,30.34,Hybrid,5,No,2,Yes,12,DIY,0,952.09,No
BHS-00647,27,Standard,38.25,Hybrid,5,No,2,Yes,12,DIY,1,775.8,No
BHS-00648,71,Basic,20.5,Professional,4,Yes,6,No,0,Professional,0,2181.52,Yes
BHS-00649,26,Premium,54.42,Hybrid,5,Yes,0,Yes,36,Professional,2,2379.53,No
BHS-00650,5,Standard,31.56,Self-Monitored,4,Yes,0,Yes,0,Professional,1,363.04,Yes
BHS-00651,17,Standard,32.82,Hybrid,3,Yes,3,No,12,Professional,0,516.25,No
BHS-00652,63,Premium,57.73,Self-Monitored,4,Yes,0,Yes,12,Professional,1,2608.58,No
BHS-00653,35,Standard,36.47,Professional,5,Yes,0,No,24,DIY,1,3368.44,No
BHS-00654,36,Basic,24.6,Hybrid,4,No,1,Yes,0,DIY,1,1193.39,No
BHS-00655,60,Premium,57.02,Professional,8,Yes,1,Yes,12,Professional,0,5907.01,No
BHS-00656,15,Premium,52.37,Professional,3,No,1,Yes,24,Professional,2,762.24,No
BHS-00657,60,Basic,20.39,Self-Monitored,3,Yes,1,No,24,Professional,1,1890.94,No
BHS-00658,21,Standard,39.13,Hybrid,3,Yes,2,Yes,0,DIY,1,910.37,Yes
BHS-00659,56,Standard,32.51,Self-Monitored,1,Yes,1,No,24,Professional,0,2437.27,No
BHS-00660,0,Standard,38.04,Self-Monitored,3,No,4,Yes,12,Professional,1,0.0,No
BHS-00661,28,Basic,21.99,Professional,2,No,2,Yes,24,Professional,1,545.37,Yes
BHS-00662,39,Standard,36.3,Self-Monitored,1,No,3,Yes,0,Professional,0,1357.69,No
BHS-00663,36,Standard,34.11,Professional,4,Yes,1,Yes,12,Professional,0,566.22,No
BHS-00664,67,Standard,34.65,Professional,5,Yes,0,No,12,Professional,0,1523.05,No
BHS-00665,25,Basic,19.04,Hybrid,6,No,0,Yes,36,Professional,1,925.73,Yes
BHS-00666,54,Standard,34.61,Self-Monitored,5,Yes,2,Yes,36,Professional,0,2703.4,No
BHS-00667,65,Basic,17.9,Hybrid,4,No,0,Yes,12,Professional,2,1615.05,Yes
BHS-00668,21,Standard,35.9,Professional,7,No,0,No,12,Professional,0,597.74,No
BHS-00669,54,Basic,22.9,Self-Monitored,9,No,1,Yes,12,Professional,2,1220.64,Yes
BHS-00670,25,Standard,39.6,Professional,6,Yes,2,Yes,12,Professional,2,1880.35,No
BHS-00671,32,Standard,36.16,Professional,3,Yes,5,No,12,DIY,1,728.07,Yes
BHS-00672,21,Basic,18.23,Professional,5,Yes,3,Yes,24,DIY,0,554.25,No
BHS-00673,24,Premium,57.53,Professional,2,No,1,Yes,36,DIY,1,707.14,No
BHS-00674,9,Premium,63.48,Hybrid,5,Yes,1,Yes,24,Professional,0,894.24,No
BHS-00675,56,Standard,33.9,Self-Monitored,4,Yes,3,Yes,0,Professional,0,1494.89,No
BHS-00676,11,Premium,57.51,Hybrid,4,No,1,Yes,12,Professional,2,1152.3,No
BHS-00677,53,Basic,16.46,Professional,4,No,1,Yes,24,DIY,0,957.08,Yes
BHS-00678,52,Standard,33.19,Hybrid,3,Yes,1,Yes,36,Professional,1,2119.58,No
BHS-00679,64,Standard,35.56,Professional,10,No,3,No,0,Professional,1,3077.43,No
BHS-00680,42,Premium,57.3,Professional,6,No,2,No,0,DIY,3,4861.93,No
BHS-00681,10,Standard,33.09,Hybrid,8,Yes,1,Yes,0,Professional,0,668.13,No
BHS-00682,21,Basic,16.67,Professional,4,Yes,3,No,36,Professional,0,689.36,Yes
BHS-00683,56,Basic,20.91,Hybrid,3,No,1,Yes,12,Professional,1,1036.4,Yes
BHS-00684,19,Standard,27.88,Hybrid,7,No,4,Yes,12,Professional,0,647.74,No
BHS-00685,59,Premium,51.87,Professional,4,No,1,No,12,DIY,1,1687.1,Yes
BHS-00686,52,Standard,39.57,Hybrid,7,Yes,2,Yes,0,Professional,0,2851.64,Yes
BHS-00687,46,Standard,34.48,Self-Monitored,6,No,0,No,24,DIY,2,1554.92,No
BHS-00688,6,Premium,56.11,Self-Monitored,5,Yes,2,Yes,12,DIY,3,519.0,No
BHS-00689,40,Standard,34.27,Hybrid,6,Yes,1,Yes,12,Professional,1,1506.37,No
BHS-00690,15,Standard,40.39,Self-Monitored,4,Yes,3,Yes,24,Professional,0,849.4,Yes
BHS-00691,72,Premium,64.29,Hybrid,5,Yes,0,Yes,0,Professional,2,3771.1,No
BHS-00692,25,Premium,54.78,Hybrid,6,Yes,1,Yes,12,DIY,0,1837.18,No
BHS-00693,31,Standard,32.94,Professional,5,No,0,No,12,Professional,0,790.73,Yes
BHS-00694,63,Premium,53.22,Self-Monitored,5,Yes,3,Yes,12,Professional,2,6023.76,No
BHS-00695,2,Basic,18.32,Professional,13,No,1,Yes,12,Professional,0,390.3,Yes
BHS-00696,59,Basic,16.21,Professional,4,Yes,2,Yes,24,DIY,0,804.78,No
BHS-00697,20,Premium,62.47,Professional,2,Yes,2,Yes,24,Professional,4,1773.34,No
BHS-00698,6,Premium,54.22,Professional,8,Yes,1,Yes,0,Professional,3,659.55,No
BHS-00699,13,Premium,58.79,Self-Monitored,3,Yes,0,Yes,0,Professional,1,1113.1,No
BHS-00700,40,Standard,36.69,Professional,5,Yes,3,No,0,DIY,2,1001.31,No
BHS-00701,16,Standard,34.97,Professional,8,No,3,Yes,36,DIY,1,389.74,No
BHS-00702,61,Premium,56.51,Hybrid,2,Yes,1,Yes,12,Professional,1,6674.51,No
BHS-00703,5,Standard,36.37,Hybrid,6,Yes,1,Yes,24,Professional,2,366.99,Yes
BHS-00704,39,Standard,32.6,Self-Monitored,7,Yes,1,Yes,0,DIY,0,1862.85,No
BHS-00705,2,Standard,38.6,Hybrid,11,No,3,Yes,0,DIY,3,365.61,Yes
BHS-00706,33,Premium,58.36,Professional,7,No,2,Yes,12,DIY,1,2044.67,No
BHS-00707,53,Premium,60.28,Self-Monitored,5,Yes,1,Yes,24,DIY,2,1809.49,Yes
BHS-00708,65,Basic,24.8,Professional,5,Yes,3,Yes,12,DIY,0,1683.29,No
BHS-00709,62,Standard,42.09,Professional,1,No,1,No,0,Professional,3,3982.21,No
BHS-00710,53,Basic,14.53,Professional,5,Yes,3,No,0,Professional,2,507.99,Yes
BHS-00711,62,Premium,62.92,Self-Monitored,3,Yes,4,Yes,12,Professional,1,10635.84,No
BHS-00712,37,Premium,61.63,Self-Monitored,2,Yes,0,Yes,24,DIY,1,1264.48,Yes
BHS-00713,65,Standard,31.24,Self-Monitored,6,Yes,0,Yes,0,DIY,1,1824.15,No
BHS-00714,12,Standard,38.03,Professional,4,No,2,Yes,36,Professional,4,539.77,No
BHS-00715,33,Premium,64.02,Self-Monitored,7,Yes,0,Yes,0,DIY,1,5804.7,No
BHS-00716,12,Basic,18.96,Hybrid,4,Yes,1,Yes,24,Professional,1,354.3,Yes
BHS-00717,10,Basic,24.05,Hybrid,5,No,4,No,24,Professional,2,269.82,No
BHS-00718,17,Premium,53.78,Professional,5,No,0,No,24,Professional,2,710.98,No
BHS-00719,53,Basic,20.14,Professional,4,Yes,3,Yes,12,Professional,1,964.1,Yes
BHS-00720,42,Basic,26.15,Hybrid,2,No,1,Yes,12,DIY,1,1151.07,No
BHS-00721,41,Standard,35.47,Professional,6,Yes,0,No,0,Professional,0,851.71,Yes
BHS-00722,39,Basic,21.95,Professional,3,Yes,3,No,12,Professional,2,652.46,Yes
BHS-00723,31,Standard,36.46,Professional,4,Yes,1,No,12,Professional,0,996.35,No
BHS-00724,46,Standard,36.85,Self-Monitored,6,Yes,0,Yes,12,DIY,0,2269.51,Yes
BHS-00725,12,Basic,17.04,Professional,5,No,1,Yes,24,DIY,1,269.3,No
BHS-00726,14,Basic,21.87,Professional,1,No,0,Yes,12,Professional,1,448.08,Yes
BHS-00727,22,Basic,18.57,Professional,1,Yes,2,No,12,DIY,2,431.2,Yes
BHS-00728,37,Basic,19.36,Self-Monitored,4,No,0,No,36,Professional,1,1383.7,Yes
BHS-00729,46,Standard,29.98,Self-Monitored,4,Yes,2,Yes,0,Professional,0,2048.71,No
BHS-00730,44,Standard,31.83,Hybrid,5,No,0,Yes,36,Professional,2,1302.5,No
BHS-00731,9,Standard,34.02,Professional,1,Yes,2,Yes,12,Professional,3,302.67,No
BHS-00732,62,Premium,48.05,Self-Monitored,3,No,2,No,12,Professional,0,2414.07,No
BHS-00733,53,Basic,17.48,Professional,6,No,2,Yes,0,Professional,1,736.89,Yes
BHS-00734,20,Standard,39.88,Self-Monitored,4,Yes,0,No,0,Professional,1,704.39,Yes
BHS-00735,11,Basic,18.36,Professional,3,Yes,1,Yes,0,Professional,1,407.83,No
BHS-00736,20,Basic,21.8,Professional,4,No,1,Yes,12,Professional,1,597.66,Yes
BHS-00737,71,Premium,54.34,Professional,5,Yes,3,Yes,0,DIY,0,5845.72,No
BHS-00738,72,Basic,17.72,Hybrid,4,Yes,1,No,12,Professional,1,1577.09,Yes
BHS-00739,30,Basic,15.15,Professional,5,Yes,1,No,36,DIY,3,407.2,Yes
BHS-00740,4,Premium,72.54,Hybrid,3,Yes,1,No,36,Professional,2,425.55,No
BHS-00741,25,Standard,33.78,Self-Monitored,1,No,1,Yes,36,Professional,1,1138.6,No
BHS-00742,35,Standard,36.86,Self-Monitored,1,Yes,4,Yes,12,Professional,2,3044.34,No
BHS-00743,70,Basic,21.02,Self-Monitored,5,No,1,Yes,0,DIY,1,1555.79,Yes
BHS-00744,67,Basic,19.38,Professional,4,Yes,3,Yes,12,DIY,0,1431.88,No
BHS-00745,50,Basic,22.29,Self-Monitored,5,Yes,1,No,12,DIY,1,1314.95,Yes
BHS-00746,40,Basic,18.07,Professional,2,No,3,Yes,36,DIY,2,798.27,Yes
BHS-00747,37,Standard,35.21,Hybrid,3,Yes,4,Yes,12,DIY,1,990.38,Yes
BHS-00748,42,Basic,22.55,Professional,3,Yes,0,No,24,Professional,1,1561.8,No
BHS-00749,7,Basic,21.78,Hybrid,6,No,0,No,36,DIY,0,382.62,Yes
BHS-00750,19,Standard,35.26,Professional,8,Yes,1,Yes,24,Professional,0,2148.08,No
BHS-00751,42,Premium,54.73,Hybrid,7,No,3,Yes,36,Professional,1,2543.98,No
BHS-00752,53,Premium,44.11,Professional,6,Yes,2,Yes,36,Professional,0,3570.78,No
BHS-00753,31,Basic,21.28,Professional,8,Yes,1,Yes,24,Professional,0,824.45,Yes
BHS-00754,70,Basic,16.62,Hybrid,5,No,1,Yes,24,Professional,2,1458.29,Yes
BHS-00755,54,Basic,19.84,Hybrid,4,Yes,2,Yes,12,Professional,1,1569.89,Yes
BHS-00756,33,Standard,35.6,Self-Monitored,2,No,2,No,24,Professional,1,2687.09,No
BHS-00757,71,Premium,71.28,Professional,6,Yes,1,Yes,36,DIY,1,4475.47,No
BHS-00758,63,Basic,22.25,Professional,7,Yes,0,No,12,Professional,0,1327.97,Yes
BHS-00759,37,Standard,31.73,Hybrid,10,Yes,1,Yes,12,DIY,0,1519.96,No
BHS-00760,2,Standard,34.37,Professional,6,Yes,0,Yes,24,Professional,1,268.17,Yes
BHS-00761,42,Basic,18.61,Self-Monitored,5,Yes,0,No,0,Professional,0,1319.36,No
BHS-00762,61,Premium,56.52,Professional,5,Yes,0,Yes,24,Professional,4,3503.17,No
BHS-00763,65,Premium,50.33,Professional,4,Yes,1,Yes,24,DIY,0,4127.17,No
BHS-00764,69,Standard,33.35,Self-Monitored,3,No,2,No,24,Professional,1,1876.9,No
BHS-00765,5,Basic,14.74,Professional,3,Yes,1,Yes,12,Professional,2,161.66,No
BHS-00766,62,Basic,18.3,Self-Monitored,8,Yes,2,Yes,0,Professional,1,1914.19,No
BHS-00767,29,Premium,48.34,Hybrid,2,Yes,2,Yes,24,DIY,1,1857.79,No
BHS-00768,6,Premium,56.24,Professional,3,Yes,0,Yes,12,Professional,1,335.18,No
BHS-00769,31,Standard,34.76,Professional,5,No,2,No,12,DIY,0,1667.05,No
BHS-00770,46,Standard,32.28,Professional,4,Yes,1,Yes,24,DIY,2,1784.33,No
BHS-00771,44,Standard,42.26,Professional,1,Yes,2,No,12,Professional,1,1769.66,No
BHS-00772,5,Standard,28.16,Professional,3,Yes,2,Yes,0,DIY,1,283.3,Yes
BHS-00773,7,Standard,28.29,Professional,3,Yes,0,No,12,DIY,2,450.51,No
BHS-00774,4,Standard,36.7,Professional,4,Yes,1,Yes,24,Professional,2,311.56,Yes
BHS-00775,5,Standard,38.29,Hybrid,4,Yes,1,Yes,24,DIY,1,273.04,No
BHS-00776,5,Standard,41.42,Professional,2,No,1,Yes,0,DIY,1,346.41,Yes
BHS-00777,14,Premium,59.91,Self-Monitored,3,Yes,4,Yes,12,DIY,2,1072.98,Yes
BHS-00778,10,Basic,17.62,Professional,6,No,0,Yes,36,Professional,0,416.44,Yes
BHS-00779,55,Standard,33.94,Professional,10,No,0,Yes,0,Professional,1,1880.0,No
BHS-00780,39,Basic,18.47,Self-Monitored,6,Yes,1,Yes,36,DIY,0,1258.68,No
BHS-00781,41,Basic,16.38,Professional,4,Yes,2,Yes,0,Professional,0,608.59,Yes
BHS-00782,54,Standard,35.01,Professional,4,No,3,Yes,12,DIY,1,2447.21,No
BHS-00783,43,Basic,21.93,Hybrid,4,Yes,1,Yes,36,Professional,1,755.91,No
BHS-00784,11,Basic,21.51,Professional,4,Yes,1,No,36,DIY,4,585.04,Yes
BHS-00785,65,Standard,36.99,Self-Monitored,7,Yes,2,No,12,Professional,0,3793.56,Yes
BHS-00786,0,Premium,59.46,Self-Monitored,4,No,2,Yes,36,DIY,1,157.11,No
BHS-00787,22,Premium,60.81,Professional,5,No,0,No,36,Professional,0,1186.1,No
BHS-00788,31,Basic,17.72,Professional,3,No,1,Yes,12,DIY,0,738.18,No
BHS-00789,15,Premium,46.45,Hybrid,9,Yes,4,Yes,0,DIY,2,791.73,No
BHS-00790,31,Standard,40.59,Professional,6,Yes,3,Yes,24,Professional,0,1045.6,Yes
BHS-00791,12,Standard,29.75,Professional,6,Yes,3,Yes,12,Professional,3,925.95,No
BHS-00792,31,Premium,48.34,Professional,4,No,1,No,24,DIY,2,1440.68,No
BHS-00793,8,Premium,55.34,Professional,3,No,2,No,0,DIY,0,563.29,Yes
BHS-00794,40,Standard,35.76,Professional,3,Yes,2,Yes,0,Professional,3,845.73,No
BHS-00795,40,Basic,18.91,Hybrid,4,No,3,Yes,12,Professional,0,1037.61,Yes
BHS-00796,70,Standard,37.55,Professional,8,Yes,1,Yes,12,DIY,4,5567.48,No
BHS-00797,12,Standard,33.65,Hybrid,2,Yes,0,Yes,12,DIY,3,581.7,No
BHS-00798,20,Basic,17.81,Professional,3,Yes,6,Yes,12,Professional,2,795.27,No
BHS-00799,45,Premium,62.2,Self-Monitored,8,Yes,3,Yes,24,Professional,3,2388.28,No
BHS-00800,41,Basic,21.21,Self-Monitored,3,Yes,1,Yes,12,Professional,2,2421.06,No
BHS-00801,43,Basic,17.48,Self-Monitored,3,Yes,1,No,24,Professional,1,763.29,No
BHS-00802,61,Standard,36.72,Hybrid,4,Yes,1,Yes,0,Professional,1,1555.41,Yes
BHS-00803,35,Basic,17.85,Professional,5,Yes,0,Yes,0,DIY,1,481.45,No
BHS-00804,31,Basic,20.24,Self-Monitored,4,No,0,Yes,12,DIY,1,939.71,Yes
BHS-00805,25,Premium,52.8,Hybrid,5,No,1,Yes,24,Professional,4,2338.32,Yes
BHS-00806,1,Standard,32.54,Professional,9,No,2,Yes,24,Professional,0,270.65,Yes
BHS-00807,29,Basic,17.87,Professional,4,Yes,2,Yes,12,Professional,1,794.38,No
BHS-00808,25,Premium,41.66,Professional,7,No,0,Yes,24,Professional,0,1050.83,Yes
BHS-00809,52,Standard,39.87,Professional,7,Yes,1,Yes,12,DIY,0,3534.97,No
BHS-00810,51,Basic,24.18,Professional,6,Yes,1,Yes,12,DIY,1,1129.84,No
BHS-00811,19,Basic,18.19,Professional,5,Yes,2,No,0,Professional,2,719.59,Yes
BHS-00812,13,Premium,60.49,Professional,4,Yes,4,Yes,12,Professional,0,2113.36,Yes
BHS-00813,49,Basic,21.82,Professional,5,No,2,No,36,Professional,1,934.28,No
BHS-00814,48,Standard,27.94,Hybrid,5,Yes,2,No,24,DIY,0,1094.07,No
BHS-00815,20,Basic,22.2,Self-Monitored,4,Yes,3,No,12,Professional,0,1243.97,No
BHS-00816,3,Basic,16.48,Professional,4,No,0,Yes,12,Professional,3,169.09,Yes
BHS-00817,35,Basic,19.33,Hybrid,5,Yes,2,No,0,Professional,0,844.42,Yes
BHS-00818,48,Basic,17.81,Self-Monitored,1,Yes,3,Yes,12,Professional,2,762.25,No
BHS-00819,14,Basic,22.25,Professional,4,Yes,1,Yes,24,Professional,0,646.62,No
BHS-00820,36,Premium,40.0,Self-Monitored,3,Yes,5,Yes,0,Professional,2,1405.71,No
BHS-00821,66,Basic,19.8,Hybrid,7,Yes,2,No,0,Professional,3,1467.16,Yes
BHS-00822,51,Premium,52.39,Professional,2,Yes,2,Yes,12,Professional,2,2176.49,No
BHS-00823,62,Premium,60.1,Hybrid,5,Yes,3,No,12,Professional,0,3953.79,No
BHS-00824,2,Basic,22.22,Professional,9,No,3,No,0,DIY,1,286.4,No
BHS-00825,68,Standard,33.95,Self-Monitored,2,Yes,1,Yes,36,Professional,4,4113.61,No
BHS-00826,69,Basic,24.07,Professional,4,Yes,3,Yes,24,DIY,0,1161.25,No
BHS-00827,48,Premium,59.9,Professional,7,Yes,1,No,24,Professional,0,2580.33,Yes
BHS-00828,42,Standard,37.26,Professional,5,Yes,2,Yes,12,Professional,2,3526.9,No
BHS-00829,12,Standard,33.84,Hybrid,4,No,1,No,24,Professional,1,544.04,No
BHS-00830,48,Standard,38.41,Self-Monitored,5,No,1,Yes,12,DIY,0,2573.99,No
BHS-00831,45,Premium,45.43,Hybrid,7,No,1,Yes,12,DIY,2,2022.14,No
BHS-00832,59,Basic,24.31,Self-Monitored,2,No,1,Yes,24,Professional,0,1284.37,No
BHS-00833,14,Premium,60.79,Hybrid,5,Yes,4,No,36,DIY,1,1438.88,Yes
BHS-00834,3,Standard,35.27,Professional,4,No,1,No,12,DIY,0,168.16,Yes
BHS-00835,34,Standard,36.19,Hybrid,1,Yes,2,Yes,36,Professional,1,1715.65,No
BHS-00836,11,Premium,63.62,Hybrid,3,Yes,0,Yes,12,DIY,0,1231.69,No
BHS-00837,63,Standard,37.25,Self-Monitored,5,Yes,1,Yes,12,Professional,1,1313.68,No
BHS-00838,11,Basic,17.31,Self-Monitored,6,No,2,No,36,Professional,1,354.34,No
BHS-00839,13,Basic,17.04,Self-Monitored,3,Yes,1,No,24,Professional,2,356.4,Yes
BHS-00840,11,Standard,34.78,Professional,6,No,3,Yes,12,Professional,1,583.3,No
BHS-00841,64,Standard,28.37,Professional,6,Yes,2,Yes,0,Professional,3,3391.83,Yes
BHS-00842,6,Standard,42.0,Hybrid,5,Yes,0,Yes,12,DIY,1,345.74,No
BHS-00843,35,Basic,17.04,Professional,3,No,2,No,12,Professional,2,986.3,Yes
BHS-00844,67,Basic,22.83,Professional,4,Yes,0,No,24,DIY,0,2511.34,Yes
BHS-00845,22,Basic,21.87,Self-Monitored,2,No,0,Yes,12,Professional,1,643.39,No
BHS-00846,25,Basic,21.69,Professional,4,Yes,0,Yes,36,DIY,2,631.56,No
BHS-00847,49,Basic,21.36,Hybrid,2,No,2,Yes,36,DIY,0,1060.16,No
BHS-00848,8,Basic,18.97,Self-Monitored,5,Yes,3,Yes,24,Professional,1,304.29,No
BHS-00849,41,Basic,20.21,Hybrid,4,Yes,0,Yes,12,DIY,0,1338.17,No
BHS-00850,51,Standard,40.46,Self-Monitored,6,No,3,No,24,DIY,0,2490.81,Yes
BHS-00851,29,Basic,20.83,Self-Monitored,8,No,2,Yes,24,DIY,4,930.61,Yes
BHS-00852,26,Basic,20.27,Self-Monitored,6,Yes,1,Yes,36,Professional,0,1199.67,No
BHS-00853,11,Premium,59.34,Professional,4,Yes,1,No,12,Professional,1,689.23,No
BHS-00854,15,Standard,37.88,Professional,7,Yes,3,Yes,0,DIY,1,789.3,Yes
BHS-00855,21,Premium,53.94,Self-Monitored,5,Yes,2,Yes,24,Professional,1,684.17,No
