cust_id,mo_active,box_tier,sub_fee,gear_cat,boxes_skip,ref_cnt,app_use,avg_rating,pay_meth,loyalty_pts,gift_sub,ltv_est,churn
RID-01419,18,plus,55.79,camping,1,2,yes,4.4,paypal,375,no,1868.34,no
RID-01420,58,core,27.64,climbing,0,1,yes,4.8,card,934,no,1699.55,yes
RID-01421,40,core,23.31,climbing,2,1,no,5.0,card,225,no,1150.34,yes
RID-01422,30,core,20.5,hiking,3,0,yes,3.4,card,693,no,837.48,no
RID-01423,19,core,19.89,climbing,2,0,no,3.9,card,94,no,303.34,yes
RID-01424,33,plus,39.72,hiking,0,2,yes,2.4,card,139,no,797.14,no
RID-01425,60,core,23.09,camping,0,0,no,2.2,card,216,no,2431.41,yes
RID-01426,0,summit,71.46,hiking,2,1,yes,4.4,card,99,no,21.89,no
RID-01427,52,core,25.31,climbing,1,1,yes,3.4,card,300,no,1699.47,yes
RID-01428,9,plus,46.35,hiking,4,2,yes,2.5,paypal,73,no,710.42,yes
RID-01429,53,plus,41.34,climbing,4,0,yes,3.1,paypal,257,no,1738.97,no
RID-01430,33,core,25.35,fishing,0,2,yes,4.3,card,243,no,1359.69,yes
RID-01431,54,core,25.43,camping,0,2,no,4.3,card,334,no,1687.31,yes
RID-01432,11,core,25.99,fishing,1,0,no,2.8,bnpl,653,no,519.88,yes
RID-01433,2,plus,50.23,climbing,2,0,yes,4.9,card,143,no,97.9,no
RID-01434,29,summit,80.04,hiking,2,0,yes,3.5,card,826,no,1547.85,no
RID-01435,47,core,21.87,hiking,2,0,yes,4.2,card,524,yes,2422.14,yes
RID-01436,48,summit,72.81,hiking,0,0,no,4.0,card,331,no,7717.78,no
RID-01437,46,plus,43.09,camping,1,1,yes,4.0,paypal,75,no,1053.37,yes
RID-01438,48,plus,41.23,camping,0,0,yes,3.3,card,295,no,831.67,yes
RID-01439,47,core,29.51,hiking,2,0,no,4.0,card,89,yes,2492.56,yes
RID-01440,52,summit,88.0,camping,2,2,yes,4.2,card,401,no,4556.22,no
RID-01441,10,core,24.4,camping,2,0,no,3.9,card,176,no,170.89,no
RID-01442,14,core,25.87,camping,1,0,yes,4.1,paypal,602,no,437.34,yes
RID-01443,0,plus,47.97,fishing,0,1,no,4.8,card,619,no,350.9,yes
RID-01444,26,summit,66.79,camping,1,2,yes,3.6,card,425,no,3230.24,no
RID-01445,16,core,23.02,fishing,1,0,no,4.5,paypal,103,no,370.11,yes
RID-01446,38,core,25.92,hiking,0,0,yes,3.8,paypal,199,no,564.02,no
RID-01447,33,summit,64.5,camping,0,0,yes,5.0,bnpl,621,no,1788.26,no
RID-01448,35,summit,83.43,camping,2,0,no,2.9,card,1187,no,6404.17,no
RID-01449,40,plus,38.63,camping,2,0,yes,5.0,paypal,166,no,1900.94,no
RID-01450,60,core,31.22,hiking,1,0,yes,3.6,card,297,no,1084.55,no
RID-01451,6,plus,42.92,camping,2,0,yes,5.0,card,170,no,166.3,yes
RID-01452,16,summit,56.96,fishing,0,0,yes,4.3,paypal,110,no,959.57,no
RID-01453,25,core,22.02,hiking,3,1,no,4.6,card,132,no,899.6,no
RID-01454,4,plus,48.44,hiking,0,0,no,3.9,card,250,yes,278.5,yes
RID-01455,49,plus,52.52,hiking,1,0,yes,4.5,card,51,no,4686.26,yes
RID-01456,23,summit,73.44,climbing,1,1,yes,4.5,card,541,no,2063.8,no
RID-01457,10,plus,40.18,fishing,0,0,yes,3.9,paypal,211,no,215.73,yes
RID-01458,31,core,21.64,hiking,0,3,no,4.6,card,314,no,934.61,yes
RID-01459,11,plus,41.93,hiking,1,0,yes,1.5,card,306,no,604.61,no
RID-01460,23,summit,82.2,fishing,2,0,yes,3.5,paypal,215,no,1588.03,no
RID-01461,39,summit,55.24,fishing,3,2,yes,4.0,card,162,no,2636.07,no
RID-01462,19,core,22.4,climbing,0,0,no,4.4,card,146,no,497.41,no
RID-01463,50,core,23.99,climbing,1,0,no,4.7,card,519,no,1485.79,yes
RID-01464,15,plus,46.75,hiking,0,0,no,3.8,card,75,no,607.24,no
RID-01465,7,plus,35.0,hiking,3,1,no,3.7,bnpl,423,yes,365.91,no
RID-01466,26,core,23.43,hiking,0,0,no,4.7,bnpl,441,no,1229.37,yes
RID-01467,11,core,21.87,hiking,0,0,no,4.9,card,143,no,336.73,yes
RID-01468,42,core,24.84,fishing,2,0,yes,4.6,card,183,no,1365.21,yes
RID-01469,31,core,29.67,hiking,0,0,yes,3.9,paypal,326,no,809.04,no
RID-01470,9,core,24.54,hiking,1,0,yes,5.0,paypal,308,no,446.13,yes
RID-01471,20,summit,75.57,climbing,0,0,no,4.1,card,517,no,1859.52,no
RID-01472,52,plus,51.78,camping,4,0,yes,4.2,paypal,450,no,2530.07,no
RID-01473,49,core,24.7,hiking,1,0,yes,5.0,card,131,no,2215.37,yes
RID-01474,39,plus,39.99,climbing,0,0,no,5.0,paypal,605,no,1628.19,no
RID-01475,55,plus,42.8,camping,3,1,yes,4.5,card,177,no,2580.26,no
RID-01476,6,plus,46.29,camping,0,1,no,3.3,card,72,no,117.2,yes
RID-01477,44,summit,61.53,camping,0,1,no,4.1,card,54,no,2042.46,no
RID-01478,1,core,26.02,camping,2,0,no,4.4,card,413,no,163.14,yes
RID-01479,36,summit,58.39,hiking,2,1,no,5.0,card,1001,no,2405.22,yes
RID-01480,3,core,26.93,climbing,0,0,yes,5.0,bnpl,123,no,120.91,yes
RID-01481,20,plus,45.25,hiking,0,0,yes,3.6,card,46,no,810.97,no
RID-01482,5,summit,65.4,climbing,2,2,yes,4.6,card,385,yes,453.54,no
RID-01483,15,plus,40.17,camping,0,0,yes,3.4,card,99,no,454.16,yes
RID-01484,39,core,29.11,fishing,0,0,no,3.9,card,478,no,1039.75,no
RID-01485,47,core,25.71,hiking,0,0,yes,3.3,paypal,216,no,1071.25,no
RID-01486,57,core,24.98,climbing,2,0,no,5.0,bnpl,132,no,1243.67,no
RID-01487,60,core,22.02,camping,1,0,no,4.2,card,224,no,1747.26,yes
RID-01488,8,core,27.21,climbing,2,2,no,4.2,card,700,no,540.09,no
RID-01489,56,core,22.46,hiking,0,0,no,4.0,card,42,no,2299.15,no
RID-01490,17,plus,53.6,fishing,2,1,yes,4.3,card,493,no,1435.83,no
RID-01491,53,core,22.36,hiking,0,0,yes,4.3,paypal,526,no,1043.96,no
RID-01492,52,plus,32.11,fishing,2,0,yes,3.5,card,178,no,1336.46,yes
RID-01493,56,plus,39.38,hiking,0,1,no,2.7,bnpl,401,no,3550.83,yes
RID-01494,30,core,25.57,camping,0,0,no,3.0,paypal,325,no,1151.27,yes
RID-01495,45,plus,41.81,climbing,1,1,no,2.8,card,523,no,3216.66,no
RID-01496,26,plus,40.24,camping,0,1,yes,4.1,card,225,no,1070.07,no
RID-01497,4,plus,51.09,climbing,0,0,no,3.4,card,68,no,166.87,yes
RID-01498,28,plus,36.7,hiking,1,0,no,4.7,paypal,630,yes,1494.94,no
RID-01499,12,plus,52.78,climbing,2,1,yes,4.2,card,139,no,370.19,no
RID-01500,6,plus,43.6,hiking,0,0,yes,2.6,paypal,175,no,294.0,no
RID-01501,8,plus,38.19,hiking,0,0,no,3.7,card,207,no,856.4,no
RID-01502,13,summit,73.34,climbing,0,3,yes,2.4,card,575,no,1085.42,no
RID-01503,48,summit,68.64,climbing,4,0,no,3.1,card,898,no,3631.14,no
RID-01504,58,core,29.61,climbing,2,0,yes,3.6,card,191,no,1628.86,yes
RID-01505,51,core,27.17,climbing,2,0,yes,3.3,card,198,no,2852.52,yes
RID-01506,39,summit,84.95,hiking,1,1,yes,5.0,bnpl,316,no,2036.97,no
RID-01507,53,plus,34.49,climbing,0,0,yes,4.6,card,106,no,2537.55,yes
RID-01508,17,plus,43.91,camping,2,1,no,3.8,card,387,no,767.77,no
RID-01509,55,core,24.88,camping,1,0,yes,5.0,paypal,390,no,1209.34,yes
RID-01510,57,core,22.05,climbing,1,0,yes,3.3,paypal,322,yes,757.14,yes
RID-01511,9,plus,41.48,hiking,0,0,no,3.8,card,75,no,843.78,no
RID-01512,24,summit,75.73,fishing,1,0,yes,4.6,paypal,875,no,2929.54,no
RID-01513,17,core,29.56,fishing,3,0,yes,3.2,card,412,no,482.56,no
RID-01514,8,summit,70.59,fishing,1,2,no,4.5,card,794,no,633.32,no
RID-01515,10,plus,46.17,hiking,3,1,no,4.2,bnpl,86,no,398.73,no
RID-01516,58,summit,63.2,climbing,0,0,no,4.4,paypal,121,no,4652.55,no
RID-01517,11,summit,77.01,hiking,1,0,yes,5.0,paypal,147,no,915.0,no
RID-01518,40,core,24.82,camping,1,0,yes,4.3,paypal,905,no,932.43,yes
RID-01519,53,core,24.12,climbing,1,0,no,4.1,paypal,305,no,1418.71,yes
RID-01520,45,core,26.66,climbing,1,1,no,2.9,card,257,no,2138.3,yes
RID-01521,27,core,23.65,camping,0,0,no,4.2,card,22,no,869.67,no
RID-01522,1,core,22.73,fishing,4,0,yes,3.6,paypal,196,no,114.33,no
RID-01523,25,plus,42.74,fishing,3,1,no,3.9,card,227,no,750.58,no
RID-01524,17,summit,93.52,hiking,1,0,no,3.6,bnpl,332,no,1666.46,no
RID-01525,52,core,23.02,camping,0,0,no,4.4,card,914,no,1565.71,no
RID-01526,57,plus,49.77,fishing,1,1,yes,3.3,card,688,no,5346.68,yes
RID-01527,14,plus,44.28,camping,1,1,yes,4.2,card,216,no,646.41,no
RID-01528,9,plus,42.87,camping,3,2,yes,3.2,paypal,117,no,511.82,no
RID-01529,50,summit,68.66,hiking,1,0,no,2.7,paypal,213,no,1430.04,no
RID-01530,53,core,23.01,climbing,0,0,no,3.7,card,284,no,1206.82,no
RID-01531,59,core,21.61,climbing,1,0,yes,4.3,card,401,yes,1900.84,yes
RID-01532,46,summit,69.72,climbing,0,0,yes,3.4,card,8,no,7516.23,no
RID-01533,28,core,21.27,fishing,1,0,yes,4.1,card,216,no,526.65,no
RID-01534,23,summit,65.44,climbing,2,0,yes,3.7,card,229,no,1459.75,yes
RID-01535,3,core,27.91,climbing,0,1,no,3.2,card,211,no,88.24,no
RID-01536,54,plus,49.86,camping,2,0,yes,4.4,paypal,910,no,2874.98,no
RID-01537,60,plus,46.13,hiking,1,1,no,3.5,card,239,no,4493.42,no
RID-01538,56,plus,48.86,hiking,0,0,yes,4.3,card,266,no,4193.49,yes
RID-01539,34,core,27.0,camping,1,0,no,2.9,card,839,no,1285.63,no
RID-01540,52,summit,85.65,hiking,2,0,yes,4.1,paypal,681,no,4318.52,no
RID-01541,0,summit,83.33,camping,1,1,yes,4.5,card,616,no,223.22,no
RID-01542,24,summit,70.97,camping,1,0,yes,4.3,card,322,no,1670.93,no
RID-01543,6,summit,69.6,hiking,3,1,yes,4.7,card,186,no,459.93,no
RID-01544,35,summit,66.5,camping,1,2,yes,4.5,card,114,no,1818.94,no
RID-01545,0,plus,50.73,camping,1,1,no,4.2,paypal,526,no,273.04,yes
RID-01546,18,plus,43.52,climbing,2,1,yes,4.6,paypal,790,no,1363.4,yes
RID-01547,25,summit,72.39,climbing,0,0,no,3.7,paypal,402,no,2508.86,yes
RID-01548,7,summit,84.17,climbing,3,0,yes,4.4,card,97,no,734.49,yes
RID-01549,5,plus,45.18,camping,3,0,yes,4.0,card,304,no,344.73,no
RID-01550,55,core,22.52,climbing,1,0,yes,5.0,card,603,no,1156.81,yes
RID-01551,16,core,27.66,climbing,1,0,no,4.2,paypal,125,no,385.2,no
RID-01552,59,summit,75.36,camping,3,0,yes,3.0,paypal,130,no,7578.45,no
RID-01553,22,summit,86.58,camping,0,0,yes,4.2,bnpl,381,no,1635.15,no
RID-01554,3,core,25.92,hiking,1,0,yes,3.3,bnpl,406,no,198.38,yes
RID-01555,6,summit,68.51,hiking,0,1,yes,4.5,paypal,368,no,818.03,no
RID-01556,41,core,24.02,camping,1,1,yes,4.6,card,654,no,906.42,no
RID-01557,0,core,21.31,camping,1,0,yes,3.5,bnpl,262,no,105.24,yes
RID-01558,57,summit,55.0,hiking,1,0,no,3.2,card,174,no,2061.72,no
RID-01559,15,summit,98.44,hiking,2,1,yes,4.1,card,498,no,5370.2,no
RID-01560,37,plus,49.21,hiking,1,1,yes,3.3,paypal,1040,no,3307.43,no
RID-01561,27,summit,76.92,fishing,0,0,yes,3.4,card,184,no,2724.31,no
RID-01562,2,summit,82.0,camping,2,0,yes,3.6,card,451,no,329.21,no
RID-01563,42,summit,67.9,climbing,2,2,yes,4.5,card,712,yes,3883.71,no
RID-01564,0,summit,62.73,hiking,2,1,no,2.9,paypal,341,no,172.87,yes
RID-01565,48,core,26.01,climbing,2,2,yes,3.4,card,101,no,1515.79,yes
RID-01566,30,core,30.59,climbing,2,0,no,5.0,card,348,no,749.68,yes
RID-01567,18,core,25.03,hiking,1,1,no,5.0,card,390,no,720.28,yes
RID-01568,57,core,27.99,climbing,1,0,no,4.9,card,221,no,1590.95,yes
RID-01569,12,core,24.35,climbing,0,1,yes,4.0,card,216,no,415.83,yes
RID-01570,17,core,27.76,climbing,3,1,no,4.6,paypal,78,no,349.52,yes
RID-01571,39,core,24.54,camping,3,1,yes,3.7,card,150,no,726.06,yes
RID-01572,21,plus,32.74,hiking,0,0,no,2.0,card,167,no,689.52,no
RID-01573,29,core,17.77,fishing,0,1,yes,3.6,paypal,130,no,504.21,no
RID-01574,48,core,22.82,hiking,2,1,yes,3.6,card,251,no,1289.5,yes
RID-01575,55,core,25.39,camping,1,0,yes,4.0,paypal,550,no,1254.36,no
RID-01576,48,core,28.24,fishing,0,1,yes,4.4,card,162,no,2916.3,no
RID-01577,4,plus,44.48,fishing,2,2,yes,5.0,card,750,no,552.36,no
RID-01578,57,summit,76.38,hiking,1,4,no,4.0,paypal,375,no,6252.56,no
RID-01579,25,plus,43.87,hiking,4,1,no,3.2,bnpl,1273,no,1599.14,yes
RID-01580,51,plus,46.86,camping,0,0,no,3.9,paypal,454,yes,1135.12,yes
RID-01581,17,summit,57.06,hiking,2,1,no,4.5,bnpl,63,no,1482.58,yes
RID-01582,36,plus,40.98,fishing,4,0,yes,3.9,card,662,no,1600.1,no
RID-01583,58,core,24.53,camping,1,0,yes,3.4,card,38,no,1765.46,yes
RID-01584,57,core,25.08,camping,1,0,no,4.4,paypal,51,no,1482.16,no
RID-01585,39,plus,50.47,fishing,2,1,no,3.1,paypal,550,yes,910.62,no
RID-01586,37,plus,41.3,hiking,1,0,no,3.3,card,957,no,1616.41,no
RID-01587,1,summit,72.59,fishing,1,0,yes,4.3,card,959,no,406.56,yes
RID-01588,36,core,23.23,hiking,3,1,yes,3.4,card,349,no,1037.24,no
RID-01589,25,summit,84.19,camping,2,0,no,3.7,paypal,213,no,2753.87,yes
RID-01590,0,plus,42.69,fishing,0,0,yes,4.0,paypal,258,no,112.17,no
RID-01591,57,summit,79.03,camping,1,1,yes,4.0,card,262,no,5613.26,yes
RID-01592,27,plus,41.67,climbing,0,1,yes,3.3,card,298,no,953.33,no
RID-01593,46,core,29.67,camping,3,0,yes,4.2,bnpl,144,no,1065.48,yes
RID-01594,2,core,29.49,climbing,0,2,no,3.3,card,287,no,158.62,yes
RID-01595,14,core,22.96,camping,1,1,yes,5.0,paypal,185,no,477.85,yes
RID-01596,54,core,20.44,climbing,0,0,no,3.7,paypal,130,no,612.04,yes
RID-01597,57,summit,77.28,fishing,4,0,no,4.5,bnpl,768,no,4225.41,yes
RID-01598,0,core,19.57,camping,2,0,yes,4.5,card,404,no,99.09,yes
RID-01599,54,core,26.8,hiking,0,0,no,3.7,paypal,400,no,852.25,yes
RID-01600,18,core,25.4,climbing,0,0,yes,3.3,paypal,303,no,777.26,no
RID-01601,13,plus,51.14,fishing,2,1,yes,4.5,card,144,no,819.75,yes
RID-01602,60,core,22.64,hiking,3,0,yes,2.9,card,282,no,1371.13,yes
RID-01603,32,core,25.81,fishing,3,0,no,3.0,card,935,no,1145.24,yes
RID-01604,48,summit,90.68,fishing,0,1,yes,4.5,card,405,no,5980.44,no
RID-01605,8,core,21.3,climbing,2,0,yes,3.8,card,250,no,583.59,yes
RID-01606,46,summit,78.37,hiking,0,1,no,3.5,card,365,no,5121.03,no
RID-01607,22,core,27.37,hiking,0,0,no,3.6,paypal,211,no,492.61,yes
RID-01608,43,plus,34.56,climbing,1,1,no,3.4,paypal,202,no,5377.37,no
RID-01609,39,plus,53.92,climbing,0,0,yes,5.0,paypal,571,no,1447.45,no
RID-01610,3,core,23.84,camping,1,1,no,4.8,paypal,304,no,288.34,no
RID-01611,53,plus,52.36,hiking,2,2,no,3.4,card,418,no,2699.33,no
RID-01612,17,core,21.75,fishing,1,0,yes,3.8,card,292,no,452.46,no
RID-01613,22,core,23.89,hiking,0,2,yes,4.4,card,483,no,898.5,yes
RID-01614,48,summit,57.85,hiking,1,2,yes,3.3,card,200,no,3315.87,no
RID-01615,53,summit,73.65,hiking,3,1,no,3.6,paypal,228,no,7358.22,no
RID-01616,54,core,23.79,camping,0,0,yes,3.8,bnpl,878,no,1218.04,yes
RID-01617,27,plus,42.17,camping,2,1,yes,3.3,card,51,no,1423.04,no
RID-01618,21,core,26.09,hiking,1,0,yes,4.8,card,473,no,1006.5,yes
RID-01619,49,core,28.49,climbing,1,2,no,3.5,card,326,no,4198.49,no
RID-01620,15,core,28.33,climbing,1,2,yes,3.9,paypal,237,no,758.1,yes
RID-01621,39,plus,50.12,camping,1,0,no,4.1,card,148,no,1236.59,no
RID-01622,14,plus,45.64,camping,1,2,yes,5.0,card,639,no,1541.2,no
RID-01623,12,plus,53.25,climbing,0,0,no,3.9,card,951,no,808.45,yes
RID-01624,33,summit,92.32,camping,0,0,yes,5.0,card,225,no,2170.53,no
RID-01625,52,plus,49.74,fishing,2,0,yes,3.7,paypal,442,no,4795.8,yes
RID-01626,17,core,25.47,climbing,1,0,no,3.8,paypal,430,no,654.6,yes
RID-01627,44,core,24.43,fishing,0,1,yes,4.7,paypal,453,no,1151.19,yes
RID-01628,1,plus,55.96,climbing,2,0,yes,5.0,bnpl,95,no,145.64,no
RID-01629,42,core,23.28,fishing,3,0,yes,3.8,card,596,no,1001.91,no
RID-01630,23,core,19.69,climbing,0,1,no,4.9,paypal,67,no,454.66,yes
RID-01631,4,core,24.93,camping,1,1,yes,4.6,card,426,no,313.17,no
RID-01632,33,core,22.44,climbing,2,0,yes,3.4,card,687,yes,554.27,yes
RID-01633,14,plus,37.18,camping,1,0,yes,4.0,paypal,190,no,636.66,no
RID-01634,38,plus,45.95,hiking,0,0,no,4.0,bnpl,321,no,1981.2,no
RID-01635,2,plus,36.37,hiking,0,1,no,3.2,card,490,no,238.87,no
RID-01636,20,summit,72.21,climbing,0,0,no,4.1,paypal,234,no,1460.44,no
RID-01637,14,summit,91.77,climbing,0,2,no,4.1,paypal,136,no,1568.9,yes
RID-01638,19,core,28.65,fishing,2,1,yes,4.3,card,450,no,693.93,yes
RID-01639,0,plus,42.4,camping,0,0,yes,4.1,paypal,113,yes,61.97,no
RID-01640,17,core,24.39,fishing,1,0,yes,3.5,card,41,no,530.36,yes
RID-01641,5,summit,84.2,climbing,0,0,no,5.0,card,309,no,449.52,no
RID-01642,38,plus,56.24,hiking,2,0,yes,4.2,card,235,no,2975.24,no
RID-01643,28,core,27.23,camping,1,0,yes,5.0,bnpl,455,no,956.46,no
RID-01644,17,plus,47.33,hiking,1,0,yes,4.3,paypal,327,no,3215.57,yes
RID-01645,37,plus,49.91,camping,2,0,no,5.0,card,1054,no,3411.74,no
RID-01646,55,summit,71.31,hiking,1,1,yes,3.4,card,655,no,3357.54,yes
RID-01647,33,core,23.54,camping,1,0,yes,3.9,card,354,no,584.74,yes
RID-01648,17,core,22.96,hiking,1,0,no,3.7,card,602,no,548.05,no
RID-01649,24,summit,65.27,climbing,0,0,no,3.6,card,724,no,880.35,yes
RID-01650,48,plus,47.56,hiking,1,0,yes,4.2,paypal,723,no,3327.65,no
RID-01651,6,core,26.8,fishing,1,1,no,3.8,card,123,no,291.7,yes
RID-01652,19,plus,47.24,camping,1,0,yes,2.9,paypal,148,no,741.17,no
RID-01653,28,plus,42.38,hiking,3,1,yes,3.8,paypal,812,no,1873.53,no
RID-01654,38,core,25.82,fishing,1,1,no,3.7,card,316,yes,971.94,no
RID-01655,35,core,25.96,hiking,1,0,no,4.7,bnpl,332,no,1191.03,no
RID-01656,42,core,24.71,hiking,1,0,no,2.9,bnpl,413,no,934.38,yes
RID-01657,57,core,27.36,fishing,3,1,yes,3.6,card,264,no,1731.78,yes
RID-01658,10,core,26.92,hiking,1,0,yes,3.4,card,865,no,752.43,yes
RID-01659,29,core,18.46,fishing,2,0,yes,4.6,paypal,376,no,936.76,yes
RID-01660,23,plus,41.45,fishing,2,1,yes,3.6,paypal,561,no,1972.02,no
RID-01661,5,plus,42.24,camping,1,0,yes,4.8,bnpl,219,no,323.02,no
RID-01662,7,plus,32.0,climbing,1,1,yes,4.0,card,246,no,144.35,no
RID-01663,38,core,24.22,climbing,0,0,yes,4.4,paypal,144,no,738.1,yes
RID-01664,31,plus,44.58,fishing,1,0,yes,4.8,card,513,no,914.9,no
RID-01665,17,core,28.03,hiking,2,0,yes,3.1,card,278,no,850.42,yes
RID-01666,55,summit,78.05,climbing,2,0,yes,3.8,card,513,no,4439.41,yes
RID-01667,18,core,21.93,hiking,2,0,yes,4.3,paypal,479,no,787.45,yes
RID-01668,36,summit,86.42,hiking,1,1,yes,4.1,card,132,no,4945.47,no
RID-01669,60,plus,46.19,climbing,0,0,yes,3.0,card,254,no,2781.99,no
RID-01670,42,summit,60.78,fishing,1,0,yes,4.5,paypal,119,no,5779.03,yes
RID-01671,44,summit,76.07,camping,2,0,yes,4.0,card,134,no,5167.27,no
RID-01672,17,summit,56.62,camping,0,1,yes,4.1,card,109,no,987.15,no
RID-01673,55,plus,41.89,fishing,2,2,no,3.8,card,155,yes,2960.13,no
RID-01674,28,core,19.91,hiking,0,2,yes,1.6,paypal,180,no,1113.19,yes
RID-01675,18,plus,44.34,camping,1,1,no,4.4,card,1210,no,1461.96,no
RID-01676,45,core,24.57,hiking,1,0,no,4.4,bnpl,233,no,922.28,yes
RID-01677,32,core,26.55,fishing,0,0,yes,3.7,paypal,535,no,673.3,yes
RID-01678,8,summit,71.93,fishing,1,0,yes,2.9,bnpl,435,yes,638.31,no
RID-01679,1,plus,47.62,hiking,4,1,yes,3.6,card,374,no,186.5,yes
RID-01680,7,core,23.61,climbing,0,0,yes,4.7,paypal,582,no,389.31,no
RID-01681,9,summit,60.1,hiking,0,1,yes,3.7,paypal,355,no,470.63,no
RID-01682,13,core,28.87,hiking,4,0,yes,4.0,bnpl,144,no,319.5,no
RID-01683,21,summit,80.05,climbing,4,2,yes,3.7,paypal,405,no,3067.8,no
RID-01684,14,plus,49.41,camping,1,2,yes,4.2,bnpl,478,yes,1628.31,no
RID-01685,55,core,30.52,hiking,1,3,yes,3.0,card,116,no,1278.79,no
RID-01686,58,core,19.21,camping,2,1,no,3.8,card,351,no,1048.08,yes
RID-01687,59,summit,68.79,camping,0,1,yes,4.8,card,563,no,4000.2,yes
RID-01688,9,core,23.84,hiking,1,2,yes,3.3,card,296,no,381.64,no
RID-01689,32,summit,85.41,fishing,2,0,no,3.8,bnpl,973,no,3584.49,yes
RID-01690,6,plus,39.0,hiking,1,0,no,4.8,card,187,no,230.16,no
RID-01691,43,core,18.14,climbing,2,0,yes,4.6,card,239,no,1060.8,yes
RID-01692,8,plus,41.02,camping,0,2,yes,4.3,card,418,no,333.39,yes
RID-01693,17,plus,48.75,fishing,1,1,yes,4.3,paypal,198,yes,786.3,no
RID-01694,12,core,26.97,climbing,2,0,no,4.3,card,194,no,410.67,yes
RID-01695,29,plus,47.94,fishing,1,0,no,3.8,paypal,685,no,2543.23,yes
RID-01696,22,core,22.95,hiking,1,0,yes,4.8,bnpl,241,no,758.55,yes
RID-01697,32,core,23.56,hiking,2,2,no,3.6,card,566,yes,1138.04,yes
RID-01698,12,summit,70.13,camping,4,0,yes,3.3,card,129,no,1212.43,no
RID-01699,31,plus,51.71,camping,3,1,yes,3.0,card,237,yes,2832.24,yes
RID-01700,5,plus,51.5,hiking,0,1,yes,3.5,card,229,yes,411.99,no
RID-01701,2,plus,57.06,climbing,1,1,no,3.5,card,242,no,398.76,no
RID-01702,8,plus,43.53,camping,2,0,no,3.5,card,130,no,345.87,no
RID-01703,16,core,28.43,climbing,2,1,yes,3.1,card,217,no,274.84,yes
RID-01704,48,summit,69.31,climbing,0,2,no,4.3,card,293,no,2363.34,no
RID-01705,20,plus,52.88,hiking,3,0,no,3.3,paypal,57,no,2855.44,no
RID-01706,31,summit,60.45,climbing,0,1,yes,4.4,paypal,191,no,1779.39,no
RID-01707,41,summit,78.51,hiking,2,0,no,4.5,paypal,415,yes,6712.56,no
RID-01708,45,plus,40.39,fishing,1,0,no,5.0,paypal,166,no,2422.92,no
RID-01709,35,plus,56.96,climbing,1,0,yes,3.7,paypal,342,no,2135.27,yes
RID-01710,10,core,21.0,fishing,0,1,yes,3.9,paypal,156,no,209.34,no
RID-01711,40,core,20.25,hiking,0,2,no,3.4,card,275,no,661.74,no
RID-01712,18,plus,47.26,climbing,2,0,no,3.1,card,40,no,818.87,yes
RID-01713,36,core,18.16,fishing,3,0,yes,3.7,card,407,no,888.65,yes
RID-01714,59,core,28.8,camping,1,1,yes,3.4,card,195,no,2201.83,yes
RID-01715,4,plus,47.7,hiking,1,0,no,3.1,bnpl,523,no,244.36,yes
RID-01716,5,core,28.1,fishing,1,1,yes,4.2,card,253,no,190.64,no
RID-01717,15,core,24.11,hiking,0,1,no,3.2,paypal,209,no,577.03,yes
RID-01718,26,plus,49.94,hiking,2,0,yes,4.4,bnpl,173,no,3009.18,yes
RID-01719,29,core,21.16,climbing,2,0,yes,4.6,card,193,no,739.35,yes
RID-01720,18,core,27.49,fishing,1,2,no,3.4,card,187,no,612.75,yes
RID-01721,54,core,33.25,camping,1,1,yes,5.0,card,154,no,1663.5,no
RID-01722,0,plus,38.21,hiking,1,1,yes,4.3,paypal,165,no,121.71,no
RID-01723,33,summit,79.42,hiking,0,1,yes,3.9,paypal,931,no,2845.6,yes
RID-01724,33,core,24.28,camping,1,0,no,2.7,bnpl,259,no,943.38,yes
RID-01725,46,plus,39.62,camping,0,0,yes,2.7,card,58,no,2269.38,no
RID-01726,33,core,21.38,climbing,4,0,no,5.0,paypal,58,no,978.11,yes
RID-01727,8,plus,45.57,fishing,1,0,no,5.0,card,947,no,621.36,no
RID-01728,19,core,28.72,fishing,2,2,yes,5.0,card,251,no,539.11,yes
RID-01729,10,summit,83.45,fishing,2,1,yes,5.0,bnpl,108,no,713.53,no
RID-01730,28,plus,46.72,fishing,1,1,yes,5.0,paypal,564,no,1857.57,no
RID-01731,55,plus,55.4,camping,0,1,yes,4.2,paypal,169,no,2229.3,no
RID-01732,23,core,21.59,hiking,1,0,yes,4.4,card,285,no,428.17,yes
RID-01733,22,summit,80.89,camping,1,1,yes,3.5,card,320,no,2191.44,yes
RID-01734,28,core,23.89,climbing,2,2,yes,4.2,card,116,no,632.87,yes
RID-01735,10,plus,40.24,fishing,1,0,no,4.6,card,172,no,573.67,yes
RID-01736,51,plus,52.69,camping,1,1,no,4.6,paypal,452,no,4112.98,no
RID-01737,40,plus,43.66,hiking,1,2,no,3.9,card,690,no,2015.25,no
RID-01738,43,summit,78.6,hiking,2,0,yes,2.5,card,485,no,2794.13,no
RID-01739,21,plus,43.59,camping,1,0,yes,2.9,card,358,no,1130.87,no
RID-01740,17,plus,44.17,fishing,0,1,no,4.4,card,207,yes,595.53,no
RID-01741,28,core,17.07,hiking,1,1,no,3.6,card,391,no,940.14,no
RID-01742,14,core,24.08,hiking,2,0,yes,4.5,card,442,no,508.29,no
