Resident_ID#,Tenure(mo),Care_Level,Monthly_Fee$,Room_Type#,Meals_Included_(per_day),Family_Visits/Month,Has_Companion_Pet?,Activity_Participation_%,Emergency_Calls_YTD#,Distance_to_Family_(mi),Satisfaction_Score_(1-10),Est_LTV,Departed?
MSL-00569,65,Memory Care,4415.29,2BR,2,1,No,25,0,20.6,2,258644.08,No
MSL-00570,51,Skilled Nursing,5898.42,Suite,3,1,No,9,4,3.0,7,233282.77,No
MSL-00571,83,Memory Care,4812.49,1BR,1,2,No,67,1,39.2,9,548099.37,No
MSL-00572,71,Skilled Nursing,7898.11,Studio,3,1,No,34,1,158.9,5,458755.62,No
MSL-00573,49,Skilled Nursing,6182.64,2BR,3,2,Yes,45,2,90.8,7,246996.73,No
MSL-00574,27,Skilled Nursing,6453.67,1BR,2,1,No,47,1,21.6,7,170440.4,No
MSL-00575,33,Skilled Nursing,5966.95,2BR,1,3,Yes,41,1,37.7,2,117572.66,No
MSL-00576,39,Skilled Nursing,8199.95,Studio,3,1,No,12,3,17.7,6,350661.47,No
MSL-00577,32,Skilled Nursing,5160.47,Studio,2,1,No,2,2,11.0,3,64798.68,No
MSL-00578,4,Memory Care,6020.65,1BR,1,5,No,78,0,131.1,3,32018.85,Yes
MSL-00579,56,Independent Living,2105.6,Studio,3,4,No,0,2,49.0,7,137656.67,Yes
MSL-00580,38,Memory Care,5494.73,Suite,2,4,No,22,1,5.5,8,259061.08,No
MSL-00581,51,Skilled Nursing,7037.82,2BR,3,1,No,15,0,35.7,5,241876.82,No
MSL-00582,63,Independent Living,2774.46,Studio,3,4,No,48,0,64.6,8,258775.61,No
MSL-00583,17,Skilled Nursing,6658.78,1BR,3,2,No,64,0,54.0,2,111915.21,Yes
MSL-00584,20,Memory Care,4532.55,Suite,3,5,Yes,77,0,220.0,2,133927.62,Yes
MSL-00585,83,Skilled Nursing,8117.65,1BR,3,3,No,18,2,103.5,7,693705.22,No
MSL-00586,40,Skilled Nursing,6444.14,1BR,3,2,No,34,1,37.8,6,302620.53,No
MSL-00587,92,Memory Care,4640.78,2BR,3,2,No,92,1,117.1,4,351550.65,No
MSL-00588,80,Skilled Nursing,6628.77,Studio,3,0,No,97,1,20.6,1,283797.63,No
MSL-00589,22,Skilled Nursing,6379.44,Suite,3,1,Yes,75,1,24.6,7,112179.17,No
MSL-00590,87,Skilled Nursing,6841.06,1BR,3,3,No,99,0,104.9,4,661580.38,No
MSL-00591,37,Independent Living,2360.63,Studio,2,5,No,81,2,8.5,7,76436.84,Yes
MSL-00592,22,Memory Care,6408.91,Studio,2,2,No,50,3,125.5,1,93258.64,No
MSL-00593,42,Skilled Nursing,7357.02,Studio,2,2,No,52,1,57.2,5,272023.93,No
MSL-00594,57,Independent Living,2189.68,1BR,3,1,No,38,2,11.5,3,95659.25,No
MSL-00595,41,Memory Care,4487.75,2BR,3,4,No,27,1,39.4,3,183649.28,No
MSL-00596,21,Memory Care,5194.73,1BR,3,0,Yes,30,1,69.4,4,200726.95,No
MSL-00597,25,Memory Care,5315.38,Studio,1,6,Yes,10,2,27.4,10,285307.43,No
MSL-00598,80,Independent Living,2017.22,1BR,1,3,No,66,2,190.4,10,131098.43,No
MSL-00599,21,Skilled Nursing,6736.51,Studio,3,1,No,38,4,32.1,10,141221.58,No
MSL-00600,47,Memory Care,5793.37,1BR,3,4,No,31,3,15.9,6,98732.71,No
MSL-00601,80,Memory Care,5777.63,Studio,1,4,No,77,1,15.8,4,442769.61,No
MSL-00602,44,Independent Living,2102.69,Studio,3,1,No,63,2,25.9,3,61329.57,No
MSL-00603,4,Skilled Nursing,6016.09,Studio,3,0,No,61,4,39.3,7,24661.05,No
MSL-00604,79,Independent Living,2499.17,1BR,3,2,No,14,0,108.8,3,86204.62,Yes
MSL-00605,52,Independent Living,2340.2,2BR,2,4,No,46,0,24.0,7,93876.47,Yes
MSL-00606,72,Skilled Nursing,6470.83,2BR,2,3,Yes,15,2,48.7,5,215936.97,No
MSL-00607,48,Memory Care,5561.16,2BR,3,3,Yes,41,2,10.9,5,210613.21,No
MSL-00608,54,Memory Care,5264.41,1BR,1,2,No,15,2,18.3,7,698797.33,No
MSL-00609,78,Independent Living,2374.77,1BR,2,2,No,11,1,34.6,5,107068.89,No
MSL-00610,72,Skilled Nursing,7226.57,1BR,3,3,Yes,51,1,32.1,5,289034.63,No
MSL-00611,22,Memory Care,5521.35,Studio,3,3,No,93,1,32.3,9,104010.75,No
MSL-00612,92,Independent Living,2317.87,1BR,2,1,No,44,1,52.6,10,126530.58,No
MSL-00613,87,Memory Care,7057.4,1BR,3,4,Yes,61,1,2.0,4,918927.38,No
MSL-00614,52,Skilled Nursing,7348.54,1BR,2,1,No,41,2,11.6,8,225325.68,No
MSL-00615,66,Memory Care,7200.0,Suite,2,4,Yes,66,2,52.8,3,220850.71,No
MSL-00616,43,Independent Living,3033.81,1BR,2,1,No,24,3,32.9,8,148852.91,No
MSL-00617,84,Memory Care,5572.96,2BR,3,2,No,90,3,18.1,10,736480.17,No
MSL-00618,39,Memory Care,4963.16,2BR,1,5,No,87,1,34.3,1,186487.32,No
MSL-00619,84,Skilled Nursing,8251.92,Suite,3,4,No,14,2,46.2,3,456380.14,Yes
MSL-00620,28,Skilled Nursing,6460.71,2BR,3,0,Yes,63,5,33.0,7,197338.22,No
MSL-00621,54,Independent Living,2776.67,1BR,2,2,No,17,2,35.0,4,174522.68,Yes
MSL-00622,83,Independent Living,2961.34,2BR,3,2,No,14,1,17.5,3,377774.64,No
MSL-00623,60,Independent Living,2273.91,Suite,3,2,No,7,1,34.8,10,156106.03,No
MSL-00624,14,Skilled Nursing,6821.11,Studio,3,2,No,85,4,160.9,2,34378.77,No
MSL-00625,6,Independent Living,2666.5,1BR,3,2,Yes,95,0,55.3,4,14797.08,Yes
MSL-00626,77,Skilled Nursing,7086.32,2BR,3,1,No,5,3,43.5,2,387313.22,No
MSL-00627,75,Memory Care,5215.94,Studio,3,6,No,14,0,11.5,10,311597.56,No
MSL-00628,18,Memory Care,5718.84,Suite,2,1,No,96,2,14.4,9,28145.04,No
MSL-00629,59,Memory Care,4626.87,1BR,3,3,No,61,1,9.4,5,195217.77,No
MSL-00630,88,Independent Living,2221.98,2BR,3,3,No,64,2,3.0,7,98462.93,No
MSL-00631,60,Independent Living,1712.65,1BR,2,3,No,96,2,90.7,1,121507.16,Yes
MSL-00632,59,Skilled Nursing,7377.76,Studio,2,3,Yes,27,1,14.2,8,382210.9,No
MSL-00633,42,Independent Living,2082.88,1BR,3,4,No,64,1,51.4,2,92775.76,Yes
MSL-00634,51,Independent Living,2890.85,1BR,3,4,No,28,2,81.7,5,201493.34,Yes
MSL-00635,5,Memory Care,5631.6,2BR,1,1,No,56,1,76.3,9,19752.56,No
MSL-00636,22,Independent Living,2527.9,2BR,2,2,No,91,2,72.8,9,55410.42,No
MSL-00637,1,Independent Living,2789.54,Studio,3,2,No,61,3,168.9,9,3565.14,No
MSL-00638,76,Skilled Nursing,7325.27,2BR,3,1,No,18,3,1.1,10,1183824.46,Yes
MSL-00639,67,Independent Living,2049.22,1BR,2,1,No,57,0,11.9,4,292485.0,No
MSL-00640,75,Independent Living,2409.11,Studio,3,2,Yes,2,1,25.0,8,225494.58,No
MSL-00641,62,Independent Living,2362.7,Suite,2,3,No,81,2,49.1,5,101290.7,Yes
MSL-00642,85,Memory Care,5312.59,1BR,2,2,No,37,0,65.9,10,1276604.47,No
MSL-00643,28,Skilled Nursing,5725.95,1BR,3,5,Yes,97,0,11.7,10,267325.74,No
MSL-00644,56,Skilled Nursing,5470.39,Studio,2,1,No,65,2,36.8,10,485621.42,No
MSL-00645,34,Skilled Nursing,7103.79,1BR,2,1,No,66,2,27.4,7,430689.32,No
MSL-00646,94,Skilled Nursing,6063.59,Studio,3,2,No,91,1,44.3,2,464288.78,No
MSL-00647,7,Independent Living,1798.15,1BR,3,2,No,25,2,16.2,9,7823.8,No
MSL-00648,33,Independent Living,2847.51,Studio,3,1,No,55,3,45.1,6,90562.17,No
MSL-00649,75,Independent Living,2628.49,2BR,2,3,No,7,0,18.9,1,240735.09,No
MSL-00650,20,Skilled Nursing,6099.38,2BR,1,0,No,89,0,66.6,8,116914.57,No
MSL-00651,44,Skilled Nursing,6539.36,Studio,3,3,No,48,0,13.6,4,201355.89,No
MSL-00652,86,Independent Living,2255.13,2BR,3,2,No,87,0,14.9,4,501838.36,No
MSL-00653,92,Skilled Nursing,5344.91,2BR,1,2,Yes,86,2,17.8,8,769126.61,No
MSL-00654,63,Independent Living,2828.3,2BR,1,1,No,45,0,80.9,6,153714.17,No
MSL-00655,81,Memory Care,4276.05,Studio,3,2,No,75,2,44.7,1,1268721.96,No
MSL-00656,52,Skilled Nursing,6575.84,2BR,3,1,No,77,4,5.2,3,158199.71,No
MSL-00657,52,Independent Living,1967.87,2BR,2,2,No,25,2,84.1,1,64014.45,Yes
MSL-00658,76,Memory Care,5437.69,Suite,3,5,No,48,1,25.0,8,634165.81,No
MSL-00659,7,Skilled Nursing,6502.35,Suite,2,3,No,21,1,49.0,3,64614.52,No
MSL-00660,63,Skilled Nursing,6436.22,1BR,2,1,No,12,2,12.0,3,213870.71,No
MSL-00661,79,Skilled Nursing,5812.52,2BR,1,3,No,35,0,75.3,10,572137.18,No
MSL-00662,57,Skilled Nursing,8096.31,1BR,3,2,No,14,1,21.3,6,336248.17,No
MSL-00663,53,Skilled Nursing,7813.72,1BR,2,5,No,49,2,52.5,7,244803.69,No
MSL-00664,85,Independent Living,2437.64,1BR,2,4,No,94,1,42.2,9,332490.62,No
MSL-00665,81,Independent Living,2369.47,2BR,3,4,No,11,2,21.9,3,139510.08,No
MSL-00666,24,Independent Living,2293.76,1BR,3,3,No,57,1,16.7,10,64135.82,Yes
MSL-00667,94,Independent Living,2796.17,2BR,3,4,No,28,1,71.3,8,133165.81,Yes
MSL-00668,38,Independent Living,2422.73,2BR,2,3,Yes,68,1,44.9,4,30718.95,No
MSL-00669,88,Independent Living,2085.63,2BR,2,2,No,27,2,29.9,9,52532.16,No
MSL-00670,14,Memory Care,4888.95,Studio,1,1,No,43,0,21.8,4,93765.99,No
MSL-00671,91,Independent Living,2503.44,Studio,3,0,No,50,1,19.9,5,156101.66,No
MSL-00672,61,Memory Care,5849.86,1BR,1,3,No,43,1,11.1,2,267066.1,No
MSL-00673,30,Independent Living,2213.25,1BR,2,1,No,18,0,22.9,7,50405.9,Yes
MSL-00674,61,Independent Living,2327.02,1BR,2,4,No,96,0,24.5,5,100291.7,Yes
MSL-00675,2,Memory Care,5092.2,1BR,2,1,No,18,0,34.2,1,11002.94,No
MSL-00676,21,Independent Living,2658.08,1BR,3,3,No,86,0,32.9,9,94772.07,No
MSL-00677,51,Independent Living,2174.37,2BR,1,3,No,89,2,15.4,4,55872.26,No
MSL-00678,21,Independent Living,2497.69,Studio,1,1,Yes,76,3,40.3,1,38557.64,No
MSL-00679,25,Skilled Nursing,8135.1,1BR,3,0,No,41,2,47.0,5,336280.51,No
MSL-00680,30,Independent Living,2259.18,Studio,3,3,No,57,2,31.7,5,38069.76,No
MSL-00681,39,Memory Care,4323.85,Suite,3,7,No,6,0,28.1,5,124348.8,No
MSL-00682,51,Skilled Nursing,5912.73,1BR,3,2,No,47,1,41.4,9,302878.5,No
MSL-00683,76,Independent Living,2475.59,Studio,3,3,No,51,2,39.9,4,140339.89,No
MSL-00684,27,Skilled Nursing,7152.39,2BR,2,1,No,93,0,84.2,5,90850.0,No
MSL-00685,96,Memory Care,4918.86,1BR,2,3,No,36,1,15.9,5,300028.24,No
MSL-00686,59,Skilled Nursing,8560.61,Studio,3,2,Yes,3,2,94.0,6,486089.24,No
MSL-00687,30,Skilled Nursing,6955.91,Studio,2,3,Yes,94,0,27.4,1,184502.56,No
MSL-00688,9,Independent Living,2556.69,Suite,2,1,No,11,2,7.1,10,22620.58,Yes
MSL-00689,40,Independent Living,3008.39,Suite,3,1,No,0,0,31.1,9,160303.16,No
MSL-00690,53,Independent Living,2639.27,Studio,3,1,No,71,1,42.3,9,330133.64,No
MSL-00691,41,Skilled Nursing,7035.97,Studio,3,5,Yes,12,1,72.2,5,365378.45,No
MSL-00692,86,Skilled Nursing,6692.82,2BR,3,1,Yes,3,0,19.3,8,1107469.94,No
MSL-00693,59,Independent Living,2843.1,2BR,3,2,No,10,2,70.0,6,145687.33,Yes
MSL-00694,93,Memory Care,5309.87,1BR,3,5,No,59,3,103.7,6,328259.26,No
MSL-00695,68,Skilled Nursing,6766.9,1BR,3,2,Yes,77,1,53.9,6,569850.19,No
MSL-00696,91,Independent Living,2374.09,1BR,1,2,No,17,2,95.8,3,157510.28,No
MSL-00697,14,Independent Living,2164.21,1BR,1,0,No,76,1,78.3,2,35160.43,No
MSL-00698,6,Skilled Nursing,8310.37,Studio,3,2,No,24,1,59.5,7,72516.21,No
MSL-00699,39,Independent Living,2179.85,Studio,3,1,No,65,1,10.1,6,71807.58,No
MSL-00700,92,Independent Living,2598.46,2BR,2,3,No,15,0,25.7,5,215963.35,No
MSL-00701,16,Independent Living,3024.54,1BR,1,5,No,55,3,64.8,10,43479.52,Yes
MSL-00702,55,Memory Care,3984.36,2BR,2,4,No,65,2,82.3,9,171651.76,No
MSL-00703,48,Independent Living,2402.06,1BR,3,0,No,8,0,18.1,1,75546.12,Yes
MSL-00704,80,Skilled Nursing,5556.41,2BR,2,5,Yes,49,0,23.0,5,384298.39,No
MSL-00705,1,Memory Care,5583.41,2BR,2,2,No,59,2,29.1,8,5518.55,No
MSL-00706,58,Skilled Nursing,6618.43,2BR,3,0,No,8,5,74.7,10,144375.61,No
MSL-00707,0,Independent Living,2895.41,Studio,2,2,No,78,1,69.0,3,0.0,Yes
MSL-00708,69,Skilled Nursing,7480.54,Studio,3,3,Yes,14,1,63.6,9,483323.6,No
MSL-00709,21,Memory Care,4723.59,1BR,2,2,No,6,4,42.0,9,42644.16,No
MSL-00710,96,Independent Living,1956.7,Studio,3,3,No,54,1,41.4,9,262156.88,No
MSL-00711,54,Memory Care,5658.87,Studio,1,0,No,25,3,35.9,5,477937.35,No
MSL-00712,72,Skilled Nursing,6299.89,Suite,3,1,No,29,4,74.7,5,646260.75,No
MSL-00713,31,Independent Living,2538.17,2BR,3,3,No,76,1,26.8,9,44361.3,No
MSL-00714,39,Independent Living,2366.35,1BR,3,4,Yes,45,2,43.6,6,212582.14,No
MSL-00715,11,Independent Living,2312.4,1BR,2,3,No,66,1,22.7,5,21441.79,No
MSL-00716,14,Skilled Nursing,7315.08,1BR,2,1,No,33,2,2.5,3,91682.26,No
MSL-00717,16,Independent Living,2387.4,Studio,1,1,No,75,1,79.7,4,29409.44,Yes
MSL-00718,8,Independent Living,2245.53,1BR,3,4,No,94,0,31.4,1,13227.07,No
MSL-00719,28,Independent Living,2464.72,Studio,3,2,No,10,1,78.1,7,114953.22,No
MSL-00720,79,Independent Living,2469.68,Studio,2,2,Yes,56,4,16.3,6,227283.51,No
MSL-00721,4,Skilled Nursing,7018.15,1BR,1,1,No,78,0,6.8,2,24985.91,No
MSL-00722,7,Independent Living,2617.64,2BR,3,5,Yes,12,2,8.8,6,17826.48,No
MSL-00723,56,Independent Living,2416.12,1BR,3,3,No,72,0,47.0,1,40185.0,Yes
MSL-00724,92,Memory Care,6315.42,1BR,3,3,No,99,0,115.5,6,516461.75,No
MSL-00725,75,Skilled Nursing,7673.49,1BR,2,1,No,88,2,27.3,5,339918.06,No
MSL-00726,69,Memory Care,5908.19,2BR,3,3,No,35,0,8.1,8,271670.31,No
MSL-00727,64,Independent Living,2432.69,1BR,1,6,No,79,2,69.1,1,199820.74,No
MSL-00728,24,Independent Living,2460.5,1BR,3,4,No,7,1,20.1,1,70419.67,Yes
MSL-00729,2,Independent Living,2308.17,Suite,2,5,No,69,1,102.0,1,2321.76,Yes
MSL-00730,75,Memory Care,5117.09,1BR,2,0,No,81,0,17.2,7,496219.86,No
MSL-00731,35,Skilled Nursing,6521.49,Studio,2,2,No,44,0,97.6,9,243064.29,No
MSL-00732,56,Independent Living,2208.64,2BR,3,4,No,26,1,55.1,1,159300.9,No
MSL-00733,86,Skilled Nursing,6481.6,Studio,1,5,Yes,60,0,92.9,1,508164.59,No
MSL-00734,3,Memory Care,5795.11,Studio,1,2,No,87,1,45.1,7,10747.29,No
MSL-00735,71,Independent Living,2394.04,2BR,3,5,No,23,1,93.3,8,110601.82,Yes
MSL-00736,94,Memory Care,5530.43,2BR,2,4,Yes,98,0,41.5,2,476026.78,Yes
MSL-00737,2,Independent Living,1978.4,2BR,2,3,No,55,0,61.7,2,3870.65,Yes
MSL-00738,52,Independent Living,2196.14,Studio,1,2,No,69,1,11.6,10,95798.76,No
MSL-00739,6,Skilled Nursing,6941.74,1BR,2,5,No,28,0,103.9,8,55985.22,No
MSL-00740,24,Independent Living,1948.46,2BR,2,3,No,76,0,69.8,10,14622.5,Yes
MSL-00741,72,Independent Living,2226.54,1BR,2,1,No,95,3,6.6,5,198817.17,No
MSL-00742,72,Skilled Nursing,6754.41,Studio,3,3,Yes,80,1,14.9,10,742185.49,No
MSL-00743,84,Skilled Nursing,6958.07,1BR,2,1,No,23,2,24.2,5,530141.93,No
MSL-00744,8,Memory Care,5240.66,1BR,3,5,No,78,1,4.6,4,47691.85,No
MSL-00745,40,Skilled Nursing,7295.65,Suite,1,3,No,40,1,97.6,3,396938.44,No
MSL-00746,93,Memory Care,7081.32,Studio,2,3,Yes,90,1,49.0,4,634629.74,No
MSL-00747,81,Skilled Nursing,6975.14,1BR,2,5,No,6,1,19.5,10,590715.43,No
MSL-00748,16,Memory Care,5774.72,Studio,1,1,No,9,1,32.2,10,72995.52,No
MSL-00749,69,Memory Care,4883.84,2BR,3,0,No,7,3,159.6,1,189442.44,Yes
MSL-00750,88,Skilled Nursing,6562.15,1BR,1,2,No,49,3,34.1,2,274395.13,No
MSL-00751,64,Independent Living,2458.65,1BR,3,5,Yes,26,0,4.5,6,232434.48,No
MSL-00752,30,Skilled Nursing,5971.82,Studio,2,2,No,33,0,150.4,7,131609.86,No
MSL-00753,41,Skilled Nursing,7038.22,1BR,1,5,No,3,2,2.4,7,224621.04,No
MSL-00754,40,Skilled Nursing,5829.17,2BR,3,1,No,41,0,100.7,2,119810.67,No
MSL-00755,85,Independent Living,2068.4,Suite,3,0,No,71,1,36.9,6,175212.17,No
MSL-00756,29,Skilled Nursing,7235.93,Suite,1,0,No,15,1,41.1,2,313776.44,No
MSL-00757,67,Skilled Nursing,6602.02,Studio,3,3,No,27,2,29.9,5,224112.31,No
MSL-00758,3,Independent Living,2330.26,1BR,1,1,No,63,2,16.7,4,8954.19,No
MSL-00759,41,Independent Living,2495.22,1BR,3,1,No,99,1,5.1,10,106666.04,No
MSL-00760,89,Independent Living,2469.28,Studio,1,0,No,61,2,15.0,8,134142.4,Yes
MSL-00761,69,Skilled Nursing,6529.86,Suite,3,4,No,72,0,20.9,2,376669.63,No
MSL-00762,1,Skilled Nursing,6368.31,Suite,1,5,Yes,4,1,21.5,4,6782.08,No
MSL-00763,89,Skilled Nursing,6932.78,1BR,1,2,No,57,0,28.3,5,546783.69,Yes
MSL-00764,74,Memory Care,5353.59,Suite,3,2,No,37,4,135.7,4,624155.49,Yes
MSL-00765,25,Skilled Nursing,6645.56,1BR,3,0,No,44,4,31.5,8,267367.18,No
MSL-00766,43,Independent Living,2497.17,2BR,2,5,No,31,2,53.0,7,95715.98,No
MSL-00767,84,Skilled Nursing,6521.61,Studio,3,2,Yes,18,0,46.3,5,694472.25,Yes
MSL-00768,62,Independent Living,2011.07,Suite,2,4,No,23,0,23.8,1,89806.94,No
MSL-00769,93,Independent Living,2522.12,Studio,1,2,No,41,0,8.3,4,124463.3,No
MSL-00770,29,Skilled Nursing,7153.46,Suite,2,1,No,17,3,112.4,10,182314.33,No
MSL-00771,74,Independent Living,2358.84,Suite,2,3,No,28,1,60.7,1,176851.36,Yes
MSL-00772,69,Independent Living,2887.09,2BR,3,3,No,75,1,101.8,9,224463.1,Yes
MSL-00773,38,Independent Living,2406.7,Studio,1,1,No,61,1,45.7,2,72513.21,No
MSL-00774,30,Skilled Nursing,6539.55,2BR,3,0,No,31,1,85.3,1,349925.16,No
MSL-00775,24,Memory Care,5533.24,2BR,3,1,No,63,0,29.8,2,142314.19,No
MSL-00776,84,Skilled Nursing,7101.79,1BR,2,2,No,33,1,29.3,4,626813.76,No
MSL-00777,64,Skilled Nursing,7655.99,Studio,2,0,Yes,79,1,61.3,2,312241.27,No
MSL-00778,36,Skilled Nursing,6814.61,1BR,1,5,No,4,2,7.2,7,358346.91,Yes
MSL-00779,33,Memory Care,5481.3,2BR,3,6,No,89,4,60.1,8,136637.17,No
MSL-00780,29,Memory Care,5216.26,1BR,1,2,No,6,2,20.5,2,280138.97,Yes
MSL-00781,17,Independent Living,2599.68,Studio,2,1,No,20,3,33.0,3,33414.39,No
MSL-00782,53,Skilled Nursing,6820.61,Suite,2,6,Yes,53,2,40.7,1,460472.11,No
MSL-00783,76,Skilled Nursing,5170.38,2BR,2,1,No,11,1,22.2,5,1114857.54,No
MSL-00784,82,Independent Living,2328.36,Studio,1,4,Yes,12,3,24.3,10,345114.51,No
MSL-00785,79,Memory Care,5419.45,2BR,3,3,No,11,1,45.8,7,664326.99,No
MSL-00786,23,Independent Living,2306.46,Studio,3,1,No,40,1,62.9,9,79957.42,No
MSL-00787,57,Independent Living,2173.3,Studio,3,4,No,33,3,217.3,5,84117.56,No
MSL-00788,74,Skilled Nursing,7255.61,1BR,1,2,No,69,1,72.3,1,542276.06,No
MSL-00789,35,Skilled Nursing,5387.79,Suite,2,4,No,51,0,59.2,1,201284.84,No
MSL-00790,40,Memory Care,5094.97,1BR,3,3,No,31,3,5.4,8,321452.71,No
MSL-00791,12,Independent Living,1600.0,2BR,2,2,Yes,78,3,148.4,2,37172.36,Yes
MSL-00792,45,Independent Living,2103.97,2BR,3,3,No,91,0,111.7,4,115046.46,No
MSL-00793,55,Independent Living,2719.23,2BR,2,0,No,34,4,10.8,4,166549.36,No
MSL-00794,1,Skilled Nursing,7084.53,2BR,1,7,No,57,0,65.4,8,5577.94,No
MSL-00795,20,Independent Living,2382.23,2BR,3,4,No,24,1,49.8,6,45372.88,Yes
MSL-00796,63,Independent Living,2684.17,1BR,3,1,No,3,0,68.6,3,294648.7,No
MSL-00797,3,Skilled Nursing,6482.33,1BR,3,0,Yes,85,0,42.3,3,17128.91,No
MSL-00798,38,Independent Living,2822.77,Studio,3,4,Yes,53,0,41.2,4,63017.44,No
MSL-00799,11,Skilled Nursing,6605.66,1BR,2,4,Yes,20,1,107.2,6,86212.74,No
MSL-00800,63,Independent Living,2202.04,Studio,2,3,No,40,2,117.9,5,147258.06,No
MSL-00801,72,Memory Care,5391.22,1BR,3,3,No,94,1,14.7,9,475230.46,No
MSL-00802,83,Memory Care,6358.93,2BR,3,3,No,26,1,2.4,7,440486.54,Yes
MSL-00803,81,Memory Care,5464.9,Studio,2,1,No,51,1,7.8,2,292807.88,No
MSL-00804,85,Independent Living,2664.9,Studio,3,2,No,6,1,11.9,4,225943.67,Yes
MSL-00805,58,Memory Care,5308.18,2BR,2,1,No,15,3,21.2,8,351065.03,No
MSL-00806,90,Independent Living,1956.48,1BR,3,5,No,97,1,17.9,5,339765.41,No
MSL-00807,4,Independent Living,2107.62,Suite,1,3,No,21,1,121.1,8,10100.25,Yes
MSL-00808,67,Skilled Nursing,5935.95,Studio,3,3,No,27,4,47.3,1,492401.8,No
MSL-00809,55,Independent Living,2417.18,2BR,1,2,No,16,1,26.3,2,139644.64,No
MSL-00810,84,Independent Living,2471.21,1BR,2,2,No,78,4,67.9,10,142359.91,No
MSL-00811,76,Independent Living,2483.69,2BR,2,3,No,39,0,42.2,10,167364.69,No
MSL-00812,71,Memory Care,6021.46,Suite,3,1,No,31,1,34.9,3,401862.06,No
MSL-00813,93,Skilled Nursing,6162.45,1BR,1,3,No,5,0,14.2,2,1082759.49,No
MSL-00814,72,Independent Living,2951.93,Suite,1,1,Yes,60,2,20.2,3,125269.27,Yes
MSL-00815,27,Independent Living,2856.54,2BR,2,5,No,32,1,23.0,5,83851.26,No
MSL-00816,85,Independent Living,2498.77,1BR,3,5,No,91,1,10.6,8,138760.76,No
MSL-00817,44,Memory Care,5770.52,1BR,2,2,No,12,0,53.5,6,344523.17,No
MSL-00818,3,Independent Living,2395.07,1BR,3,1,No,67,2,43.1,8,6176.41,Yes
MSL-00819,51,Skilled Nursing,5008.73,Studio,1,4,No,96,2,20.6,8,373614.76,No
MSL-00820,28,Skilled Nursing,7676.78,1BR,1,3,No,37,1,39.5,4,321863.67,No
MSL-00821,7,Memory Care,5061.3,1BR,2,1,No,51,1,98.1,6,31880.99,No
MSL-00822,84,Skilled Nursing,6687.2,Studio,2,3,Yes,45,3,68.4,10,522633.69,No
MSL-00823,82,Memory Care,4514.7,2BR,1,2,No,32,0,50.5,7,343808.07,No
MSL-00824,31,Independent Living,2804.06,1BR,2,4,No,87,1,14.0,2,74366.43,No
MSL-00825,57,Independent Living,2241.97,Studio,3,6,No,88,0,126.1,5,90952.2,Yes
MSL-00826,75,Independent Living,2531.37,1BR,3,3,No,46,0,29.0,4,251122.34,No
MSL-00827,66,Independent Living,1940.12,Studio,3,1,No,47,2,81.0,6,253041.82,Yes
MSL-00828,33,Skilled Nursing,6431.31,2BR,2,2,No,47,1,56.5,1,282855.44,No
MSL-00829,69,Memory Care,4306.85,1BR,2,3,No,94,0,28.6,3,392009.72,No
MSL-00830,28,Skilled Nursing,5028.56,Studio,3,4,No,5,0,12.4,7,146452.41,No
MSL-00831,39,Independent Living,2465.02,Studio,2,2,No,70,1,70.7,9,107250.88,No
MSL-00832,26,Memory Care,5686.69,1BR,3,2,No,89,1,46.6,10,125845.86,No
MSL-00833,10,Skilled Nursing,6448.75,1BR,3,3,No,72,0,6.3,6,95208.05,Yes
MSL-00834,91,Memory Care,6889.51,1BR,3,3,Yes,13,2,37.8,7,668066.06,No
MSL-00835,84,Memory Care,5121.64,2BR,3,1,Yes,34,1,21.2,8,587075.11,No
MSL-00836,48,Independent Living,3104.82,1BR,1,3,No,53,2,34.8,9,315134.63,No
MSL-00837,40,Memory Care,3800.0,Studio,1,1,No,28,2,51.5,8,184053.46,No
MSL-00838,16,Memory Care,5968.73,Studio,3,1,Yes,53,0,13.8,7,113754.49,No
MSL-00839,42,Independent Living,2761.03,2BR,3,4,No,5,1,62.0,8,85761.12,Yes
MSL-00840,76,Skilled Nursing,5823.93,2BR,3,3,Yes,7,2,9.6,1,600691.12,No
MSL-00841,58,Independent Living,2493.56,2BR,3,4,No,61,2,70.1,1,110455.75,Yes
MSL-00842,71,Skilled Nursing,5023.09,Suite,2,2,No,29,3,69.0,6,459160.64,No
MSL-00843,63,Memory Care,5413.56,Studio,2,2,No,17,3,63.6,10,488280.36,Yes
MSL-00844,75,Independent Living,2639.86,Studio,1,4,No,49,2,5.5,4,299228.76,No
MSL-00845,65,Independent Living,1912.04,1BR,3,2,Yes,28,2,5.2,4,185675.7,Yes
MSL-00846,3,Skilled Nursing,7139.93,1BR,2,1,No,63,0,4.8,10,19145.61,No
MSL-00847,91,Independent Living,2612.92,2BR,3,1,No,67,0,6.9,5,149111.24,No
MSL-00848,69,Independent Living,2452.08,1BR,2,4,Yes,48,0,39.8,8,264805.82,Yes
MSL-00849,35,Independent Living,2787.19,1BR,3,4,No,20,1,55.9,2,130676.59,Yes
MSL-00850,96,Memory Care,5095.71,1BR,2,3,No,33,1,27.8,9,299333.14,No
MSL-00851,41,Independent Living,2551.26,Studio,3,2,No,63,2,43.9,4,223321.37,Yes
MSL-00852,69,Independent Living,2062.9,1BR,3,2,No,39,1,40.5,7,175347.28,Yes
