PolicyID,policy_age_mo,Coverage Type,PREMIUM,Pet_Species,petAge,VET_VISITS_YTD,Multi_pet_Household,claimsFiled,AutoRenew,discount_applied,ZIPRegion,est_lifetime_val,Status
TPI-00541,45,Wellness Plus,87.35,Dog,2,4,No,1,Yes,No,Suburban,8246.9,Active
TPI-00542,1,Comprehensive,36.76,Dog,2,1,No,1,Yes,No,Urban,302.53,Active
TPI-00543,44,Basic Accident,15.87,Cat,11,4,No,0,Yes,Yes,Rural,965.3,Active
TPI-00544,24,Basic Accident,19.02,Dog,2,2,Yes,1,Yes,No,Rural,1155.27,Active
TPI-00545,11,Basic Accident,21.75,Dog,6,1,No,0,Yes,Yes,Suburban,451.01,Active
TPI-00546,42,Wellness Plus,80.16,Dog,5,1,No,2,Yes,Yes,Suburban,1638.95,Active
TPI-00547,39,Wellness Plus,73.03,Dog,9,0,No,0,Yes,No,Rural,1362.53,Active
TPI-00548,15,Comprehensive,60.7,Cat,15,5,No,0,No,No,Rural,376.36,Active
TPI-00549,4,Wellness Plus,78.27,Cat,13,0,No,0,Yes,Yes,Rural,328.86,Active
TPI-00550,40,Comprehensive,46.17,Dog,10,2,Yes,0,Yes,No,Urban,3146.57,Active
TPI-00551,34,Wellness Plus,75.22,Other,14,4,No,1,Yes,No,Urban,3560.07,Active
TPI-00552,26,Basic Accident,24.28,Cat,15,2,No,0,Yes,No,Rural,883.61,Active
TPI-00553,2,Comprehensive,46.07,Cat,15,0,No,1,Yes,Yes,Suburban,225.71,Active
TPI-00554,28,Basic Accident,26.84,Dog,2,3,No,1,Yes,No,Suburban,1660.44,Active
TPI-00555,11,Comprehensive,49.7,Dog,14,0,No,1,Yes,No,Suburban,648.33,Active
TPI-00556,60,Wellness Plus,80.99,Dog,11,4,No,2,Yes,Yes,Rural,2682.81,Active
TPI-00557,37,Basic Accident,22.34,Dog,11,1,Yes,2,No,No,Rural,766.77,Active
TPI-00558,47,Basic Accident,24.43,Dog,1,0,No,1,No,No,Rural,1651.88,Active
TPI-00559,55,Comprehensive,44.03,Dog,2,0,No,3,No,No,Urban,3200.9,Active
TPI-00560,25,Basic Accident,25.62,Dog,9,6,Yes,0,Yes,No,Urban,405.07,Active
TPI-00561,8,Basic Accident,25.83,Dog,10,2,No,0,Yes,Yes,Rural,304.28,Lapsed
TPI-00562,21,Basic Accident,19.53,Dog,12,1,Yes,0,No,No,Suburban,714.02,Active
TPI-00563,59,Basic Accident,19.25,Cat,14,1,No,1,Yes,No,Urban,954.19,Lapsed
TPI-00564,50,Wellness Plus,66.91,Dog,1,2,No,2,Yes,No,Suburban,2490.96,Lapsed
TPI-00565,14,Comprehensive,41.2,Cat,5,2,No,0,Yes,No,Suburban,827.41,Active
TPI-00566,20,Comprehensive,50.62,Cat,6,1,No,1,Yes,No,Urban,1951.22,Lapsed
TPI-00567,4,Wellness Plus,91.24,Dog,6,2,No,0,Yes,Yes,Suburban,311.74,Active
TPI-00568,15,Comprehensive,45.22,Cat,3,1,No,3,No,No,Urban,956.48,Active
TPI-00569,47,Basic Accident,22.08,Other,8,4,Yes,0,No,Yes,Urban,853.05,Active
TPI-00570,29,Wellness Plus,77.53,Dog,6,0,Yes,1,No,Yes,Suburban,1022.91,Lapsed
TPI-00571,42,Comprehensive,38.77,Dog,0,4,No,1,Yes,No,Urban,1679.5,Lapsed
TPI-00572,32,Comprehensive,55.91,Dog,2,2,Yes,0,Yes,No,Urban,1612.6,Active
TPI-00573,37,Comprehensive,32.0,Cat,3,0,No,1,Yes,No,Suburban,1413.98,Active
TPI-00574,18,Basic Accident,30.27,Cat,12,3,No,1,Yes,No,Urban,438.31,Lapsed
TPI-00575,58,Wellness Plus,66.8,Cat,15,1,No,1,No,Yes,Urban,3652.63,Active
TPI-00576,18,Wellness Plus,70.55,Dog,0,2,No,0,Yes,No,Suburban,1064.5,Active
TPI-00577,5,Basic Accident,25.68,Dog,3,2,No,1,Yes,Yes,Urban,397.47,Lapsed
TPI-00578,48,Comprehensive,38.35,Cat,2,1,No,1,Yes,No,Urban,1172.24,Active
TPI-00579,9,Basic Accident,20.34,Dog,15,1,No,0,No,No,Suburban,274.83,Active
TPI-00580,58,Basic Accident,22.07,Other,0,1,Yes,1,Yes,No,Suburban,1152.6,Active
TPI-00581,47,Comprehensive,54.37,Dog,8,1,No,0,Yes,No,Urban,2259.51,Active
TPI-00582,3,Basic Accident,23.12,Dog,12,2,No,0,Yes,No,Suburban,200.42,Lapsed
TPI-00583,44,Basic Accident,17.12,Other,9,3,No,0,No,No,Urban,587.52,Lapsed
TPI-00584,5,Comprehensive,45.65,Dog,2,0,Yes,2,Yes,No,Urban,293.11,Active
TPI-00585,38,Comprehensive,57.78,Dog,6,2,No,1,Yes,No,Rural,4272.01,Active
TPI-00586,43,Comprehensive,57.08,Cat,11,0,No,0,Yes,No,Urban,2039.59,Active
TPI-00587,29,Comprehensive,55.59,Dog,15,2,No,3,Yes,Yes,Urban,2602.06,Active
TPI-00588,41,Comprehensive,60.04,Cat,8,2,Yes,1,Yes,Yes,Urban,1666.14,Active
TPI-00589,16,Comprehensive,45.98,Cat,8,5,Yes,1,Yes,No,Urban,1267.8,Active
TPI-00590,24,Comprehensive,46.97,Other,1,3,No,1,Yes,No,Urban,1017.68,Active
TPI-00591,0,Comprehensive,48.29,Dog,9,3,No,0,No,No,Urban,3.47,Active
TPI-00592,36,Basic Accident,18.96,Dog,10,1,Yes,1,Yes,No,Urban,590.92,Lapsed
TPI-00593,22,Basic Accident,23.82,Dog,1,3,Yes,2,Yes,No,Urban,463.44,Lapsed
TPI-00594,10,Basic Accident,24.89,Dog,15,3,No,2,Yes,No,Rural,424.8,Lapsed
TPI-00595,21,Basic Accident,21.43,Cat,4,2,No,0,Yes,No,Suburban,776.69,Lapsed
TPI-00596,5,Basic Accident,20.18,Other,13,1,Yes,1,Yes,No,Suburban,436.22,Active
TPI-00597,38,Comprehensive,56.04,Dog,12,1,No,1,Yes,No,Rural,2722.62,Active
TPI-00598,45,Comprehensive,43.46,Cat,0,4,No,1,Yes,Yes,Rural,4237.45,Active
TPI-00599,55,Basic Accident,23.49,Dog,14,2,No,0,Yes,No,Suburban,1403.39,Active
TPI-00600,42,Basic Accident,18.03,Cat,4,4,Yes,0,No,No,Suburban,550.69,Lapsed
TPI-00601,35,Wellness Plus,68.16,Dog,13,2,No,1,Yes,No,Urban,2149.97,Active
TPI-00602,17,Comprehensive,55.23,Dog,14,2,Yes,1,Yes,Yes,Rural,1318.82,Lapsed
TPI-00603,56,Comprehensive,48.63,Dog,13,6,No,2,Yes,No,Rural,2596.89,Lapsed
TPI-00604,52,Comprehensive,56.04,Dog,4,4,Yes,3,No,No,Suburban,5427.64,Active
TPI-00605,13,Comprehensive,55.27,Dog,1,1,No,0,No,No,Suburban,503.87,Lapsed
TPI-00606,16,Basic Accident,18.36,Cat,8,1,Yes,0,Yes,No,Rural,658.12,Active
TPI-00607,55,Comprehensive,46.87,Cat,11,4,No,2,No,No,Urban,3240.23,Active
TPI-00608,18,Basic Accident,33.64,Dog,15,1,Yes,1,Yes,No,Suburban,983.79,Active
TPI-00609,1,Comprehensive,61.17,Dog,15,2,No,0,Yes,No,Urban,49.09,Active
TPI-00610,30,Wellness Plus,65.99,Other,6,2,No,3,Yes,No,Urban,943.31,Active
TPI-00611,59,Basic Accident,18.89,Dog,13,3,No,1,Yes,Yes,Suburban,1262.06,Active
TPI-00612,21,Wellness Plus,97.23,Cat,15,4,No,1,No,No,Urban,1539.79,Active
TPI-00613,14,Comprehensive,55.47,Cat,0,4,Yes,0,Yes,Yes,Suburban,983.13,Active
TPI-00614,54,Wellness Plus,93.02,Cat,4,3,No,0,Yes,No,Suburban,6236.3,Active
TPI-00615,30,Comprehensive,33.63,Dog,6,4,Yes,2,Yes,No,Suburban,968.99,Active
TPI-00616,34,Comprehensive,32.0,Cat,1,2,Yes,0,Yes,Yes,Suburban,851.51,Active
TPI-00617,3,Comprehensive,39.91,Cat,15,4,No,2,No,No,Suburban,119.64,Active
TPI-00618,37,Comprehensive,47.79,Dog,0,2,No,0,Yes,No,Suburban,867.5,Active
TPI-00619,19,Wellness Plus,65.42,Dog,15,3,No,0,Yes,Yes,Suburban,1096.72,Active
TPI-00620,7,Comprehensive,57.06,Cat,8,3,No,1,No,No,Rural,419.31,Active
TPI-00621,44,Comprehensive,45.28,Cat,8,0,No,0,No,No,Suburban,2511.11,Active
TPI-00622,7,Comprehensive,45.38,Cat,1,3,Yes,1,Yes,No,Suburban,320.53,Active
TPI-00623,42,Basic Accident,25.49,Cat,7,2,No,0,Yes,No,Suburban,1183.51,Active
TPI-00624,28,Wellness Plus,67.09,Dog,11,1,No,1,Yes,No,Urban,2738.24,Active
TPI-00625,31,Wellness Plus,66.98,Cat,7,2,No,0,Yes,No,Suburban,2547.83,Active
TPI-00626,34,Basic Accident,20.47,Cat,13,1,No,0,Yes,No,Urban,1024.48,Active
TPI-00627,12,Basic Accident,24.46,Cat,12,0,Yes,0,No,No,Suburban,203.93,Active
TPI-00628,23,Basic Accident,25.75,Dog,10,3,No,0,Yes,No,Urban,490.98,Lapsed
TPI-00629,2,Basic Accident,15.75,Cat,1,1,No,3,No,No,Suburban,126.32,Lapsed
TPI-00630,17,Basic Accident,21.65,Dog,5,0,No,0,Yes,Yes,Suburban,307.18,Active
TPI-00631,9,Basic Accident,17.23,Cat,4,3,No,1,Yes,Yes,Suburban,310.01,Lapsed
TPI-00632,33,Comprehensive,50.26,Dog,6,0,Yes,0,Yes,Yes,Urban,2665.9,Active
TPI-00633,48,Basic Accident,18.3,Dog,2,3,No,0,Yes,No,Suburban,1053.77,Active
TPI-00634,25,Wellness Plus,83.95,Cat,14,3,Yes,0,Yes,No,Suburban,2882.42,Active
TPI-00635,5,Comprehensive,59.84,Dog,9,1,Yes,1,Yes,No,Suburban,751.01,Active
TPI-00636,15,Comprehensive,50.95,Cat,6,3,No,0,No,Yes,Urban,723.5,Active
TPI-00637,15,Basic Accident,27.48,Cat,9,2,No,1,Yes,No,Rural,894.31,Active
TPI-00638,4,Comprehensive,46.02,Cat,3,5,Yes,0,No,Yes,Urban,142.06,Lapsed
TPI-00639,44,Comprehensive,39.01,Dog,11,5,Yes,1,Yes,Yes,Urban,1052.44,Active
TPI-00640,14,Comprehensive,37.84,Cat,3,3,No,0,Yes,No,Suburban,732.22,Active
TPI-00641,58,Comprehensive,36.05,Dog,6,3,No,0,Yes,No,Urban,1830.35,Active
TPI-00642,41,Basic Accident,18.8,Cat,3,0,No,1,Yes,No,Urban,554.79,Active
TPI-00643,40,Basic Accident,19.12,Dog,11,4,No,0,No,No,Urban,564.93,Lapsed
TPI-00644,27,Basic Accident,24.54,Dog,4,7,No,0,Yes,No,Urban,588.19,Lapsed
TPI-00645,54,Basic Accident,33.59,Dog,1,1,No,2,Yes,No,Suburban,2574.22,Active
TPI-00646,0,Comprehensive,51.96,Dog,6,2,Yes,1,Yes,No,Rural,161.11,Active
TPI-00647,16,Wellness Plus,80.43,Dog,4,1,No,0,No,No,Urban,1470.61,Active
TPI-00648,34,Wellness Plus,82.74,Cat,11,5,No,1,Yes,No,Suburban,3472.94,Active
TPI-00649,53,Comprehensive,50.58,Dog,3,4,No,0,Yes,No,Urban,1996.97,Active
TPI-00650,33,Comprehensive,52.76,Cat,7,1,Yes,2,No,No,Suburban,1401.94,Active
TPI-00651,44,Basic Accident,20.26,Dog,11,3,No,1,Yes,Yes,Rural,1143.72,Active
TPI-00652,47,Comprehensive,55.06,Dog,2,3,Yes,1,Yes,No,Suburban,3355.36,Active
TPI-00653,6,Comprehensive,49.35,Other,15,3,No,0,No,No,Suburban,495.06,Lapsed
TPI-00654,35,Comprehensive,40.43,Dog,4,3,No,2,Yes,No,Suburban,1381.93,Active
TPI-00655,51,Comprehensive,42.68,Dog,3,0,No,1,Yes,No,Suburban,1833.85,Active
TPI-00656,37,Wellness Plus,66.65,Dog,13,2,Yes,1,No,No,Suburban,6980.03,Active
TPI-00657,26,Comprehensive,48.91,Cat,6,2,No,1,Yes,No,Urban,1995.16,Lapsed
TPI-00658,43,Comprehensive,44.88,Cat,9,1,No,0,Yes,No,Suburban,2895.42,Active
TPI-00659,5,Comprehensive,33.33,Dog,0,0,Yes,0,No,No,Urban,105.94,Lapsed
TPI-00660,44,Comprehensive,42.31,Cat,8,5,No,1,No,Yes,Urban,2022.26,Active
TPI-00661,8,Wellness Plus,64.14,Dog,6,0,Yes,1,No,No,Urban,861.31,Active
TPI-00662,8,Basic Accident,18.9,Cat,13,1,No,1,Yes,No,Urban,418.18,Active
TPI-00663,43,Wellness Plus,71.6,Cat,4,4,No,1,Yes,Yes,Urban,4787.29,Active
TPI-00664,21,Basic Accident,21.3,Dog,12,1,No,1,Yes,No,Suburban,455.38,Active
TPI-00665,9,Wellness Plus,87.15,Dog,9,1,Yes,0,Yes,Yes,Urban,700.05,Active
TPI-00666,32,Basic Accident,24.85,Cat,11,4,Yes,1,Yes,No,Suburban,840.29,Lapsed
TPI-00667,24,Basic Accident,26.14,Cat,0,1,No,1,No,No,Urban,829.73,Lapsed
TPI-00668,5,Comprehensive,59.24,Cat,3,2,Yes,2,No,Yes,Suburban,303.35,Active
TPI-00669,46,Wellness Plus,105.76,Other,2,1,Yes,1,Yes,No,Urban,7307.46,Active
TPI-00670,1,Comprehensive,49.77,Dog,4,1,No,0,Yes,No,Suburban,87.35,Active
TPI-00671,36,Basic Accident,16.87,Cat,9,1,No,2,Yes,Yes,Suburban,698.07,Lapsed
TPI-00672,0,Basic Accident,29.06,Cat,1,0,No,1,Yes,Yes,Rural,152.62,Lapsed
TPI-00673,22,Basic Accident,24.31,Dog,12,2,No,0,No,Yes,Suburban,246.45,Active
TPI-00674,30,Wellness Plus,63.25,Dog,6,1,No,0,Yes,No,Urban,1235.58,Active
TPI-00675,41,Basic Accident,18.79,Cat,8,2,No,3,No,No,Suburban,1275.32,Active
TPI-00676,38,Wellness Plus,92.95,Cat,10,2,Yes,0,No,No,Suburban,3158.94,Lapsed
TPI-00677,14,Basic Accident,21.07,Dog,9,4,No,0,Yes,No,Suburban,231.96,Active
TPI-00678,15,Basic Accident,23.88,Other,2,1,No,0,Yes,No,Suburban,344.9,Lapsed
TPI-00679,15,Wellness Plus,85.74,Dog,9,0,Yes,1,No,No,Suburban,1522.37,Active
TPI-00680,8,Comprehensive,48.89,Dog,7,2,Yes,0,Yes,Yes,Suburban,348.0,Lapsed
TPI-00681,26,Comprehensive,41.53,Cat,5,4,No,4,Yes,Yes,Rural,1617.16,Active
TPI-00682,9,Comprehensive,36.49,Dog,0,1,No,0,Yes,No,Urban,269.53,Lapsed
TPI-00683,35,Basic Accident,22.02,Cat,6,1,Yes,0,Yes,No,Rural,875.77,Active
TPI-00684,5,Comprehensive,48.51,Cat,14,0,No,0,No,No,Suburban,406.25,Lapsed
TPI-00685,23,Basic Accident,21.41,Dog,11,1,No,0,No,No,Suburban,489.82,Lapsed
TPI-00686,6,Basic Accident,30.3,Dog,8,4,No,1,No,Yes,Urban,122.8,Active
TPI-00687,5,Comprehensive,50.95,Cat,9,1,No,1,Yes,No,Urban,472.92,Lapsed
TPI-00688,49,Comprehensive,36.49,Cat,9,1,No,0,Yes,No,Urban,1060.66,Lapsed
TPI-00689,35,Basic Accident,24.13,Dog,5,2,Yes,0,No,Yes,Rural,704.73,Active
TPI-00690,39,Comprehensive,54.81,Cat,13,4,No,0,No,Yes,Suburban,1516.54,Active
TPI-00691,56,Basic Accident,20.18,Dog,5,3,No,1,No,No,Rural,1102.02,Active
TPI-00692,21,Comprehensive,44.1,Dog,5,1,No,0,No,No,Rural,949.79,Active
TPI-00693,36,Comprehensive,50.78,Cat,4,1,No,0,No,No,Suburban,2812.03,Active
TPI-00694,21,Basic Accident,20.59,Cat,4,0,No,0,Yes,No,Suburban,411.77,Lapsed
TPI-00695,50,Comprehensive,48.34,Dog,7,0,No,1,No,No,Urban,2952.08,Active
TPI-00696,53,Basic Accident,28.9,Dog,0,5,No,0,Yes,No,Urban,3237.96,Active
TPI-00697,23,Basic Accident,23.44,Cat,9,1,No,1,Yes,Yes,Suburban,624.3,Lapsed
TPI-00698,38,Comprehensive,47.28,Dog,11,2,No,2,Yes,No,Suburban,2057.06,Active
TPI-00699,40,Basic Accident,17.72,Dog,14,2,No,0,Yes,No,Suburban,654.32,Active
TPI-00700,10,Wellness Plus,67.38,Dog,6,1,No,2,Yes,No,Rural,1665.22,Active
TPI-00701,31,Basic Accident,21.07,Dog,15,1,Yes,1,No,Yes,Urban,361.27,Active
TPI-00702,54,Basic Accident,21.9,Dog,2,2,No,0,Yes,No,Rural,1176.96,Active
TPI-00703,35,Wellness Plus,83.75,Dog,3,1,Yes,0,Yes,No,Rural,2900.3,Active
TPI-00704,42,Basic Accident,17.89,Dog,0,6,Yes,2,No,Yes,Urban,412.24,Active
TPI-00705,22,Basic Accident,28.57,Dog,6,2,Yes,0,No,No,Urban,351.47,Active
TPI-00706,14,Wellness Plus,80.29,Cat,1,2,No,1,Yes,Yes,Rural,915.89,Active
TPI-00707,26,Basic Accident,17.0,Dog,8,1,No,1,Yes,No,Urban,570.79,Active
TPI-00708,49,Basic Accident,28.6,Dog,10,3,Yes,1,Yes,No,Suburban,1632.24,Lapsed
TPI-00709,8,Comprehensive,69.22,Cat,5,3,No,0,No,No,Urban,162.5,Lapsed
TPI-00710,25,Wellness Plus,80.93,Dog,13,2,No,0,Yes,No,Urban,2916.57,Active
TPI-00711,4,Basic Accident,17.29,Dog,5,2,Yes,4,No,No,Rural,220.46,Lapsed
TPI-00712,58,Comprehensive,52.47,Dog,10,1,No,1,Yes,No,Suburban,3325.58,Active
TPI-00713,43,Wellness Plus,86.97,Cat,10,3,No,0,Yes,No,Suburban,3324.82,Lapsed
TPI-00714,46,Comprehensive,48.24,Dog,0,0,No,0,Yes,No,Urban,1576.84,Active
TPI-00715,42,Wellness Plus,99.75,Dog,1,2,No,1,No,No,Urban,5762.16,Active
TPI-00716,17,Basic Accident,23.2,Dog,7,2,No,1,Yes,No,Suburban,759.2,Lapsed
TPI-00717,26,Basic Accident,26.97,Dog,5,1,No,3,Yes,No,Rural,1520.65,Lapsed
TPI-00718,47,Comprehensive,53.06,Dog,3,1,No,2,Yes,No,Urban,3164.17,Active
TPI-00719,60,Basic Accident,21.43,Dog,14,2,No,1,No,No,Urban,823.75,Active
TPI-00720,15,Basic Accident,18.71,Cat,15,2,No,0,No,No,Rural,231.18,Active
TPI-00721,1,Basic Accident,22.61,Dog,0,1,Yes,3,No,Yes,Rural,142.79,Lapsed
TPI-00722,51,Wellness Plus,86.49,Cat,1,2,Yes,1,Yes,Yes,Rural,3706.98,Active
TPI-00723,57,Comprehensive,44.8,Cat,6,0,Yes,0,Yes,No,Rural,1481.38,Active
TPI-00724,19,Wellness Plus,79.75,Dog,7,4,No,0,Yes,Yes,Urban,2879.59,Active
TPI-00725,3,Basic Accident,23.59,Dog,10,3,No,3,Yes,Yes,Suburban,318.24,Lapsed
TPI-00726,38,Comprehensive,54.49,Dog,4,4,No,2,Yes,No,Urban,1691.51,Active
TPI-00727,52,Basic Accident,27.42,Dog,0,2,No,0,No,No,Suburban,1840.94,Active
TPI-00728,14,Basic Accident,17.22,Dog,3,3,Yes,2,No,No,Rural,251.69,Active
TPI-00729,56,Wellness Plus,71.36,Cat,5,1,No,0,Yes,No,Suburban,4208.17,Active
TPI-00730,38,Comprehensive,50.19,Dog,12,3,No,3,Yes,Yes,Urban,1428.48,Active
TPI-00731,56,Wellness Plus,77.16,Dog,6,3,No,2,No,No,Suburban,2791.87,Active
TPI-00732,13,Wellness Plus,81.48,Dog,4,2,No,0,Yes,Yes,Urban,1751.42,Active
TPI-00733,25,Comprehensive,46.83,Dog,4,2,Yes,1,No,No,Urban,1607.09,Active
TPI-00734,5,Wellness Plus,74.64,Dog,7,3,No,0,Yes,Yes,Urban,807.44,Active
TPI-00735,24,Basic Accident,18.32,Cat,2,0,No,1,Yes,No,Suburban,638.79,Lapsed
TPI-00736,11,Comprehensive,45.73,Cat,0,1,No,0,Yes,No,Urban,657.74,Active
TPI-00737,60,Comprehensive,46.74,Dog,6,2,No,1,No,Yes,Urban,3500.65,Active
TPI-00738,51,Comprehensive,48.09,Dog,4,1,Yes,1,No,Yes,Rural,1940.77,Active
TPI-00739,55,Comprehensive,57.64,Cat,13,6,No,0,Yes,No,Suburban,1894.25,Active
TPI-00740,8,Comprehensive,51.43,Cat,1,3,No,0,Yes,No,Rural,554.46,Active
TPI-00741,31,Wellness Plus,87.77,Dog,3,2,No,0,Yes,No,Urban,2366.3,Active
TPI-00742,45,Comprehensive,32.0,Cat,5,2,No,1,Yes,No,Suburban,1434.55,Active
TPI-00743,52,Comprehensive,61.23,Dog,13,2,No,0,Yes,No,Suburban,6077.37,Active
TPI-00744,54,Basic Accident,30.2,Dog,7,3,No,0,No,No,Rural,1361.53,Active
TPI-00745,17,Basic Accident,22.89,Cat,0,5,Yes,1,Yes,No,Rural,640.07,Active
TPI-00746,18,Comprehensive,52.4,Dog,2,2,Yes,2,Yes,No,Urban,1137.22,Active
TPI-00747,21,Basic Accident,23.66,Dog,9,3,No,1,No,Yes,Suburban,465.02,Active
TPI-00748,51,Wellness Plus,99.23,Dog,2,3,No,1,Yes,No,Suburban,2571.95,Active
TPI-00749,50,Comprehensive,68.07,Dog,5,3,Yes,2,Yes,No,Rural,4311.98,Active
TPI-00750,16,Wellness Plus,60.22,Cat,12,0,Yes,0,Yes,Yes,Suburban,2161.39,Active
TPI-00751,41,Comprehensive,47.55,Other,10,2,No,1,Yes,No,Suburban,3645.46,Active
TPI-00752,22,Comprehensive,57.25,Cat,4,3,No,2,Yes,Yes,Urban,1274.77,Lapsed
TPI-00753,26,Basic Accident,24.95,Cat,11,4,Yes,0,Yes,Yes,Urban,1729.34,Active
TPI-00754,52,Wellness Plus,71.25,Dog,1,3,No,1,No,Yes,Urban,6135.26,Active
TPI-00755,43,Basic Accident,22.49,Dog,8,3,No,1,Yes,Yes,Urban,1087.75,Lapsed
TPI-00756,39,Comprehensive,54.09,Dog,3,3,No,1,Yes,No,Urban,4374.78,Active
TPI-00757,5,Wellness Plus,98.82,Dog,1,0,Yes,1,Yes,Yes,Rural,714.3,Active
TPI-00758,33,Basic Accident,26.99,Cat,9,0,No,2,Yes,No,Urban,1251.79,Active
TPI-00759,11,Basic Accident,24.65,Dog,1,3,No,0,No,No,Urban,532.3,Active
TPI-00760,4,Basic Accident,22.24,Dog,6,5,No,2,No,No,Urban,42.35,Lapsed
TPI-00761,45,Comprehensive,49.53,Cat,15,2,No,1,No,Yes,Suburban,2151.72,Active
TPI-00762,58,Comprehensive,58.7,Cat,2,4,No,0,Yes,Yes,Rural,1835.74,Active
TPI-00763,6,Comprehensive,46.57,Dog,4,2,No,0,No,Yes,Urban,335.86,Active
TPI-00764,0,Wellness Plus,79.45,Other,1,3,No,0,No,Yes,Urban,89.34,Lapsed
TPI-00765,10,Wellness Plus,92.33,Dog,11,2,No,1,Yes,No,Suburban,1184.19,Active
TPI-00766,30,Basic Accident,16.01,Dog,5,2,Yes,2,Yes,No,Suburban,844.81,Active
TPI-00767,24,Comprehensive,49.09,Cat,3,4,No,3,Yes,Yes,Suburban,719.27,Active
TPI-00768,46,Comprehensive,39.34,Dog,13,1,Yes,1,Yes,No,Suburban,2231.56,Active
TPI-00769,28,Basic Accident,26.1,Cat,10,3,No,1,No,No,Suburban,469.93,Lapsed
TPI-00770,27,Basic Accident,29.52,Cat,5,3,Yes,0,Yes,No,Rural,1326.83,Lapsed
TPI-00771,24,Basic Accident,26.86,Cat,10,1,No,1,Yes,No,Suburban,602.23,Lapsed
TPI-00772,3,Comprehensive,46.27,Cat,8,3,No,0,Yes,Yes,Suburban,344.43,Active
TPI-00773,11,Comprehensive,40.88,Dog,15,3,Yes,0,Yes,Yes,Urban,403.97,Active
TPI-00774,45,Comprehensive,48.39,Other,12,3,No,0,No,No,Urban,2416.61,Active
TPI-00775,22,Basic Accident,13.15,Dog,8,2,No,1,Yes,No,Urban,437.2,Lapsed
TPI-00776,56,Basic Accident,26.98,Dog,7,2,No,1,Yes,No,Urban,1864.42,Active
TPI-00777,45,Comprehensive,52.98,Cat,4,2,Yes,1,Yes,No,Suburban,2215.06,Active
TPI-00778,55,Basic Accident,24.7,Dog,15,5,No,0,No,No,Urban,1872.29,Active
TPI-00779,6,Wellness Plus,66.06,Dog,5,1,No,0,Yes,Yes,Suburban,615.2,Active
TPI-00780,44,Comprehensive,51.2,Dog,4,3,No,0,Yes,Yes,Urban,2457.38,Active
TPI-00781,18,Basic Accident,22.24,Dog,9,1,No,0,Yes,No,Urban,525.43,Active
TPI-00782,25,Comprehensive,49.79,Dog,0,3,Yes,1,Yes,No,Suburban,825.26,Active
TPI-00783,26,Wellness Plus,83.44,Cat,2,2,No,1,No,No,Rural,2430.24,Active
TPI-00784,18,Comprehensive,53.86,Cat,4,1,No,1,Yes,No,Urban,961.8,Active
TPI-00785,29,Comprehensive,67.62,Dog,2,2,No,0,Yes,No,Urban,3096.41,Active
TPI-00786,16,Basic Accident,16.75,Cat,10,2,No,1,Yes,No,Suburban,421.44,Lapsed
TPI-00787,10,Wellness Plus,74.95,Dog,6,2,No,1,No,Yes,Suburban,778.66,Active
TPI-00788,48,Basic Accident,18.95,Dog,8,2,No,0,Yes,No,Suburban,1449.26,Active
TPI-00789,41,Basic Accident,23.85,Cat,10,0,No,1,Yes,No,Suburban,964.73,Active
TPI-00790,0,Comprehensive,44.48,Cat,11,2,Yes,1,No,No,Urban,0.0,Lapsed
TPI-00791,22,Basic Accident,20.25,Dog,14,3,No,0,Yes,No,Urban,674.47,Active
TPI-00792,36,Wellness Plus,77.67,Dog,12,1,No,2,Yes,No,Urban,4563.87,Active
TPI-00793,56,Comprehensive,67.5,Dog,12,3,No,3,No,No,Rural,5505.24,Active
TPI-00794,5,Basic Accident,30.24,Dog,12,0,No,0,Yes,Yes,Urban,249.01,Active
TPI-00795,59,Comprehensive,36.87,Dog,9,2,No,0,Yes,No,Urban,1132.12,Active
TPI-00796,39,Basic Accident,15.61,Other,2,3,No,2,Yes,No,Urban,1125.11,Lapsed
TPI-00797,26,Basic Accident,21.62,Dog,12,3,Yes,0,Yes,Yes,Urban,515.64,Active
TPI-00798,0,Comprehensive,32.0,Dog,3,4,No,2,No,No,Suburban,41.97,Active
TPI-00799,60,Basic Accident,15.52,Cat,10,2,No,0,Yes,Yes,Suburban,1942.83,Active
TPI-00800,2,Comprehensive,57.78,Cat,12,5,No,0,Yes,No,Rural,290.81,Active
TPI-00801,0,Comprehensive,48.69,Dog,11,2,No,0,Yes,No,Urban,96.03,Active
TPI-00802,48,Wellness Plus,74.23,Dog,9,2,Yes,0,Yes,No,Suburban,3412.66,Active
TPI-00803,31,Basic Accident,15.43,Dog,8,2,Yes,0,Yes,No,Urban,245.3,Active
TPI-00804,28,Basic Accident,17.46,Dog,12,4,No,1,Yes,Yes,Rural,900.67,Active
TPI-00805,23,Wellness Plus,97.64,Dog,13,2,Yes,0,No,Yes,Suburban,1991.88,Active
TPI-00806,42,Comprehensive,35.65,Other,13,4,No,1,No,No,Urban,1204.0,Lapsed
TPI-00807,37,Basic Accident,14.88,Dog,10,1,No,0,Yes,No,Urban,841.24,Active
TPI-00808,35,Wellness Plus,72.24,Cat,0,5,No,1,Yes,No,Rural,3125.16,Active
TPI-00809,0,Basic Accident,24.21,Cat,5,4,Yes,0,No,Yes,Suburban,12.07,Active
TPI-00810,48,Comprehensive,48.41,Dog,4,0,No,0,Yes,Yes,Suburban,1380.37,Active
TPI-00811,5,Comprehensive,44.73,Dog,3,3,No,0,Yes,No,Urban,409.83,Active
