customer_id,churned,monthly_fee,tenure,subscription_tier,payment_method,paperless_billing,lifetime_value_estimate
AUR-02003,No,19.1,37,Premium,Credit Card,Yes,585.05
AUR-02004,No,16.1,48,Plus,PayPal,Yes,428.49
AUR-02005,No,9.05,19,Basic,Debit Card,No,177.08
AUR-02006,No,16.74,55,Premium,Credit Card,Yes,543.22
AUR-02007,No,12.71,46,Plus,Credit Card,Yes,370.37
AUR-02008,Yes,10.67,12,Basic,Credit Card,Yes,168.15
AUR-02009,No,9.57,68,Basic,Debit Card,Yes,340.89
AUR-02010,No,14.78,3,Plus,Debit Card,Yes,226.41
AUR-02011,Yes,9.07,47,Basic,Debit Card,Yes,828.82
AUR-02012,No,8.96,32,Basic,Debit Card,Yes,176.31
AUR-02013,Yes,10.09,47,Basic,Credit Card,Yes,313.57
AUR-02014,Yes,14.23,56,Plus,Credit Card,No,891.83
AUR-02015,No,14.71,50,Plus,Credit Card,No,1490.38
AUR-02016,No,16.04,47,Plus,Debit Card,No,451.67
AUR-02017,No,8.4,61,Basic,Credit Card,Yes,371.58
AUR-02018,No,8.85,51,Basic,PayPal,No,233.92
AUR-02019,No,14.66,59,Plus,Credit Card,No,1021.87
AUR-02020,Yes,7.9,29,Basic,Debit Card,Yes,165.62
AUR-02021,No,13.32,14,Plus,Credit Card,Yes,471.22
AUR-02022,No,10.41,17,Basic,Credit Card,Yes,287.28
AUR-02023,No,9.38,44,Basic,PayPal,No,853.71
AUR-02024,Yes,8.28,38,Basic,Credit Card,No,530.65
AUR-02025,Yes,15.32,5,Plus,Credit Card,No,113.72
AUR-02026,No,13.23,14,Plus,Credit Card,Yes,165.98
AUR-02027,No,16.56,70,Premium,PayPal,No,2055.05
AUR-02028,No,8.88,53,Basic,Credit Card,Yes,257.29
AUR-02029,No,14.19,55,Plus,PayPal,Yes,747.46
AUR-02030,No,12.44,14,Plus,Gift Card,Yes,331.14
AUR-02031,Yes,9.5,4,Basic,PayPal,No,35.99
AUR-02032,No,12.75,21,Plus,Credit Card,No,409.65
AUR-02033,Yes,8.74,62,Basic,Debit Card,Yes,340.07
AUR-02034,No,14.05,36,Plus,Credit Card,Yes,292.49
AUR-02035,Yes,8.46,57,Basic,PayPal,Yes,631.34
AUR-02036,No,17.36,35,Premium,Debit Card,Yes,567.15
AUR-02037,No,19.58,35,Premium,Credit Card,No,1836.54
AUR-02038,Yes,8.34,43,Basic,Credit Card,Yes,202.8
AUR-02039,Yes,14.43,70,Plus,PayPal,Yes,988.9
AUR-02040,No,11.95,31,Plus,PayPal,Yes,184.72
AUR-02041,Yes,9.33,43,Basic,Debit Card,Yes,594.54
AUR-02042,No,18.33,67,Premium,Debit Card,No,1127.02
AUR-02043,No,14.59,27,Plus,PayPal,Yes,489.57
AUR-02044,No,17.83,61,Premium,PayPal,Yes,758.56
AUR-02045,No,15.7,39,Premium,PayPal,No,277.35
AUR-02046,Yes,8.63,64,Basic,Credit Card,Yes,1039.89
AUR-02047,No,13.01,34,Plus,Debit Card,Yes,675.37
AUR-02048,No,15.53,45,Plus,PayPal,Yes,1269.36
AUR-02049,Yes,8.54,23,Basic,Credit Card,No,276.04
AUR-02050,No,7.65,46,Basic,Credit Card,Yes,294.39
AUR-02051,No,16.16,23,Premium,Credit Card,Yes,511.04
AUR-02052,No,9.07,44,Basic,Credit Card,Yes,445.8
AUR-02053,No,13.57,57,Plus,PayPal,Yes,771.3
AUR-02054,No,15.94,31,Premium,Credit Card,Yes,851.52
AUR-02055,No,8.81,31,Basic,Debit Card,Yes,677.12
AUR-02056,No,12.64,23,Plus,Credit Card,Yes,376.01
AUR-02057,No,20.08,53,Premium,PayPal,Yes,398.71
AUR-02058,No,14.08,43,Plus,PayPal,Yes,757.95
AUR-02059,No,8.67,37,Basic,Debit Card,Yes,672.55
AUR-02060,No,9.19,1,Basic,PayPal,Yes,77.47
AUR-02061,No,18.84,8,Premium,Credit Card,No,140.17
AUR-02062,No,9.74,0,Basic,PayPal,Yes,13.95
AUR-02063,No,12.89,62,Plus,PayPal,No,615.78
AUR-02064,Yes,9.69,62,Basic,Credit Card,No,579.08
AUR-02065,Yes,15.51,4,Plus,Gift Card,No,66.77
AUR-02066,No,16.61,3,Premium,Credit Card,Yes,152.42
AUR-02067,No,13.99,57,Plus,Debit Card,Yes,1206.71
AUR-02068,No,17.09,38,Premium,Credit Card,Yes,472.84
AUR-02069,No,9.54,22,Basic,PayPal,Yes,487.82
AUR-02070,No,13.81,44,Plus,Credit Card,Yes,1528.75
AUR-02071,No,16.67,17,Premium,Credit Card,Yes,86.99
AUR-02072,Yes,14.7,14,Plus,Debit Card,Yes,191.79
AUR-02073,Yes,8.75,26,Basic,Gift Card,No,227.56
AUR-02074,No,16.57,65,Premium,Credit Card,Yes,2136.71
AUR-02075,No,12.78,56,Plus,Debit Card,No,878.36
AUR-02076,No,12.44,13,Plus,Debit Card,No,297.45
AUR-02077,Yes,18.73,41,Premium,PayPal,Yes,651.8
AUR-02078,Yes,8.42,64,Basic,Credit Card,Yes,550.7
AUR-02079,Yes,7.95,69,Basic,Debit Card,Yes,340.3
AUR-02080,No,8.4,55,Basic,Gift Card,No,780.95
AUR-02081,Yes,14.48,9,Plus,Credit Card,No,251.45
AUR-02082,No,9.01,17,Basic,Credit Card,Yes,126.16
AUR-02083,No,12.67,15,Plus,PayPal,Yes,91.24
AUR-02084,No,8.2,11,Basic,Credit Card,Yes,189.61
AUR-02085,No,12.67,12,Plus,Credit Card,No,206.96
AUR-02086,No,9.09,23,Basic,Credit Card,No,224.16
AUR-02087,Yes,8.02,40,Basic,PayPal,Yes,282.66
AUR-02088,No,7.33,29,Basic,PayPal,Yes,375.39
AUR-02089,No,14.99,30,Plus,Debit Card,Yes,494.82
AUR-02090,No,14.62,17,Plus,Debit Card,Yes,215.64
AUR-02091,No,9.81,11,Basic,Credit Card,Yes,3.89
AUR-02092,No,17.53,72,Premium,Credit Card,Yes,2982.61
AUR-02093,No,12.49,43,Plus,Credit Card,No,767.23
AUR-02094,No,8.52,16,Basic,Credit Card,No,157.21
AUR-02095,No,21.32,59,Premium,Credit Card,Yes,1713.74
AUR-02096,No,8.15,60,Basic,Debit Card,Yes,375.6
AUR-02097,Yes,7.9,70,Basic,Credit Card,Yes,407.04
AUR-02098,No,13.25,11,Plus,Credit Card,No,181.63
AUR-02099,Yes,9.41,46,Basic,Credit Card,No,561.94
AUR-02100,No,10.36,71,Basic,Credit Card,Yes,645.16
AUR-02101,No,12.91,58,Plus,Credit Card,Yes,776.28
AUR-02102,Yes,8.59,16,Basic,Credit Card,Yes,258.1
AUR-02103,No,19.99,65,Premium,Credit Card,Yes,2014.84
AUR-02104,No,20.09,30,Premium,Debit Card,Yes,1721.07
AUR-02105,Yes,16.12,35,Plus,PayPal,Yes,590.48
AUR-02106,No,15.08,40,Plus,PayPal,Yes,659.99
AUR-02107,No,13.48,56,Plus,PayPal,Yes,726.65
AUR-02108,No,19.06,8,Premium,Debit Card,Yes,213.25
AUR-02109,Yes,8.77,39,Basic,PayPal,Yes,546.74
AUR-02110,No,10.06,59,Basic,Debit Card,Yes,442.98
AUR-02111,No,14.68,40,Plus,Debit Card,Yes,1769.19
AUR-02112,No,12.36,20,Plus,Credit Card,No,171.53
AUR-02113,Yes,7.18,4,Basic,Credit Card,Yes,97.45
AUR-02114,No,13.18,40,Plus,Credit Card,Yes,748.67
AUR-02115,No,10.96,51,Basic,Credit Card,Yes,300.7
AUR-02116,No,17.31,40,Premium,PayPal,Yes,755.32
AUR-02117,Yes,11.43,71,Basic,Credit Card,Yes,372.48
AUR-02118,No,6.28,43,Basic,Debit Card,Yes,264.11
AUR-02119,No,8.89,37,Basic,PayPal,Yes,252.18
AUR-02120,No,8.27,4,Basic,Debit Card,Yes,70.61
AUR-02121,Yes,8.73,40,Basic,Credit Card,Yes,535.29
AUR-02122,Yes,8.57,12,Basic,Credit Card,Yes,216.57
AUR-02123,Yes,9.8,52,Basic,Credit Card,Yes,552.26
AUR-02124,Yes,8.88,11,Basic,Gift Card,Yes,85.45
AUR-02125,No,8.08,66,Basic,Debit Card,Yes,586.61
AUR-02126,No,14.12,22,Plus,PayPal,Yes,329.64
AUR-02127,Yes,8.82,31,Basic,Debit Card,Yes,38.73
AUR-02128,Yes,9.5,10,Basic,PayPal,Yes,101.91
AUR-02129,Yes,7.81,15,Basic,PayPal,No,106.28
AUR-02130,Yes,7.34,67,Basic,Credit Card,Yes,1052.89
AUR-02131,Yes,10.98,20,Basic,Credit Card,Yes,372.95
AUR-02132,No,14.53,37,Plus,Credit Card,No,984.52
AUR-02133,No,18.95,71,Premium,Debit Card,No,1620.63
AUR-02134,No,17.43,45,Premium,PayPal,Yes,1115.13
AUR-02135,No,13.87,3,Plus,Debit Card,No,0.0
AUR-02136,No,14.29,26,Plus,Debit Card,Yes,304.07
AUR-02137,Yes,8.35,28,Basic,PayPal,No,125.14
AUR-02138,No,14.08,20,Plus,Credit Card,Yes,449.5
AUR-02139,No,13.79,17,Plus,Credit Card,Yes,261.77
AUR-02140,No,20.6,36,Premium,PayPal,No,615.36
AUR-02141,No,18.64,27,Premium,PayPal,Yes,770.68
AUR-02142,No,13.63,21,Plus,Debit Card,No,459.06
AUR-02143,No,13.48,30,Plus,Credit Card,Yes,331.98
AUR-02144,No,18.41,25,Premium,Gift Card,Yes,1335.7
AUR-02145,No,8.85,16,Basic,PayPal,No,236.39
AUR-02146,No,18.19,33,Premium,Debit Card,Yes,1343.75
AUR-02147,Yes,8.59,68,Basic,Credit Card,No,485.64
AUR-02148,No,20.77,36,Premium,Debit Card,No,1441.43
AUR-02149,Yes,14.27,43,Plus,PayPal,Yes,895.06
AUR-02150,No,9.54,71,Basic,PayPal,Yes,582.03
AUR-02151,No,14.48,44,Plus,Debit Card,Yes,444.97
AUR-02152,No,10.76,16,Basic,Debit Card,Yes,179.82
AUR-02153,No,14.23,29,Plus,Debit Card,Yes,644.46
AUR-02154,No,15.7,35,Premium,Debit Card,Yes,584.58
AUR-02155,No,12.58,34,Plus,Credit Card,No,447.28
AUR-02156,No,20.93,10,Premium,Credit Card,Yes,355.8
AUR-02157,Yes,9.57,7,Basic,Credit Card,Yes,0.0
AUR-02158,Yes,7.47,25,Basic,PayPal,Yes,250.78
AUR-02159,Yes,12.79,66,Plus,Credit Card,Yes,560.65
AUR-02160,No,7.61,52,Basic,Credit Card,Yes,702.02
AUR-02161,No,14.47,61,Plus,PayPal,Yes,1292.2
AUR-02162,No,8.59,12,Basic,PayPal,Yes,206.53
AUR-02163,No,15.76,30,Plus,Credit Card,Yes,370.64
AUR-02164,No,14.17,42,Plus,Credit Card,No,701.01
AUR-02165,No,17.69,31,Premium,PayPal,No,409.25
AUR-02166,Yes,8.72,30,Basic,Credit Card,Yes,168.88
AUR-02167,No,15.74,26,Premium,Debit Card,No,387.05
AUR-02168,Yes,13.5,3,Plus,Debit Card,No,19.36
AUR-02169,No,7.27,62,Basic,Credit Card,Yes,436.56
AUR-02170,No,14.26,68,Plus,PayPal,No,812.83
AUR-02171,No,12.63,5,Plus,Credit Card,Yes,67.2
AUR-02172,No,9.81,30,Basic,Debit Card,Yes,352.79
AUR-02173,Yes,15.56,37,Plus,Credit Card,Yes,1073.01
AUR-02174,Yes,7.9,57,Basic,Credit Card,No,541.97
AUR-02175,No,10.48,72,Basic,Credit Card,No,507.17
AUR-02176,No,14.21,30,Plus,PayPal,No,890.19
AUR-02177,No,13.19,54,Plus,Credit Card,No,490.79
AUR-02178,No,16.79,68,Premium,Credit Card,Yes,840.87
AUR-02179,No,10.81,60,Basic,Credit Card,Yes,475.75
AUR-02180,No,15.35,21,Premium,PayPal,Yes,264.74
AUR-02181,No,19.04,59,Premium,Credit Card,Yes,2184.91
AUR-02182,Yes,16.33,30,Premium,PayPal,Yes,623.79
AUR-02183,No,18.26,1,Premium,Debit Card,No,58.69
AUR-02184,No,8.74,55,Basic,Debit Card,Yes,368.2
AUR-02185,No,13.79,60,Plus,Debit Card,Yes,989.71
AUR-02186,Yes,9.43,25,Basic,Credit Card,No,403.77
AUR-02187,No,19.8,32,Premium,Gift Card,No,650.33
AUR-02188,No,13.36,26,Plus,Gift Card,Yes,495.29
AUR-02189,Yes,7.76,8,Basic,Credit Card,Yes,60.26
AUR-02190,No,16.91,72,Premium,Debit Card,Yes,1140.47
AUR-02191,Yes,9.61,1,Basic,Credit Card,Yes,12.67
AUR-02192,No,15.56,40,Plus,Debit Card,Yes,571.1
AUR-02193,No,13.75,1,Plus,PayPal,Yes,0.0
AUR-02194,No,8.49,50,Basic,PayPal,Yes,570.32
AUR-02195,No,14.18,65,Plus,Credit Card,Yes,1461.64
AUR-02196,No,17.56,46,Premium,Debit Card,Yes,1059.24
AUR-02197,Yes,7.9,44,Basic,PayPal,Yes,379.34
AUR-02198,No,14.68,60,Plus,Credit Card,Yes,847.87
AUR-02199,Yes,8.7,71,Basic,Debit Card,Yes,848.48
AUR-02200,No,13.1,62,Plus,Debit Card,Yes,909.66
AUR-02201,Yes,8.52,16,Basic,PayPal,Yes,155.06
AUR-02202,Yes,15.9,41,Premium,Gift Card,Yes,633.87
AUR-02203,No,17.37,59,Premium,Credit Card,No,1181.47
AUR-02204,No,8.66,21,Basic,Credit Card,Yes,161.54
AUR-02205,No,9.94,49,Basic,Credit Card,Yes,328.21
AUR-02206,No,14.22,1,Plus,Credit Card,Yes,30.38
AUR-02207,No,14.32,64,Plus,Debit Card,Yes,2063.97
AUR-02208,Yes,12.13,44,Plus,PayPal,Yes,613.03
AUR-02209,No,8.2,54,Basic,Credit Card,Yes,634.5
AUR-02210,No,10.73,60,Basic,Debit Card,No,654.31
AUR-02211,No,22.11,15,Premium,Credit Card,No,432.03
AUR-02212,No,14.29,32,Plus,Credit Card,Yes,473.45
AUR-02213,No,19.23,62,Premium,PayPal,Yes,1313.27
AUR-02214,No,13.94,12,Plus,Debit Card,No,56.79
AUR-02215,No,17.57,60,Premium,Credit Card,No,2320.94
AUR-02216,No,7.66,21,Basic,PayPal,Yes,245.77
AUR-02217,Yes,10.61,42,Basic,Debit Card,No,746.75
AUR-02218,No,17.01,37,Premium,Credit Card,No,468.5
AUR-02219,No,17.92,50,Premium,Debit Card,No,407.33
AUR-02220,Yes,7.97,61,Basic,Debit Card,Yes,806.66
AUR-02221,Yes,8.99,25,Basic,Credit Card,No,258.05
AUR-02222,No,14.15,12,Plus,PayPal,Yes,64.88
AUR-02223,No,14.03,30,Plus,Debit Card,Yes,667.64
AUR-02224,Yes,8.5,44,Basic,Debit Card,Yes,295.23
AUR-02225,No,18.2,54,Premium,PayPal,Yes,2417.08
AUR-02226,Yes,8.65,54,Basic,Debit Card,No,327.25
AUR-02227,No,14.3,24,Plus,Credit Card,Yes,289.59
AUR-02228,No,9.79,68,Basic,Credit Card,Yes,1032.65
AUR-02229,No,10.49,6,Basic,Credit Card,Yes,0.0
AUR-02230,No,15.59,8,Plus,Credit Card,Yes,70.54
AUR-02231,Yes,10.18,1,Basic,Credit Card,Yes,43.92
AUR-02232,No,12.57,67,Plus,Debit Card,Yes,1370.78
AUR-02233,Yes,8.59,13,Basic,Credit Card,Yes,74.65
AUR-02234,No,17.32,43,Premium,Credit Card,Yes,761.35
AUR-02235,No,13.58,59,Plus,Debit Card,Yes,619.5
AUR-02236,No,18.84,55,Premium,Credit Card,Yes,857.42
AUR-02237,Yes,9.17,69,Basic,Debit Card,Yes,462.95
AUR-02238,Yes,8.21,3,Basic,Debit Card,No,158.17
AUR-02239,No,8.0,29,Basic,Credit Card,No,320.17
AUR-02240,No,14.79,36,Plus,Credit Card,No,250.99
AUR-02241,No,7.84,50,Basic,Debit Card,Yes,241.06
AUR-02242,Yes,8.55,45,Basic,Credit Card,Yes,558.27
AUR-02243,No,9.24,40,Basic,Debit Card,No,580.13
AUR-02244,Yes,7.08,22,Basic,PayPal,Yes,202.18
AUR-02245,Yes,14.57,7,Plus,Debit Card,Yes,32.53
AUR-02246,Yes,8.94,31,Basic,Credit Card,Yes,410.02
AUR-02247,Yes,10.51,18,Basic,PayPal,Yes,176.7
AUR-02248,No,14.54,40,Plus,Credit Card,Yes,1023.91
AUR-02249,No,17.29,58,Plus,PayPal,Yes,1420.67
AUR-02250,No,10.11,40,Basic,PayPal,Yes,367.46
AUR-02251,No,14.73,42,Plus,Credit Card,Yes,331.65
AUR-02252,No,15.35,3,Plus,Credit Card,Yes,50.04
AUR-02253,No,8.4,47,Basic,Credit Card,No,389.15
AUR-02254,No,13.62,32,Plus,PayPal,No,426.27
AUR-02255,No,16.46,9,Premium,Credit Card,Yes,284.88
AUR-02256,No,12.8,15,Plus,PayPal,Yes,467.9
AUR-02257,No,16.46,56,Premium,Debit Card,Yes,1062.87
AUR-02258,No,18.58,66,Premium,Debit Card,Yes,621.59
AUR-02259,No,7.59,37,Basic,Debit Card,No,452.98
AUR-02260,No,13.61,71,Plus,Credit Card,Yes,638.55
AUR-02261,No,14.84,13,Plus,Credit Card,Yes,249.93
AUR-02262,No,16.12,21,Premium,PayPal,No,289.28
AUR-02263,No,14.48,67,Plus,Credit Card,Yes,1319.51
AUR-02264,No,9.45,12,Basic,PayPal,Yes,142.79
AUR-02265,No,14.47,48,Plus,Gift Card,No,671.99
AUR-02266,Yes,6.67,16,Basic,Credit Card,Yes,101.76
AUR-02267,Yes,13.73,24,Plus,Debit Card,Yes,336.37
AUR-02268,No,13.54,34,Plus,Credit Card,No,606.15
AUR-02269,No,13.77,26,Plus,Debit Card,Yes,420.64
AUR-02270,No,19.16,63,Premium,Gift Card,Yes,2913.94
AUR-02271,No,14.86,71,Plus,PayPal,Yes,1253.61
AUR-02272,No,15.0,36,Plus,PayPal,Yes,822.4
AUR-02273,Yes,12.78,38,Plus,Credit Card,Yes,394.22
AUR-02274,Yes,17.97,4,Premium,Debit Card,Yes,106.41
AUR-02275,No,15.07,17,Premium,Credit Card,Yes,367.59
AUR-02276,Yes,10.1,2,Basic,PayPal,Yes,36.09
AUR-02277,No,14.9,62,Plus,Credit Card,Yes,515.65
AUR-02278,Yes,8.78,16,Basic,Credit Card,No,157.79
AUR-02279,Yes,18.17,24,Premium,Credit Card,Yes,460.65
AUR-02280,No,13.21,61,Plus,Credit Card,Yes,807.7
AUR-02281,No,14.55,52,Plus,Credit Card,No,385.64
AUR-02282,Yes,10.82,45,Basic,Credit Card,Yes,1294.29
AUR-02283,Yes,7.26,2,Basic,PayPal,Yes,68.94
AUR-02284,No,13.76,41,Plus,PayPal,Yes,495.34
AUR-02285,No,9.91,40,Basic,Credit Card,Yes,858.97
AUR-02286,Yes,8.89,23,Basic,PayPal,No,233.83
AUR-02287,No,15.29,54,Premium,Credit Card,Yes,2476.99
AUR-02288,No,15.87,67,Plus,PayPal,No,1555.18
AUR-02289,No,8.66,18,Basic,Credit Card,Yes,91.03
AUR-02290,Yes,7.62,24,Basic,Debit Card,Yes,335.96
AUR-02291,No,19.1,23,Premium,Credit Card,Yes,412.27
AUR-02292,No,13.49,60,Plus,Credit Card,Yes,728.32
AUR-02293,No,14.2,5,Plus,Debit Card,Yes,36.39
AUR-02294,No,9.59,65,Basic,PayPal,Yes,499.3
AUR-02295,No,9.67,56,Basic,PayPal,Yes,814.24
AUR-02296,Yes,10.78,35,Basic,Credit Card,No,241.75
AUR-02297,No,14.72,42,Plus,Debit Card,No,221.28
AUR-02298,Yes,10.0,65,Basic,PayPal,Yes,824.06
AUR-02299,No,8.4,56,Basic,Credit Card,No,495.63
AUR-02300,Yes,12.94,20,Plus,Credit Card,Yes,406.18
AUR-02301,No,17.59,3,Premium,Credit Card,Yes,47.53
AUR-02302,Yes,13.9,48,Plus,Credit Card,Yes,1159.22
AUR-02303,No,13.67,10,Plus,Credit Card,Yes,160.11
AUR-02304,No,13.37,6,Plus,Credit Card,Yes,58.83
AUR-02305,No,13.46,71,Plus,Debit Card,Yes,545.5
AUR-02306,No,7.99,34,Basic,Debit Card,No,328.15
AUR-02307,No,15.32,47,Plus,PayPal,Yes,1078.34
AUR-02308,No,13.27,15,Plus,Debit Card,No,140.49
AUR-02309,No,14.67,7,Plus,Credit Card,Yes,108.75
AUR-02310,No,20.95,4,Premium,PayPal,Yes,76.09
AUR-02311,No,19.7,25,Premium,PayPal,Yes,388.26
AUR-02312,Yes,7.62,0,Basic,Debit Card,Yes,83.56
AUR-02313,No,14.37,30,Plus,Credit Card,Yes,197.67
AUR-02314,Yes,10.46,23,Basic,Debit Card,No,489.26
AUR-02315,No,8.21,38,Basic,Debit Card,Yes,407.86
AUR-02316,Yes,10.47,43,Basic,Debit Card,Yes,361.58
AUR-02317,Yes,9.52,22,Basic,PayPal,No,286.08
AUR-02318,No,12.31,33,Plus,PayPal,Yes,279.44
AUR-02319,No,14.61,5,Plus,PayPal,No,117.37
AUR-02320,No,16.29,22,Premium,Debit Card,Yes,293.26
AUR-02321,No,9.32,71,Basic,Gift Card,Yes,482.07
AUR-02322,No,8.68,72,Basic,PayPal,Yes,646.18
AUR-02323,No,12.29,35,Plus,Credit Card,Yes,302.03
AUR-02324,No,9.65,68,Basic,Debit Card,Yes,1388.85
AUR-02325,Yes,8.97,36,Basic,Credit Card,Yes,242.38
AUR-02326,No,15.0,9,Premium,Credit Card,No,259.17
AUR-02327,Yes,8.62,63,Basic,Credit Card,Yes,885.88
AUR-02328,Yes,9.69,30,Basic,Debit Card,Yes,244.37
AUR-02329,Yes,14.74,44,Plus,Credit Card,Yes,479.1
AUR-02330,No,13.38,47,Plus,Credit Card,Yes,438.87
AUR-02331,No,14.0,22,Plus,Credit Card,Yes,650.21
AUR-02332,No,8.85,53,Basic,Debit Card,Yes,492.81
AUR-02333,No,16.78,36,Premium,PayPal,Yes,903.86
AUR-02334,No,8.19,26,Basic,Gift Card,Yes,548.63
AUR-02335,No,12.44,21,Plus,Credit Card,Yes,592.82
AUR-02336,No,14.14,54,Plus,Credit Card,No,620.31
AUR-02337,No,16.04,18,Premium,PayPal,Yes,181.22
AUR-02338,No,9.59,9,Basic,Credit Card,No,111.28
AUR-02339,No,15.1,64,Plus,Gift Card,No,1642.59
AUR-02340,Yes,8.93,24,Basic,PayPal,Yes,366.26
AUR-02341,No,9.48,46,Basic,Debit Card,Yes,605.98
AUR-02342,Yes,8.54,52,Basic,Credit Card,Yes,608.35
AUR-02343,Yes,13.02,61,Plus,Credit Card,No,726.08
AUR-02344,Yes,7.78,45,Basic,Debit Card,Yes,417.42
AUR-02345,No,13.26,51,Plus,Credit Card,Yes,795.96
AUR-02346,Yes,10.73,61,Basic,PayPal,Yes,660.2
AUR-02347,No,20.91,68,Premium,Debit Card,No,1137.31
AUR-02348,No,17.97,3,Premium,Credit Card,Yes,99.62
AUR-02349,No,10.54,54,Basic,Credit Card,No,365.71
AUR-02350,Yes,9.87,12,Basic,Debit Card,Yes,104.92
AUR-02351,No,8.6,65,Basic,Credit Card,Yes,1178.36
AUR-02352,No,19.48,3,Premium,Debit Card,Yes,140.45
AUR-02353,Yes,8.69,18,Basic,Debit Card,Yes,123.36
AUR-02354,No,14.54,14,Plus,PayPal,Yes,170.98
AUR-02355,No,14.57,44,Plus,Credit Card,Yes,504.89
AUR-02356,No,17.53,0,Premium,Credit Card,No,3.81
AUR-02357,No,11.07,1,Plus,PayPal,Yes,14.43
AUR-02358,No,16.41,36,Plus,Debit Card,Yes,601.05
AUR-02359,No,17.7,70,Premium,PayPal,Yes,1652.72
AUR-02360,Yes,10.37,38,Basic,Debit Card,Yes,592.38
AUR-02361,No,17.94,32,Premium,PayPal,Yes,965.97
AUR-02362,No,8.64,48,Basic,Credit Card,No,572.23
AUR-02363,No,14.62,40,Plus,Credit Card,No,329.02
AUR-02364,No,19.76,28,Premium,PayPal,No,707.9
AUR-02365,No,14.83,42,Plus,Credit Card,Yes,488.35
AUR-02366,No,13.82,0,Plus,PayPal,Yes,0.0
AUR-02367,Yes,8.36,17,Basic,Credit Card,No,204.73
AUR-02368,Yes,11.76,49,Plus,Credit Card,Yes,198.51
AUR-02369,No,10.86,24,Basic,Credit Card,Yes,366.19
AUR-02370,No,14.8,3,Plus,PayPal,Yes,134.94
AUR-02371,No,13.31,9,Plus,PayPal,No,154.4
AUR-02372,Yes,8.94,63,Basic,Credit Card,Yes,1243.08
AUR-02373,No,10.76,24,Basic,Credit Card,No,499.75
AUR-02374,No,7.59,1,Basic,Credit Card,Yes,124.45
AUR-02375,Yes,9.51,53,Basic,Credit Card,Yes,470.62
AUR-02376,No,11.06,38,Basic,PayPal,Yes,479.32
AUR-02377,No,18.49,32,Premium,Credit Card,No,740.89
AUR-02378,No,14.64,65,Plus,Credit Card,Yes,1366.89
AUR-02379,Yes,9.02,22,Basic,Credit Card,No,336.82
AUR-02380,Yes,13.73,41,Plus,Debit Card,Yes,790.43
AUR-02381,No,16.3,54,Premium,Debit Card,No,564.39
AUR-02382,No,8.73,44,Basic,Debit Card,No,324.86
AUR-02383,No,7.82,15,Basic,Debit Card,Yes,193.24
AUR-02384,Yes,10.07,49,Basic,Gift Card,No,550.42
AUR-02385,Yes,8.22,54,Basic,Debit Card,Yes,609.22
AUR-02386,No,14.28,8,Plus,PayPal,No,220.59
AUR-02387,No,20.59,12,Premium,Debit Card,No,122.66
AUR-02388,No,8.9,49,Basic,Credit Card,Yes,451.14
AUR-02389,Yes,13.06,8,Plus,PayPal,Yes,96.81
AUR-02390,Yes,7.76,64,Basic,Debit Card,No,427.32
AUR-02391,No,15.03,7,Plus,Debit Card,No,112.51
AUR-02392,No,12.56,71,Plus,Credit Card,Yes,1051.24
AUR-02393,Yes,10.55,49,Basic,Credit Card,No,1960.99
AUR-02394,No,10.14,32,Basic,PayPal,Yes,491.77
AUR-02395,No,16.68,19,Plus,Credit Card,Yes,954.05
AUR-02396,No,17.52,25,Premium,Credit Card,Yes,697.54
AUR-02397,No,8.96,54,Basic,Credit Card,Yes,293.69
AUR-02398,No,7.84,54,Basic,Debit Card,Yes,477.5
AUR-02399,No,10.53,15,Basic,PayPal,Yes,403.25
AUR-02400,No,16.68,39,Plus,Debit Card,Yes,1029.68
AUR-02401,Yes,15.95,72,Plus,PayPal,Yes,925.18
AUR-02402,No,17.26,18,Premium,Debit Card,Yes,359.61
AUR-02403,No,15.52,50,Plus,Credit Card,No,1568.94
AUR-02404,No,15.0,12,Premium,Credit Card,No,164.89
AUR-02405,No,19.01,60,Premium,Credit Card,Yes,1736.08
AUR-02406,No,8.62,12,Basic,PayPal,No,266.95
AUR-02407,No,13.89,21,Plus,Credit Card,Yes,205.79
AUR-02408,Yes,7.88,33,Basic,Credit Card,Yes,148.12
AUR-02409,Yes,7.23,27,Basic,PayPal,Yes,278.9
AUR-02410,No,18.15,12,Premium,Debit Card,Yes,380.21
AUR-02411,No,15.39,46,Plus,Credit Card,No,755.57
AUR-02412,No,18.15,1,Premium,PayPal,Yes,116.33
AUR-02413,No,13.87,71,Plus,Debit Card,Yes,1080.1
AUR-02414,No,12.13,3,Plus,PayPal,Yes,86.74
AUR-02415,No,15.79,24,Plus,Debit Card,Yes,426.69
AUR-02416,No,8.34,67,Basic,Credit Card,Yes,1201.03
AUR-02417,No,7.54,11,Basic,Credit Card,Yes,188.86
AUR-02418,No,15.34,5,Plus,Credit Card,Yes,196.09
AUR-02419,Yes,8.37,54,Basic,PayPal,No,283.81
AUR-02420,No,17.35,5,Premium,Debit Card,Yes,121.89
AUR-02421,No,9.73,65,Basic,PayPal,Yes,484.04
AUR-02422,Yes,8.61,32,Basic,Debit Card,Yes,290.9
AUR-02423,No,13.95,63,Plus,Credit Card,Yes,1729.91
AUR-02424,No,9.35,17,Basic,Credit Card,Yes,234.31
AUR-02425,No,17.07,10,Premium,Credit Card,Yes,244.34
