customerID,Churn,MonthlyCharges,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,TotalCharges
MW-37476-SGZK,No,20.21,Male,0,Yes,No,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1224.73
MW-60262-RYWR,No,36.17,Female,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),2401.67
MW-57445-PGEC,No,50.91,Male,0,Yes,No,8,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,419.57
MW-92896-AMJQ,No,95.75,Female,0,No,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),1937.64
MW-40871-NSED,No,71.86,Male,0,No,Yes,4,No,No phone service,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,284.18
MW-69091-DSXJ,No,94.65,Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),0.0
MW-33043-DYFR,No,60.33,Female,0,No,No,60,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,3633.62
MW-90212-XYFA,No,64.03,Male,0,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),4367.95
MW-46212-LXMX,No,78.97,Male,1,Yes,No,11,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),878.09
MW-59765-WNWZ,No,58.68,Male,1,Yes,Yes,52,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),3040.2
MW-81642-STLZ,Yes,45.26,Male,0,No,No,39,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1749.08
MW-35655-JUYX,Yes,19.31,Male,0,Yes,No,5,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),104.59
MW-86548-XEZE,No,46.06,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),3026.67
MW-50610-FNDT,Yes,89.09,Male,0,Yes,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,5608.05
MW-44505-YGHL,No,101.82,Female,0,No,No,41,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,4218.22
MW-87360-CEYY,No,40.81,Male,0,Yes,No,51,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Electronic check,2113.24
MW-76297-NTBA,Yes,18.0,Female,1,No,Yes,28,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,515.89
MW-88307-XASZ,No,91.8,Male,0,No,No,57,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),5222.67
MW-54782-VKNQ,No,66.08,Female,0,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,2103.73
MW-66063-LYBY,No,23.59,Female,0,No,Yes,72,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),1709.22
MW-38117-WCPR,Yes,18.0,Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),94.45
MW-42909-ZZME,No,35.1,Female,0,No,No,12,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),413.53
MW-70046-VRNU,No,50.11,Female,0,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),3500.85
MW-82945-BBMK,No,29.45,Female,0,Yes,Yes,21,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),619.77
MW-77873-DEMB,No,84.76,Male,0,Yes,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,1843.89
MW-58451-TCSJ,Yes,39.62,Male,0,Yes,Yes,57,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,2237.96
MW-84494-DPRY,No,64.37,Female,1,No,No,13,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),819.17
MW-19054-LYMW,Yes,120.0,Male,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),4448.19
MW-87175-GUFA,Yes,67.52,Male,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1354.48
MW-20968-DKDU,No,60.53,Male,0,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),864.47
MW-33516-CZJM,No,61.21,Female,1,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),4258.64
MW-81602-TSWZ,No,84.07,Male,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1154.23
MW-71052-HQSU,No,80.35,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),488.94
MW-32877-GZFT,No,33.89,Male,0,No,No,49,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),1647.53
MW-37025-XDNZ,No,51.67,Female,1,No,No,63,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,3243.22
MW-19936-DVWG,Yes,43.98,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,411.01
MW-91001-SZKB,No,55.52,Male,0,Yes,No,51,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,2823.23
MW-53067-GYYW,No,118.8,Male,1,Yes,No,39,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),4626.66
MW-10678-PGQW,No,82.52,Male,1,No,No,60,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,4947.45
MW-50216-VBTY,No,61.61,Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),551.65
MW-25367-DQQN,No,101.34,Female,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),7205.41
MW-74438-UZRA,No,69.65,Male,0,Yes,Yes,45,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),3116.1
MW-11077-NNGT,Yes,18.0,Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,1095.18
MW-87334-PCUA,Yes,113.92,Female,0,Yes,No,26,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,2979.36
MW-28404-WQZJ,Yes,59.31,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,4065.07
MW-98715-FMVQ,No,18.0,Female,1,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,789.65
MW-29831-LKUF,Yes,18.0,Male,0,No,Yes,9,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,166.97
MW-20033-AFFE,No,97.83,Female,0,Yes,Yes,67,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,6551.76
MW-65309-HTFD,No,18.0,Female,0,No,Yes,58,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1042.52
MW-56141-KZYA,No,104.48,Female,0,Yes,Yes,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),2182.24
MW-31212-AHDV,No,66.43,Male,0,No,No,39,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Mailed check,2602.11
MW-65263-DCFQ,Yes,85.42,Female,0,Yes,No,28,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,2402.33
MW-30129-DGNZ,No,56.3,Female,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),2233.54
MW-40947-WFGB,No,79.7,Male,0,Yes,No,70,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Mailed check,5559.18
MW-78705-HQNK,No,73.5,Female,0,Yes,No,65,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),4751.28
MW-49361-AXKX,Yes,62.84,Male,0,No,Yes,15,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),973.42
MW-69849-TVLD,Yes,32.04,Female,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,2242.02
MW-50579-FRQC,No,74.76,Female,0,No,No,31,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),2310.71
MW-12217-WAME,No,18.0,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),920.82
MW-13836-EMHL,No,91.95,Female,0,Yes,No,55,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),5036.33
MW-94711-YUHN,No,69.91,Female,0,Yes,Yes,35,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),2452.49
MW-30891-JGLD,No,77.93,Male,1,Yes,No,33,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,2570.49
MW-97834-FPTS,No,18.0,Male,0,No,Yes,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Mailed check,610.11
MW-50943-ZFCR,No,30.23,Female,0,No,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1887.12
MW-50705-PWDF,No,48.83,Male,0,Yes,Yes,28,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,1381.34
MW-82964-KVEY,Yes,84.21,Male,0,No,No,20,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,1687.06
MW-45111-CYSD,No,35.72,Female,0,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,952.79
MW-69188-ZBKT,No,120.0,Male,0,No,No,14,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,1688.64
MW-55539-JKGE,No,56.1,Female,0,No,No,28,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,1562.8
MW-67525-PLVP,No,33.52,Female,0,Yes,No,8,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,256.02
MW-24900-NDGA,Yes,58.39,Female,1,Yes,No,6,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),339.89
MW-15088-ZUGL,No,35.47,Female,0,Yes,No,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,1853.27
MW-15707-PFDY,No,28.47,Female,0,Yes,Yes,5,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,122.38
MW-91043-JURK,No,94.33,Female,0,No,No,41,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,3869.86
MW-67475-QGGT,No,79.4,Female,1,No,Yes,56,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),4433.91
MW-44686-UTSX,No,79.48,Female,0,Yes,No,52,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),4114.16
MW-68197-HAGR,Yes,102.3,Male,0,No,Yes,32,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),3257.23
MW-87567-QGUZ,No,78.6,Male,0,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),1100.04
MW-30821-CASM,No,31.98,Male,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),2154.12
MW-90645-STAU,No,85.26,Female,0,No,No,60,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),5105.46
MW-34591-ERZM,No,30.2,Male,0,Yes,No,44,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),1297.66
MW-50863-JXLP,No,49.66,Male,1,No,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,345.28
MW-49587-ENBW,Yes,62.63,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),142.03
MW-84993-QLTQ,No,59.58,Female,0,Yes,Yes,23,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Mailed check,1384.32
MW-12983-LHBF,No,18.0,Male,0,Yes,Yes,11,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),222.42
MW-11532-KMZJ,Yes,34.97,Female,0,No,Yes,62,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,2169.53
MW-10124-MACM,No,63.32,Male,1,Yes,Yes,15,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,947.77
MW-56380-JRWB,No,45.68,Female,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,933.94
MW-85580-DPCH,Yes,97.79,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),6963.33
MW-81796-SAQC,Yes,102.92,Female,1,Yes,No,59,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),6081.51
MW-64498-UTBN,No,30.39,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,469.09
MW-67596-MYAS,Yes,65.79,Male,1,Yes,No,27,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,1757.75
MW-70143-PZTG,No,111.48,Male,0,Yes,No,37,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,4120.9
MW-71357-CPWP,No,59.97,Female,0,Yes,No,48,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),2904.12
MW-49621-PNJX,Yes,51.79,Male,0,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,3533.79
MW-67895-ENWG,No,89.81,Female,0,No,No,63,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,5636.1
MW-20702-LSDG,No,55.77,Female,0,Yes,Yes,71,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),3951.7
MW-75685-TCKQ,No,102.13,Female,0,No,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),227.37
MW-91232-WDNT,Yes,46.16,Female,0,No,No,17,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),791.55
MW-82387-KLMW,No,49.76,Female,0,Yes,No,41,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),2042.89
MW-89450-QKAK,No,87.7,Female,0,No,Yes,3,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),266.28
MW-27582-VLKT,Yes,67.02,Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1674.25
MW-44207-ZDYJ,Yes,67.25,Male,0,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,731.89
MW-30248-QGAK,Yes,18.0,Female,1,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),1211.5
MW-77143-XXKR,No,53.4,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,228.75
MW-10138-UNVD,No,89.92,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),902.76
MW-43844-YPDV,Yes,40.49,Male,1,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,577.47
MW-16396-YJMX,No,85.02,Male,1,Yes,No,10,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,858.4
MW-37250-NJRD,Yes,72.04,Female,1,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,2974.77
MW-68801-JVCP,No,58.01,Male,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),1515.08
MW-72790-SNKY,No,104.73,Female,0,Yes,Yes,66,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),6924.53
MW-27444-VVCZ,No,53.8,Male,0,No,Yes,19,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1024.71
MW-45914-NSKP,Yes,55.9,Male,1,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,2165.89
MW-68888-TNPJ,No,57.67,Male,0,No,Yes,48,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,2764.78
MW-78481-ZEJV,No,66.42,Male,0,Yes,No,45,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,2997.75
MW-46773-MACX,Yes,87.01,Male,0,No,No,58,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,5056.75
MW-82819-ZGFF,Yes,19.82,Male,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),299.25
MW-36676-XACJ,No,90.04,Male,0,No,Yes,37,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Electronic check,3324.58
MW-19190-ZCHE,Yes,66.04,Male,0,No,Yes,58,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,3833.71
MW-48405-HSEK,Yes,80.62,Male,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,5077.12
MW-75728-DAMH,No,120.0,Female,0,No,No,45,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,5424.36
MW-36294-TABX,Yes,48.65,Male,0,No,No,47,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2292.2
MW-87501-LWCJ,No,27.26,Male,0,Yes,No,63,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),1723.31
MW-47503-SFFC,No,69.81,Female,0,No,No,45,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),3140.92
MW-77175-JSHC,No,74.57,Male,0,No,No,69,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),5141.95
MW-70117-RSKG,Yes,90.15,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,789.62
MW-43410-TTQK,No,47.85,Male,1,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),1177.33
MW-52461-NDAG,No,39.1,Male,0,No,Yes,8,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),315.48
MW-28158-NSFS,Yes,18.01,Female,0,No,No,6,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),108.87
MW-79906-HQCH,Yes,22.98,Male,0,No,No,34,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),784.09
MW-75863-ERTB,No,51.52,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,838.44
MW-48337-KQTU,No,60.5,Male,0,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),1755.89
MW-38007-UDRV,Yes,120.0,Male,0,No,Yes,31,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),3714.78
MW-92237-PXVZ,No,18.0,Male,0,No,No,45,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),806.85
MW-95130-YAKX,No,74.06,Male,0,No,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),5113.8
MW-94573-BBGK,No,42.22,Male,0,No,Yes,62,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),2611.94
MW-20984-QPTF,No,70.69,Male,0,No,No,27,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,1924.6
MW-90112-MJXX,Yes,47.4,Male,0,No,No,23,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),1090.03
MW-24190-VECN,Yes,95.06,Male,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),5327.13
MW-60852-SVVF,No,94.88,Male,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),841.67
MW-94112-JYSZ,No,60.61,Female,0,No,Yes,39,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),2379.76
MW-29469-FGRM,Yes,107.17,Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,3236.68
MW-76820-ZAQZ,Yes,86.8,Female,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,1107.95
MW-59823-NDBL,No,105.78,Female,1,Yes,No,45,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Mailed check,4766.11
MW-10703-USCR,No,62.71,Male,0,No,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1440.71
MW-89864-XRGA,No,92.55,Male,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),1207.41
MW-35952-PTWT,No,40.95,Male,1,No,No,47,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1931.43
MW-85361-MPET,No,37.91,Female,1,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),421.4
MW-87434-RAHD,Yes,120.0,Male,0,Yes,No,49,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),5891.39
MW-89643-ZBNH,Yes,31.42,Female,0,Yes,No,11,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,362.31
MW-10084-YEYE,Yes,50.92,Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),1596.89
MW-67478-ALMQ,No,18.0,Male,0,Yes,Yes,58,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),1029.83
MW-82595-NPHW,Yes,38.62,Female,0,No,No,16,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),617.46
MW-96145-PKBK,No,34.17,Female,0,Yes,Yes,56,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1905.44
MW-16001-LAVU,Yes,43.89,Female,0,No,Yes,52,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),2253.55
MW-73881-FQDD,No,73.0,Male,0,No,No,65,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,4735.69
MW-90245-SEYE,No,80.23,Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),946.5
MW-75595-RKBA,No,33.8,Male,0,No,No,52,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),1762.62
MW-93501-DUZH,No,40.31,Male,1,Yes,No,68,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,2716.61
MW-39130-GYKG,No,96.51,Female,0,No,No,55,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,5293.36
MW-17408-PJHY,No,115.16,Male,0,No,No,13,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,1489.29
MW-76527-TEQW,No,101.68,Female,1,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,6112.35
MW-97587-MDMM,No,18.0,Male,0,No,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),167.67
MW-62928-EWAD,Yes,99.68,Female,0,Yes,No,42,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,4191.11
MW-20026-CAGF,No,119.61,Female,0,No,Yes,36,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,4290.48
MW-91228-VGFK,No,18.0,Female,0,Yes,No,38,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,673.81
MW-46565-CTVB,No,96.48,Female,1,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,3579.63
